<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:75700ab57bd352e71ae0081f90cbf2702168abce3f8e9d7fb28255c5a2aa4085
size 18610
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Bandrol,06/11/2018,1.5,Other,2000,2200,2100,
,14/11/2018,2,Other,2000,2200,2100,
Bhuntar,01/11/2018,1.4, ,NR,NR,NR,
,02/11/2018,1.6,Other,1300,2100,1700,
,04/11/2018,1.2,Other,1200,2100,1650,
,05/11/2018,1,Other,1200,2200,1700,
,06/11/2018,1.1,Other,1200,2400,1800,
,07/11/2018,1.2,Other,1200,2200,1700,
,09/11/2018,1.2,Other,1000,2300,1700,
,11/11/2018,1,Other,1000,2200,1600,
,13/11/2018,0.9,Other,1200,2300,1700,
,14/11/2018,1.2,Other,1200,2200,1700,
,15/11/2018,0.8,Other,1100,2200,1700,
,16/11/2018,1.2,Other,1000,2200,1600,
,18/11/2018,1,Other,1000,2300,1700,
,19/11/2018,1.1,Other,1000,2200,1600,
,20/11/2018,1.2,Other,1000,2300,1600,
,21/11/2018,1,Other,1000,2400,1700,
,22/11/2018,0.9,Other,1000,2400,1700,
,23/11/2018,0.8,Other,1000,2300,1700,
,25/11/2018,1,Other,900,2400,1700,
,26/11/2018,0.9,Other,900,2300,1600,
,27/11/2018,1.1,Other,900,2400,1600,
,28/11/2018,0.9,Other,900,2400,1700,
,29/11/2018,0.8,Other,900,2300,1600,
,30/11/2018,0.9,Other,900,2400,1700,
Bilaspur,01/11/2018,0.5,Other,1500,3200,2500,
,02/11/2018,2.3, ,NR,NR,NR,
,03/11/2018,2.1,Other,1200,3200,1600,
,05/11/2018,2.3,Other,1000,3200,1900,
,07/11/2018,2.1,Other,1300,3200,2500,
,09/11/2018,2.1,Other,1400,3200,2100,
,10/11/2018,1.8,Other,1400,3100,2300,
,11/11/2018,2.3,Other,1300,3200,2300,
,12/11/2018,2,Other,1200,3200,2200,
,13/11/2018,1.8,Other,1400,3200,2500,
,14/11/2018,2.3,Other,1300,2900,2300,
,15/11/2018,2.1,Other,1300,3200,2500,
,16/11/2018,1.8,Other,1500,3200,2300,
,17/11/2018,2.3,Other,1000,3100,1800,
,19/11/2018,1.8,Other,1000,3100,1500,
,20/11/2018,2.3,Other,1000,3200,1500,
,21/11/2018,1.5,Other,1000,3100,1500,
,22/11/2018,2.1,Other,1500,3200,2500,
,26/11/2018,1.5,Other,1200,3200,2400,
Chail Chowk,02/11/2018,1,Other,1000,1000,1000,
,03/11/2018,0.5,Other,1000,1000,1000,
,05/11/2018,1,Other,1000,1500,1250,
,06/11/2018,1,Other,1000,1000,1000,
,12/11/2018,0.4,Other,1000,1000,1000,
,13/11/2018,0.7,Other,1000,1000,1000,
,14/11/2018,0.3,Other,1000,1000,1000,
,16/11/2018,0.3,Other,1000,1000,1000,
,22/11/2018,0.2,Other,1000,1000,1000,
,27/11/2018,0.3,Other,900,1100,1000,
Chamba,01/11/2018,3.5,Other,600,1200,900,
,02/11/2018,2.3, ,NR,NR,NR,
