<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7ec956e72f087a7ceb4f7fb8320a5371f6ebe1f2b165c75ebd7f1bed70ec8eed
size 9553
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Bhuntar,01/06/2017,1.6,Other,600,800,700,
,02/06/2017,1.8,Other,500,1300,800,
,05/06/2017,1.5,Other,800,1300,1000,
,06/06/2017,2,Other,500,1800,1100,
,07/06/2017,1.2,Other,500,1400,800,
,12/06/2017,1.8,Other,600,1200,800,
,13/06/2017,2,Other,600,1300,1000,
,14/06/2017,1.6,Other,800,1000,900,
,15/06/2017,1.5,Other,800,1000,900,
,16/06/2017,1.8,Other,800,1100,900,
,19/06/2017,2.1,Other,900,1100,1000,
,20/06/2017,1.8,Other,1000,1200,1100,
,21/06/2017,20,Other,900,1100,1000,
,22/06/2017,1.9,Other,800,1200,1000,
,23/06/2017,1.8,Other,900,1100,1000,
,25/06/2017,1.6,Other,900,1200,1100,
,27/06/2017,1.5,Other,900,1100,1000,
,28/06/2017,1.3,Other,900,1300,1100,
,30/06/2017,1.2,Other,800,1100,1000,
Bilaspur,02/06/2017,1.7,Other,500,800,600,
,05/06/2017,2.3,Other,500,1000,600,
,06/06/2017,2.3,Other,500,900,600,
,07/06/2017,2.3,Other,500,1000,900,
,08/06/2017,2.3,Other,500,900,600,
,12/06/2017,1.5,Other,500,800,600,
,13/06/2017,2.5,Other,500,900,700,
,17/06/2017,2.3,Other,500,800,600,
,19/06/2017,2.5,Other,500,1000,600,
,20/06/2017,2.3,Other,500,900,600,
,21/06/2017,2.3,Other,500,900,600,
,22/06/2017,2.1,Other,500,900,600,
,23/06/2017,2.1,Other,500,900,800,
,28/06/2017,2.3,Other,500,1000,600,
Chail Chowk,05/06/2017,0.2,Other,400,600,500,
,14/06/2017,0.5,Other,700,700,700,
,15/06/2017,1.3,Other,700,800,750,
,16/06/2017,1,Other,600,600,600,
,19/06/2017,2.2,Other,700,700,700,
,20/06/2017,1.4,Other,500,700,600,
,21/06/2017,4.3,Other,300,800,550,
,23/06/2017,1.3,Other,600,700,650,
,24/06/2017,3.6,Other,300,800,550,
,27/06/2017,2.7,Other,300,800,550,
,28/06/2017,0.5,Other,800,800,800,
Chamba,01/06/2017,6,Other,300,500,400,
,02/06/2017,3.5,Other,200,400,300,
,03/06/2017,3.7,Other,300,500,400,
,05/06/2017,0.2,Other,600,800,700,
,06/06/2017,2.2,Other,200,400,300,
,07/06/2017,4.4,Other,250,550,450,
,12/06/2017,0.5,Other,600,800,700,
,13/06/2017,0.6,Other,600,700,650,
,20/06/2017,1.2,Other,500,700,600,
,23/06/2017,0.4,Other,600,800,700,
,27/06/2017,1.5,Other,400,600,500,
,30/06/2017,1.3,Other,600,800,700,
Dhanotu (Mandi),03/06/2017,2.3,Other,500,800,650,
,05/06/2017,1.4,Other,400,800,600,
,06/06/2017,2.4,Other,700,800,750,
,07/06/2017,2.4,Other,600,1000,800,
,12/06/2017,2.2,Other,500,1200,850,
,14/06/2017,2.6,Other,500,1000,750,
,15/06/2017,2.2,Other,600,1000,800,
,16/06/2017,2.1,Other,700,900,800,
,19/06/2017,2.2,Other,600,800,700,
,20/06/2017,2.5,Other,600,800,700,
,21/06/2017,2.8,Other,400,900,650,
,22/06/2017,3,Other,400,900,650,
,23/06/2017,2.4,Other,500,800,650,
,24/06/2017,2.2,Other,500,800,650,
,27/06/2017,2.2,Other,500,1000,750,
,28/06/2017,1.4,Other,500,800,650,
,29/06/2017,1.8,Other,500,900,700,
Hamirpur,01/06/2017,1.86,Other,500,800,600,
,02/06/2017,6.5,Desi,800,800,800,
,,,Other,500,700,600,
,03/06/2017,2.6,Desi,440,800,620,
,05/06/2017,2.9,Other,500,800,600,
,06/06/2017,3.6,Other,400,800,600,
,07/06/2017,2.05,Other,500,800,600,
,08/06/2017,2.8,Desi,500,850,700,
,12/06/2017,3.5,Other,400,800,600,
,13/06/2017,2.45,Other,500,800,700,
,14/06/2017,2.4,Other,600,800,700,
,15/06/2017,2.2,Desi,300,400,350,
,16/06/2017,1.95,Other,600,800,700,
,17/06/2017,3.3,Desi,500,800,650,
,19/06/2017,3.7,Desi,600,800,700,
,20/06/2017,3,Desi,600,800,700,
,21/06/2017,3.35,Desi,600,900,750,
,22/06/2017,2.9,Desi,600,900,750,
,23/06/2017,2.55,Desi,600,800,700,
,24/06/2017,2.3,Desi,600,800,700,
,27/06/2017,2.75,Desi,600,900,750,
