<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4e12176494e6746efc6d67900a49a540b90cd50eea7c4b17d73df167cc41be1c
size 23876
=======
DATE,DISPERSION,COMMODITY
2016-11-01,0.01948618424508317,RICE
2016-11-01,0.00944910061238143,MUSTARD OIL
2016-12-01,0.0661679608939729,TOMATO
2016-12-01,0.04556759987810332,ONION
2016-12-01,0.037783688637390636,POTATO
2016-12-01,0.03185066251002368,AVG
2016-12-01,0.023154147768076262,GREEN GRAM DAL (MOONG DAL)
2016-12-01,0.02111239686143325,MASUR DAL
2016-12-01,0.019529931786598054,RICE
2016-12-01,0.009638911744591284,MUSTARD OIL
2017-01-01,0.048999467478547463,ONION
2017-01-01,0.03801709726498078,TOMATO
2017-01-01,0.03351425342677425,POTATO
2017-01-01,0.027845198098295908,AVG
2017-01-01,0.02517969578958305,MASUR DAL
2017-01-01,0.020675367870082256,RICE
2017-01-01,0.020154093198519803,GREEN GRAM DAL (MOONG DAL)
2017-01-01,0.008376411659583744,MUSTARD OIL
2017-02-01,0.07836432145376024,TOMATO
2017-02-01,0.04302268942182619,POTATO
2017-02-01,0.041403631940063766,ONION
2017-02-01,0.033497402126487406,AVG
2017-02-01,0.025738257416350985,MASUR DAL
2017-02-01,0.02015811573462744,RICE
2017-02-01,0.01765015915307538,GREEN GRAM DAL (MOONG DAL)
2017-02-01,0.00814463976570787,MUSTARD OIL
2017-03-01,0.06513075613044014,TOMATO
2017-03-01,0.06420244407542862,POTATO
2017-03-01,0.03263177039225342,AVG
2017-03-01,0.03007241702942529,ONION
2017-03-01,0.028264008298323862,MASUR DAL
2017-03-01,0.02012190816736649,RICE
2017-03-01,0.014787917572903047,GREEN GRAM DAL (MOONG DAL)
2017-03-01,0.005842941471886493,MUSTARD OIL
2017-04-01,0.07430557478578878,POTATO
2017-04-01,0.03611319900661542,TOMATO
2017-04-01,0.03356535264784257,ONION
2017-04-01,0.030182081241135694,AVG
2017-04-01,0.028343183060462,MASUR DAL
2017-04-01,0.02003340180550421,RICE
2017-04-01,0.012909573475228404,GREEN GRAM DAL (MOONG DAL)
2017-04-01,0.006004283906508469,MUSTARD OIL
2017-05-01,0.08538111503128927,POTATO
2017-05-01,0.038001696164747925,ONION
2017-05-01,0.032539407929733866,AVG
2017-05-01,0.031075805555252467,MASUR DAL
2017-05-01,0.0279661129186947,TOMATO
2017-05-01,0.019635816827769517,RICE
2017-05-01,0.01937438422537759,GREEN GRAM DAL (MOONG DAL)
2017-05-01,0.0063409247850056034,MUSTARD OIL
2017-06-01,0.05775546310477546,POTATO
2017-06-01,0.04717079054364788,TOMATO
2017-06-01,0.032074803291937,MASUR DAL
2017-06-01,0.029437554853258212,AVG
2017-06-01,0.02380613999436396,ONION
2017-06-01,0.021170236275134764,GREEN GRAM DAL (MOONG DAL)
2017-06-01,0.017205326164569112,RICE
2017-06-01,0.006880124598379333,MUSTARD OIL
2017-07-01,0.05351603081677006,POTATO
2017-07-01,0.035945828728941615,TOMATO
2017-07-01,0.03133881187459248,MASUR DAL
2017-07-01,0.025861734315784427,AVG
2017-07-01,0.0202428821374022,GREEN GRAM DAL (MOONG DAL)
2017-07-01,0.016734900301248582,RICE
2017-07-01,0.015781877770405624,ONION
2017-07-01,0.0074718085811304215,MUSTARD OIL
2017-08-01,0.0614661290016088,POTATO
2017-08-01,0.030650348327482955,ONION
2017-08-01,0.02797891588982185,MASUR DAL
2017-08-01,0.025500630553729375,AVG
2017-08-01,0.022761662696587973,TOMATO
2017-08-01,0.0157774183569642,RICE
2017-08-01,0.012496354537379146,GREEN GRAM DAL (MOONG DAL)
2017-08-01,0.007373585066260712,MUSTARD OIL
2017-09-01,0.07265657234273158,POTATO
2017-09-01,0.05034221927449925,TOMATO
2017-09-01,0.02963552475497796,AVG
2017-09-01,0.02702875223972195,MASUR DAL
2017-09-01,0.024993195846927614,ONION
2017-09-01,0.01655743282799403,RICE
2017-09-01,0.009484887163306956,GREEN GRAM DAL (MOONG DAL)
2017-09-01,0.0063856135896643035,MUSTARD OIL
2017-10-01,0.08496934454385598,POTATO
2017-10-01,0.034762279481951014,TOMATO
2017-10-01,0.02880500131515142,AVG
2017-10-01,0.02407492482981115,ONION
2017-10-01,0.023548017894676275,MASUR DAL
2017-10-01,0.016104478700538532,RICE
2017-10-01,0.011084265300524854,GREEN GRAM DAL (MOONG DAL)
2017-10-01,0.007091698454702144,MUSTARD OIL
2017-11-01,0.08893730568643078,POTATO
2017-11-01,0.02975043526265781,TOMATO
2017-11-01,0.02875384033021487,AVG
2017-11-01,0.024793026189634262,ONION
2017-11-01,0.022852793004585658,MASUR DAL
2017-11-01,0.01627918335025702,RICE
2017-11-01,0.011644153080568627,GREEN GRAM DAL (MOONG DAL)
2017-11-01,0.007019985737369941,MUSTARD OIL
2017-12-01,0.061885908070233725,TOMATO
2017-12-01,0.05008451590210265,POTATO
2017-12-01,0.02725436043539975,AVG
2017-12-01,0.02324774768171539,ONION
2017-12-01,0.022633618873519057,MASUR DAL
2017-12-01,0.016523246935453383,RICE
2017-12-01,0.00928554060676282,GREEN GRAM DAL (MOONG DAL)
2017-12-01,0.0071199449780112185,MUSTARD OIL
2018-01-01,0.07082838785530801,TOMATO
2018-01-01,0.05182355655383857,POTATO
2018-01-01,0.028455050266001095,AVG
2018-01-01,0.02292581314456428,MASUR DAL
2018-01-01,0.022925318335611858,ONION
2018-01-01,0.016754579247982144,RICE
2018-01-01,0.007121498196964096,GREEN GRAM DAL (MOONG DAL)
2018-01-01,0.0068061985277387115,MUSTARD OIL
2018-02-01,0.06817914364549425,TOMATO
2018-02-01,0.04933089729858682,POTATO
2018-02-01,0.03635790958719988,ONION
2018-02-01,0.029588000267259613,AVG
2018-02-01,0.021795041720582664,MASUR DAL
2018-02-01,0.017002747556371454,RICE
2018-02-01,0.007713534344074295,MUSTARD OIL
2018-02-01,0.006736727718507934,GREEN GRAM DAL (MOONG DAL)
2018-03-01,0.04912469425001851,POTATO
2018-03-01,0.043985260382497886,TOMATO
2018-03-01,0.04262987031546203,ONION
2018-03-01,0.02719074901700676,AVG
2018-03-01,0.02249436729257603,MASUR DAL
2018-03-01,0.016993322211150297,RICE
2018-03-01,0.008997266420435092,MUSTARD OIL
2018-03-01,0.006110462246907476,GREEN GRAM DAL (MOONG DAL)
2018-04-01,0.05174836133005092,POTATO
2018-04-01,0.042083828262264256,ONION
2018-04-01,0.033698901567127126,TOMATO
2018-04-01,0.026255140382484065,AVG
2018-04-01,0.02271365233651557,MASUR DAL
2018-04-01,0.020409078937359347,RICE
2018-04-01,0.007652911505154319,MUSTARD OIL
2018-04-01,0.005479248738916917,GREEN GRAM DAL (MOONG DAL)
2018-05-01,0.04436211680086986,POTATO
2018-05-01,0.04153671308771287,TOMATO
2018-05-01,0.0363563858101095,ONION
2018-05-01,0.025577490005977116,AVG
2018-05-01,0.022226531335660268,MASUR DAL
2018-05-01,0.020008946485808272,RICE
2018-05-01,0.007871275691273941,MUSTARD OIL
2018-05-01,0.00668046083040509,GREEN GRAM DAL (MOONG DAL)
2018-06-01,0.0411465398954725,POTATO
2018-06-01,0.03986602041610798,TOMATO
2018-06-01,0.027735311216216182,ONION
2018-06-01,0.0242653256917948,AVG
2018-06-01,0.023827894009457482,MASUR DAL
2018-06-01,0.02025481490878755,RICE
2018-06-01,0.009347502148445487,GREEN GRAM DAL (MOONG DAL)
2018-06-01,0.0076791972480764175,MUSTARD OIL
2018-07-01,0.05884790929425816,TOMATO
2018-07-01,0.04093835969437494,POTATO
2018-07-01,0.030011958793845814,ONION
2018-07-01,0.026723602624766085,AVG
2018-07-01,0.02217235796465201,MASUR DAL
2018-07-01,0.020130889091145184,RICE
2018-07-01,0.0075801575899525015,GREEN GRAM DAL (MOONG DAL)
2018-07-01,0.007383585945133991,MUSTARD OIL
2018-08-01,0.07833597453430646,TOMATO
2018-08-01,0.043158520044830034,POTATO
2018-08-01,0.034227074092687604,ONION
2018-08-01,0.02958563045751699,AVG
2018-08-01,0.02027483409756327,MASUR DAL
2018-08-01,0.016615428376136866,RICE
2018-08-01,0.007931749527186423,MUSTARD OIL
2018-08-01,0.006555832529908275,GREEN GRAM DAL (MOONG DAL)
2018-09-01,0.08034346415463751,TOMATO
2018-09-01,0.04021974426708151,ONION
2018-09-01,0.03702462596591732,POTATO
2018-09-01,0.029429921028129136,AVG
2018-09-01,0.019678137837166584,MASUR DAL
2018-09-01,0.013096323777462924,RICE
2018-09-01,0.008742495087963044,MUSTARD OIL
2018-09-01,0.006904656106675061,GREEN GRAM DAL (MOONG DAL)
2018-10-01,0.06525646521271826,TOMATO
2018-10-01,0.03444349425406913,ONION
2018-10-01,0.03352761540825703,POTATO
2018-10-01,0.025571626006149928,AVG
2018-10-01,0.01967806910848865,MASUR DAL
2018-10-01,0.012703472088508487,RICE
2018-10-01,0.007673159539347003,MUSTARD OIL
2018-10-01,0.005719106431660946,GREEN GRAM DAL (MOONG DAL)
2018-11-01,0.05585765089692568,TOMATO
2018-11-01,0.0466540290895395,POTATO
2018-11-01,0.04331154797792743,ONION
2018-11-01,0.027144424523994876,AVG
2018-11-01,0.01977553561237264,MASUR DAL
2018-11-01,0.011827998216440592,RICE
2018-11-01,0.008617961944987118,MUSTARD OIL
2018-11-01,0.003966247929771155,GREEN GRAM DAL (MOONG DAL)
2018-12-01,0.054433014508039376,ONION
2018-12-01,0.04110683601499244,POTATO
2018-12-01,0.03054175752557865,TOMATO
2018-12-01,0.024130327547508813,AVG
2018-12-01,0.020392316708745483,MASUR DAL
2018-12-01,0.010894370738035886,RICE
2018-12-01,0.007890710812269856,MUSTARD OIL
2018-12-01,0.0036532865248999962,GREEN GRAM DAL (MOONG DAL)
2019-01-01,0.05887355338303508,ONION
2019-01-01,0.052372372097921054,TOMATO
2019-01-01,0.0377957636749518,POTATO
2019-01-01,0.027594385157280698,AVG
2019-01-01,0.021072746923761213,MASUR DAL
2019-01-01,0.012435823125823291,RICE
2019-01-01,0.007025682779668057,MUSTARD OIL
2019-01-01,0.003584754115804411,GREEN GRAM DAL (MOONG DAL)
2019-02-01,0.04151619889084277,ONION
2019-02-01,0.03445061184005696,TOMATO
2019-02-01,0.02559012028188976,POTATO
2019-02-01,0.020556561823828784,AVG
2019-02-01,0.02003341324864795,MASUR DAL
2019-02-01,0.012853997809320913,RICE
2019-02-01,0.006855985162857439,MUSTARD OIL
2019-02-01,0.002595605533185702,GREEN GRAM DAL (MOONG DAL)
2019-03-01,0.04260639622623525,TOMATO
2019-03-01,0.02980635391629073,POTATO
2019-03-01,0.0265683188898287,ONION
2019-03-01,0.01979048921847131,AVG
2019-03-01,0.015591688515153938,MASUR DAL
2019-03-01,0.013022033330697857,RICE
2019-03-01,0.0071631811449533265,MUSTARD OIL
2019-03-01,0.00377545250613934,GREEN GRAM DAL (MOONG DAL)
2019-04-01,0.0387106882521097,TOMATO
2019-04-01,0.036090282742977264,POTATO
2019-04-01,0.022664641121754762,ONION
2019-04-01,0.019594960102699295,AVG
2019-04-01,0.015676177009704747,MASUR DAL
2019-04-01,0.013218832348133171,RICE
2019-04-01,0.006935538949022069,MUSTARD OIL
2019-04-01,0.0038685602951933572,GREEN GRAM DAL (MOONG DAL)
2019-05-01,0.031106589109436655,POTATO
2019-05-01,0.028188716932637112,TOMATO
2019-05-01,0.022726926610546924,ONION
2019-05-01,0.01737195979055421,AVG
2019-05-01,0.015259169428894246,MASUR DAL
2019-05-01,0.013530758987250634,RICE
2019-05-01,0.006990597009325434,MUSTARD OIL
2019-05-01,0.0038009604557884867,GREEN GRAM DAL (MOONG DAL)
2019-06-01,0.033328492640821834,TOMATO
2019-06-01,0.02528681250984862,POTATO
2019-06-01,0.02400502935874461,ONION
2019-06-01,0.01781663254950677,AVG
2019-06-01,0.016118111983305056,MASUR DAL
2019-06-01,0.013775092749009793,RICE
2019-06-01,0.006949162291435433,MUSTARD OIL
2019-06-01,0.005253726313382033,GREEN GRAM DAL (MOONG DAL)
2019-07-01,0.02545405309271334,TOMATO
2019-07-01,0.02474871369419401,POTATO
2019-07-01,0.0233955181325338,ONION
2019-07-01,0.017605381303309152,MASUR DAL
2019-07-01,0.01681125158554976,AVG
2019-07-01,0.014449447268945884,RICE
2019-07-01,0.006731422115478548,MUSTARD OIL
2019-07-01,0.005294225491673585,GREEN GRAM DAL (MOONG DAL)
2019-08-01,0.055837007984224696,TOMATO
2019-08-01,0.03439883684662294,POTATO
2019-08-01,0.02186970553037271,AVG
2019-08-01,0.020250199306124903,ONION
2019-08-01,0.01745816052922759,MASUR DAL
2019-08-01,0.014164007011628128,RICE
2019-08-01,0.006711497281944336,MUSTARD OIL
2019-08-01,0.004268229752836381,GREEN GRAM DAL (MOONG DAL)
2019-09-01,0.04542039784675447,TOMATO
2019-09-01,0.038232213239760234,POTATO
2019-09-01,0.02292386171979086,ONION
2019-09-01,0.021465599744289687,AVG
2019-09-01,0.016827287351703992,MASUR DAL
2019-09-01,0.013654584463019613,RICE
2019-09-01,0.007613999695725405,MUSTARD OIL
2019-09-01,0.005586853893273222,GREEN GRAM DAL (MOONG DAL)
2019-10-01,0.052182513082918235,TOMATO
2019-10-01,0.043935336810953095,POTATO
2019-10-01,0.03616782405786231,ONION
2019-10-01,0.025349895875286244,AVG
2019-10-01,0.0191481396572829,MASUR DAL
2019-10-01,0.01333806822321206,RICE
2019-10-01,0.00787519061363919,MUSTARD OIL
2019-10-01,0.004802198681135882,GREEN GRAM DAL (MOONG DAL)
2019-11-01,0.0515828454377902,POTATO
2019-11-01,0.04936707501043083,TOMATO
2019-11-01,0.029236742067561158,ONION
2019-11-01,0.025593052985150622,AVG
2019-11-01,0.02093530819927863,MASUR DAL
2019-11-01,0.011957330454960169,RICE
2019-11-01,0.00929849859390125,MUSTARD OIL
2019-11-01,0.006773571132132112,GREEN GRAM DAL (MOONG DAL)
2019-12-01,0.035149585769840265,TOMATO
2019-12-01,0.032143757003610926,POTATO
2019-12-01,0.02273321932328448,ONION
2019-12-01,0.022732918902589497,MASUR DAL
2019-12-01,0.019455534289780356,AVG
2019-12-01,0.010045259588338488,RICE
2019-12-01,0.006725867818357974,MUSTARD OIL
2019-12-01,0.006658131622440865,GREEN GRAM DAL (MOONG DAL)
2020-01-01,0.04157609309601058,TOMATO
2020-01-01,0.04153139357986477,POTATO
2020-01-01,0.033256589842950685,ONION
2020-01-01,0.023395566257127274,AVG
2020-01-01,0.020088280251596983,MASUR DAL
2020-01-01,0.010803847025097341,RICE
2020-01-01,0.008837331058345962,MUSTARD OIL
2020-01-01,0.00767542894602458,GREEN GRAM DAL (MOONG DAL)
2020-02-01,0.056703473000484325,TOMATO
2020-02-01,0.035133511658276176,ONION
2020-02-01,0.03395121828188205,POTATO
2020-02-01,0.024301678532444478,AVG
2020-02-01,0.018820152499011682,MASUR DAL
2020-02-01,0.01057628585878754,RICE
2020-02-01,0.009523575716020454,MUSTARD OIL
2020-02-01,0.005403532712649108,GREEN GRAM DAL (MOONG DAL)
2020-03-01,0.05284558518427258,TOMATO
2020-03-01,0.02604258111687769,ONION
2020-03-01,0.01931808207078952,MASUR DAL
2020-03-01,0.019256095421881465,AVG
2020-03-01,0.01364089977347705,POTATO
2020-03-01,0.011087387074809187,RICE
2020-03-01,0.007187577107700453,MUSTARD OIL
2020-03-01,0.004670555625243757,GREEN GRAM DAL (MOONG DAL)
2020-04-01,0.08724338040870967,TOMATO
2020-04-01,0.02528458027923433,AVG
2020-04-01,0.024543635652456108,ONION
2020-04-01,0.024058217877357502,MASUR DAL
2020-04-01,0.013335306716469396,POTATO
2020-04-01,0.012235561290584193,RICE
2020-04-01,0.008725867272288405,GREEN GRAM DAL (MOONG DAL)
2020-04-01,0.006850092736775041,MUSTARD OIL
2020-05-01,0.06943533618136563,TOMATO
2020-05-01,0.027628222216829985,ONION
2020-05-01,0.02481494890387367,AVG
2020-05-01,0.024491713055673246,MASUR DAL
2020-05-01,0.019224246269628882,POTATO
2020-05-01,0.013831619905870248,RICE
2020-05-01,0.012677475999278966,GREEN GRAM DAL (MOONG DAL)
2020-05-01,0.006416028698468729,MUSTARD OIL
2020-06-01,0.04672451224279965,TOMATO
2020-06-01,0.025067910255696324,MASUR DAL
2020-06-01,0.025001595497531216,ONION
2020-06-01,0.02299207766587624,POTATO
2020-06-01,0.02163944263817662,AVG
2020-06-01,0.012929671936826278,GREEN GRAM DAL (MOONG DAL)
2020-06-01,0.011592886175826905,RICE
2020-06-01,0.0071674446926797185,MUSTARD OIL
2020-07-01,0.04967519976051226,TOMATO
2020-07-01,0.029603747820286037,ONION
2020-07-01,0.02450962751997442,MASUR DAL
2020-07-01,0.02270483719725293,AVG
2020-07-01,0.02209567861316393,POTATO
2020-07-01,0.013179433832201048,GREEN GRAM DAL (MOONG DAL)
2020-07-01,0.010459146311130985,RICE
2020-07-01,0.009411026523501821,MUSTARD OIL
2020-08-01,0.04653165300553603,TOMATO
2020-08-01,0.02523639837121304,MASUR DAL
2020-08-01,0.023870019800013437,ONION
2020-08-01,0.021497252557051098,AVG
2020-08-01,0.0195218654222621,POTATO
2020-08-01,0.013521058921650902,GREEN GRAM DAL (MOONG DAL)
2020-08-01,0.011854107800051876,RICE
2020-08-01,0.00994566457863031,MUSTARD OIL
2020-09-01,0.03647201651672567,TOMATO
2020-09-01,0.035128397982138154,ONION
2020-09-01,0.02368752680162556,MASUR DAL
2020-09-01,0.02179609699412514,AVG
2020-09-01,0.01895613916547232,POTATO
2020-09-01,0.014032870576388978,GREEN GRAM DAL (MOONG DAL)
2020-09-01,0.012244729266036607,MUSTARD OIL
2020-09-01,0.01205099865048871,RICE
2020-10-01,0.04754710283723576,TOMATO
2020-10-01,0.03046135347118037,ONION
2020-10-01,0.022168774441764988,MASUR DAL
2020-10-01,0.02131282083472095,AVG
2020-10-01,0.015240508170101903,POTATO
2020-10-01,0.012018903407164095,RICE
2020-10-01,0.01121732783441748,GREEN GRAM DAL (MOONG DAL)
2020-10-01,0.010535775681182056,MUSTARD OIL
2020-11-01,0.05128857139193741,TOMATO
2020-11-01,0.022727730882488487,ONION
2020-11-01,0.021420955356575393,AVG
2020-11-01,0.02035018735020229,MASUR DAL
2020-11-01,0.016866631124641557,POTATO
2020-11-01,0.015625556608196447,MUSTARD OIL
2020-11-01,0.013859623276136657,RICE
2020-11-01,0.009228386862424904,GREEN GRAM DAL (MOONG DAL)
2020-12-01,0.041158855858002885,MUSTARD OIL
2020-12-01,0.03710269722511639,TOMATO
2020-12-01,0.028377727517602636,POTATO
2020-12-01,0.025562997843974283,ONION
2020-12-01,0.025129969711344746,AVG
2020-12-01,0.02175364135624814,MASUR DAL
2020-12-01,0.014427039821031369,RICE
2020-12-01,0.007526828357437541,GREEN GRAM DAL (MOONG DAL)
2021-01-01,0.06459982026054782,MUSTARD OIL
2021-01-01,0.034721050313338275,TOMATO
2021-01-01,0.02685597424592744,AVG
2021-01-01,0.023256501830987247,ONION
2021-01-01,0.02324583257322262,POTATO
2021-01-01,0.022669336491250528,MASUR DAL
2021-01-01,0.01487478873721678,RICE
2021-01-01,0.004624489514928777,GREEN GRAM DAL (MOONG DAL)
2021-02-01,0.05515300656736682,TOMATO
2021-02-01,0.046408152913545615,MUSTARD OIL
2021-02-01,0.02862330483116294,AVG
2021-02-01,0.02508911127578229,RICE
2021-02-01,0.0236696118098426,MASUR DAL
2021-02-01,0.02339046858946244,ONION
2021-02-01,0.021641661424673574,POTATO
2021-02-01,0.005011121237467246,GREEN GRAM DAL (MOONG DAL)
2021-03-01,0.04495390476125682,TOMATO
2021-03-01,0.04301091391441058,ONION
2021-03-01,0.0288346868958301,POTATO
2021-03-01,0.02602649274107336,RICE
2021-03-01,0.02591315877632627,AVG
2021-03-01,0.022957120237069813,MASUR DAL
2021-03-01,0.01205864474883217,MUSTARD OIL
2021-03-01,0.003550348135811046,GREEN GRAM DAL (MOONG DAL)
2021-04-01,0.058530594986236924,TOMATO
2021-04-01,0.03388467923346087,ONION
2021-04-01,0.03153134468305785,POTATO
2021-04-01,0.02732408573414758,AVG
2021-04-01,0.02620392717035845,RICE
2021-04-01,0.02353779703473191,MASUR DAL
2021-04-01,0.013228042322241344,MUSTARD OIL
2021-04-01,0.004352214708945741,GREEN GRAM DAL (MOONG DAL)
2021-05-01,0.1267607830595948,TOMATO
2021-05-01,0.04011482873291202,RICE
2021-05-01,0.039089380435021394,AVG
2021-05-01,0.037306016243853136,POTATO
2021-05-01,0.026341743064101444,ONION
2021-05-01,0.023613556153106518,MASUR DAL
2021-05-01,0.015247524834854531,MUSTARD OIL
2021-05-01,0.004241210956727291,GREEN GRAM DAL (MOONG DAL)
2021-06-01,0.06658706887995974,TOMATO
2021-06-01,0.052274975346764056,RICE
2021-06-01,0.028362419562070976,AVG
2021-06-01,0.022376705685555588,POTATO
2021-06-01,0.021773381018154417,ONION
2021-06-01,0.02028747963051309,MASUR DAL
2021-06-01,0.010872329627828343,MUSTARD OIL
2021-06-01,0.004364996745721598,GREEN GRAM DAL (MOONG DAL)
2021-07-01,0.0666374752136291,TOMATO
2021-07-01,0.027481242601504915,POTATO
2021-07-01,0.026514725520648805,ONION
2021-07-01,0.025617935637149952,AVG
2021-07-01,0.017372535925036292,MASUR DAL
2021-07-01,0.011483783379960552,MUSTARD OIL
2021-07-01,0.004217851182120062,GREEN GRAM DAL (MOONG DAL)
2021-08-01,0.06312617709989056,TOMATO
2021-08-01,0.030360890323008264,ONION
2021-08-01,0.028467271655825375,POTATO
2021-08-01,0.026048075527386482,AVG
2021-08-01,0.01727022947675225,MASUR DAL
2021-08-01,0.01304733671577443,MUSTARD OIL
2021-08-01,0.004016547893068023,GREEN GRAM DAL (MOONG DAL)
2021-09-01,0.055716379930211286,TOMATO
2021-09-01,0.04317077813042365,ONION
2021-09-01,0.032454594296111125,POTATO
2021-09-01,0.028009007707142902,AVG
2021-09-01,0.018406046731230485,MASUR DAL
2021-09-01,0.014212240407824681,MUSTARD OIL
2021-09-01,0.00409400674705617,GREEN GRAM DAL (MOONG DAL)
2021-10-01,0.0670927859906437,TOMATO
2021-10-01,0.03768240350147315,ONION
2021-10-01,0.0331841384939053,POTATO
2021-10-01,0.029013881636542695,AVG
2021-10-01,0.017676143894371332,MASUR DAL
2021-10-01,0.0137424478223453,MUSTARD OIL
2021-10-01,0.004705370116517375,GREEN GRAM DAL (MOONG DAL)
2021-11-01,0.04147023346102808,TOMATO
2021-11-01,0.03655492848005937,ONION
2021-11-01,0.03539653002125813,POTATO
2021-11-01,0.024768766766065927,AVG
2021-11-01,0.01702161013110387,MASUR DAL
2021-11-01,0.01383582782666446,MUSTARD OIL
2021-11-01,0.004333470676281656,GREEN GRAM DAL (MOONG DAL)
2021-12-01,0.04936183591394525,TOMATO
2021-12-01,0.03718043118756399,POTATO
2021-12-01,0.0289668197918832,ONION
2021-12-01,0.024717916417703337,AVG
2021-12-01,0.017435519247861818,MASUR DAL
2021-12-01,0.01140018837421967,MUSTARD OIL
2021-12-01,0.003962703990746095,GREEN GRAM DAL (MOONG DAL)
2022-01-01,0.05049737969094725,TOMATO
2022-01-01,0.04258707396466016,POTATO
2022-01-01,0.02618787452551589,ONION
2022-01-01,0.025300617568557476,AVG
2022-01-01,0.017683639936678718,MASUR DAL
2022-01-01,0.010863245474042773,MUSTARD OIL
2022-01-01,0.0039844918195000795,GREEN GRAM DAL (MOONG DAL)
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
