<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2b8d5b2169574b792750f517d8949a22f1f2da5cb070eddb4a6dbcb1bdca439b
size 17615
=======
STARTDATA,ENDDATA,MAX_PRICE,MIN_PRICE,MAXMINRATIO
2016-01-01,2016-02-13,9500.0,8400.0,1.1308177597905011
2016-01-08,2016-02-20,9400.0,8400.0,1.1189144149506012
2016-01-15,2016-02-27,9400.0,8400.0,1.1189144149506012
2016-01-22,2016-03-05,9000.0,8400.0,1.071301035591001
2016-01-29,2016-03-12,9000.0,8400.0,1.071301035591001
2016-02-01,2016-03-15,9000.0,8400.0,1.071301035591001
2016-02-08,2016-03-22,8800.0,8400.0,1.047494345911201
2016-02-15,2016-03-29,8800.0,8400.0,1.047494345911201
2016-02-22,2016-04-05,8800.0,8400.0,1.047494345911201
2016-02-29,2016-04-12,8800.0,8500.0,1.035172332666745
2016-03-07,2016-04-19,8800.0,8500.0,1.035172332666745
2016-03-14,2016-04-26,8800.0,8600.0,1.023136844552959
2016-03-21,2016-05-03,8800.0,8600.0,1.023136844552959
2016-03-28,2016-05-10,8800.0,8500.0,1.035172332666745
2016-04-04,2016-05-17,8600.0,8500.0,1.011645688742501
2016-04-11,2016-05-24,8600.0,8500.0,1.011645688742501
2016-04-18,2016-05-31,8600.0,7800.0,1.1024227663120112
2016-04-25,2016-06-07,8600.0,7800.0,1.1024227663120112
2016-05-02,2016-06-14,8600.0,7800.0,1.1024227663120112
2016-05-09,2016-06-21,8500.0,7800.0,1.0896038969362902
2016-05-16,2016-06-28,8500.0,7800.0,1.0896038969362902
2016-05-23,2016-07-05,8590.351458879293,7800.0,1.1011859324290851
2016-05-30,2016-07-12,9000.0,7800.0,1.1536982438148955
2016-06-06,2016-07-19,9000.0,7800.0,1.1536982438148955
2016-06-13,2016-07-26,9000.0,8300.0,1.084206722081677
2016-06-20,2016-08-02,9000.0,8200.0,1.0974271430313376
2016-06-27,2016-08-09,9000.0,8000.0,1.124859392575928
2016-07-04,2016-08-16,9000.0,7317.365269907291,1.229782836476815
2016-07-11,2016-08-23,9000.0,7000.0,1.2855306384802172
2016-07-18,2016-08-30,8800.0,6800.0,1.2939273636229967
2016-07-25,2016-09-06,8600.0,6800.0,1.2645199235406557
2016-08-01,2016-09-13,8200.0,6800.0,1.2057050433759742
2016-08-08,2016-09-20,8000.0,6800.0,1.1762976032936332
2016-08-15,2016-09-27,7500.0,6800.0,1.1027790030877813
2016-08-22,2016-10-04,7500.0,6800.0,1.1027790030877813
2016-08-29,2016-10-11,7500.0,6800.0,1.1027790030877813
2016-09-05,2016-10-18,7500.0,7050.0,1.0636789107927953
2016-09-12,2016-10-25,7500.0,7100.0,1.0561892691170258
2016-09-19,2016-11-01,7500.0,6800.0,1.1027790030877813
2016-09-26,2016-11-08,7500.0,6800.0,1.1027790030877813
2016-10-03,2016-11-15,7500.0,6800.0,1.1027790030877813
2016-10-10,2016-11-22,7250.0,6800.0,1.0660197029848553
2016-10-17,2016-11-29,7200.0,6600.0,1.0907438266929252
2016-10-24,2016-12-06,7200.0,6500.0,1.1075219197046609
2016-10-31,2016-12-13,7000.0,6400.0,1.0935791282612093
