<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:133939bb84f67b8290cb0f54a31eea75c9535bce205aa118f4718a47b55e1899
size 39782
=======
index,DATE,MANDINAME,STATENAME,VOLATILITY
1,2016-07-01,VARANASI,UTTAR PRADESH,0.02325581395348837
2,2016-07-01,RAIGANJ,WEST BENGAL,0.00932349473147285
3,2016-07-01,MEERUT,UTTAR PRADESH,0.008018519596918261
10,2016-07-01,AVERAGE,,0.00797035547016812
4,2016-07-01,PURULIA,WEST BENGAL,0.003209086088086469
5,2016-07-01,AMRITSAR,PUNJAB,0.0
6,2016-07-01,BATHINDA,PUNJAB,0.0
7,2016-07-01,MALDA,WEST BENGAL,0.0
8,2016-07-01,KOLKATA,WEST BENGAL,0.0
9,2016-07-01,LUCKNOW,UTTAR PRADESH,0.0
0,2016-08-01,RAIGANJ,WEST BENGAL,0.0510787012752951
1,2016-08-01,CHANDIGARH,PUNJAB,0.027397867072516246
2,2016-08-01,MEERUT,UTTAR PRADESH,0.01849299602949291
3,2016-08-01,GORAKHPUR,UTTAR PRADESH,0.015927737355576763
4,2016-08-01,BATHINDA,PUNJAB,0.011401001424603121
10,2016-08-01,AVERAGE,,0.0071005787210353865
5,2016-08-01,JHANSI,UTTAR PRADESH,0.003512113821152837
6,2016-08-01,AMRITSAR,PUNJAB,0.0
7,2016-08-01,KHARAGPUR,WEST BENGAL,0.0
8,2016-08-01,PURULIA,WEST BENGAL,0.0
9,2016-08-01,MALDA,WEST BENGAL,0.0
0,2016-09-01,RAIGANJ,WEST BENGAL,0.04999858145695957
1,2016-09-01,KOLKATA,WEST BENGAL,0.01790782780107646
2,2016-09-01,GORAKHPUR,UTTAR PRADESH,0.0070934239991368815
10,2016-09-01,AVERAGE,,0.004556734173516071
3,2016-09-01,MEERUT,UTTAR PRADESH,0.004518714206290422
4,2016-09-01,JHANSI,UTTAR PRADESH,0.00250266765982595
5,2016-09-01,AMRITSAR,PUNJAB,0.0
6,2016-09-01,PURULIA,WEST BENGAL,0.0
7,2016-09-01,MALDA,WEST BENGAL,0.0
8,2016-09-01,KHARAGPUR,WEST BENGAL,0.0
9,2016-09-01,VARANASI,UTTAR PRADESH,0.0
0,2016-10-01,RAIGANJ,WEST BENGAL,0.046377589359550365
1,2016-10-01,GORAKHPUR,UTTAR PRADESH,0.028987544808948024
2,2016-10-01,LUDHIANA,PUNJAB,0.01564977391560097
3,2016-10-01,MEERUT,UTTAR PRADESH,0.013868165478688018
10,2016-10-01,AVERAGE,,0.006000236815864289
4,2016-10-01,JHANSI,UTTAR PRADESH,0.003121189122769841
5,2016-10-01,AMRITSAR,PUNJAB,0.0
6,2016-10-01,VARANASI,UTTAR PRADESH,0.0
7,2016-10-01,PURULIA,WEST BENGAL,0.0
8,2016-10-01,MALDA,WEST BENGAL,0.0
9,2016-10-01,KOLKATA,WEST BENGAL,0.0
0,2016-11-01,RAIGANJ,WEST BENGAL,0.09626151544396276
1,2016-11-01,CHANDIGARH,PUNJAB,0.03716759611684618
2,2016-11-01,GORAKHPUR,UTTAR PRADESH,0.024462953539754983
10,2016-11-01,AVERAGE,,0.009424057831140987
3,2016-11-01,VARANASI,UTTAR PRADESH,0.006018925865843845
4,2016-11-01,MEERUT,UTTAR PRADESH,0.0038315383669344453
5,2016-11-01,JHANSI,UTTAR PRADESH,0.001890511627195568
6,2016-11-01,AMRITSAR,PUNJAB,0.0
7,2016-11-01,PURULIA,WEST BENGAL,0.0
8,2016-11-01,MALDA,WEST BENGAL,0.0
9,2016-11-01,KOLKATA,WEST BENGAL,0.0
0,2016-12-01,RAIGANJ,WEST BENGAL,0.06475085454189293
1,2016-12-01,GORAKHPUR,UTTAR PRADESH,0.02565947344535646
2,2016-12-01,KOLKATA,WEST BENGAL,0.02237398505602896
3,2016-12-01,PANCHKULA,PUNJAB,0.0212809840092188
10,2016-12-01,AVERAGE,,0.007871978433204694
4,2016-12-01,MEERUT,UTTAR PRADESH,0.005087719045133781
5,2016-12-01,JHANSI,UTTAR PRADESH,0.002542595700053561
6,2016-12-01,AMRITSAR,PUNJAB,0.0
7,2016-12-01,VARANASI,UTTAR PRADESH,0.0
8,2016-12-01,PURULIA,WEST BENGAL,0.0
9,2016-12-01,MALDA,WEST BENGAL,0.0
0,2017-01-01,GORAKHPUR,UTTAR PRADESH,0.025540366377146836
1,2017-01-01,KOLKATA,WEST BENGAL,0.022435281461574936
2,2017-01-01,RAIGANJ,WEST BENGAL,0.018636088645467973
3,2017-01-01,VARANASI,UTTAR PRADESH,0.016951105661222404
4,2017-01-01,MEERUT,UTTAR PRADESH,0.014943440558781388
10,2017-01-01,AVERAGE,,0.005597030692430734
5,2017-01-01,JHANSI,UTTAR PRADESH,0.002240269759559669
6,2017-01-01,AMRITSAR,PUNJAB,0.0
7,2017-01-01,PURULIA,WEST BENGAL,0.0
8,2017-01-01,MALDA,WEST BENGAL,0.0
9,2017-01-01,KHARAGPUR,WEST BENGAL,0.0
0,2017-02-01,MEERUT,UTTAR PRADESH,0.02669993602860438
1,2017-02-01,KOLKATA,WEST BENGAL,0.022536427900371414
2,2017-02-01,RAIGANJ,WEST BENGAL,0.019362750415612227
3,2017-02-01,GORAKHPUR,UTTAR PRADESH,0.013369132446006016
4,2017-02-01,VARANASI,UTTAR PRADESH,0.012935118174159288
5,2017-02-01,JHANSI,UTTAR PRADESH,0.009506738722394985
6,2017-02-01,SILIGURI,WEST BENGAL,0.009011948269333018
10,2017-02-01,AVERAGE,,0.006301225108693406
7,2017-02-01,PURULIA,WEST BENGAL,0.0
8,2017-02-01,MALDA,WEST BENGAL,0.0
9,2017-02-01,KHARAGPUR,WEST BENGAL,0.0
0,2017-03-01,RAIGANJ,WEST BENGAL,0.03719501641033724
1,2017-03-01,GORAKHPUR,UTTAR PRADESH,0.03617013681214806
2,2017-03-01,KOLKATA,WEST BENGAL,0.031638673370191404
3,2017-03-01,BATHINDA,PUNJAB,0.011318219563678258
4,2017-03-01,VARANASI,UTTAR PRADESH,0.008694063965075929
10,2017-03-01,AVERAGE,,0.007392227790781886
5,2017-03-01,MEERUT,UTTAR PRADESH,0.005609291564427474
6,2017-03-01,JHANSI,UTTAR PRADESH,0.002434698548215577
7,2017-03-01,AMRITSAR,PUNJAB,0.0
8,2017-03-01,PURULIA,WEST BENGAL,0.0
9,2017-03-01,MALDA,WEST BENGAL,0.0
0,2017-04-01,RAIGANJ,WEST BENGAL,0.04500561802886769
1,2017-04-01,MALDA,WEST BENGAL,0.014042885518586479
2,2017-04-01,MEERUT,UTTAR PRADESH,0.005044697169780513
3,2017-04-01,JHANSI,UTTAR PRADESH,0.0037909393265356892
10,2017-04-01,AVERAGE,,0.0037713411135427985
4,2017-04-01,AMRITSAR,PUNJAB,0.0
5,2017-04-01,PURULIA,WEST BENGAL,0.0
6,2017-04-01,KOLKATA,WEST BENGAL,0.0
7,2017-04-01,KHARAGPUR,WEST BENGAL,0.0
8,2017-04-01,VARANASI,UTTAR PRADESH,0.0
9,2017-04-01,LUCKNOW,UTTAR PRADESH,0.0
0,2017-05-01,AGRA,UTTAR PRADESH,0.055656986913427936
1,2017-05-01,GORAKHPUR,UTTAR PRADESH,0.020924201005023083
2,2017-05-01,RAIGANJ,WEST BENGAL,0.016082508269295272
3,2017-05-01,CHANDIGARH,PUNJAB,0.012533354306485221
4,2017-05-01,LUCKNOW,UTTAR PRADESH,0.01191661226568456
10,2017-05-01,AVERAGE,,0.006721094713792298
5,2017-05-01,JHANSI,UTTAR PRADESH,0.002357487387428685
6,2017-05-01,MEERUT,UTTAR PRADESH,0.0015085547009166306
7,2017-05-01,KHARAGPUR,WEST BENGAL,0.0
8,2017-05-01,PURULIA,WEST BENGAL,0.0
9,2017-05-01,MALDA,WEST BENGAL,0.0
0,2017-06-01,KOLKATA,WEST BENGAL,0.03432851600810137
1,2017-06-01,RAIGANJ,WEST BENGAL,0.033228759466251284
2,2017-06-01,PANCHKULA,PUNJAB,0.02920626266940284
3,2017-06-01,LUDHIANA,PUNJAB,0.02636501604670265
4,2017-06-01,KHARAGPUR,WEST BENGAL,0.02054201150342835
10,2017-06-01,AVERAGE,,0.009068392942936945
5,2017-06-01,BATHINDA,PUNJAB,0.006018925865843846
6,2017-06-01,MEERUT,UTTAR PRADESH,0.005741797494601033
7,2017-06-01,JHANSI,UTTAR PRADESH,0.004286489771611472
8,2017-06-01,AMRITSAR,PUNJAB,0.003513294146922169
9,2017-06-01,PURULIA,WEST BENGAL,0.0
0,2017-07-01,BATHINDA,PUNJAB,0.059936609357556375
1,2017-07-01,AGRA,UTTAR PRADESH,0.043484274830364635
2,2017-07-01,RAIGANJ,WEST BENGAL,0.03474273552513263
3,2017-07-01,SILIGURI,WEST BENGAL,0.022039819235342654
4,2017-07-01,KOLKATA,WEST BENGAL,0.02006937310988588
5,2017-07-01,AMRITSAR,PUNJAB,0.013802017623823123
10,2017-07-01,AVERAGE,,0.012311493710011482
6,2017-07-01,PURULIA,WEST BENGAL,0.009860999216044846
7,2017-07-01,JHANSI,UTTAR PRADESH,0.008584948527816947
8,2017-07-01,LUDHIANA,PUNJAB,0.005357476572214889
9,2017-07-01,MEERUT,UTTAR PRADESH,0.0037286327820247015
0,2017-08-01,AMRITSAR,PUNJAB,0.08640159227436175
1,2017-08-01,MALDA,WEST BENGAL,0.08027920138450444
2,2017-08-01,SILIGURI,WEST BENGAL,0.021560539859653442
3,2017-08-01,KOLKATA,WEST BENGAL,0.02072107335266266
4,2017-08-01,LUDHIANA,PUNJAB,0.020584527094390345
10,2017-08-01,AVERAGE,,0.014796894346207163
5,2017-08-01,JHANSI,UTTAR PRADESH,0.01150854917479365
6,2017-08-01,BATHINDA,PUNJAB,0.011120019953339685
7,2017-08-01,RAIGANJ,WEST BENGAL,0.011091252094144872
8,2017-08-01,MEERUT,UTTAR PRADESH,0.0030773430438781136
9,2017-08-01,PANCHKULA,PUNJAB,0.0
0,2017-09-01,RAIGANJ,WEST BENGAL,0.057906010531444986
1,2017-09-01,LUCKNOW,UTTAR PRADESH,0.04237487669361848
2,2017-09-01,GORAKHPUR,UTTAR PRADESH,0.01929917147831096
3,2017-09-01,VARANASI,UTTAR PRADESH,0.01494578834186284
4,2017-09-01,SILIGURI,WEST BENGAL,0.013209029291314487
5,2017-09-01,MEERUT,UTTAR PRADESH,0.009296247203657182
10,2017-09-01,AVERAGE,,0.009103199296219132
6,2017-09-01,JHANSI,UTTAR PRADESH,0.0068264637917354225
7,2017-09-01,AGRA,UTTAR PRADESH,0.0
8,2017-09-01,ALLAHABAD,UTTAR PRADESH,0.0
9,2017-09-01,PANCHKULA,PUNJAB,0.0
0,2017-10-01,AMRITSAR,PUNJAB,0.05895336174057606
1,2017-10-01,SILIGURI,WEST BENGAL,0.016118746927352733
2,2017-10-01,MEERUT,UTTAR PRADESH,0.015498250887059356
3,2017-10-01,RAIGANJ,WEST BENGAL,0.011489555033475705
4,2017-10-01,BATHINDA,PUNJAB,0.01070488582338803
5,2017-10-01,JHANSI,UTTAR PRADESH,0.008634550799212545
10,2017-10-01,AVERAGE,,0.006744408400614691
6,2017-10-01,CHANDIGARH,PUNJAB,0.0
7,2017-10-01,LUDHIANA,PUNJAB,0.0
8,2017-10-01,PANCHKULA,PUNJAB,0.0
9,2017-10-01,AGRA,UTTAR PRADESH,0.0
0,2017-11-01,KOLKATA,WEST BENGAL,0.023629029929732055
1,2017-11-01,SILIGURI,WEST BENGAL,0.02260184389403489
2,2017-11-01,AMRITSAR,PUNJAB,0.02005821637625299
3,2017-11-01,JHANSI,UTTAR PRADESH,0.019825322942484874
4,2017-11-01,VARANASI,UTTAR PRADESH,0.010289695966134941
5,2017-11-01,MEERUT,UTTAR PRADESH,0.00962492999830685
6,2017-11-01,LUCKNOW,UTTAR PRADESH,0.00753316989933344
10,2017-11-01,AVERAGE,,0.006309011611460002
7,2017-11-01,LUDHIANA,PUNJAB,0.0
8,2017-11-01,PANCHKULA,PUNJAB,0.0
9,2017-11-01,AGRA,UTTAR PRADESH,0.0
0,2017-12-01,BATHINDA,PUNJAB,0.02157119909441662
1,2017-12-01,RAIGANJ,WEST BENGAL,0.020187082143509377
2,2017-12-01,AMRITSAR,PUNJAB,0.019600886189902963
3,2017-12-01,LUDHIANA,PUNJAB,0.016990525624296506
4,2017-12-01,KOLKATA,WEST BENGAL,0.01498182863777224
5,2017-12-01,JHANSI,UTTAR PRADESH,0.009035586733239296
6,2017-12-01,VARANASI,UTTAR PRADESH,0.008999819175956615
10,2017-12-01,AVERAGE,,0.00673954702573217
7,2017-12-01,SILIGURI,WEST BENGAL,0.005353453010227472
8,2017-12-01,MEERUT,UTTAR PRADESH,0.004591465853857965
9,2017-12-01,GORAKHPUR,UTTAR PRADESH,0.0
0,2018-01-01,BATHINDA,PUNJAB,0.06283058734791808
1,2018-01-01,JHANSI,UTTAR PRADESH,0.026742166871758045
2,2018-01-01,GORAKHPUR,UTTAR PRADESH,0.014491425385632329
3,2018-01-01,LUCKNOW,UTTAR PRADESH,0.011979849755569814
4,2018-01-01,MEERUT,UTTAR PRADESH,0.011560216860012457
10,2018-01-01,AVERAGE,,0.008030084337339491
5,2018-01-01,KOLKATA,WEST BENGAL,0.006899336261251578
6,2018-01-01,SILIGURI,WEST BENGAL,0.006583809647183617
7,2018-01-01,AMRITSAR,PUNJAB,0.003454125942784939
8,2018-01-01,ALLAHABAD,UTTAR PRADESH,0.0
9,2018-01-01,AGRA,UTTAR PRADESH,0.0
0,2018-02-01,AMRITSAR,PUNJAB,0.04795540929088689
1,2018-02-01,GORAKHPUR,UTTAR PRADESH,0.018731713169896108
2,2018-02-01,KOLKATA,WEST BENGAL,0.016599515173183775
3,2018-02-01,SILIGURI,WEST BENGAL,0.013693164355403934
4,2018-02-01,JHANSI,UTTAR PRADESH,0.010552502501274798
10,2018-02-01,AVERAGE,,0.006751893130603932
5,2018-02-01,BATHINDA,PUNJAB,0.006519683736572963
6,2018-02-01,LUCKNOW,UTTAR PRADESH,0.00414380692799933
7,2018-02-01,MEERUT,UTTAR PRADESH,0.003338281195652993
8,2018-02-01,PANCHKULA,PUNJAB,0.0
9,2018-02-01,AGRA,UTTAR PRADESH,0.0
0,2018-03-01,PANCHKULA,PUNJAB,0.23583985001789545
1,2018-03-01,SILIGURI,WEST BENGAL,0.027866362032497708
10,2018-03-01,AVERAGE,,0.018726181177617898
2,2018-03-01,AMRITSAR,PUNJAB,0.014214065859978543
3,2018-03-01,RAIGANJ,WEST BENGAL,0.014167848513704468
4,2018-03-01,BATHINDA,PUNJAB,0.010020388273634363
5,2018-03-01,VARANASI,UTTAR PRADESH,0.008896512676300126
6,2018-03-01,JHANSI,UTTAR PRADESH,0.008666976022797306
7,2018-03-01,MEERUT,UTTAR PRADESH,0.00792414973854957
8,2018-03-01,LUDHIANA,PUNJAB,0.005115510901282297
9,2018-03-01,LUCKNOW,UTTAR PRADESH,0.004359597160482303
0,2018-04-01,KOLKATA,WEST BENGAL,0.047701000432544736
1,2018-04-01,RAIGANJ,WEST BENGAL,0.04053057067538003
2,2018-04-01,BATHINDA,PUNJAB,0.017335147776912294
3,2018-04-01,MEERUT,UTTAR PRADESH,0.014089923642573996
4,2018-04-01,JHANSI,UTTAR PRADESH,0.01013291843228111
10,2018-04-01,AVERAGE,,0.007925384393752928
5,2018-04-01,LUDHIANA,PUNJAB,0.005194146464977805
6,2018-04-01,PURULIA,WEST BENGAL,0.0036490510160237595
7,2018-04-01,LUCKNOW,UTTAR PRADESH,0.002037539648013516
8,2018-04-01,SILIGURI,WEST BENGAL,0.00198662099884546
9,2018-04-01,GORAKHPUR,UTTAR PRADESH,0.0
0,2018-05-01,RAIGANJ,WEST BENGAL,0.06258388039705545
1,2018-05-01,LUCKNOW,UTTAR PRADESH,0.041392353591752716
2,2018-05-01,BATHINDA,PUNJAB,0.03965762366961853
3,2018-05-01,VARANASI,UTTAR PRADESH,0.027996961957562773
4,2018-05-01,KOLKATA,WEST BENGAL,0.018673427724217987
10,2018-05-01,AVERAGE,,0.011286551459663723
5,2018-05-01,JHANSI,UTTAR PRADESH,0.005560806749074843
6,2018-05-01,MEERUT,UTTAR PRADESH,0.005188680794956118
7,2018-05-01,SILIGURI,WEST BENGAL,0.0021041913897086187
8,2018-05-01,GORAKHPUR,UTTAR PRADESH,0.0
9,2018-05-01,ALLAHABAD,UTTAR PRADESH,0.0
0,2018-06-01,BATHINDA,PUNJAB,0.027158860708782786
1,2018-06-01,VARANASI,UTTAR PRADESH,0.014567089295350163
2,2018-06-01,LUCKNOW,UTTAR PRADESH,0.012618017520131045
3,2018-06-01,SILIGURI,WEST BENGAL,0.00922944783869703
4,2018-06-01,JHANSI,UTTAR PRADESH,0.006538187914034551
5,2018-06-01,MEERUT,UTTAR PRADESH,0.0061109126134050295
10,2018-06-01,AVERAGE,,0.004234584216133367
6,2018-06-01,PANCHKULA,PUNJAB,0.0
7,2018-06-01,AGRA,UTTAR PRADESH,0.0
8,2018-06-01,ALLAHABAD,UTTAR PRADESH,0.0
9,2018-06-01,GORAKHPUR,UTTAR PRADESH,0.0
0,2018-07-01,ALLAHABAD,UTTAR PRADESH,0.04860802048471123
1,2018-07-01,KOLKATA,WEST BENGAL,0.038930407676253116
2,2018-07-01,RAIGANJ,WEST BENGAL,0.03441539704816125
3,2018-07-01,BATHINDA,PUNJAB,0.022515660247989674
4,2018-07-01,LUCKNOW,UTTAR PRADESH,0.011753340355322174
10,2018-07-01,AVERAGE,,0.009253272337201333
5,2018-07-01,MEERUT,UTTAR PRADESH,0.007296328306003353
6,2018-07-01,JHANSI,UTTAR PRADESH,0.0030397479511831585
7,2018-07-01,VARANASI,UTTAR PRADESH,0.0
8,2018-07-01,PURULIA,WEST BENGAL,0.0
9,2018-07-01,MALDA,WEST BENGAL,0.0
0,2018-08-01,PANCHKULA,PUNJAB,0.11198285765355047
1,2018-08-01,ALLAHABAD,UTTAR PRADESH,0.041364117655754734
2,2018-08-01,KOLKATA,WEST BENGAL,0.033293133649524326
10,2018-08-01,AVERAGE,,0.011577399619922102
3,2018-08-01,MEERUT,UTTAR PRADESH,0.011466991391738734
4,2018-08-01,JHANSI,UTTAR PRADESH,0.005353721868419982
5,2018-08-01,LUCKNOW,UTTAR PRADESH,0.004932370939609609
6,2018-08-01,VARANASI,UTTAR PRADESH,0.0
7,2018-08-01,RAIGANJ,WEST BENGAL,0.0
8,2018-08-01,PURULIA,WEST BENGAL,0.0
9,2018-08-01,MALDA,WEST BENGAL,0.0
0,2018-09-01,MEERUT,UTTAR PRADESH,0.012441990093502098
1,2018-09-01,KOLKATA,WEST BENGAL,0.011343069763173407
2,2018-09-01,LUCKNOW,UTTAR PRADESH,0.009289672837002765
3,2018-09-01,SILIGURI,WEST BENGAL,0.00606474438709272
4,2018-09-01,JHANSI,UTTAR PRADESH,0.0038501559305294405
10,2018-09-01,AVERAGE,,0.0023883129450722462
5,2018-09-01,PANCHKULA,PUNJAB,0.0
6,2018-09-01,AGRA,UTTAR PRADESH,0.0
7,2018-09-01,ALLAHABAD,UTTAR PRADESH,0.0
8,2018-09-01,GORAKHPUR,UTTAR PRADESH,0.0
9,2018-09-01,BATHINDA,PUNJAB,0.0
0,2018-10-01,SILIGURI,WEST BENGAL,0.020614511741545258
1,2018-10-01,KOLKATA,WEST BENGAL,0.01816398208700496
2,2018-10-01,AMRITSAR,PUNJAB,0.017940038292582488
3,2018-10-01,LUCKNOW,UTTAR PRADESH,0.017556122252743587
4,2018-10-01,MEERUT,UTTAR PRADESH,0.005709201634272419
5,2018-10-01,JHANSI,UTTAR PRADESH,0.005303093568151403
10,2018-10-01,AVERAGE,,0.004738163865350006
6,2018-10-01,LUDHIANA,PUNJAB,0.0
7,2018-10-01,PANCHKULA,PUNJAB,0.0
8,2018-10-01,AGRA,UTTAR PRADESH,0.0
9,2018-10-01,ALLAHABAD,UTTAR PRADESH,0.0
0,2018-11-01,KHARAGPUR,WEST BENGAL,0.07418058376460304
1,2018-11-01,RAIGANJ,WEST BENGAL,0.058163792264411984
2,2018-11-01,KOLKATA,WEST BENGAL,0.027931618763394585
3,2018-11-01,SILIGURI,WEST BENGAL,0.02546471092945924
10,2018-11-01,AVERAGE,,0.011593880292472596
4,2018-11-01,MEERUT,UTTAR PRADESH,0.0104817624819782
5,2018-11-01,CHANDIGARH,PUNJAB,0.00780233593065916
6,2018-11-01,LUCKNOW,UTTAR PRADESH,0.004665041130000487
7,2018-11-01,GORAKHPUR,UTTAR PRADESH,0.0
8,2018-11-01,JHANSI,UTTAR PRADESH,0.0
9,2018-11-01,BATHINDA,PUNJAB,0.0
0,2018-12-01,KOLKATA,WEST BENGAL,0.029773891973652426
1,2018-12-01,KHARAGPUR,WEST BENGAL,0.020184463145476558
2,2018-12-01,SILIGURI,WEST BENGAL,0.020032377100068114
3,2018-12-01,JHANSI,UTTAR PRADESH,0.012148828063156768
4,2018-12-01,BATHINDA,PUNJAB,0.010178396251977749
5,2018-12-01,LUCKNOW,UTTAR PRADESH,0.009010845157359105
6,2018-12-01,CHANDIGARH,PUNJAB,0.008607168830217263
10,2018-12-01,AVERAGE,,0.006437190174193116
7,2018-12-01,MEERUT,UTTAR PRADESH,0.0059334526135681135
8,2018-12-01,ALLAHABAD,UTTAR PRADESH,0.0
9,2018-12-01,GORAKHPUR,UTTAR PRADESH,0.0
0,2019-01-01,BATHINDA,PUNJAB,0.10681396341261558
1,2019-01-01,KOLKATA,WEST BENGAL,0.020406718653464738
2,2019-01-01,JHANSI,UTTAR PRADESH,0.018356871951766832
3,2019-01-01,SILIGURI,WEST BENGAL,0.017070050000190268
4,2019-01-01,GORAKHPUR,UTTAR PRADESH,0.016801550539755326
5,2019-01-01,MEERUT,UTTAR PRADESH,0.015797931692965488
10,2019-01-01,AVERAGE,,0.011272507337411324
6,2019-01-01,LUCKNOW,UTTAR PRADESH,0.007658045822645592
7,2019-01-01,ALLAHABAD,UTTAR PRADESH,0.0
8,2019-01-01,AGRA,UTTAR PRADESH,0.0
9,2019-01-01,PANCHKULA,PUNJAB,0.0
0,2019-02-01,SILIGURI,WEST BENGAL,0.04332432387744122
1,2019-02-01,VARANASI,UTTAR PRADESH,0.020007993966779738
2,2019-02-01,LUDHIANA,PUNJAB,0.01988879161557253
3,2019-02-01,KOLKATA,WEST BENGAL,0.01970764477515524
4,2019-02-01,BATHINDA,PUNJAB,0.012717713045480764
10,2019-02-01,AVERAGE,,0.007022239342099589
5,2019-02-01,LUCKNOW,UTTAR PRADESH,0.006195982785812021
6,2019-02-01,JHANSI,UTTAR PRADESH,0.003032970722808191
7,2019-02-01,MEERUT,UTTAR PRADESH,0.0015248873687428953
8,2019-02-01,ALLAHABAD,UTTAR PRADESH,0.0
9,2019-02-01,GORAKHPUR,UTTAR PRADESH,0.0
0,2019-03-01,LUCKNOW,UTTAR PRADESH,0.03930665669552009
1,2019-03-01,KOLKATA,WEST BENGAL,0.030379624750838476
2,2019-03-01,LUDHIANA,PUNJAB,0.019608978075586547
3,2019-03-01,SILIGURI,WEST BENGAL,0.016562294542232254
4,2019-03-01,JHANSI,UTTAR PRADESH,0.01218513405240835
5,2019-03-01,GORAKHPUR,UTTAR PRADESH,0.008175865437342177
10,2019-03-01,AVERAGE,,0.007235605434897743
6,2019-03-01,MEERUT,UTTAR PRADESH,0.0040223442742314715
