<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:095b10ae645fadeb9b2f6f45debcfff47a1becccf5a574b5158e74ed5fb9b8c8
size 1551
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-12-26,2022-02-07,Anomaly,Anomaly,Anomaly,1.0179254218700702,PUNJAB,AMRITSAR
2021-12-26,2022-02-07,Anomaly,Anomaly,Anomaly,1.0089331225979878,WEST BENGAL,KHARAGPUR
2021-12-26,2022-02-07,Anomaly,Anomaly,Anomaly,1.0028035879265953,WEST BENGAL,PURULIA
2021-12-26,2022-02-07,Anomaly,Anomaly,Anomaly,1.0007144017670937,UTTAR PRADESH,ALLAHABAD
2021-12-26,2022-02-07,Anomaly,Anomaly,Anomaly,1.000218711176578,UTTAR PRADESH,GORAKHPUR
2021-12-26,2022-02-07,Anomaly,Normal,Anomaly,1.0074432923524477,PUNJAB,LUDHIANA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0075332696183696,PUNJAB,BATHINDA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0064498075249828,UTTAR PRADESH,LUCKNOW
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0060397537779675,WEST BENGAL,RAIGANJ
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0050783281839921,UTTAR PRADESH,VARANASI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0034327406526478,WEST BENGAL,KOLKATA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0033626521316734,UTTAR PRADESH,JHANSI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0025342838096172,WEST BENGAL,SILIGURI
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0011527389371642,PUNJAB,CHANDIGARH
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0005767083031325,PUNJAB,PANCHKULA
2021-12-26,2022-02-07,Normal,Normal,Normal,1.0000379150349898,UTTAR PRADESH,AGRA
2021-12-26,2022-02-07,Normal,Normal,Normal,0.9998325759067714,UTTAR PRADESH,MEERUT
2021-12-26,2022-02-07,Normal,Normal,Normal,,WEST BENGAL,MALDA
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
