<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:72352ba70a94e82b43dc8953c92d3c758c629b54d55aa0b2d1b6b0a6be5541d1
size 458779
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-01-17,2021-03-01,Anomaly,Anomaly,Anomaly,1.9991670137442727,PUNJAB,AMRITSAR
2021-01-24,2021-03-08,Anomaly,Anomaly,Anomaly,1.9991670137442727,PUNJAB,AMRITSAR
2021-01-31,2021-03-15,Anomaly,Anomaly,Anomaly,1.8791264601493505,PUNJAB,AMRITSAR
2021-04-18,2021-05-31,Anomaly,Anomaly,Anomaly,1.8548618438926767,PUNJAB,AMRITSAR
2021-04-25,2021-06-07,Anomaly,Anomaly,Anomaly,1.8548618438926767,PUNJAB,AMRITSAR
2021-05-02,2021-06-14,Anomaly,Anomaly,Anomaly,1.8548618438926767,PUNJAB,AMRITSAR
2021-05-09,2021-06-21,Anomaly,Anomaly,Anomaly,1.8548618438926767,PUNJAB,AMRITSAR
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,1.8548618438926767,PUNJAB,AMRITSAR
2021-06-20,2021-08-02,Anomaly,Anomaly,Anomaly,1.7749038749387558,PUNJAB,AMRITSAR
2021-07-18,2021-08-30,Anomaly,Anomaly,Anomaly,1.7607580267379994,PUNJAB,AMRITSAR
2021-05-23,2021-07-05,Anomaly,Anomaly,Anomaly,1.7603943283777022,PUNJAB,AMRITSAR
2021-05-30,2021-07-12,Anomaly,Anomaly,Anomaly,1.6889487639364331,PUNJAB,AMRITSAR
2018-03-04,2018-04-16,Anomaly,Anomaly,Anomaly,1.5901862789641072,PUNJAB,PANCHKULA
2018-03-11,2018-04-23,Anomaly,Anomaly,Anomaly,1.5901862789641072,PUNJAB,PANCHKULA
2018-03-18,2018-04-30,Anomaly,Anomaly,Anomaly,1.5901862789641072,PUNJAB,PANCHKULA
2021-06-13,2021-07-26,Anomaly,Anomaly,Anomaly,1.5260006329737523,PUNJAB,AMRITSAR
2021-07-25,2021-09-06,Anomaly,Anomaly,Anomaly,1.5239638370409838,PUNJAB,AMRITSAR
2021-04-18,2021-05-31,Anomaly,Anomaly,Anomaly,1.4703212924505855,UTTAR PRADESH,LUCKNOW
2021-04-11,2021-05-24,Anomaly,Anomaly,Anomaly,1.4447325668645932,UTTAR PRADESH,LUCKNOW
