<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:29006c9d8ce89184c1f8ea5c3a50c1382340f71a2b46c48fe760ac4ab0952176
size 456154
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2021-01-24,2021-03-08,Anomaly,Anomaly,Anomaly,2.8346030851730424,PUNJAB,AMRITSAR
2021-01-31,2021-03-15,Anomaly,Anomaly,Anomaly,2.7313249328322424,PUNJAB,AMRITSAR
2021-01-10,2021-02-22,Anomaly,Anomaly,Anomaly,2.7129938124702524,UTTAR PRADESH,LUCKNOW
2021-01-17,2021-03-01,Anomaly,Anomaly,Anomaly,2.7129938124702524,UTTAR PRADESH,LUCKNOW
2021-01-24,2021-03-08,Anomaly,Anomaly,Anomaly,2.7129938124702524,UTTAR PRADESH,LUCKNOW
2021-01-31,2021-03-15,Anomaly,Anomaly,Anomaly,2.7129938124702524,UTTAR PRADESH,LUCKNOW
2021-01-17,2021-03-01,Anomaly,Anomaly,Anomaly,2.6306067071209585,PUNJAB,AMRITSAR
2021-05-23,2021-07-05,Anomaly,Anomaly,Anomaly,2.2142450761878196,PUNJAB,AMRITSAR
2021-06-06,2021-07-19,Anomaly,Anomaly,Anomaly,2.2014874042223065,PUNJAB,AMRITSAR
2021-05-30,2021-07-12,Anomaly,Anomaly,Anomaly,2.175568503460235,PUNJAB,AMRITSAR
2021-05-16,2021-06-28,Anomaly,Anomaly,Anomaly,2.0256784248619337,PUNJAB,AMRITSAR
2021-01-10,2021-02-22,Anomaly,Anomaly,Anomaly,1.9426094321833547,UTTAR PRADESH,VARANASI
2021-02-07,2021-03-22,Anomaly,Anomaly,Anomaly,1.9012734858094933,PUNJAB,AMRITSAR
2021-02-28,2021-04-12,Anomaly,Anomaly,Anomaly,1.8325697625989168,UTTAR PRADESH,LUCKNOW
2021-02-21,2021-04-05,Anomaly,Anomaly,Anomaly,1.7592962814874051,UTTAR PRADESH,LUCKNOW
2018-05-06,2018-06-18,Anomaly,Anomaly,Anomaly,1.6486350809390815,WEST BENGAL,SILIGURI
2018-04-29,2018-06-11,Anomaly,Anomaly,Anomaly,1.6140040797371047,WEST BENGAL,SILIGURI
2018-03-04,2018-04-16,Anomaly,Anomaly,Anomaly,1.599360255897641,PUNJAB,PANCHKULA
2018-03-11,2018-04-23,Anomaly,Anomaly,Anomaly,1.599360255897641,PUNJAB,PANCHKULA
2018-03-18,2018-04-30,Anomaly,Anomaly,Anomaly,1.599360255897641,PUNJAB,PANCHKULA
2021-04-25,2021-06-07,Anomaly,Anomaly,Anomaly,1.5385117672013984,PUNJAB,AMRITSAR
2021-05-02,2021-06-14,Anomaly,Anomaly,Anomaly,1.5385117672013984,PUNJAB,AMRITSAR
2021-05-09,2021-06-21,Anomaly,Anomaly,Anomaly,1.5385117672013984,PUNJAB,AMRITSAR
2021-04-18,2021-05-31,Anomaly,Anomaly,Anomaly,1.5370264009394032,PUNJAB,AMRITSAR
2018-04-08,2018-05-21,Anomaly,Anomaly,Anomaly,1.5333038757502495,WEST BENGAL,SILIGURI
2018-04-15,2018-05-28,Anomaly,Anomaly,Anomaly,1.5333038757502495,WEST BENGAL,SILIGURI
2018-04-22,2018-06-04,Anomaly,Anomaly,Anomaly,1.5333038757502495,WEST BENGAL,SILIGURI
2018-03-25,2018-05-07,Anomaly,Anomaly,Anomaly,1.4660902550280868,WEST BENGAL,SILIGURI
2017-06-11,2017-07-24,Anomaly,Anomaly,Anomaly,1.4637629418064977,PUNJAB,AMRITSAR
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,1.4637629418064977,PUNJAB,AMRITSAR
2017-06-25,2017-08-07,Anomaly,Anomaly,Anomaly,1.4637629418064977,PUNJAB,AMRITSAR
2018-04-01,2018-05-14,Anomaly,Anomaly,Anomaly,1.455354816251615,WEST BENGAL,SILIGURI
2018-12-23,2019-02-04,Anomaly,Anomaly,Anomaly,1.4283656623766419,WEST BENGAL,SILIGURI
2020-12-06,2021-01-18,Anomaly,Anomaly,Anomaly,1.416471663456834,UTTAR PRADESH,JHANSI
2018-12-30,2019-02-11,Anomaly,Anomaly,Anomaly,1.4155214566179974,WEST BENGAL,SILIGURI
2018-12-02,2019-01-14,Anomaly,Anomaly,Anomaly,1.3929194863296723,WEST BENGAL,SILIGURI
2018-12-09,2019-01-21,Anomaly,Anomaly,Anomaly,1.3905474678219354,WEST BENGAL,SILIGURI
2018-12-16,2019-01-28,Anomaly,Anomaly,Anomaly,1.3869159242530005,WEST BENGAL,SILIGURI
2018-03-18,2018-04-30,Anomaly,Anomaly,Anomaly,1.3710955026980156,WEST BENGAL,SILIGURI
2017-07-23,2017-09-04,Anomaly,Anomaly,Anomaly,1.3662112629123626,PUNJAB,AMRITSAR
2017-07-30,2017-09-11,Anomaly,Anomaly,Anomaly,1.3662112629123626,PUNJAB,AMRITSAR
2017-08-06,2017-09-18,Anomaly,Anomaly,Anomaly,1.3662112629123626,PUNJAB,AMRITSAR
2021-02-21,2021-04-05,Anomaly,Anomaly,Anomaly,1.3514985166756617,WEST BENGAL,PURULIA
2018-12-23,2019-02-04,Anomaly,Anomaly,Anomaly,1.3456362937331796,PUNJAB,BATHINDA
2018-11-11,2018-12-24,Anomaly,Anomaly,Anomaly,1.3456362937331796,WEST BENGAL,KHARAGPUR
2018-07-15,2018-08-27,Anomaly,Anomaly,Anomaly,1.3328890369876707,PUNJAB,PANCHKULA
2018-07-22,2018-09-03,Anomaly,Anomaly,Anomaly,1.3328890369876707,PUNJAB,PANCHKULA
2018-07-29,2018-09-10,Anomaly,Anomaly,Anomaly,1.3328890369876707,PUNJAB,PANCHKULA
2018-08-05,2018-09-17,Anomaly,Anomaly,Anomaly,1.3328890369876707,PUNJAB,PANCHKULA
2018-11-18,2018-12-31,Anomaly,Anomaly,Anomaly,1.3324255090010615,WEST BENGAL,KHARAGPUR
2017-07-16,2017-08-28,Anomaly,Anomaly,Anomaly,1.3238618009228884,PUNJAB,AMRITSAR
2020-03-01,2020-04-13,Anomaly,Anomaly,Anomaly,1.3120899718837864,UTTAR PRADESH,MEERUT
2020-03-08,2020-04-20,Anomaly,Anomaly,Anomaly,1.3120899718837864,UTTAR PRADESH,MEERUT
2020-03-15,2020-04-27,Anomaly,Anomaly,Anomaly,1.3120899718837864,UTTAR PRADESH,MEERUT
2020-03-22,2020-05-04,Anomaly,Anomaly,Anomaly,1.3120899718837864,UTTAR PRADESH,MEERUT
2020-11-22,2021-01-04,Anomaly,Anomaly,Anomaly,1.3098931402964495,UTTAR PRADESH,JHANSI
2020-11-29,2021-01-11,Anomaly,Anomaly,Anomaly,1.3098931402964495,UTTAR PRADESH,JHANSI
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,1.299566811062979,PUNJAB,LUDHIANA
2021-10-24,2021-12-06,Anomaly,Anomaly,Anomaly,1.2911286963765098,WEST BENGAL,PURULIA
2017-06-04,2017-07-17,Anomaly,Anomaly,Anomaly,1.2662445851382873,PUNJAB,LUDHIANA
2017-06-11,2017-07-24,Anomaly,Anomaly,Anomaly,1.2662445851382873,PUNJAB,LUDHIANA
