<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:07bb555e72739bd2eaddb8cc89ea2cf699bbf66db2a9d07f346b2a9b4997c9c3
size 82242
=======
DATE,AVG,STD
2016-01-01,367.8388888888889,736.5018082039271
2016-01-02,369.2055555555555,736.2866640350092
2016-01-03,332.0243827143889,541.5123785715699
2016-01-04,315.28333333333336,568.501295073283
2016-01-05,326.2555555555556,655.4456662134739
2016-01-06,420.9555555555555,754.8364099607737
2016-01-07,412.20409656302286,804.5754570464068
2016-01-08,396.7451025043284,855.3493182164506
2016-01-09,379.5873389289924,872.8447983580096
2016-01-10,338.84531687388306,643.9086929255889
2016-01-11,412.3186167027609,808.6139394894396
2016-01-12,223.10768855950096,421.080557376814
2016-01-13,174.76592923711,359.1274751389127
2016-01-14,251.60597384466442,468.0315045593564
2016-01-15,305.604414609521,634.8205368991303
2016-01-16,326.4503151711046,678.8997050217882
2016-01-17,416.78205938995256,738.7647963330179
2016-01-18,317.81666666666666,522.6165465446174
2016-01-19,277.2888888888889,553.3192386647543
2016-01-20,311.34444444444443,672.0599140141386
2016-01-21,364.537505854307,755.9162425283806
2016-01-22,365.89656573840836,790.6329397178918
2016-01-23,367.58661351531464,737.1268616572671
2016-01-24,269.10007710895013,480.132596053323
2016-01-25,291.4222222222222,472.1090499680433
2016-01-26,304.8884632091865,541.4894732537275
2016-01-27,317.87507720764484,724.705482263926
2016-01-28,381.1884478807486,752.2462379250662
2016-01-29,419.1353442254183,793.6768466862751
2016-01-30,436.39575896203297,854.2922550889296
2016-01-31,374.49985644122216,665.8730265111145
2016-02-01,219.40681003566885,341.671206054216
2016-02-02,420.4141414136823,838.2987004509888
2016-02-03,303.6175213665352,603.0925321321647
2016-02-04,289.54040114367376,513.7405624338619
2016-02-05,335.2263968188185,630.4466991289443
2016-02-06,399.45481481360594,772.2046235524555
2016-02-07,194.5730272374234,346.0499080233157
2016-02-08,240.7522979347485,399.447535432741
2016-02-09,296.98068995291334,546.5860410322942
2016-02-10,337.8783352806076,605.7629904085371
2016-02-11,446.22793744034055,807.7960980532421
2016-02-12,402.9497345488574,788.0983510652508
2016-02-13,372.4742907816132,820.8840175370767
2016-02-14,203.054566038891,357.87130975707424
2016-02-15,251.56364427714405,383.24183895070234
2016-02-16,280.74836601168784,494.1594265543607
2016-02-17,310.22395846418135,512.9801660507967
2016-02-18,263.61773615600447,503.09032297871676
2016-02-19,280.2534877625601,542.9059061516897
2016-02-20,321.8258788223137,582.2351625635777
2016-02-21,288.3174929821001,486.34533601256277
2016-02-22,280.7638678057361,451.65424806008565
2016-02-23,344.0992977936313,661.0148592037008
2016-02-24,335.2419504711541,627.7866573100579
2016-02-25,376.13681105824776,636.4341376009136
2016-02-26,340.2853688651899,641.2434902796081
2016-02-27,336.1084141939143,641.0944809516094
2016-02-28,333.4580564798454,623.8173031239801
2016-02-29,283.37469139643076,502.944405238542
2016-03-01,320.793055709877,617.9322892486603
2016-03-02,268.7809941511234,451.1161248181368
2016-03-03,354.11779025284676,582.4350284444758
2016-03-04,369.3723913775079,682.0006075523511
2016-03-05,352.2367538354433,672.6277109855662
2016-03-06,216.48344389053352,455.0768641543602
2016-03-07,331.8002326368759,636.1100205596134
2016-03-08,284.05068703827675,530.8546427430772
2016-03-09,321.6666666666667,625.2585020968883
2016-03-10,290.9625408200566,537.7125519413524
2016-03-11,329.45711188045675,671.1102653297311
2016-03-12,432.0644927188121,839.2987180175564
2016-03-13,472.2712779903681,880.8011546718047
2016-03-14,322.0387457247874,639.9560526487144
2016-03-15,244.6217620994638,556.7490219996146
2016-03-16,300.7611111111111,523.3236868950536
2016-03-17,296.94683519624385,520.3543402273951
2016-03-18,287.03604957040056,551.9408134322729
2016-03-19,314.5851120408259,629.6489336821039
2016-03-20,342.0539167576649,646.3598722572874
2016-03-21,280.8611111111111,447.2762260354816
2016-03-22,322.82399963174436,729.1282387551707
2016-03-23,181.47337827203148,312.39539928776117
2016-03-24,145.06696102286165,313.2959361613807
2016-03-25,187.1805491119725,381.5069111125878
2016-03-26,214.34933886086117,443.2165935212875
2016-03-27,180.3459311870282,330.67617951625795
2016-03-28,191.6652950921956,293.85539182116355
2016-03-29,246.16466468838897,531.5926603326533
2016-03-30,195.9936569252545,326.3903945988325
2016-03-31,296.53469754694237,536.4603363986788
2016-04-01,306.99874367646464,597.7836369555537
2016-04-02,347.89761262512434,555.0439645861416
2016-04-03,220.50545779778562,368.8951711669948
2016-04-04,300.6449845638184,445.59738280245574
2016-04-05,309.0407112518062,546.3013402685225
2016-04-06,267.4222222222222,538.5331647226313
2016-04-07,343.924861304077,626.7942028088158
2016-04-08,356.1651138211341,731.2590972376389
2016-04-09,394.21666666666664,822.4467617015299
2016-04-10,392.1046671268626,794.5444112638511
2016-04-11,372.4,687.2858155252603
2016-04-12,345.9242479898769,713.0774221928215
2016-04-13,367.65029829172477,824.6886973854429
2016-04-14,379.42803003316953,832.990866522029
2016-04-15,389.3308647995499,735.5984462692968
2016-04-16,394.15332896615905,753.8273387332198
2016-04-17,255.2468133205166,530.6419132220984
2016-04-18,295.92549378713306,562.0424682239811
2016-04-19,238.44444444444446,466.98021873668057
2016-04-20,220.63888888888889,432.4672693316915
2016-04-21,210.0585689553073,316.5275153971152
2016-04-22,279.7290609114783,473.0967756798918
2016-04-23,362.8322551398827,642.2096038166512
2016-04-24,351.87594148653614,644.5140468182539
2016-04-25,281.9954861107856,452.77150993373255
2016-04-26,341.28333333333336,617.2466095042114
2016-04-27,334.6388888888889,669.4035239913954
2016-04-28,334.1904181768382,651.6272721050772
2016-04-29,324.9275773500546,643.7918019371141
2016-04-30,323.8596977191415,652.2738683103685
2016-05-01,393.4089609261336,737.9049495122674
2016-05-02,232.32163352585025,414.45229881225174
2016-05-03,311.2260498053243,678.786221093979
2016-05-04,300.1208526340981,582.1458694369511
2016-05-05,340.2583107458488,594.1711529583586
2016-05-06,347.9001915842507,611.5673766442586
2016-05-07,325.0780367218179,593.3028812622146
2016-05-08,698.9074399037917,1665.461267638309
2016-05-09,239.92398989783345,344.2781407061811
2016-05-10,269.3695634906927,463.8152798310072
2016-05-11,280.68888888888887,491.8864445387652
2016-05-12,332.58184085123764,519.414036320997
2016-05-13,353.3919579067308,601.3585263762129
2016-05-14,339.93696044503645,673.7416100897249
2016-05-15,333.1766636269682,521.2746020925995
2016-05-16,241.56950615294903,345.8918443801845
2016-05-17,263.09584742826826,433.1545963558637
2016-05-18,345.8820036566261,668.6038688054441
2016-05-19,375.43946234875125,625.4972630382498
2016-05-20,271.98379963019806,471.77240014211077
2016-05-21,237.22222222222223,483.420774338183
2016-05-22,365.9589616363421,646.9720097764513
2016-05-23,241.71611110977776,387.7688314389358
2016-05-24,227.21266429335506,355.89219775617397
2016-05-25,283.05757722188855,385.4291407535931
2016-05-26,300.5792022778873,435.18997008227825
2016-05-27,312.71599546649236,520.2063992458582
2016-05-28,287.5328322016319,551.6894592330132
2016-05-29,292.4335648092964,482.7747914174847
2016-05-30,173.98717948599608,250.24663453026764
2016-05-31,140.6888888875,224.47183661305033
2016-06-01,188.34234501671406,335.32927071468004
2016-06-02,195.54436121378745,303.60259397268686
2016-06-03,154.83680364960207,258.7413792071573
2016-06-04,156.33888888888887,272.41691320247617
2016-06-05,211.89845678778394,348.19751715555526
2016-06-06,213.32169312055933,285.5221681003512
2016-06-07,242.96666666666664,483.2483051645856
2016-06-08,275.3666666666667,574.7804141099838
2016-06-09,330.42671147521935,628.9882532970202
2016-06-10,343.37876109200886,794.4594387327586
2016-06-11,343.9687243765241,886.9996989005098
2016-06-12,149.92717648890573,241.93686424028783
2016-06-13,193.17808641851855,312.31108929605983
2016-06-14,217.3722222222222,434.5147239616929
2016-06-15,218.86111111111111,439.82298098071846
2016-06-16,242.09548507068678,421.3068113668742
2016-06-17,203.2356762686806,400.70870871058696
2016-06-18,188.96452658747828,379.76372676647804
2016-06-19,136.09949494589074,214.7198105987139
2016-06-20,159.6424459862922,248.6330595256763
