<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:533e2a2ed29a6aff6d351e4e1ac573a538f3465fa7523d97dc2f308c9dc95424
size 128567
=======
DATE,AVG,STD
2014-01-01,2105.5555555555557,520.1198817176909
2014-01-02,2102.777777776543,522.4068822463979
2014-01-03,2102.777777776543,522.4068822463979
2014-01-04,2105.5555555555557,520.1198817176909
2014-01-05,2111.1111111111113,516.278229132842
2014-01-06,2111.1111111111113,516.278229132842
2014-01-07,2111.1111111111113,516.278229132842
2014-01-08,2111.1111111111113,516.278229132842
2014-01-09,2111.1111111111113,516.278229132842
2014-01-10,2111.1111111111113,516.278229132842
2014-01-11,2111.1111111111113,516.278229132842
2014-01-12,2111.1111111111113,516.278229132842
2014-01-13,2111.1111111111113,516.278229132842
2014-01-14,2111.1111111111113,516.278229132842
2014-01-15,2111.1111111111113,516.278229132842
2014-01-16,2111.1111111111113,516.278229132842
2014-01-17,2111.1111111111113,516.278229132842
2014-01-18,2111.1111111111113,516.278229132842
2014-01-19,2111.1111111111113,516.278229132842
2014-01-20,2111.1111111111113,516.278229132842
2014-01-21,2111.1111111111113,516.278229132842
2014-01-22,2111.1111111111113,516.278229132842
2014-01-23,2111.1111111111113,516.278229132842
2014-01-24,2111.1111111111113,516.278229132842
2014-01-25,2111.1111111111113,516.278229132842
2014-01-26,2111.1111111111113,516.278229132842
2014-01-27,2111.1111111111113,516.278229132842
2014-01-28,2111.1111111111113,516.278229132842
2014-01-29,2111.1111111111113,516.278229132842
2014-01-30,2111.1111111111113,516.278229132842
2014-01-31,2111.1111111111113,516.278229132842
2014-02-01,2111.1111111111113,516.278229132842
2014-02-02,2111.1111111111113,516.278229132842
2014-02-03,2111.1111111111113,516.278229132842
2014-02-04,2111.1111111111113,516.278229132842
2014-02-05,2111.1111111111113,516.278229132842
2014-02-06,2111.1111111111113,516.278229132842
2014-02-07,2111.1111111111113,516.278229132842
2014-02-08,2111.1111111111113,516.278229132842
2014-02-09,2111.1111111111113,516.278229132842
2014-02-10,2111.1111111111113,516.278229132842
2014-02-11,2111.1111111111113,516.278229132842
2014-02-12,2111.1111111111113,516.278229132842
2014-02-13,2111.1111111111113,516.278229132842
2014-02-14,2111.1111111111113,516.278229132842
2014-02-15,2111.1111111111113,516.278229132842
2014-02-16,2111.1111111111113,516.278229132842
2014-02-17,2111.1111111111113,516.278229132842
2014-02-18,2111.1111111111113,516.278229132842
2014-02-19,2111.1111111111113,516.278229132842
2014-02-20,2111.1111111111113,516.278229132842
2014-02-21,2111.1111111111113,516.278229132842
2014-02-22,2111.1111111111113,516.278229132842
2014-02-23,2111.1111111111113,516.278229132842
2014-02-24,2111.1111111111113,516.278229132842
2014-02-25,2111.1111111111113,516.278229132842
2014-02-26,2111.1111111111113,516.278229132842
2014-02-27,2111.1111111111113,516.278229132842
2014-02-28,2111.1111111111113,516.278229132842
2014-03-01,2111.1111111111113,516.278229132842
2014-03-02,2111.1111111111113,516.278229132842
2014-03-03,2113.879586150144,513.6506565473898
2014-03-04,2111.086279436937,515.2063930093
2014-03-05,2111.064525213138,515.2111102076352
2014-03-06,2111.036546637313,515.2171999905778
2014-03-07,2111.0023446749224,515.2246793360398
2014-03-08,2110.961920321684,515.2335690328725
2014-03-09,2116.336313056411,511.4172353069279
2014-03-10,2116.031313721281,511.63710656478526
2014-03-11,2110.0644070618273,515.8667337612379
2014-03-12,2109.564797097052,516.2407853554305
2014-03-13,2108.9956560153255,516.6759527944447
2014-03-14,2108.3763744865796,517.1583781683112
2014-03-15,2107.7270357015386,517.6725179638403
2014-03-16,2107.0684465662175,518.2008548393604
2014-03-17,2106.422170597931,518.7237314602105
2014-03-18,2105.8105626320853,519.2193203820539
2014-03-19,2105.2568054571175,519.6637452321113
2014-03-20,2104.7849485037186,520.0313703548385
2014-03-21,2104.4199487240126,520.2952788835152
2014-03-22,2104.187713806668,520.4279631200716
2014-03-23,2104.054097864233,520.461324343996
2014-03-24,2103.9142807589506,520.4968559119834
2014-03-25,2103.768264242201,520.5346418703809
2014-03-26,2109.17160568482,516.7573508567267
2014-03-27,2109.013195857822,516.8019296491963
2014-03-28,2108.848592268835,516.8491217920289
2014-03-29,2108.677796943161,516.8990265628182
2014-03-30,2108.500811982795,516.9517468736035
2014-03-31,2108.317639570093,517.007389256054
2014-04-01,2108.1282819716466,517.066063845717
2014-04-02,2107.9327415423904,517.1278843652788
2014-04-03,2107.7310207299433,517.1929681067803
2014-04-04,2107.523122079218,517.2614359127309
2014-04-05,2107.3090482373027,517.3334121560564
2014-04-06,2107.08880195864,517.4090247188167
2014-04-07,2101.3068305549696,521.2758604653819
2014-04-08,2101.07424812339,521.3560598347223
2014-04-09,2100.8355022192327,521.4402059889715
2014-04-10,2100.5905960848813,521.5284397343762
2014-04-11,2100.339533101239,521.6209052444916
2014-04-12,2100.082316795206,521.7177500306758
2014-04-13,2105.3745064032037,518.051597520475
2014-04-14,2105.1049946574412,518.1613173658749
2014-04-15,2104.8293411283175,518.275978163751
2014-04-16,2104.5475500118705,518.395741391523
2014-04-17,2102.819296416603,519.3991972460628
2014-04-18,2099.644585252752,521.4819021299952
2014-04-19,2098.109840483569,522.5313598050868
2014-04-20,2103.359100535026,518.9291582181239
2014-04-21,2103.046691529941,519.0769651900216
2014-04-22,2102.728174551437,519.2309084586179
2014-04-23,2102.4035553979415,519.39117070635
2014-04-24,2102.0728401555407,519.5579374286029
2014-04-25,2101.7360352160395,519.7313968696715
2014-04-26,2101.3931472964064,519.9117399548585
2014-04-27,2101.0441834597127,520.0991602184546
2014-04-28,2100.6891511377157,520.2938537273164
2014-04-29,2100.3280581552362,520.4960189997365
2014-04-30,2099.9609127564895,520.7058569192703
2014-05-01,2099.5877236335677,520.9235706431509
2014-05-02,2099.208499957271,521.1493655048887
2014-05-03,2098.823251410526,521.3834489106109
2014-05-04,2098.4319882246355,521.6260302286499
