<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a14decfb439f7dc17c1e6ccd1108012dc81607ef6bf3ed09c6e3642ae1c317d0
size 176773
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/07/2019,2.1,Desi,800,820,810
,03/07/2019,2.4,Desi,800,820,801
,05/07/2019,2.2,Desi,600,800,700
,06/07/2019,2.5,Desi,700,860,800
,08/07/2019,3.4,Desi,600,800,700
,12/07/2019,2.3,Desi,600,800,700
,13/07/2019,3.4,Desi,400,550,500
,15/07/2019,3.2,Desi,600,612,610
,16/07/2019,4,Desi,600,650,630
,17/07/2019,6,Desi,700,702,701
,18/07/2019,3.1,Desi,500,679,600
,20/07/2019,2.9,Desi,500,600,550
,22/07/2019,2.5,Desi,400,600,550
,23/07/2019,2.5,Desi,500,600,550
,24/07/2019,3.2,Desi,500,650,600
,30/07/2019,1.9,Desi,600,670,660
,31/07/2019,4.5,Desi,450,550,500
Achnera,01/07/2019,30,Desi,800,880,840
,02/07/2019,32,Desi,850,890,870
,03/07/2019,34,,NR,NR,NR
,05/07/2019,33,Desi,800,880,840
,06/07/2019,28,Desi,800,860,830
,07/07/2019,34,Desi,800,870,840
,08/07/2019,29,Desi,830,870,850
,09/07/2019,27,Desi,830,890,860
,10/07/2019,27,Desi,800,880,840
,12/07/2019,27,Desi,800,860,830
,13/07/2019,30,Desi,790,830,810
,14/07/2019,29,Desi,800,860,830
,15/07/2019,28,Desi,800,860,830
,16/07/2019,29,Desi,800,880,840
,17/07/2019,31,Desi,800,880,840
,19/07/2019,28,Desi,800,880,840
,20/07/2019,28,Desi,820,870,850
,21/07/2019,29,Desi,800,860,830
,22/07/2019,30,Desi,800,880,840
,23/07/2019,29,Desi,820,880,850
,24/07/2019,30,Desi,830,890,860
,26/07/2019,31,Desi,800,860,830
,27/07/2019,29,Desi,800,880,840
,28/07/2019,30,Desi,820,880,850
,29/07/2019,29,Desi,800,880,840
,30/07/2019,30,Desi,800,900,850
,31/07/2019,32,Desi,840,890,870
Agra,02/07/2019,1295,Desi,750,900,830
,03/07/2019,1250,Desi,780,920,840
,04/07/2019,1275,Desi,780,950,830
,05/07/2019,1283,Desi,750,900,830
,06/07/2019,1245,Desi,750,980,820
,08/07/2019,1260,Desi,750,900,825
,09/07/2019,1150,Desi,750,900,830
,10/07/2019,1230,Desi,750,900,820
,11/07/2019,1115,Desi,750,900,825
,12/07/2019,1150,Desi,750,900,830
,13/07/2019,1095,Desi,780,1000,840
,15/07/2019,1170,Desi,750,900,835
,16/07/2019,1193,Desi,750,900,830
,17/07/2019,1200,Desi,750,980,840
,18/07/2019,1175,Desi,780,1000,850
,19/07/2019,1110,Desi,800,1050,880
,20/07/2019,1155,Desi,780,950,860
,22/07/2019,1173,Desi,780,950,855
,23/07/2019,1188,Desi,780,950,850
