<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:39db086c574085f3e5a371a35dfa6011156d0de5940a802cdfc486535cd0d215
size 21909
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,83.2634153843676,20.063289091173964,86.3551135975231,Normal
2017-01-08,2017-02-20,82.1043244752767,18.722380000264874,84.05965905206855,Normal
2017-01-15,2017-02-27,81.9098882450371,16.37136168504994,79.1594229552257,Normal
2017-01-22,2017-03-06,77.40420642685527,9.399770775959034,81.09124113704388,Normal
2017-01-29,2017-03-13,79.87867494068631,11.72534603817328,80.61923799342213,Normal
2017-02-05,2017-03-20,79.7544104524887,14.258701435461813,73.41616356248143,Normal
2017-02-12,2017-03-27,82.44616882699908,16.79136890088128,69.59798174429962,Normal
2017-02-19,2017-04-03,88.69312499093837,18.92468870118422,70.34798174429962,Normal
2017-02-26,2017-04-10,92.24413894663445,19.637879344209626,72.98125960242483,Normal
2017-03-05,2017-04-17,96.9434453064659,24.084676879925485,72.85876842654042,Normal
2017-03-12,2017-04-24,97.21242247159402,24.60940600866503,72.60301646292899,Normal
2017-03-19,2017-05-01,97.91107486231387,21.865299072490664,76.04577578982318,Anomaly
2017-03-26,2017-05-08,90.46994559394356,17.84609537317968,73.49885022076388,Normal
2017-04-02,2017-05-15,82.48788146825015,14.364031247486253,70.40108756889835,Normal
2017-04-09,2017-05-22,74.74104771225112,12.568657167794273,65.22235516531858,Normal
2017-04-16,2017-05-29,68.11685940084111,8.944468856384258,62.347355165318575,Normal
2017-04-23,2017-06-05,62.741859400841115,6.637650674566075,59.37008243804586,Normal
2017-04-30,2017-06-12,58.071404855386554,5.080832492747893,56.9496278925913,Normal
2017-05-07,2017-06-19,54.59505806772253,5.875361098593743,54.93632825722536,Normal
2017-05-14,2017-06-26,51.26323691403247,5.827630853994585,51.2613223134816,Normal
2017-05-21,2017-07-03,47.143147382090234,5.800034436091587,46.95296143141531,Normal
2017-05-28,2017-07-10,43.79655647299932,6.657988981546132,42.100688704142584,Normal
2017-06-04,2017-07-17,38.35905647299932,6.959125345182496,36.271143249597124,Normal
2017-06-11,2017-07-24,33.73228090458779,7.230077049498235,31.305234158688037,Normal
