<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2b6fafb29aa5d539448c9ed507967ddf7a384436581705a570e09b0957050977
size 398861
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,7.077435470441299,KARNATAKA,CHICKKABALLAPURA
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,7.077435470441299,KARNATAKA,CHINTAMANI
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,7.077435470441299,KARNATAKA,MULABAGILU
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,7.077435470441299,KARNATAKA,SRINIVASAPUR
2017-01-22,2017-03-06,Anomaly,Anomaly,Anomaly,6.3872255489021965,KARNATAKA,MYSORE (BANDIPALYA)
2017-01-29,2017-03-13,Anomaly,Anomaly,Anomaly,6.3872255489021965,KARNATAKA,MYSORE (BANDIPALYA)
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,5.274847307051638,UTTAR PRADESH,BARABANKI
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,5.274847307051638,UTTAR PRADESH,FAIZABAD
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,5.274847307051638,UTTAR PRADESH,GONDA
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,5.274847307051638,UTTAR PRADESH,LUCKNOW
2018-12-23,2019-02-04,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHICKKABALLAPURA
2018-12-30,2019-02-11,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHICKKABALLAPURA
2019-01-06,2019-02-18,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHICKKABALLAPURA
2018-12-23,2019-02-04,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHINTAMANI
2018-12-30,2019-02-11,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHINTAMANI
2019-01-06,2019-02-18,Anomaly,Anomaly,Anomaly,4.5089128182280085,KARNATAKA,CHINTAMANI
