<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:82e25d6e333cff8b7f73bae040502d1934fb46fb10dcd418ea6c5aff4f8f87a3
size 22494
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,1.381566024124461,0.18371883670973962,1.2631320482489221,Normal
2017-01-08,2017-02-20,1.4104585495253923,0.16613235902006226,1.3209170990507844,Normal
2017-01-15,2017-02-27,1.5024581101080465,0.1218600711646805,1.5049162202160935,Normal
2017-01-22,2017-03-06,1.5381818173522723,0.12022727301136366,1.5763636347045449,Normal
2017-01-29,2017-03-13,1.533579533543743,0.11573864772898451,1.567159067087485,Normal
2017-02-05,2017-03-20,1.5409658971801063,0.1163068295471663,1.5819317943602125,Normal
2017-02-12,2017-03-27,1.538693169907379,0.11744319318352994,1.577386339814758,Normal
2017-02-19,2017-04-03,1.5392613517255607,0.12482955681989359,1.5785227034511216,Normal
2017-02-26,2017-04-10,1.5182007457798534,0.11589016331105531,1.5364014915597075,Normal
2017-03-05,2017-04-17,1.5211552912940585,0.11066289009798713,1.5423105825881167,Normal
2017-03-12,2017-04-24,1.5219507457372403,0.10759470838207806,1.5439014914744809,Normal
2017-03-19,2017-05-01,1.5424621207389522,0.10981060610763901,1.5849242414779041,Normal
2017-03-26,2017-05-08,1.549469696212437,0.11227272703566936,1.5989393924248743,Normal
2017-04-02,2017-05-15,1.5696969687010733,0.11318181770612384,1.6393939374021462,Normal
2017-04-09,2017-05-22,1.5498106050647096,0.1148863631606693,1.5996212101294192,Normal
2017-04-16,2017-05-29,1.5456439385558711,0.1122348478513258,1.5912878771117425,Normal
2017-04-23,2017-06-05,1.5378350808121526,0.12715326283487993,1.575670161624305,Normal
2017-04-30,2017-06-12,1.5239714443377208,0.13192599021840268,1.5479428886754418,Normal
2017-05-07,2017-06-19,1.5146445209982908,0.14125291355783257,1.5292890419965817,Normal
2017-05-14,2017-06-26,1.4453402431905409,0.1613147676913401,1.3906804863810813,Normal
2017-05-21,2017-07-03,1.4258621732598857,0.1698002997208456,1.3517243465197715,Normal
2017-05-28,2017-07-10,1.4476242141728897,0.18133506790657705,1.3952484283457796,Normal
2017-06-04,2017-07-17,1.4367151229910717,0.1831532499974862,1.3734302459821435,Normal
2017-06-11,2017-07-24,1.451058071643881,0.19749619865029572,1.4021161432877625,Normal
2017-06-18,2017-07-31,1.4936717082205855,0.2105643802554093,1.4873434164411714,Normal
2017-06-25,2017-08-07,1.501406934209433,0.20282915426656223,1.5028138684188657,Normal
2017-07-02,2017-08-14,1.5262756839871405,0.18250585903430905,1.5525513679742808,Normal
2017-07-09,2017-08-21,1.5085857807611447,0.17088691780340334,1.5171715615222894,Normal
2017-07-16,2017-08-28,1.4998153403567114,0.17007102285351572,1.4996306807134232,Normal
2017-07-23,2017-09-04,1.4845880679021661,0.15802556803533388,1.4691761358043325,Normal
2017-07-30,2017-09-11,1.4206676135697798,0.13387784097567476,1.3413352271395598,Normal
2017-08-06,2017-09-18,1.415326704376598,0.12217329562340201,1.3306534087531963,Normal
2017-08-13,2017-09-25,1.4229024617945272,0.11687026547819998,1.3458049235890548,Normal
2017-08-20,2017-10-02,1.426311552703618,0.11724910948202544,1.3583049235890547,Normal
2017-08-27,2017-10-09,1.4066382571025884,0.13464967781032805,1.376060605540404,Normal
2017-09-03,2017-10-16,1.3818817633178018,0.1400879897769329,1.3669696964494948,Normal
2017-09-10,2017-10-23,1.359205334748814,0.15140078198228413,1.3625259302206107,Normal
2017-09-17,2017-10-30,1.3204908927249341,0.1657271117146094,1.3302396490773278,Normal
2017-09-24,2017-11-06,1.3729229716200848,0.1805677598876404,1.4297851036227822,Normal
2017-10-01,2017-11-13,1.3710858500799967,0.19842760772886525,1.4061108610880602,Normal
2017-10-08,2017-11-20,1.4156313045231785,0.1978214911000398,1.4458835883607872,Normal
2017-10-15,2017-11-27,1.4242362960122046,0.20285286324737736,1.44361086108806,Normal
2017-10-22,2017-12-04,1.3461044106552251,0.2634847483998113,1.4597667818762157,Normal
2017-10-29,2017-12-11,1.2895543662784084,0.3741067622250183,1.5618429472306992,Normal
2017-11-05,2017-12-18,1.2055287937918544,0.4313840833667632,1.5350946958858904,Normal
2017-11-12,2017-12-25,1.236812113376528,0.4260098534752719,1.5678219688177086,Normal
2017-11-19,2018-01-01,1.228365400704784,0.4552143509893786,1.505435605402936,Normal
2017-11-26,2018-01-08,1.2050621263091321,0.4681746163061547,1.4633901508574814,Normal
2017-12-03,2018-01-15,1.2147605533845296,0.4413504471265796,1.404753787016572,Normal
2017-12-10,2018-01-22,1.3306965744670973,0.3543677316531863,1.3852083321302084,Normal
2017-12-17,2018-01-29,1.3967218592497501,0.2711669350528933,1.2924999990454544,Normal
2017-12-24,2018-02-05,1.3835440150517242,0.27083415368470487,1.2699999985,Normal
2017-12-31,2018-02-12,1.378771288276156,0.24849529264618342,1.3711363621363635,Normal
2018-01-07,2018-02-19,1.416757881858224,0.2387182381188158,1.449621210510101,Normal
2018-01-14,2018-02-26,1.5023905365022285,0.21681023762519194,1.5212121196010102,Normal
2018-01-21,2018-03-05,1.593737372715488,0.2546941164637801,1.7003030288964647,Normal
2018-01-28,2018-03-12,1.6018392644555035,0.2537757987721589,1.727449675777567,Normal
2018-02-04,2018-03-19,1.5873178989452066,0.2650726940958568,1.680021902475408,Normal
2018-02-11,2018-03-26,1.589893656702783,0.27719094750159184,1.6991128121117713,Normal
2018-02-18,2018-04-02,1.557317899127025,0.28480839750195347,1.6002491757481352,Normal
2018-02-25,2018-04-09,1.5327976972886412,0.28681940326727307,1.5506279639425797,Normal
2018-03-04,2018-04-16,1.466206788237505,0.24792522087189192,1.3699461457607616,Normal
2018-03-11,2018-04-23,1.4538035240480616,0.2308696151809414,1.3175090806697047,Normal
2018-03-18,2018-04-30,1.498090837666557,0.20140675632364405,1.4161664533399483,Normal
2018-03-25,2018-05-07,1.4578354972804102,0.18053264312802436,1.2972943721436303,Normal
