<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ffa88fa5d31e606d7d9ebb9252ca3ca0031ff60bdabaa27b65879b1ddcdf070f
size 17934
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear,STATENAME,MANDINAME
2017-01-08,2017-02-20,3.2331371998137794,1.266862800186221,1.966274399627558,Anomaly,UTTAR PRADESH,PRATAPGARH
2017-02-26,2017-04-10,6.958691093030152,2.026872911211971,4.931818181818182,Anomaly,WEST BENGAL,KATWA
2017-04-02,2017-05-15,4.2230585108064895,1.6661091390731466,2.5569493717333427,Anomaly,UTTAR PRADESH,PRATAPGARH
2017-04-23,2017-06-05,6.873396464286933,1.8811489902585237,4.992247474028408,Anomaly,WEST BENGAL,KATWA
2017-05-21,2017-07-03,4.3905181210124775,2.9674658895047497,1.4230522315077254,Anomaly,UTTAR PRADESH,PRATAPGARH
2017-05-28,2017-07-10,4.6438131301666665,2.1438131301666665,6.787626260333334,Anomaly,UTTAR PRADESH,SAFDARGANJ
2017-07-09,2017-08-21,3.5365010874772613,1.9428786930047728,1.5936223944724874,Anomaly,UTTAR PRADESH,PRATAPGARH
2017-07-23,2017-09-04,5.4185606052241155,2.9185606052241155,8.337121210448233,Anomaly,UTTAR PRADESH,SAFDARGANJ
2017-08-20,2017-10-02,1.56204004261879,0.4379599573812101,1.1240800852375796,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2017-09-10,2017-10-23,0.7757849229910844,0.15197325239093462,0.6238116706001496,Anomaly,WEST BENGAL,KASIPUR
2017-10-08,2017-11-20,5.3352272724431815,2.835227272443181,8.170454544886365,Anomaly,UTTAR PRADESH,SAFDARGANJ
2017-11-05,2017-12-18,0.7141302949849714,0.17570263020886392,0.5384276647761074,Anomaly,WEST BENGAL,KASIPUR
2017-11-05,2017-12-18,3.3041982322364283,1.1905618686000632,2.113636363636364,Anomaly,WEST BENGAL,KATWA
2017-11-26,2018-01-08,5.29114057125684,2.4540852953361294,7.886994947900884,Anomaly,UTTAR PRADESH,SAFDARGANJ
2017-12-24,2018-02-05,0.9304104865045052,0.2773917424346611,0.6514221947825307,Anomaly,WEST BENGAL,KASIPUR
2017-12-24,2018-02-05,4.3995328277922985,2.3275144789156164,1.6677272722499994,Anomaly,WEST BENGAL,KATWA
2017-12-31,2018-02-12,0.8083948177181962,0.2125615921137433,1.0291737193537662,Anomaly,UTTAR PRADESH,RAATH
2018-01-07,2018-02-19,1.6342312317025396,0.4540632369208231,1.1254209065985876,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-01-14,2018-02-26,4.961716732911555,2.196823450965805,7.679342120704361,Anomaly,UTTAR PRADESH,SAFDARGANJ
2018-01-21,2018-03-05,2.6215032709592654,1.4094280781572703,1.2039984018485692,Anomaly,UTTAR PRADESH,PRATAPGARH
2018-01-28,2018-03-12,42.90410951554815,0.9556074937863096,41.74987204587621,Anomaly,WEST BENGAL,DURGAPUR
2018-02-11,2018-03-26,0.859824175522754,0.2531944117184989,0.5624366661770993,Anomaly,WEST BENGAL,KASIPUR
2018-02-11,2018-03-26,5.108361383380828,3.07105855581266,1.4772727272727273,Anomaly,WEST BENGAL,KATWA
2018-02-18,2018-04-02,1.829224466499356,1.538024229941965,3.941988324467587,Anomaly,UTTAR PRADESH,RAATH
2018-02-25,2018-04-09,1.7636363632996634,0.539866378998505,1.0853535348484848,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-03-04,2018-04-16,5.35866301197991,2.1648145013083138,7.552083332090437,Anomaly,UTTAR PRADESH,SAFDARGANJ
2018-03-11,2018-04-23,2.8827518094538416,1.4177226240842709,1.2058081743412177,Anomaly,UTTAR PRADESH,PRATAPGARH
2018-03-18,2018-04-30,42.08364838152856,2.0115549226080254,39.346669024276316,Anomaly,WEST BENGAL,DURGAPUR
2018-04-01,2018-05-14,0.8279009443686117,0.2986142155306977,0.4703911465497125,Anomaly,WEST BENGAL,KASIPUR
2018-04-01,2018-05-14,5.177381030640636,2.9612573018355017,1.6502840903764209,Anomaly,WEST BENGAL,KATWA
2018-04-01,2018-05-14,1.4682900425758652,0.18874554512437475,1.2791125539618122,Anomaly,UTTAR PRADESH,KAYAMGANJ
2018-04-15,2018-05-28,1.9226722343844325,0.6515865992815363,1.1739510480870097,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-04-22,2018-06-04,5.714646463667929,2.487213402095382,8.368055554498106,Anomaly,UTTAR PRADESH,SAFDARGANJ
2018-05-06,2018-06-18,36.69215573324807,9.364335008222946,23.47790659545063,Anomaly,WEST BENGAL,DURGAPUR
2018-05-20,2018-07-02,0.7002253134333785,0.24294472681521245,0.396961317697616,Anomaly,WEST BENGAL,KASIPUR
2018-05-20,2018-07-02,4.3494654877182235,2.068756940427208,1.624873737058081,Anomaly,WEST BENGAL,KATWA
2018-06-03,2018-07-16,1.661111110448232,0.4248861591787153,1.1803030297348485,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2018-06-24,2018-08-06,36.09553872024411,10.297961378348905,21.55303030246212,Anomaly,WEST BENGAL,DURGAPUR
2018-07-08,2018-08-20,0.6302434538350518,0.2103180537878383,0.3835227267045427,Anomaly,WEST BENGAL,KASIPUR
2018-07-08,2018-08-20,3.7648674240648683,1.6346411705423896,1.481818181818182,Anomaly,WEST BENGAL,KATWA
2018-08-12,2018-09-24,35.44318181801609,11.182735091119397,19.647727272230114,Anomaly,WEST BENGAL,DURGAPUR
2018-08-26,2018-10-08,3.3388355622153063,1.401942304069606,1.4357323229166663,Anomaly,WEST BENGAL,KATWA
2018-09-16,2018-10-29,0.6322503088641928,0.22306955731616068,0.3775870525322645,Anomaly,WEST BENGAL,KASIPUR
2018-09-30,2018-11-12,35.239409738043044,11.081825473077462,19.65909090909091,Anomaly,WEST BENGAL,DURGAPUR
2018-10-14,2018-11-26,2.936879574697417,1.2320752818032454,1.4848219946402694,Anomaly,WEST BENGAL,KATWA
2018-11-04,2018-12-17,0.6027186123597871,0.21163903311171892,0.3855770652912368,Anomaly,WEST BENGAL,KASIPUR
2018-11-18,2018-12-31,35.22419505911193,11.273777894318789,19.306818181818183,Anomaly,WEST BENGAL,DURGAPUR
2018-12-23,2019-02-04,0.7664242868528091,0.35586245288101115,0.3394428660943765,Anomaly,WEST BENGAL,KASIPUR
2019-01-06,2019-02-18,37.05595503414092,10.482962445608477,18.977272727272727,Anomaly,WEST BENGAL,DURGAPUR
2019-02-10,2019-03-25,0.7199933575765265,0.32403514120565685,0.30711019940303425,Anomaly,WEST BENGAL,KASIPUR
2019-02-24,2019-04-08,1.7390869090539178,0.5032023579568796,2.332196968276515,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-02-24,2019-04-08,37.09911154474447,9.932567167373968,19.977272727272727,Anomaly,WEST BENGAL,DURGAPUR
2019-03-31,2019-05-13,0.7114506565802126,0.3325862177768642,0.3565555001381103,Anomaly,WEST BENGAL,KASIPUR
2019-04-14,2019-05-27,1.6063441753958096,0.3372610598729678,2.0424296510925712,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-04-14,2019-05-27,34.95464547484576,10.763118131737508,22.770505026530646,Anomaly,WEST BENGAL,DURGAPUR
2019-05-12,2019-06-24,3.718579544945312,2.526241808318608,1.134090907599431,Anomaly,WEST BENGAL,KATWA
2019-05-19,2019-07-01,0.6123267643761172,0.2647063800034029,0.34140167975042873,Anomaly,WEST BENGAL,KASIPUR
2019-06-02,2019-07-15,1.4969159122487987,0.3504456914739239,1.939439031334068,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-06-02,2019-07-15,30.204627524656573,13.773245408256717,11.919772727272726,Anomaly,WEST BENGAL,DURGAPUR
2019-06-30,2019-08-12,3.0907339006403487,1.8687650863186531,0.9800505035984842,Anomaly,WEST BENGAL,KATWA
2019-06-30,2019-08-12,4.300223897689033,2.3473422256245766,1.9048728646993136,Anomaly,UTTAR PRADESH,SAFDARGANJ
2019-07-07,2019-08-19,0.548186062661644,0.24157496888988206,0.29119949463384004,Anomaly,WEST BENGAL,KASIPUR
2019-07-21,2019-09-02,29.106155302763966,14.780975257549546,9.55340909090909,Anomaly,WEST BENGAL,DURGAPUR
2019-07-28,2019-09-09,1.5413754730019036,0.32386385625010955,1.9126893931976008,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-08-18,2019-09-30,2.74159462266877,1.7157273789505707,0.7426112063715714,Anomaly,WEST BENGAL,KATWA
2019-09-08,2019-10-21,28.435056679954187,14.897205102058985,8.640909090909092,Anomaly,WEST BENGAL,DURGAPUR
2019-09-15,2019-10-28,1.57247582028766,0.4457434082846625,2.227509468569484,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-09-15,2019-10-28,0.5524584298001585,0.2529541949045873,0.29030248864593666,Anomaly,WEST BENGAL,KASIPUR
2019-10-06,2019-11-18,4.4626724627364664,2.583097764639291,1.8715909090909093,Anomaly,UTTAR PRADESH,SAFDARGANJ
2019-10-06,2019-11-18,2.4201672104199683,1.5028345978732005,0.5762606816832253,Anomaly,WEST BENGAL,KATWA
2019-10-27,2019-12-09,1.8490325317082958,0.7378335551818721,2.6729797963383835,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2019-10-27,2019-12-09,1.6101334828921927,0.4329320062364204,2.062920904452123,Anomaly,UTTAR PRADESH,PRATAPGARH
2019-10-27,2019-12-09,28.638544021606673,15.412871713281085,7.983863636363638,Anomaly,WEST BENGAL,DURGAPUR
2019-11-03,2019-12-16,0.520748758536104,0.23917050133452156,0.2664301061559635,Anomaly,WEST BENGAL,KASIPUR
2019-11-03,2019-12-16,1.4082914754233171,0.4837281466512398,1.9021631471834484,Anomaly,UTTAR PRADESH,KAYAMGANJ
2019-11-24,2020-01-06,2.186083693935206,1.6967798809697987,0.4271302302862798,Anomaly,WEST BENGAL,KATWA
2019-12-15,2020-01-27,29.81137598187165,15.60867222955734,6.646879909926422,Anomaly,WEST BENGAL,DURGAPUR
2019-12-15,2020-01-27,1.918196566972944,0.8073187912877754,3.226262625757575,Anomaly,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
