<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:efaa1dc306bd164c860ad0ea9103e0203a9c71738688a8f8366fd36bbaaa892a
size 18433
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO
2016-01-01,2016-02-13,,,Normal,0.9998969178435212
2016-01-08,2016-02-20,,,Normal,0.9998969178435212
2016-01-15,2016-02-27,,,Normal,0.9998969178435212
2016-01-22,2016-03-05,,,Normal,0.9998969178435212
2016-01-29,2016-03-12,,,Normal,0.9998969178435212
2016-02-01,2016-03-15,Normal,,Normal,0.9998969178435212
2016-02-08,2016-03-22,Anomaly,,Normal,0.9998969178435212
2016-02-15,2016-03-29,Anomaly,,Normal,0.9998969178435212
2016-02-22,2016-04-05,Normal,,Normal,0.9998969178435212
2016-02-29,2016-04-12,Normal,,Normal,0.9998969178435212
2016-03-07,2016-04-19,Normal,,Normal,0.9998969178435212
2016-03-14,2016-04-26,Normal,,Normal,0.9998969178435212
2016-03-21,2016-05-03,Normal,,Normal,0.9998969178435212
2016-03-28,2016-05-10,Normal,,Normal,0.9998969178435212
2016-04-04,2016-05-17,Normal,,Normal,0.9998969178435212
2016-04-11,2016-05-24,Normal,,Normal,0.9998969178435212
2016-04-18,2016-05-31,Normal,,Normal,0.9998969178435212
2016-04-25,2016-06-07,Normal,,Normal,0.9998969178435212
2016-05-02,2016-06-14,Normal,,Normal,0.9998969178435212
2016-05-09,2016-06-21,Normal,,Normal,0.9998969178435212
2016-05-16,2016-06-28,Normal,,Normal,0.9998969178435212
2016-05-23,2016-07-05,Normal,,Normal,0.9998969178435212
2016-05-30,2016-07-12,Normal,,Normal,0.9998969178435212
2016-06-06,2016-07-19,Normal,,Normal,0.9998969178435212
2016-06-13,2016-07-26,Normal,,Normal,0.9998969178435212
2016-06-20,2016-08-02,Normal,,Normal,0.9998969178435212
2016-06-27,2016-08-09,Normal,,Normal,0.9998969178435212
2016-07-04,2016-08-16,Normal,,Anomaly,0.9998969178435212
2016-07-11,2016-08-23,Normal,,Normal,0.9998969178435212
2016-07-18,2016-08-30,Normal,,Normal,0.9998969178435212
2016-07-25,2016-09-06,Normal,,Normal,0.9998969178435212
2016-08-01,2016-09-13,Anomaly,,Anomaly,0.9998969178435212
2016-08-08,2016-09-20,Anomaly,,Anomaly,0.9998969178435212
2016-08-15,2016-09-27,Anomaly,,Anomaly,0.9998969178435212
2016-08-22,2016-10-04,Normal,,Anomaly,1.010311425893136
2016-08-29,2016-10-11,Anomaly,,Anomaly,1.0207270076033748
2016-09-05,2016-10-18,Anomaly,,Anomaly,1.0207270076033748
2016-09-12,2016-10-25,Anomaly,,Anomaly,1.0207270076033748
2016-09-19,2016-11-01,Anomaly,,Anomaly,1.0207270076033748
2016-09-26,2016-11-08,Anomaly,,Anomaly,1.0207270076033748
2016-10-03,2016-11-15,Anomaly,,Anomaly,1.0207270076033748
2016-10-10,2016-11-22,Anomaly,,Anomaly,1.0102051334913926
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.0102051334913926
2016-10-24,2016-12-06,Anomaly,,Anomaly,1.0171782195918404
2016-10-31,2016-12-13,Anomaly,,Anomaly,1.0362958640293072
2016-11-07,2016-12-20,Anomaly,,Anomaly,1.047565618589581
2016-11-14,2016-12-27,Anomaly,,Anomaly,1.047565618589581
2016-11-21,2017-01-03,Anomaly,,Anomaly,1.047565618589581
2016-11-28,2017-01-10,Anomaly,,Anomaly,1.0416001846308878
2016-12-05,2017-01-17,Anomaly,,Anomaly,1.0542107827937668
2016-12-12,2017-01-24,Anomaly,,Anomaly,1.0542107827937668
