<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e4efb88014ac70d23222dc1b99b08ee15e8258a1e62f7cc4c6881ece93fd9d3d
size 20904
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,1.8136363945272422,0.1863636054727574,1.6272727890544856,Normal
2017-01-08,2017-02-20,1.8886363942545155,0.1886363324727574,1.7772727885090305,Normal
2017-01-15,2017-02-27,1.9345117995423964,0.18821547263942176,1.869023599084793,Normal
2017-01-22,2017-03-06,2.007617860432548,0.1605639572038157,2.0152357208650957,Normal
2017-01-29,2017-03-13,2.0261363633636367,0.1420454542727273,2.052272726727273,Normal
2017-02-05,2017-03-20,2.031818181545454,0.15909090881818183,2.063636363090909,Normal
2017-02-12,2017-03-27,2.10732323179798,0.23005050452525255,2.21464646359596,Normal
2017-02-19,2017-04-03,2.1255050502525252,0.2141414138888889,2.2510101005050505,Normal
2017-02-26,2017-04-10,2.1027777775252527,0.19141414116161617,2.205555555050505,Normal
2017-03-05,2017-04-17,2.1130050502525255,0.2266414138888889,2.2260101005050505,Normal
2017-03-12,2017-04-24,2.198232322979798,0.31186868661616163,2.396464645959596,Normal
2017-03-19,2017-05-01,2.2664141411616163,0.3686868684343434,2.532828282323232,Normal
2017-03-26,2017-05-08,2.279040403787879,0.3459595962121212,2.5580808075757577,Normal
2017-04-02,2017-05-15,2.2619949492424243,0.3289141416666666,2.5239898984848486,Normal
2017-04-09,2017-05-22,2.277146464109848,0.3440656565340909,2.554292928219697,Normal
2017-04-16,2017-05-29,2.2856691911695077,0.3582702022017045,2.571338382339015,Normal
2017-04-23,2017-06-05,2.2101010091382576,0.2827020201704546,2.420202018276515,Normal
2017-04-30,2017-06-12,2.1618055543797348,0.2741792931107954,2.3236111087594695,Normal
2017-05-07,2017-06-19,2.0513257563683713,0.21041666631155306,2.1026515127367422,Normal
2017-05-14,2017-06-26,2.011553029095644,0.2274621208570076,2.023106058191288,Normal
2017-05-21,2017-07-03,1.9509469687736745,0.18958333326231067,1.9018939375473485,Normal
2017-05-28,2017-07-10,1.9310606053503785,0.1867424239583334,1.8621212107007574,Normal
2017-06-04,2017-07-17,1.8901515144412881,0.20265151486742428,1.7803030288825759,Normal
2017-06-11,2017-07-24,1.8185606057765151,0.2117424239583334,1.6371212115530305,Normal
2017-06-18,2017-07-31,1.820412457631874,0.20904882126823796,1.6408249152637486,Normal
2017-06-25,2017-08-07,1.8267255886924803,0.22546296293490464,1.6534511773849607,Normal
2017-07-02,2017-08-14,1.7873316490144502,0.24212962988566214,1.5746632980289006,Normal
2017-07-09,2017-08-21,1.779136056634034,0.2730524949933506,1.558272113268069,Normal
2017-07-16,2017-08-28,1.7257269657249432,0.3264615859024415,1.451453931449887,Normal
2017-07-23,2017-09-04,1.7118380765835293,0.3403504750438557,1.4236761531670588,Normal
2017-07-30,2017-09-11,1.6721074371334732,0.3733471083210722,1.3442148742669464,Normal
2017-08-06,2017-09-18,1.6402261242546852,0.38250114847258737,1.2804522485093708,Normal
2017-08-13,2017-09-25,1.5796200639327154,0.4431072087945572,1.159240127865431,Normal
2017-08-20,2017-10-02,1.56204004261879,0.43795995738121013,1.1240800852375796,Anomaly
2017-08-27,2017-10-09,1.672267315346062,0.5004599573812102,1.3104437216012164,Normal
2017-09-03,2017-10-16,1.6884289317602035,0.5183892500579778,1.30867604533859,Normal
2017-09-10,2017-10-23,1.8066107497033856,0.6092983407284324,1.335948772611317,Normal
