<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7c8032a0a6f8872636a85b7bb89faa23f262c19572394eefda19b71948605d4e
size 4613
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.7393277015363505,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-02-01,0.32806252711084466,1.0,0.0,0.0,1.0,0,0,0,0,1.0
2016-03-01,0.2182156362279023,1.0,0.0,0.0,1.0,3,0,0,3,4.0
2016-04-01,0.43687747017290224,2.0,1.0,0.0,3.0,8,3,0,11,14.0
2016-05-01,0.2465908911527007,2.0,1.0,0.0,3.0,9,6,0,15,18.0
2016-06-01,0.1800366516918727,2.0,1.0,0.0,3.0,9,8,0,17,20.0
2016-07-01,0.3803695157943664,3.0,1.0,0.0,4.0,8,12,0,20,24.0
2016-08-01,0.4764171768230036,4.0,2.0,0.0,6.0,3,11,0,14,20.0
2016-09-01,0.15837959373056512,4.0,2.0,0.0,6.0,1,11,0,12,18.0
2016-10-01,0.3685609347436126,5.0,3.0,0.0,8.0,1,13,0,14,22.0
2016-11-01,0.26497284495860224,6.0,3.0,0.0,9.0,1,10,0,11,20.0
2016-12-01,0.4893445670370911,7.0,4.0,0.0,11.0,1,7,0,8,19.0
2017-01-01,0.4937378123105169,6.0,5.0,0.0,11.0,1,6,0,7,18.0
2017-02-01,0.14401011461133087,6.0,5.0,0.0,11.0,1,1,0,2,13.0
2017-03-01,0.1522677976708671,6.0,5.0,0.0,11.0,1,1,0,2,13.0
2017-04-01,0.3634992501088765,6.0,5.0,1.0,12.0,1,2,0,3,15.0
2017-05-01,0.3372790110232613,7.0,5.0,1.0,13.0,1,2,0,3,16.0
2017-06-01,0.4802083840508178,7.0,6.0,2.0,15.0,1,2,1,4,19.0
2017-07-01,0.1563799577246653,6.0,6.0,2.0,14.0,1,2,2,5,19.0
2017-08-01,0.2010536069491101,5.0,5.0,2.0,12.0,2,5,2,9,21.0
2017-09-01,0.2237949857945409,5.0,6.0,2.0,13.0,2,8,2,12,25.0
2017-10-01,0.2674775023885241,4.0,5.0,3.0,12.0,2,11,2,15,27.0
2017-11-01,0.14946074573115675,3.0,5.0,3.0,11.0,1,14,0,15,26.0
2017-12-01,0.7495691344591078,3.0,5.0,4.0,12.0,1,12,2,15,27.0
2018-01-01,0.3005398916018408,3.0,4.0,4.0,11.0,1,9,4,14,25.0
2018-02-01,0.2474503927185432,3.0,4.0,4.0,11.0,2,10,4,16,27.0
2018-03-01,0.4546346653511134,4.0,5.0,5.0,14.0,2,10,4,16,30.0
2018-04-01,0.30791006404932403,3.0,5.0,5.0,13.0,2,9,4,15,28.0
2018-05-01,0.2299511331946325,2.0,5.0,5.0,12.0,2,9,0,11,23.0
2018-06-01,0.2479001778130791,2.0,4.0,4.0,10.0,0,7,0,7,17.0
2018-07-01,0.2159392524721693,2.0,4.0,4.0,10.0,0,2,0,2,12.0
2018-08-01,0.2576961241582695,2.0,5.0,4.0,11.0,0,0,0,0,11.0
2018-09-01,0.15096117349798344,2.0,4.0,4.0,10.0,2,0,4,6,16.0
2018-10-01,0.15793935044886925,2.0,4.0,3.0,9.0,7,4,7,18,27.0
2018-11-01,0.15590771670800788,2.0,4.0,3.0,9.0,9,8,10,27,36.0
2018-12-01,0.20183780592164827,1.0,3.0,2.0,6.0,9,9,14,32,38.0
2019-01-01,0.3445031156340775,2.0,4.0,2.0,8.0,9,9,17,35,43.0
