<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0a2de3ad904b86615121928426058cfca8ccb3d6e11a728f9f08bacebbe49e42
size 4462
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.18512531828718912,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.20236882753905308,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.11050466826087096,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-04-01,0.2345267505305712,0.0,1.0,0.0,1.0,0,2,0,2,3.0
2016-05-01,0.07855000353530008,0.0,1.0,0.0,1.0,0,3,0,3,4.0
2016-06-01,0.2990518880595858,0.0,2.0,0.0,2.0,0,3,0,3,5.0
2016-07-01,0.13495911501453836,0.0,2.0,0.0,2.0,0,3,0,3,5.0
2016-08-01,0.2232014965850473,0.0,2.0,0.0,2.0,0,3,0,3,5.0
2016-09-01,0.08818325968963016,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2016-10-01,0.18064158259561405,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2016-11-01,0.07343400715070611,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2016-12-01,0.21418792287589725,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2017-01-01,0.1354696681149675,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2017-02-01,0.2279419740666716,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2017-03-01,0.08106534886085491,0.0,2.0,0.0,2.0,0,0,0,0,2.0
2017-04-01,0.12014164242557905,0.0,1.0,0.0,1.0,0,1,0,1,2.0
2017-05-01,0.10261155115313612,0.0,1.0,0.0,1.0,0,1,0,1,2.0
2017-06-01,0.4828671546913375,0.0,1.0,1.0,2.0,0,1,1,2,4.0
