<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:dc8239f1dbdf1035d8eb5b4c925f6bc3e9f772fed702bf499a8c058d75827ae9
size 666176
=======
MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE,MANDICODE
BIRBHUM,2016-01-01,13.5,10850.0,10920.0,10880.0,795
DURGAPUR,2016-01-01,43.5,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-01,4.8,11900.0,12200.0,12000.0,3372
PURULIA,2016-01-01,0.4,12400.0,12460.0,12400.0,342
SAINTHIA,2016-01-01,12.0,10800.0,10860.0,10840.0,876
BIRBHUM,2016-01-02,14.2,10820.0,10890.0,10850.0,795
DURGAPUR,2016-01-02,44.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-02,4.2,11900.0,12200.0,12000.0,3372
KASIPUR,2016-01-02,1.1,12466.0,12466.0,12466.0,958
PURULIA,2016-01-02,4.0,12400.0,12500.0,12400.0,342
SAINTHIA,2016-01-02,12.35,10780.0,10850.0,10820.0,876
BIRBHUM,2016-01-03,14.6,10800.0,10880.0,10830.0,795
DURGAPUR,2016-01-03,43.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-03,4.8,11900.0,12200.0,12000.0,3372
SAINTHIA,2016-01-03,12.6,10770.0,10830.0,10800.0,876
BALARAMPUR,2016-01-04,0.43,11333.0,11366.0,11333.0,956
BIRBHUM,2016-01-04,14.3,,,,795
DURGAPUR,2016-01-04,43.5,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-04,4.2,11900.0,12200.0,12000.0,3372
KASIPUR,2016-01-04,1.0,12466.0,12466.0,12466.0,958
PURULIA,2016-01-04,6.0,12250.0,12300.0,12250.0,342
SAINTHIA,2016-01-04,12.4,10780.0,10850.0,10800.0,876
BALARAMPUR,2016-01-05,0.42,11333.0,11366.0,11333.0,956
BIRBHUM,2016-01-05,14.0,10825.0,10900.0,10860.0,795
DURGAPUR,2016-01-05,42.0,10000.0,12000.0,11000.0,782
KASIPUR,2016-01-05,1.1,12466.0,12466.0,12466.0,958
KATWA,2016-01-05,6.5,,,,800
PURULIA,2016-01-05,5.0,12300.0,12333.0,12300.0,342
SAINTHIA,2016-01-05,12.0,10800.0,10870.0,10830.0,876
BALARAMPUR,2016-01-06,0.44,11333.0,11366.0,11366.0,956
BIRBHUM,2016-01-06,14.6,10800.0,10880.0,10840.0,795
DURGAPUR,2016-01-06,44.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-06,4.0,,,,3372
KASIPUR,2016-01-06,1.0,12466.0,12466.0,12466.0,958
KATWA,2016-01-06,6.0,,,,800
PURULIA,2016-01-06,5.0,12300.0,12333.0,12300.0,342
SAINTHIA,2016-01-06,11.8,10800.0,10875.0,10840.0,876
BALARAMPUR,2016-01-07,0.46,11333.0,11666.0,11333.0,956
BIRBHUM,2016-01-07,14.1,10850.0,10950.0,10900.0,795
DURGAPUR,2016-01-07,43.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-07,4.8,,,,3372
KASIPUR,2016-01-07,1.3,12466.0,12466.0,12466.0,958
PURULIA,2016-01-07,4.5,,,,342
SAINTHIA,2016-01-07,11.0,10830.0,10930.0,10880.0,876
BIRBHUM,2016-01-08,14.0,10870.0,10980.0,10925.0,795
DURGAPUR,2016-01-08,43.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-08,4.0,12000.0,12300.0,12200.0,3372
KASIPUR,2016-01-08,0.9,12266.0,12266.0,12266.0,958
KATWA,2016-01-08,6.5,10500.0,11500.0,11000.0,800
PURULIA,2016-01-08,4.0,,,,342
SAINTHIA,2016-01-08,10.8,10850.0,10940.0,10900.0,876
DURGAPUR,2016-01-09,42.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-09,3.5,12100.0,12400.0,12200.0,3372
KASIPUR,2016-01-09,1.1,12266.0,12266.0,12266.0,958
KATWA,2016-01-09,9.0,10500.0,11500.0,11000.0,800
BIRBHUM,2016-01-10,13.5,10900.0,11000.0,10940.0,795
DURGAPUR,2016-01-10,43.5,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-10,4.9,12100.0,12400.0,12200.0,3372
KATWA,2016-01-10,9.0,10500.0,11500.0,11000.0,800
SAINTHIA,2016-01-10,10.5,10870.0,10950.0,10910.0,876
BALARAMPUR,2016-01-11,0.42,11066.0,11100.0,11066.0,956
BIRBHUM,2016-01-11,13.3,10900.0,11000.0,10950.0,795
DURGAPUR,2016-01-11,44.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-11,5.4,11900.0,12200.0,12000.0,3372
KASIPUR,2016-01-11,1.0,12266.0,12266.0,12266.0,958
KATWA,2016-01-11,6.8,10500.0,11500.0,11000.0,800
PURULIA,2016-01-11,6.0,12000.0,12100.0,12000.0,342
SAINTHIA,2016-01-11,10.7,10860.0,10950.0,10900.0,876
BIRBHUM,2016-01-12,13.45,10900.0,11000.0,10950.0,795
DURGAPUR,2016-01-12,44.5,10000.0,12000.0,11000.0,782
KATWA,2016-01-12,9.0,10500.0,11500.0,11000.0,800
PURULIA,2016-01-12,4.5,12000.0,12100.0,12000.0,342
SAINTHIA,2016-01-12,11.0,,,,876
SAMSI,2016-01-12,50.0,10900.0,11100.0,11000.0,877
BALARAMPUR,2016-01-13,0.44,11066.0,11100.0,11066.0,956
BIRBHUM,2016-01-13,13.7,10900.0,11000.0,10950.0,795
DURGAPUR,2016-01-13,43.0,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-13,4.8,11900.0,12200.0,12000.0,3372
KASIPUR,2016-01-13,1.0,12266.0,12266.0,12266.0,958
KATWA,2016-01-13,9.0,10500.0,11500.0,11000.0,800
PURULIA,2016-01-13,4.0,12000.0,12200.0,12000.0,342
SAINTHIA,2016-01-13,11.0,10860.0,10950.0,10900.0,876
SAMSI,2016-01-13,5.0,10900.0,11100.0,11000.0,877
BALARAMPUR,2016-01-14,0.45,11066.0,11100.0,11066.0,956
BIRBHUM,2016-01-14,13.5,10900.0,11000.0,10950.0,795
DURGAPUR,2016-01-14,43.5,10000.0,12000.0,11000.0,782
JHARGRAM,2016-01-14,4.8,11900.0,12200.0,12000.0,3372
KASIPUR,2016-01-14,1.3,12266.0,12266.0,12266.0,958
KATWA,2016-01-14,9.8,10500.0,11500.0,11000.0,800
PURULIA,2016-01-14,4.5,12000.0,12200.0,12000.0,342
SAINTHIA,2016-01-14,10.8,10870.0,10950.0,10910.0,876
BIRBHUM,2016-01-15,13.3,10910.0,11010.0,10950.0,795
DURGAPUR,2016-01-15,43.0,10000.0,12000.0,11000.0,782
