<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:dbe98fb26f3e8534a10c59f3ddb7075c430a08c76e429bd9c6dee153b80af26c
size 627467
=======
MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE,MANDICODE
BAREILLY,2016-08-27,2.5,8100.0,8160.0,8140.0,282
BAREILLY,2016-08-29,56.0,8000.0,8200.0,8150.0,282
BAREILLY,2016-08-30,48.0,7850.0,8150.0,8000.0,282
BAREILLY,2016-08-31,6.0,8000.0,8250.0,8130.0,282
BAREILLY,2016-09-01,10.0,,,,282
BAREILLY,2016-09-02,3.5,,,,282
BAREILLY,2016-09-03,13.0,8100.0,8200.0,8130.0,282
BAREILLY,2016-09-06,6.0,8000.0,8100.0,8060.0,282
BAREILLY,2016-09-08,2.79,7850.0,7900.0,7890.0,282
BAREILLY,2016-09-09,25.8,7860.0,7900.0,7880.0,282
BAREILLY,2016-09-12,74.5,7800.0,7900.0,7850.0,282
BAREILLY,2016-10-15,0.6,7700.0,7750.0,7720.0,282
BAREILLY,2016-10-20,14.5,7600.0,7700.0,7665.0,282
BAREILLY,2016-10-21,17.4,7660.0,7800.0,7750.0,282
BAREILLY,2016-10-22,6.0,7750.0,8000.0,7770.0,282
BAREILLY,2016-10-24,39.7,7790.0,7860.0,7820.0,282
BAREILLY,2016-11-05,1.2,7700.0,7900.0,7780.0,282
BAREILLY,2016-11-07,15.0,,,7780.0,282
BAREILLY,2016-11-10,25.0,7750.0,7800.0,7780.0,282
BAREILLY,2016-11-16,28.5,,,7740.0,282
BAREILLY,2016-11-17,6.0,,,7740.0,282
BAREILLY,2016-11-18,15.4,,,7750.0,282
BAREILLY,2016-11-19,5.0,,,7750.0,282
BAREILLY,2016-11-21,119.0,,,7700.0,282
BAREILLY,2016-11-24,12.0,,,7700.0,282
BAREILLY,2016-11-25,10.0,,,7720.0,282
BAREILLY,2016-12-08,10.5,7700.0,7800.0,7725.0,282
