<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:206dbdc3e845bfe0b7d80ec92edc77862e2cd8880a741ff710d44cd714adecc3
size 235795
=======
MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE,MANDICODE
AZADPUR,2016-02-04,1358.4,300.0,560.0,415.0,164
KESHOPUR,2016-02-04,68.0,450.0,600.0,550.0,165
SHAHDARA,2016-02-04,236.8,300.0,500.0,400.0,166
AZADPUR,2016-02-05,870.3,300.0,560.0,430.0,164
KESHOPUR,2016-02-05,248.5,400.0,600.0,520.0,165
SHAHDARA,2016-02-05,290.9,300.0,500.0,400.0,166
KESHOPUR,2016-02-06,137.15,420.0,600.0,550.0,165
SHAHDARA,2016-02-06,3190.0,300.0,500.0,400.0,166
KESHOPUR,2016-02-07,113.7,400.0,600.0,550.0,165
SHAHDARA,2016-02-07,3909.0,300.0,500.0,400.0,166
AZADPUR,2016-02-08,161.4,300.0,560.0,430.0,164
KESHOPUR,2016-02-08,218.7,400.0,600.0,550.0,165
SHAHDARA,2016-02-08,320.1,400.0,600.0,500.0,166
AZADPUR,2016-02-09,1372.4,,,,164
KESHOPUR,2016-02-09,127.3,400.0,620.0,550.0,165
SHAHDARA,2016-02-09,424.0,300.0,500.0,400.0,166
AZADPUR,2016-02-10,11345.4,300.0,560.0,430.0,164
SHAHDARA,2016-02-10,411.65,400.0,600.0,500.0,166
AZADPUR,2016-02-11,1534.6,340.0,720.0,492.0,164
KESHOPUR,2016-02-11,15.0,450.0,600.0,500.0,165
SHAHDARA,2016-02-11,294.4,400.0,600.0,500.0,166
AZADPUR,2016-02-12,1222.5,360.0,740.0,514.0,164
KESHOPUR,2016-02-12,240.0,450.0,600.0,550.0,165
SHAHDARA,2016-02-12,233.65,400.0,600.0,500.0,166
AZADPUR,2016-02-13,1066.5,460.0,800.0,633.0,164
KESHOPUR,2016-02-13,219.7,400.0,600.0,550.0,165
SHAHDARA,2016-02-13,340.65,400.0,600.0,500.0,166
KESHOPUR,2016-02-14,89.1,450.0,600.0,550.0,165
SHAHDARA,2016-02-14,298.35,500.0,700.0,600.0,166
AZADPUR,2016-02-15,220.0,460.0,800.0,610.0,164
SHAHDARA,2016-02-15,462.2,600.0,700.0,650.0,166
AZADPUR,2016-02-16,1937.7,500.0,840.0,648.0,164
SHAHDARA,2016-02-16,288.55,500.0,700.0,600.0,166
AZADPUR,2016-02-17,1373.9,500.0,850.0,654.0,164
SHAHDARA,2016-02-17,395.15,600.0,750.0,650.0,166
AZADPUR,2016-02-18,1164.2,500.0,850.0,654.0,164
KESHOPUR,2016-02-18,59.25,600.0,750.0,700.0,165
SHAHDARA,2016-02-18,384.45,,,,166
AZADPUR,2016-02-19,1629.2,,,,164
KESHOPUR,2016-02-19,290.3,600.0,750.0,700.0,165
SHAHDARA,2016-02-19,385.3,,,,166
AZADPUR,2016-02-20,1715.1,480.0,840.0,652.0,164
KESHOPUR,2016-02-20,253.35,600.0,760.0,700.0,165
SHAHDARA,2016-02-20,424.0,600.0,750.0,700.0,166
KESHOPUR,2016-02-21,131.65,600.0,800.0,750.0,165
SHAHDARA,2016-02-21,260.01,600.0,750.0,650.0,166
AZADPUR,2016-02-22,80.1,520.0,880.0,674.0,164
KESHOPUR,2016-02-22,149.6,600.0,800.0,750.0,165
SHAHDARA,2016-02-22,327.3,600.0,700.0,650.0,166
AZADPUR,2016-02-23,1530.6,540.0,850.0,680.0,164
KESHOPUR,2016-02-23,176.15,600.0,800.0,750.0,165
SHAHDARA,2016-02-23,240.4,600.0,700.0,650.0,166
AZADPUR,2016-02-24,1349.0,540.0,850.0,680.0,164
SHAHDARA,2016-02-24,258.75,600.0,700.0,650.0,166
AZADPUR,2016-02-25,1662.7,540.0,850.0,672.0,164
KESHOPUR,2016-02-25,39.35,600.0,800.0,700.0,165
SHAHDARA,2016-02-25,415.45,600.0,700.0,650.0,166
AZADPUR,2016-02-26,1264.7,,,,164
KESHOPUR,2016-02-26,151.8,600.0,800.0,700.0,165
SHAHDARA,2016-02-26,298.05,600.0,700.0,650.0,166
AZADPUR,2016-02-27,1072.3,520.0,900.0,700.0,164
KESHOPUR,2016-02-27,141.2,600.0,800.0,750.0,165
SHAHDARA,2016-02-27,216.55,550.0,700.0,600.0,166
KESHOPUR,2016-02-28,141.1,600.0,850.0,800.0,165
SHAHDARA,2016-02-28,285.0,550.0,700.0,600.0,166
AZADPUR,2016-02-29,9.3,540.0,840.0,694.0,164
KESHOPUR,2016-02-29,266.8,700.0,900.0,800.0,165
SHAHDARA,2016-02-29,491.45,600.0,800.0,700.0,166
AZADPUR,2016-03-01,1726.5,560.0,860.0,715.0,164
KESHOPUR,2016-03-01,204.85,500.0,800.0,750.0,165
SHAHDARA,2016-03-01,404.9,600.0,800.0,700.0,166
AZADPUR,2016-03-02,1309.6,,,,164
SHAHDARA,2016-03-02,458.9,600.0,800.0,700.0,166
AZADPUR,2016-03-03,1621.6,560.0,800.0,690.0,164
KESHOPUR,2016-03-03,33.95,500.0,800.0,700.0,165
SHAHDARA,2016-03-03,419.9,,,,166
AZADPUR,2016-03-04,1341.1,540.0,800.0,668.0,164
KESHOPUR,2016-03-04,283.15,600.0,800.0,720.0,165
SHAHDARA,2016-03-04,359.5,,,,166
AZADPUR,2016-03-05,1325.5,,,,164
KESHOPUR,2016-03-05,159.1,550.0,800.0,700.0,165
SHAHDARA,2016-03-05,208.95,600.0,800.0,700.0,166
KESHOPUR,2016-03-06,120.85,600.0,800.0,700.0,165
SHAHDARA,2016-03-06,337.0,600.0,800.0,700.0,166
AZADPUR,2016-03-07,256.7,560.0,900.0,710.0,164
KESHOPUR,2016-03-07,184.6,550.0,800.0,720.0,165
SHAHDARA,2016-03-07,416.8,600.0,800.0,700.0,166
AZADPUR,2016-03-08,1417.1,540.0,900.0,710.0,164
KESHOPUR,2016-03-08,130.9,550.0,800.0,720.0,165
SHAHDARA,2016-03-08,246.45,600.0,800.0,700.0,166
AZADPUR,2016-03-09,662.7,560.0,900.0,722.0,164
SHAHDARA,2016-03-09,348.55,600.0,800.0,700.0,166
AZADPUR,2016-03-10,1477.2,560.0,900.0,722.0,164
KESHOPUR,2016-03-10,45.9,575.0,820.0,750.0,165
SHAHDARA,2016-03-10,335.7,600.0,800.0,700.0,166
AZADPUR,2016-03-11,1818.7,560.0,900.0,732.0,164
KESHOPUR,2016-03-11,205.15,580.0,800.0,700.0,165
SHAHDARA,2016-03-11,502.6,600.0,800.0,700.0,166
AZADPUR,2016-03-12,1663.4,560.0,900.0,732.0,164
KESHOPUR,2016-03-12,274.1,600.0,800.0,750.0,165
SHAHDARA,2016-03-12,416.8,600.0,800.0,700.0,166
KESHOPUR,2016-03-13,191.95,580.0,820.0,760.0,165
SHAHDARA,2016-03-13,442.9,650.0,850.0,750.0,166
AZADPUR,2016-03-14,239.0,560.0,900.0,729.0,164
KESHOPUR,2016-03-14,250.25,,,,165
SHAHDARA,2016-03-14,420.2,600.0,850.0,750.0,166
AZADPUR,2016-03-15,1729.2,560.0,900.0,723.0,164
KESHOPUR,2016-03-15,188.15,,,,165
SHAHDARA,2016-03-15,417.05,600.0,800.0,750.0,166
AZADPUR,2016-03-16,1438.0,,,,164
SHAHDARA,2016-03-16,536.9,,,,166
AZADPUR,2016-03-17,1690.5,,,,164
KESHOPUR,2016-03-17,14.7,,,,165
SHAHDARA,2016-03-17,546.4,600.0,800.0,700.0,166
AZADPUR,2016-03-18,1657.9,520.0,840.0,677.0,164
KESHOPUR,2016-03-18,299.8,500.0,800.0,700.0,165
SHAHDARA,2016-03-18,546.65,600.0,800.0,700.0,166
AZADPUR,2016-03-19,1491.5,540.0,840.0,696.0,164
KESHOPUR,2016-03-19,342.5,500.0,800.0,700.0,165
SHAHDARA,2016-03-19,352.2,700.0,800.0,750.0,166
KESHOPUR,2016-03-20,225.4,550.0,750.0,700.0,165
SHAHDARA,2016-03-20,252.35,700.0,800.0,750.0,166
AZADPUR,2016-03-21,151.9,560.0,880.0,719.0,164
KESHOPUR,2016-03-21,198.0,,,,165
AZADPUR,2016-03-22,1630.3,540.0,900.0,713.0,164
KESHOPUR,2016-03-22,198.0,500.0,740.0,680.0,165
SHAHDARA,2016-03-22,438.7,700.0,800.0,750.0,166
AZADPUR,2016-03-23,1489.5,,,,164
KESHOPUR,2016-03-23,139.9,,,,165
SHAHDARA,2016-03-23,301.95,700.0,800.0,750.0,166
SHAHDARA,2016-03-24,166.7,650.0,800.0,750.0,166
AZADPUR,2016-03-25,230.3,540.0,900.0,713.0,164
KESHOPUR,2016-03-25,7.5,600.0,900.0,800.0,165
SHAHDARA,2016-03-25,238.05,700.0,800.0,750.0,166
AZADPUR,2016-03-26,1120.2,540.0,900.0,704.0,164
KESHOPUR,2016-03-26,42.95,600.0,1000.0,800.0,165
SHAHDARA,2016-03-26,303.85,750.0,850.0,800.0,166
KESHOPUR,2016-03-27,165.8,650.0,950.0,800.0,165
SHAHDARA,2016-03-27,409.15,800.0,1000.0,900.0,166
AZADPUR,2016-03-28,239.1,700.0,1040.0,880.0,164
KESHOPUR,2016-03-28,170.6,600.0,1000.0,800.0,165
SHAHDARA,2016-03-28,483.95,800.0,1000.0,900.0,166
AZADPUR,2016-03-29,1503.2,,,,164
KESHOPUR,2016-03-29,260.3,600.0,1000.0,850.0,165
SHAHDARA,2016-03-29,375.5,800.0,900.0,850.0,166
AZADPUR,2016-03-30,1590.5,,,,164
SHAHDARA,2016-03-30,259.9,750.0,900.0,800.0,166
AZADPUR,2016-03-31,1401.2,640.0,1050.0,824.0,164
KESHOPUR,2016-03-31,29.5,600.0,1100.0,920.0,165
SHAHDARA,2016-03-31,338.2,700.0,900.0,800.0,166
AZADPUR,2016-04-01,1228.3,640.0,1140.0,853.0,164
KESHOPUR,2016-04-01,144.0,600.0,1100.0,900.0,165
SHAHDARA,2016-04-01,538.0,750.0,950.0,850.0,166
AZADPUR,2016-04-02,1195.2,640.0,1200.0,854.0,164
KESHOPUR,2016-04-02,127.85,580.0,1060.0,920.0,165
SHAHDARA,2016-04-02,368.45,800.0,1000.0,900.0,166
KESHOPUR,2016-04-03,225.65,600.0,1100.0,950.0,165
SHAHDARA,2016-04-03,323.65,750.0,900.0,850.0,166
AZADPUR,2016-04-04,227.1,640.0,1140.0,826.0,164
KESHOPUR,2016-04-04,115.65,600.0,1100.0,900.0,165
SHAHDARA,2016-04-04,220.4,800.0,1000.0,900.0,166
AZADPUR,2016-04-05,1739.6,,,,164
KESHOPUR,2016-04-05,221.8,650.0,1050.0,900.0,165
SHAHDARA,2016-04-05,421.85,800.0,1000.0,900.0,166
AZADPUR,2016-04-06,1541.1,,,,164
SHAHDARA,2016-04-06,469.6,850.0,1050.0,950.0,166
AZADPUR,2016-04-07,1747.5,,,,164
KESHOPUR,2016-04-07,2.95,500.0,1200.0,1000.0,165
SHAHDARA,2016-04-07,533.22,850.0,1050.0,900.0,166
AZADPUR,2016-04-08,1772.1,640.0,1200.0,901.0,164
KESHOPUR,2016-04-08,344.85,600.0,1250.0,1100.0,165
SHAHDARA,2016-04-08,596.2,800.0,1000.0,900.0,166
AZADPUR,2016-04-09,1926.5,640.0,1200.0,904.0,164
KESHOPUR,2016-04-09,193.7,,,,165
SHAHDARA,2016-04-09,510.95,800.0,1000.0,900.0,166
KESHOPUR,2016-04-10,213.6,,,,165
SHAHDARA,2016-04-10,420.75,800.0,1000.0,900.0,166
AZADPUR,2016-04-11,94.8,,,,164
KESHOPUR,2016-04-11,275.35,500.0,1100.0,950.0,165
SHAHDARA,2016-04-11,462.85,850.0,1050.0,950.0,166
AZADPUR,2016-04-12,1766.0,,,,164
KESHOPUR,2016-04-12,143.3,650.0,1100.0,950.0,165
SHAHDARA,2016-04-12,441.45,800.0,1000.0,900.0,166
AZADPUR,2016-04-13,1487.3,640.0,1200.0,903.0,164
SHAHDARA,2016-04-13,286.45,,,,166
AZADPUR,2016-04-14,1694.8,,,,164
KESHOPUR,2016-04-14,29.05,650.0,1200.0,1000.0,165
SHAHDARA,2016-04-14,302.45,,,,166
AZADPUR,2016-04-15,1374.1,,,,164
KESHOPUR,2016-04-15,262.8,600.0,1150.0,975.0,165
SHAHDARA,2016-04-15,454.25,,,,166
KESHOPUR,2016-04-16,186.95,600.0,1050.0,920.0,165
SHAHDARA,2016-04-16,254.0,800.0,1000.0,900.0,166
KESHOPUR,2016-04-17,180.45,600.0,1100.0,900.0,165
AZADPUR,2016-04-18,61.1,660.0,1200.0,909.0,164
KESHOPUR,2016-04-18,114.65,650.0,1100.0,950.0,165
SHAHDARA,2016-04-18,338.1,750.0,1000.0,850.0,166
AZADPUR,2016-04-19,1121.6,660.0,1160.0,898.0,164
KESHOPUR,2016-04-19,141.35,600.0,1100.0,940.0,165
SHAHDARA,2016-04-19,235.4,700.0,1000.0,800.0,166
AZADPUR,2016-04-20,1173.4,660.0,1160.0,898.0,164
SHAHDARA,2016-04-20,292.3,800.0,1000.0,900.0,166
AZADPUR,2016-04-21,1426.1,660.0,1160.0,898.0,164
KESHOPUR,2016-04-21,17.15,600.0,1150.0,1000.0,165
SHAHDARA,2016-04-21,335.6,,,,166
AZADPUR,2016-04-22,1205.5,660.0,1220.0,953.0,164
KESHOPUR,2016-04-22,156.25,600.0,1150.0,1000.0,165
SHAHDARA,2016-04-22,338.85,800.0,1000.0,900.0,166
AZADPUR,2016-04-23,1119.0,,,,164
KESHOPUR,2016-04-23,147.86,600.0,1160.0,1000.0,165
SHAHDARA,2016-04-23,245.4,800.0,1000.0,900.0,166
KESHOPUR,2016-04-24,95.6,800.0,1200.0,1100.0,165
SHAHDARA,2016-04-24,182.2,800.0,1000.0,900.0,166
AZADPUR,2016-04-25,57.5,600.0,1250.0,948.0,164
KESHOPUR,2016-04-25,153.4,650.0,1200.0,1080.0,165
SHAHDARA,2016-04-25,393.0,800.0,1000.0,900.0,166
AZADPUR,2016-04-26,1210.4,600.0,1250.0,948.0,164
KESHOPUR,2016-04-26,177.63,800.0,1200.0,1100.0,165
SHAHDARA,2016-04-26,196.15,800.0,1000.0,900.0,166
AZADPUR,2016-04-27,1018.2,600.0,1250.0,948.0,164
SHAHDARA,2016-04-27,180.65,800.0,1000.0,900.0,166
AZADPUR,2016-04-28,1091.7,700.0,1300.0,1014.0,164
KESHOPUR,2016-04-28,9.85,700.0,1200.0,1070.0,165
SHAHDARA,2016-04-28,387.45,900.0,1100.0,1000.0,166
AZADPUR,2016-04-29,1068.7,700.0,1300.0,1014.0,164
KESHOPUR,2016-04-29,204.25,650.0,1200.0,1100.0,165
SHAHDARA,2016-04-29,334.15,900.0,1100.0,1000.0,166
AZADPUR,2016-04-30,1100.4,700.0,1300.0,1014.0,164
KESHOPUR,2016-04-30,135.2,680.0,1200.0,1100.0,165
SHAHDARA,2016-04-30,318.0,900.0,1200.0,1100.0,166
SHAHDARA,2016-05-01,335.95,900.0,1200.0,1000.0,166
AZADPUR,2016-05-02,60.3,700.0,1440.0,1060.0,164
KESHOPUR,2016-05-02,179.6,700.0,1300.0,1150.0,165
SHAHDARA,2016-05-02,230.8,900.0,1100.0,1000.0,166
AZADPUR,2016-05-03,1619.4,700.0,1440.0,1060.0,164
KESHOPUR,2016-05-03,108.1,700.0,1250.0,1100.0,165
SHAHDARA,2016-05-03,358.75,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-04,1100.2,,,,164
SHAHDARA,2016-05-04,354.4,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-05,1171.5,700.0,1500.0,1092.0,164
KESHOPUR,2016-05-05,11.9,750.0,1500.0,1350.0,165
SHAHDARA,2016-05-05,304.95,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-06,1003.9,700.0,1500.0,1092.0,164
KESHOPUR,2016-05-06,249.45,700.0,1400.0,1250.0,165
SHAHDARA,2016-05-06,313.2,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-07,1174.8,700.0,1500.0,1090.0,164
KESHOPUR,2016-05-07,194.75,760.0,1500.0,1300.0,165
KESHOPUR,2016-05-08,105.4,750.0,1400.0,1250.0,165
SHAHDARA,2016-05-08,252.21,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-09,46.6,900.0,1480.0,1128.0,164
KESHOPUR,2016-05-09,128.65,850.0,1400.0,1250.0,165
SHAHDARA,2016-05-09,175.6,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-10,1389.3,900.0,1480.0,1128.0,164
KESHOPUR,2016-05-10,93.15,800.0,1400.0,1200.0,165
SHAHDARA,2016-05-10,284.45,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-11,1299.5,960.0,1700.0,1244.0,164
SHAHDARA,2016-05-11,454.75,1100.0,1300.0,1200.0,166
AZADPUR,2016-05-12,997.6,960.0,1700.0,1243.0,164
SHAHDARA,2016-05-12,275.45,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-13,1128.3,960.0,1560.0,1283.0,164
KESHOPUR,2016-05-13,207.35,1000.0,1400.0,1250.0,165
SHAHDARA,2016-05-13,263.35,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-14,1292.1,960.0,1600.0,1283.0,164
KESHOPUR,2016-05-14,90.0,1000.0,1350.0,1200.0,165
SHAHDARA,2016-05-14,292.0,1000.0,1200.0,1100.0,166
KESHOPUR,2016-05-15,156.75,1000.0,1380.0,1240.0,165
SHAHDARA,2016-05-15,248.45,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-16,103.3,1000.0,1600.0,1331.0,164
KESHOPUR,2016-05-16,136.75,1000.0,1400.0,1250.0,165
SHAHDARA,2016-05-16,304.85,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-17,1448.2,1000.0,1760.0,1338.0,164
KESHOPUR,2016-05-17,133.4,1000.0,1400.0,1250.0,165
SHAHDARA,2016-05-17,247.7,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-18,1011.8,960.0,1760.0,1322.0,164
SHAHDARA,2016-05-18,274.7,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-19,999.3,960.0,1760.0,1322.0,164
KESHOPUR,2016-05-19,5.1,900.0,1400.0,1200.0,165
SHAHDARA,2016-05-19,248.45,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-20,861.1,960.0,1760.0,1322.0,164
KESHOPUR,2016-05-20,13.82,950.0,1400.0,1200.0,165
SHAHDARA,2016-05-20,252.4,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-21,965.1,920.0,1600.0,1272.0,164
KESHOPUR,2016-05-21,81.65,1000.0,1400.0,1200.0,165
SHAHDARA,2016-05-21,208.85,1000.0,1200.0,1100.0,166
KESHOPUR,2016-05-22,93.15,1100.0,1400.0,1250.0,165
SHAHDARA,2016-05-22,120.95,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-23,149.5,960.0,1560.0,1268.0,164
KESHOPUR,2016-05-23,48.65,600.0,700.0,650.0,165
SHAHDARA,2016-05-23,209.5,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-24,1045.8,960.0,1560.0,1268.0,164
KESHOPUR,2016-05-24,160.0,550.0,700.0,625.0,165
SHAHDARA,2016-05-24,183.2,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-25,782.3,960.0,1560.0,1268.0,164
SHAHDARA,2016-05-25,233.75,1000.0,1200.0,1100.0,166
AZADPUR,2016-05-26,999.0,960.0,1550.0,1268.0,164
SHAHDARA,2016-05-26,321.25,1100.0,1300.0,1200.0,166
AZADPUR,2016-05-27,777.7,900.0,1600.0,1299.0,164
KESHOPUR,2016-05-27,193.5,1200.0,1420.0,1310.0,165
SHAHDARA,2016-05-27,312.3,1200.0,1400.0,1300.0,166
AZADPUR,2016-05-28,1204.9,900.0,1520.0,1299.0,164
KESHOPUR,2016-05-28,58.75,1240.0,1440.0,1340.0,165
SHAHDARA,2016-05-28,302.4,1200.0,1400.0,1300.0,166
KESHOPUR,2016-05-29,146.8,1160.0,1400.0,1280.0,165
SHAHDARA,2016-05-29,304.0,1200.0,1400.0,1300.0,166
AZADPUR,2016-05-30,14.0,1000.0,2200.0,1418.0,164
KESHOPUR,2016-05-30,90.05,1200.0,1400.0,1300.0,165
SHAHDARA,2016-05-30,258.75,1200.0,1400.0,1300.0,166
AZADPUR,2016-05-31,1544.5,1000.0,2100.0,1406.0,164
SHAHDARA,2016-05-31,265.8,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-01,874.4,1000.0,2200.0,1413.0,164
SHAHDARA,2016-06-01,213.4,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-02,978.8,1000.0,2200.0,1423.0,164
SHAHDARA,2016-06-02,257.2,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-03,980.5,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-03,148.0,1100.0,1400.0,1250.0,165
SHAHDARA,2016-06-03,287.1,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-04,897.1,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-04,69.75,1260.0,1440.0,1350.0,165
SHAHDARA,2016-06-04,129.0,1200.0,1400.0,1300.0,166
KESHOPUR,2016-06-05,108.9,1250.0,1420.0,1335.0,165
SHAHDARA,2016-06-05,259.25,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-06,150.2,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-06,145.8,1200.0,1440.0,1320.0,165
SHAHDARA,2016-06-06,154.55,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-07,1519.8,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-07,70.6,1300.0,1500.0,1400.0,165
SHAHDARA,2016-06-07,184.75,1300.0,1500.0,1400.0,166
AZADPUR,2016-06-08,757.9,1000.0,2200.0,1423.0,164
SHAHDARA,2016-06-08,202.0,1300.0,1500.0,1400.0,166
AZADPUR,2016-06-09,1141.8,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-09,4.4,1300.0,1500.0,1400.0,165
SHAHDARA,2016-06-09,182.05,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-10,754.4,1000.0,2200.0,1423.0,164
KESHOPUR,2016-06-10,114.55,1200.0,1400.0,1300.0,165
SHAHDARA,2016-06-10,242.8,1200.0,1400.0,1300.0,166
AZADPUR,2016-06-11,936.6,1040.0,2200.0,1423.0,164
KESHOPUR,2016-06-11,117.05,1150.0,1400.0,1275.0,165
KESHOPUR,2016-06-12,138.35,1100.0,1400.0,1250.0,165
AZADPUR,2016-06-13,116.7,1100.0,2200.0,1488.0,164
