<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0a689ed5d7368f6517ff173ceddd29a009ae1f79c366d9c63fb61e10251147ba
size 19653
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,2400.0,380.97222222222223,2800.0,Normal
2016-02-08,2016-03-22,2400.0,381.31944450954853,2800.0,Normal
2016-02-15,2016-03-29,2400.0,383.3333333333334,2800.0,Normal
2016-02-22,2016-04-05,2400.0,383.3333333333334,2800.0,Normal
2016-02-29,2016-04-12,2400.0,388.6111111111111,2800.0,Normal
2016-03-07,2016-04-19,2400.0,387.7777777777777,2800.0,Normal
2016-03-14,2016-04-26,2400.0,398.6111111111111,2800.0,Normal
2016-03-21,2016-05-03,2500.0,398.2253086419753,2800.0,Normal
2016-03-28,2016-05-10,2500.0,398.2253086012518,2800.0,Normal
2016-04-04,2016-05-17,2500.0,396.1308648656766,2800.0,Normal
2016-04-11,2016-05-24,2500.0,383.99394811279916,2800.0,Normal
2016-04-18,2016-05-31,2500.0,383.05034722254294,2800.0,Normal
2016-04-25,2016-06-07,2447.0212761774555,382.96985820250484,2800.0,Normal
2016-05-02,2016-06-14,2400.0,387.6442247334671,2800.0,Normal
2016-05-09,2016-06-21,2406.042260782128,387.1643188454374,2800.0,Normal
2016-05-16,2016-06-28,2450.0,375.1944444711111,2800.0,Normal
2016-05-23,2016-07-05,2450.0,373.6111111111111,2800.0,Normal
2016-05-30,2016-07-12,2450.0,373.3333333333333,2800.0,Normal
2016-06-06,2016-07-19,2500.0,367.91898816216485,2800.0,Normal
2016-06-13,2016-07-26,2500.0,365.58299033302865,2800.0,Normal
2016-06-20,2016-08-02,2500.0,360.7716049382716,2800.0,Normal
2016-06-27,2016-08-09,2500.0,361.03395061728395,2800.0,Normal
2016-07-04,2016-08-16,2500.0,360.51979220782243,2800.0,Normal
2016-07-11,2016-08-23,2500.0,365.54783950617286,2800.0,Normal
2016-07-18,2016-08-30,2500.0,365.49382716049394,2800.0,Normal
2016-07-25,2016-09-06,2500.0,346.9816171882946,2800.0,Normal
2016-08-01,2016-09-13,2500.0,343.4180488006802,2700.0,Normal
2016-08-08,2016-09-20,2500.0,332.71604938271616,2600.0,Normal
2016-08-15,2016-09-27,2500.0,326.01851851851853,2600.0,Normal
2016-08-22,2016-10-04,2500.0,336.5200617283951,2600.0,Normal
2016-08-29,2016-10-11,2500.0,332.0794753086419,2600.0,Normal
2016-09-05,2016-10-18,2475.0,326.3117283950617,2600.0,Normal
2016-09-12,2016-10-25,2475.0,327.66375167847895,2600.0,Normal
2016-09-19,2016-11-01,2475.0,329.01344790529424,2632.2916673990885,Normal
2016-09-26,2016-11-08,2475.0,328.8773148148148,2700.0,Normal
2016-10-03,2016-11-15,2475.0,328.84066358024694,2700.0,Normal
2016-10-10,2016-11-22,2475.0,328.5320216049383,2900.0,Normal
