<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7b7df4871cfa4a4af45bb4966d084a6b6e87df84e8e4520e88d05ccf34a78cea
size 93874
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM,STATENAME,MANDINAME
2016-01-01,0.1041148751616152,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,FAIZABAD
2016-01-01,0.1041148751616152,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LAKHIMPUR
2016-01-01,0.1041148751616152,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LUCKNOW
2016-01-01,0.1035183528786855,1.0,0.0,0.0,1.0,0,0,0,0,1.0,WEST BENGAL,ISLAMPUR
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KALYANI
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,ULUBERIA
2016-01-01,0.011368496095412376,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,BARNALA
2016-01-01,0.0336780451328377,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,ZIRA
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,NCT OF DELHI,AZADPUR
2016-01-01,0.02102398058523203,0.0,0.0,0.0,0.0,0,0,0,0,0.0,UTTAR PRADESH,BASTI
2016-01-01,0.011368496095412376,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,MALERKOTLA
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,DURGAPUR
2016-01-01,0.0336780451328377,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,AJNALA
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,BISHNUPUR(BANKURA)
2016-01-01,0.011368496095412376,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,SANGRUR
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KATWA
2016-01-01,0.048142165987430735,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,SHEORAPHULY
2016-02-01,0.091164504270036,2.0,1.0,0.0,3.0,0,0,0,0,3.0,WEST BENGAL,ISLAMPUR
2016-02-01,0.1013255877095106,1.0,1.0,0.0,2.0,0,0,0,0,2.0,UTTAR PRADESH,BASTI
2016-02-01,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,FAIZABAD
2016-02-01,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LAKHIMPUR
2016-02-01,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1.0,UTTAR PRADESH,LUCKNOW
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KALYANI
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,ULUBERIA
2016-02-01,0.07615159292703011,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,BARNALA
2016-02-01,0.04620697807217892,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,ZIRA
2016-02-01,0.050589423181027146,0.0,0.0,0.0,0.0,0,0,0,0,0.0,NCT OF DELHI,AZADPUR
2016-02-01,0.07615159292703011,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,MALERKOTLA
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,DURGAPUR
2016-02-01,0.04620697807217892,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,AJNALA
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,BISHNUPUR(BANKURA)
2016-02-01,0.07615159292703011,0.0,0.0,0.0,0.0,0,0,0,0,0.0,PUNJAB,SANGRUR
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,KATWA
2016-02-01,0.04903682512369115,0.0,0.0,0.0,0.0,0,0,0,0,0.0,WEST BENGAL,SHEORAPHULY
2016-03-01,0.21975415752191305,3.0,2.0,0.0,5.0,3,0,0,3,8.0,WEST BENGAL,ISLAMPUR
