<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4b3fb2dce0864c55f5509d8a7a883f81d621e9f6e78c0f4ddb8cfd0deda93ac6
size 4711
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.05361742174218286,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.1859332958335619,0.0,1.0,0.0,1.0,0,0,0,0,1.0
2016-03-01,0.1055856559319081,1.0,1.0,0.0,2.0,3,0,0,3,5.0
2016-04-01,0.13277891057665306,1.0,2.0,0.0,3.0,8,3,0,11,14.0
2016-05-01,0.0846133823487563,1.0,2.0,0.0,3.0,10,7,0,17,20.0
2016-06-01,0.08509011390070613,2.0,2.0,0.0,4.0,12,8,0,20,24.0
2016-07-01,0.032387713122334766,2.0,2.0,0.0,4.0,15,9,0,24,28.0
2016-08-01,0.06608807963389936,2.0,2.0,0.0,4.0,14,12,0,26,30.0
2016-09-01,0.11805201477718442,3.0,3.0,0.0,6.0,16,13,0,29,35.0
2016-10-01,0.0861393041752853,4.0,3.0,0.0,7.0,19,15,0,34,41.0
2016-11-01,0.20616689677357228,5.0,4.0,0.0,9.0,21,19,0,40,49.0
2016-12-01,0.25550844715871285,6.0,5.0,0.0,11.0,20,20,0,40,51.0
2017-01-01,0.0742173064860073,6.0,5.0,0.0,11.0,19,20,0,39,50.0
2017-02-01,0.13168511714775935,6.0,4.0,0.0,10.0,14,20,0,34,44.0
2017-03-01,0.1032396252930267,5.0,4.0,0.0,9.0,10,18,0,28,37.0
2017-04-01,0.06806977064032113,5.0,3.0,0.0,8.0,6,16,3,25,33.0
2017-05-01,0.2745679694926836,6.0,4.0,1.0,11.0,1,15,5,21,32.0
2017-06-01,0.176141596223064,5.0,5.0,2.0,12.0,4,15,9,28,40.0
2017-07-01,0.13222469070656365,6.0,5.0,3.0,14.0,7,14,13,34,48.0
2017-08-01,0.07989934744306151,6.0,5.0,4.0,15.0,10,16,17,43,58.0
2017-09-01,0.07823809657163196,5.0,4.0,5.0,14.0,14,16,18,48,62.0
2017-10-01,0.0999805209560198,4.0,4.0,6.0,14.0,17,17,20,54,68.0
2017-11-01,0.13401087979978024,3.0,4.0,7.0,14.0,17,17,20,54,68.0
2017-12-01,0.3037681773264884,2.0,4.0,8.0,14.0,20,19,20,59,73.0
2018-01-01,0.1176074468613206,2.0,4.0,8.0,14.0,19,21,19,59,73.0
2018-02-01,0.2325091702362017,3.0,5.0,9.0,17.0,14,20,14,48,65.0
2018-03-01,0.16679287738263354,4.0,5.0,9.0,18.0,13,19,10,42,60.0
2018-04-01,0.1540107833075454,4.0,5.0,10.0,19.0,10,16,5,31,50.0
2018-05-01,0.06487701188629702,3.0,4.0,9.0,16.0,9,12,1,22,38.0
2018-06-01,0.05218387038321326,3.0,3.0,8.0,14.0,11,9,0,20,34.0
2018-07-01,0.05984872651360242,2.0,4.0,7.0,13.0,13,6,0,19,32.0
2018-08-01,0.04744978511004773,2.0,4.0,6.0,12.0,14,9,0,23,35.0
2018-09-01,0.13849061176330826,3.0,5.0,5.0,13.0,16,12,0,28,41.0
2018-10-01,0.10232345379823288,3.0,6.0,4.0,13.0,18,16,0,34,47.0
2018-11-01,0.1677935669785913,3.0,6.0,4.0,13.0,17,18,0,35,48.0
2018-12-01,0.23789895263965485,3.0,6.0,4.0,13.0,13,15,0,28,41.0
2019-01-01,0.04594065797619986,3.0,6.0,4.0,13.0,8,14,0,22,35.0
2019-02-01,0.09186155212834687,2.0,5.0,3.0,10.0,6,14,0,20,30.0
2019-03-01,0.0818504972153558,1.0,5.0,3.0,9.0,4,14,0,18,27.0
2019-04-01,0.1612923474975429,1.0,6.0,3.0,10.0,4,16,0,20,30.0
2019-05-01,0.09526676903360774,1.0,6.0,3.0,10.0,5,14,0,19,29.0
2019-06-01,0.07239512621602494,1.0,6.0,3.0,10.0,8,11,1,20,30.0
2019-07-01,0.09435254377744792,1.0,6.0,3.0,10.0,5,6,1,12,22.0
2019-08-01,0.1045128341402727,1.0,6.0,4.0,11.0,4,2,1,7,18.0
2019-09-01,0.864924832328131,1.0,6.0,5.0,12.0,4,4,1,9,21.0
2019-10-01,0.07505122255145437,1.0,5.0,5.0,11.0,5,8,0,13,24.0
2019-11-01,0.206627841053617,2.0,5.0,5.0,12.0,8,12,0,20,32.0
2019-12-01,0.3437050624310049,3.0,5.0,5.0,13.0,12,16,0,28,41.0
2020-01-01,0.130191516178816,3.0,5.0,5.0,13.0,17,20,0,37,50.0
2020-02-01,0.0,3.0,5.0,5.0,13.0,17,16,0,33,46.0
2020-03-01,0.22119083264013947,3.0,6.0,6.0,15.0,14,15,0,29,44.0
2020-04-01,0.12239556542917562,4.0,5.0,5.0,14.0,15,16,0,31,45.0
2020-05-01,0.034952972968430064,4.0,5.0,5.0,14.0,11,12,3,26,40.0
2020-06-01,0.13939607507720025,5.0,6.0,5.0,16.0,8,9,3,20,36.0
2020-07-01,0.09650544211889857,6.0,5.0,5.0,16.0,7,7,3,17,33.0
2020-08-01,0.04546984079310857,6.0,5.0,4.0,15.0,7,4,3,14,29.0
2020-09-01,0.0738091723372193,5.0,4.0,3.0,12.0,9,2,3,14,26.0
2020-10-01,0.06867549188425498,5.0,4.0,3.0,12.0,11,6,2,19,31.0
2020-11-01,0.08926548822283796,5.0,4.0,2.0,11.0,15,9,6,30,41.0
2020-12-01,0.4117074372417018,5.0,4.0,2.0,11.0,18,13,7,38,49.0
2021-01-01,0.13610848558708688,5.0,4.0,2.0,11.0,18,15,10,43,54.0
2021-02-01,0.01579553021531099,5.0,4.0,2.0,11.0,20,19,13,52,63.0
2021-03-01,0.07415749711157618,5.0,3.0,1.0,9.0,16,19,14,49,58.0
2021-04-01,0.06499651338531197,4.0,3.0,1.0,8.0,12,15,16,43,51.0
2021-05-01,0.11551056198157646,4.0,3.0,1.0,8.0,7,11,17,35,43.0
2021-06-01,0.09543663982951782,3.0,2.0,1.0,6.0,8,10,20,38,44.0
2021-07-01,0.07292195453645395,2.0,2.0,1.0,5.0,9,10,20,39,44.0
2021-08-01,0.07205526069993518,3.0,2.0,1.0,6.0,10,8,16,34,40.0
2021-09-01,0.04807863912246544,3.0,2.0,1.0,6.0,10,8,12,30,36.0
2021-10-01,0.09372879833722632,3.0,2.0,1.0,6.0,8,8,8,24,30.0
2021-11-01,0.2433996815896936,3.0,2.0,2.0,7.0,4,4,4,12,19.0
2021-12-01,0.055599186365758106,2.0,1.0,1.0,4.0,0,0,0,0,4.0
2022-01-01,0.003123291212867402,2.0,1.0,1.0,4.0,0,0,0,0,4.0
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
