<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f39140152e8206a0b239d0dcc14c1084a91f32b139ab072b47255a1478c64e1f
size 38203
=======
index,DATE,MANDINAME,STATENAME,VOLATILITY
5,2016-08-01,PRATAPGARH,UTTAR PRADESH,0.0010822378781233943
6,2016-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
7,2016-08-01,KAYAMGANJ,UTTAR PRADESH,0.0
8,2016-08-01,SAFDARGANJ,UTTAR PRADESH,0.0
0,2016-09-01,PRATAPGARH,UTTAR PRADESH,0.019588456312451
1,2016-09-01,DURGAPUR,WEST BENGAL,0.008865501546165645
2,2016-09-01,KASIPUR,WEST BENGAL,0.005255349842738896
9,2016-09-01,AVERAGE,,0.004388557143036218
3,2016-09-01,RAATH,UTTAR PRADESH,0.0029752676261125327
4,2016-09-01,FATEHPUR,UTTAR PRADESH,0.002812438959857882
5,2016-09-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0
6,2016-09-01,KAYAMGANJ,UTTAR PRADESH,0.0
7,2016-09-01,SAFDARGANJ,UTTAR PRADESH,0.0
8,2016-09-01,KATWA,WEST BENGAL,0.0
0,2016-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.04113308066378224
1,2016-10-01,PRATAPGARH,UTTAR PRADESH,0.03191801039506302
9,2016-10-01,AVERAGE,,0.010149588387679827
2,2016-10-01,KATWA,WEST BENGAL,0.007696512707472128
3,2016-10-01,KAYAMGANJ,UTTAR PRADESH,0.005937112820424179
4,2016-10-01,FATEHPUR,UTTAR PRADESH,0.00240199989819212
5,2016-10-01,RAATH,UTTAR PRADESH,0.0022595790041847474
6,2016-10-01,SAFDARGANJ,UTTAR PRADESH,0.0
7,2016-10-01,DURGAPUR,WEST BENGAL,0.0
8,2016-10-01,KASIPUR,WEST BENGAL,0.0
0,2016-11-01,RAATH,UTTAR PRADESH,0.013323298435534285
1,2016-11-01,KASIPUR,WEST BENGAL,0.012594984962357844
2,2016-11-01,KATWA,WEST BENGAL,0.006669484254359854
3,2016-11-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0060673621150148255
9,2016-11-01,AVERAGE,,0.00488552948492319
4,2016-11-01,KAYAMGANJ,UTTAR PRADESH,0.002849726333376917
5,2016-11-01,FATEHPUR,UTTAR PRADESH,0.0019197812496894047
6,2016-11-01,PRATAPGARH,UTTAR PRADESH,0.0005451280139755763
7,2016-11-01,SAFDARGANJ,UTTAR PRADESH,0.0
8,2016-11-01,DURGAPUR,WEST BENGAL,0.0
0,2016-12-01,KASIPUR,WEST BENGAL,0.017291778759740868
1,2016-12-01,KAYAMGANJ,UTTAR PRADESH,0.0113709504762943
2,2016-12-01,RAATH,UTTAR PRADESH,0.006727147351439743
9,2016-12-01,AVERAGE,,0.004933777190082059
3,2016-12-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.004895038198849264
4,2016-12-01,SAFDARGANJ,UTTAR PRADESH,0.001966111241245543
5,2016-12-01,FATEHPUR,UTTAR PRADESH,0.0016301419757986464
6,2016-12-01,PRATAPGARH,UTTAR PRADESH,0.0005228267073701674
7,2016-12-01,DURGAPUR,WEST BENGAL,0.0
8,2016-12-01,KATWA,WEST BENGAL,0.0
0,2017-01-01,KAYAMGANJ,UTTAR PRADESH,0.012072656568182426
1,2017-01-01,SAFDARGANJ,UTTAR PRADESH,0.010135038412519963
2,2017-01-01,KATWA,WEST BENGAL,0.00869080817855825
3,2017-01-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.006077678029325905
9,2017-01-01,AVERAGE,,0.005307494194292481
4,2017-01-01,KASIPUR,WEST BENGAL,0.004371910717019887
5,2017-01-01,RAATH,UTTAR PRADESH,0.004139835224300239
6,2017-01-01,FATEHPUR,UTTAR PRADESH,0.0013260643726038966
7,2017-01-01,PRATAPGARH,UTTAR PRADESH,0.0009534562461217613
8,2017-01-01,DURGAPUR,WEST BENGAL,0.0
0,2017-02-01,KATWA,WEST BENGAL,0.02033509449333664
1,2017-02-01,KAYAMGANJ,UTTAR PRADESH,0.010882167089175152
2,2017-02-01,DURGAPUR,WEST BENGAL,0.009334220126370007
9,2017-02-01,AVERAGE,,0.007682520362080673
3,2017-02-01,RAATH,UTTAR PRADESH,0.007321247500044309
4,2017-02-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.006625899670308076
5,2017-02-01,KASIPUR,WEST BENGAL,0.006384744824678129
6,2017-02-01,SAFDARGANJ,UTTAR PRADESH,0.005906585724764827
7,2017-02-01,PRATAPGARH,UTTAR PRADESH,0.0013775519552906585
8,2017-02-01,FATEHPUR,UTTAR PRADESH,0.0009751718747582508
0,2017-03-01,KASIPUR,WEST BENGAL,0.030156487605646137
1,2017-03-01,SAFDARGANJ,UTTAR PRADESH,0.014491195887940829
2,2017-03-01,KATWA,WEST BENGAL,0.011257555538145144
3,2017-03-01,KAYAMGANJ,UTTAR PRADESH,0.011037104091182066
9,2017-03-01,AVERAGE,,0.010723684376124788
4,2017-03-01,PRATAPGARH,UTTAR PRADESH,0.010233236500553836
5,2017-03-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.010112155178360529
6,2017-03-01,DURGAPUR,WEST BENGAL,0.00437151137146665
7,2017-03-01,RAATH,UTTAR PRADESH,0.003990541513299645
8,2017-03-01,FATEHPUR,UTTAR PRADESH,0.0008633716985282777
0,2017-04-01,KASIPUR,WEST BENGAL,0.033446159400213935
1,2017-04-01,KAYAMGANJ,UTTAR PRADESH,0.021244699861394267
2,2017-04-01,KATWA,WEST BENGAL,0.016818502277538366
3,2017-04-01,DURGAPUR,WEST BENGAL,0.014734191771319254
9,2017-04-01,AVERAGE,,0.012187959815269043
4,2017-04-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.009648657265877313
5,2017-04-01,PRATAPGARH,UTTAR PRADESH,0.005312665561460439
6,2017-04-01,SAFDARGANJ,UTTAR PRADESH,0.0039191802665704744
7,2017-04-01,RAATH,UTTAR PRADESH,0.003918556868771211
8,2017-04-01,FATEHPUR,UTTAR PRADESH,0.0006490250642761175
0,2017-05-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.11908636547091712
1,2017-05-01,KASIPUR,WEST BENGAL,0.0260360427176323
9,2017-05-01,AVERAGE,,0.021045946251012148
2,2017-05-01,KATWA,WEST BENGAL,0.01831412554591707
3,2017-05-01,KAYAMGANJ,UTTAR PRADESH,0.009721208593790729
4,2017-05-01,RAATH,UTTAR PRADESH,0.007579173666741193
5,2017-05-01,SAFDARGANJ,UTTAR PRADESH,0.005121917380185742
6,2017-05-01,PRATAPGARH,UTTAR PRADESH,0.003052613002657971
7,2017-05-01,FATEHPUR,UTTAR PRADESH,0.0005020698812671906
8,2017-05-01,DURGAPUR,WEST BENGAL,0.0
0,2017-06-01,KAYAMGANJ,UTTAR PRADESH,0.015719062301353354
1,2017-06-01,RAATH,UTTAR PRADESH,0.007642554547050361
2,2017-06-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.007420987860631067
3,2017-06-01,KATWA,WEST BENGAL,0.007005268155855647
4,2017-06-01,DURGAPUR,WEST BENGAL,0.006647681408047161
9,2017-06-01,AVERAGE,,0.005864774409793098
5,2017-06-01,KASIPUR,WEST BENGAL,0.003625958715257568
6,2017-06-01,SAFDARGANJ,UTTAR PRADESH,0.003513505870696841
7,2017-06-01,PRATAPGARH,UTTAR PRADESH,0.0008647272322786058
8,2017-06-01,FATEHPUR,UTTAR PRADESH,0.00034322359696726965
0,2017-07-01,KAYAMGANJ,UTTAR PRADESH,0.015880914665309043
1,2017-07-01,RAATH,UTTAR PRADESH,0.00946932085998072
2,2017-07-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.005948285820032854
3,2017-07-01,SAFDARGANJ,UTTAR PRADESH,0.0059164909360200964
9,2017-07-01,AVERAGE,,0.0053371478227086915
4,2017-07-01,KASIPUR,WEST BENGAL,0.004149359740929997
5,2017-07-01,KATWA,WEST BENGAL,0.004079796825912857
6,2017-07-01,PRATAPGARH,UTTAR PRADESH,0.002365512485541185
7,2017-07-01,FATEHPUR,UTTAR PRADESH,0.00022464907065147192
8,2017-07-01,DURGAPUR,WEST BENGAL,0.0
0,2017-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.13158134271143954
9,2017-08-01,AVERAGE,,0.019884449412444282
1,2017-08-01,DURGAPUR,WEST BENGAL,0.008767534928161078
2,2017-08-01,KASIPUR,WEST BENGAL,0.00843968062604274
3,2017-08-01,SAFDARGANJ,UTTAR PRADESH,0.008052804227969371
4,2017-08-01,KAYAMGANJ,UTTAR PRADESH,0.00695834842233654
5,2017-08-01,RAATH,UTTAR PRADESH,0.006819116944778862
6,2017-08-01,PRATAPGARH,UTTAR PRADESH,0.0055382592523941536
7,2017-08-01,KATWA,WEST BENGAL,0.0026947323319684497
8,2017-08-01,FATEHPUR,UTTAR PRADESH,0.00010822526690782856
0,2017-09-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.03806253058689139
1,2017-09-01,KAYAMGANJ,UTTAR PRADESH,0.017219843120214448
2,2017-09-01,RAATH,UTTAR PRADESH,0.009063228166151665
9,2017-09-01,AVERAGE,,0.008743993611296248
3,2017-09-01,SAFDARGANJ,UTTAR PRADESH,0.004217790401243631
4,2017-09-01,KASIPUR,WEST BENGAL,0.003405714836470067
5,2017-09-01,KATWA,WEST BENGAL,0.0027652370714438906
6,2017-09-01,PRATAPGARH,UTTAR PRADESH,0.0027178578254124478
7,2017-09-01,FATEHPUR,UTTAR PRADESH,0.0012437404938386938
8,2017-09-01,DURGAPUR,WEST BENGAL,0.0
0,2017-10-01,RAATH,UTTAR PRADESH,0.12590775431090345
1,2017-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.10903283446029878
9,2017-10-01,AVERAGE,,0.030107507988931255
2,2017-10-01,KATWA,WEST BENGAL,0.018654491554731503
3,2017-10-01,KAYAMGANJ,UTTAR PRADESH,0.005477337594720429
4,2017-10-01,KASIPUR,WEST BENGAL,0.0050735522680680975
5,2017-10-01,SAFDARGANJ,UTTAR PRADESH,0.003706711964308262
6,2017-10-01,FATEHPUR,UTTAR PRADESH,0.0023281243580612603
7,2017-10-01,PRATAPGARH,UTTAR PRADESH,0.0007867653892895273
8,2017-10-01,DURGAPUR,WEST BENGAL,0.0
0,2017-11-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.008808238367529394
1,2017-11-01,FATEHPUR,UTTAR PRADESH,0.006882200354784511
2,2017-11-01,RAATH,UTTAR PRADESH,0.006133079243414846
3,2017-11-01,KASIPUR,WEST BENGAL,0.005987333303978999
4,2017-11-01,KAYAMGANJ,UTTAR PRADESH,0.005593334657699282
9,2017-11-01,AVERAGE,,0.004535420165197917
5,2017-11-01,KATWA,WEST BENGAL,0.0026354722822277965
6,2017-11-01,SAFDARGANJ,UTTAR PRADESH,0.002609458551694105
7,2017-11-01,PRATAPGARH,UTTAR PRADESH,0.0021696647254523197
8,2017-11-01,DURGAPUR,WEST BENGAL,0.0
0,2017-12-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.00914736010784995
1,2017-12-01,KAYAMGANJ,UTTAR PRADESH,0.005315161861199682
2,2017-12-01,RAATH,UTTAR PRADESH,0.004807041368881542
3,2017-12-01,FATEHPUR,UTTAR PRADESH,0.003637336154298335
9,2017-12-01,AVERAGE,,0.0034421946436117338
4,2017-12-01,PRATAPGARH,UTTAR PRADESH,0.0025749124618242468
5,2017-12-01,SAFDARGANJ,UTTAR PRADESH,0.0022196481771113194
6,2017-12-01,KATWA,WEST BENGAL,0.0021033440792941178
7,2017-12-01,KASIPUR,WEST BENGAL,0.00117494758204641
8,2017-12-01,DURGAPUR,WEST BENGAL,0.0
0,2018-01-01,KASIPUR,WEST BENGAL,0.05838011950672292
9,2018-01-01,AVERAGE,,0.00875075161818916
1,2018-01-01,RAATH,UTTAR PRADESH,0.005842359057091236
2,2018-01-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0054721832774521605
3,2018-01-01,KAYAMGANJ,UTTAR PRADESH,0.00438014054532205
4,2018-01-01,FATEHPUR,UTTAR PRADESH,0.003240211193896716
5,2018-01-01,SAFDARGANJ,UTTAR PRADESH,0.0009791239523201222
6,2018-01-01,PRATAPGARH,UTTAR PRADESH,0.0004626270308972505
7,2018-01-01,DURGAPUR,WEST BENGAL,0.0
8,2018-01-01,KATWA,WEST BENGAL,0.0
0,2018-02-01,KASIPUR,WEST BENGAL,0.020565737271107932
1,2018-02-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0156002662820585
2,2018-02-01,KAYAMGANJ,UTTAR PRADESH,0.009247148897941095
9,2018-02-01,AVERAGE,,0.007688827015552533
3,2018-02-01,SAFDARGANJ,UTTAR PRADESH,0.007608186236048456
4,2018-02-01,RAATH,UTTAR PRADESH,0.006867511816134246
5,2018-02-01,FATEHPUR,UTTAR PRADESH,0.0040941735276837045
6,2018-02-01,PRATAPGARH,UTTAR PRADESH,0.0026607705644923
7,2018-02-01,KATWA,WEST BENGAL,0.002555648544506564
8,2018-02-01,DURGAPUR,WEST BENGAL,0.0
0,2018-03-01,KAYAMGANJ,UTTAR PRADESH,0.019852532086783038
1,2018-03-01,RAATH,UTTAR PRADESH,0.008225321368929365
2,2018-03-01,KATWA,WEST BENGAL,0.007914638505968637
9,2018-03-01,AVERAGE,,0.006899156604246058
3,2018-03-01,PRATAPGARH,UTTAR PRADESH,0.006839267435553848
4,2018-03-01,FATEHPUR,UTTAR PRADESH,0.005901871962664103
5,2018-03-01,SAFDARGANJ,UTTAR PRADESH,0.005059076965905674
6,2018-03-01,KASIPUR,WEST BENGAL,0.0048824019814143705
7,2018-03-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0034172991309954844
8,2018-03-01,DURGAPUR,WEST BENGAL,0.0
0,2018-04-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.10991716116334374
1,2018-04-01,KAYAMGANJ,UTTAR PRADESH,0.0723985580609037
9,2018-04-01,AVERAGE,,0.02424316084043794
2,2018-04-01,RAATH,UTTAR PRADESH,0.01022858621976072
3,2018-04-01,PRATAPGARH,UTTAR PRADESH,0.00821837626615872
4,2018-04-01,KATWA,WEST BENGAL,0.005329646806419432
5,2018-04-01,KASIPUR,WEST BENGAL,0.005275916497377099
6,2018-04-01,SAFDARGANJ,UTTAR PRADESH,0.004842238677098714
7,2018-04-01,FATEHPUR,UTTAR PRADESH,0.0019779638728793657
8,2018-04-01,DURGAPUR,WEST BENGAL,0.0
0,2018-05-01,RAATH,UTTAR PRADESH,0.10829619875566716
9,2018-05-01,AVERAGE,,0.016992349741418066
1,2018-05-01,DURGAPUR,WEST BENGAL,0.01660670008533813
2,2018-05-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.005121755056688838
3,2018-05-01,KAYAMGANJ,UTTAR PRADESH,0.0046257885924885995
4,2018-05-01,PRATAPGARH,UTTAR PRADESH,0.004376944491625217
5,2018-05-01,KASIPUR,WEST BENGAL,0.004328943669198059
6,2018-05-01,FATEHPUR,UTTAR PRADESH,0.004241655636868734
7,2018-05-01,SAFDARGANJ,UTTAR PRADESH,0.0040704389553784725
8,2018-05-01,KATWA,WEST BENGAL,0.0012627224295093634
0,2018-06-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.12280601835156026
9,2018-06-01,AVERAGE,,0.01807467362907972
1,2018-06-01,PRATAPGARH,UTTAR PRADESH,0.010410084136758898
2,2018-06-01,SAFDARGANJ,UTTAR PRADESH,0.008264176684581124
3,2018-06-01,FATEHPUR,UTTAR PRADESH,0.006660606356423323
4,2018-06-01,DURGAPUR,WEST BENGAL,0.006379389062020132
5,2018-06-01,KATWA,WEST BENGAL,0.0033714889139994314
6,2018-06-01,KASIPUR,WEST BENGAL,0.0029499664244161733
7,2018-06-01,KAYAMGANJ,UTTAR PRADESH,0.001830332731958112
8,2018-06-01,RAATH,UTTAR PRADESH,0.0
0,2018-07-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.17170163131925878
1,2018-07-01,KASIPUR,WEST BENGAL,0.07478829992995878
9,2018-07-01,AVERAGE,,0.0362361106634877
2,2018-07-01,KAYAMGANJ,UTTAR PRADESH,0.0317069469813196
3,2018-07-01,RAATH,UTTAR PRADESH,0.014887603404857569
4,2018-07-01,FATEHPUR,UTTAR PRADESH,0.011348482853213129
5,2018-07-01,DURGAPUR,WEST BENGAL,0.00751544782084363
6,2018-07-01,PRATAPGARH,UTTAR PRADESH,0.005832114627211555
7,2018-07-01,SAFDARGANJ,UTTAR PRADESH,0.00528776823567165
8,2018-07-01,KATWA,WEST BENGAL,0.0030567007990545546
0,2018-08-01,KAYAMGANJ,UTTAR PRADESH,0.040647791138975216
1,2018-08-01,RAATH,UTTAR PRADESH,0.010375979451647626
9,2018-08-01,AVERAGE,,0.008788712426603073
2,2018-08-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.006318941655974546
3,2018-08-01,KATWA,WEST BENGAL,0.005617875332147949
4,2018-08-01,PRATAPGARH,UTTAR PRADESH,0.005265505937682146
5,2018-08-01,SAFDARGANJ,UTTAR PRADESH,0.004681531481877042
6,2018-08-01,FATEHPUR,UTTAR PRADESH,0.0027082369247413657
7,2018-08-01,KASIPUR,WEST BENGAL,0.0019890161196140627
8,2018-08-01,DURGAPUR,WEST BENGAL,0.0014935337967676955
0,2018-09-01,FATEHPUR,UTTAR PRADESH,0.10618799924207194
9,2018-09-01,AVERAGE,,0.01557101783504848
1,2018-09-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.010348128809037068
2,2018-09-01,RAATH,UTTAR PRADESH,0.0051405006646150385
3,2018-09-01,SAFDARGANJ,UTTAR PRADESH,0.004908521366767587
4,2018-09-01,KAYAMGANJ,UTTAR PRADESH,0.004721907489655868
5,2018-09-01,DURGAPUR,WEST BENGAL,0.0028633614184329376
6,2018-09-01,KATWA,WEST BENGAL,0.002616247968240568
7,2018-09-01,KASIPUR,WEST BENGAL,0.0019682339588676053
8,2018-09-01,PRATAPGARH,UTTAR PRADESH,0.001384259597747718
0,2018-10-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.10860823684688088
9,2018-10-01,AVERAGE,,0.015594614942383539
1,2018-10-01,KASIPUR,WEST BENGAL,0.00645127457326421
2,2018-10-01,SAFDARGANJ,UTTAR PRADESH,0.006304103440502155
3,2018-10-01,RAATH,UTTAR PRADESH,0.005365840878201544
4,2018-10-01,KAYAMGANJ,UTTAR PRADESH,0.005169293178192663
5,2018-10-01,FATEHPUR,UTTAR PRADESH,0.004185876284902593
6,2018-10-01,KATWA,WEST BENGAL,0.0016056497361750907
7,2018-10-01,DURGAPUR,WEST BENGAL,0.0014929260509305234
8,2018-10-01,PRATAPGARH,UTTAR PRADESH,0.001168333492402205
0,2018-11-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.12174959924762073
1,2018-11-01,SAFDARGANJ,UTTAR PRADESH,0.12093665396830865
9,2018-11-01,AVERAGE,,0.029522914649057923
2,2018-11-01,FATEHPUR,UTTAR PRADESH,0.005287944400784588
3,2018-11-01,KASIPUR,WEST BENGAL,0.0044319881697515995
4,2018-11-01,KATWA,WEST BENGAL,0.004415963252816456
5,2018-11-01,DURGAPUR,WEST BENGAL,0.002782023300166012
6,2018-11-01,KAYAMGANJ,UTTAR PRADESH,0.0027787903836282
7,2018-11-01,RAATH,UTTAR PRADESH,0.002198805931373609
8,2018-11-01,PRATAPGARH,UTTAR PRADESH,0.0011244631870714805
0,2018-12-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.009108644618896657
1,2018-12-01,DURGAPUR,WEST BENGAL,0.007708124286437858
2,2018-12-01,KAYAMGANJ,UTTAR PRADESH,0.004423878265390196
3,2018-12-01,SAFDARGANJ,UTTAR PRADESH,0.0043328620780324605
9,2018-12-01,AVERAGE,,0.003792252615818656
4,2018-12-01,RAATH,UTTAR PRADESH,0.003110829996953748
5,2018-12-01,FATEHPUR,UTTAR PRADESH,0.0019309320256921058
6,2018-12-01,KATWA,WEST BENGAL,0.0012547051442910915
7,2018-12-01,PRATAPGARH,UTTAR PRADESH,0.001194269619912921
8,2018-12-01,KASIPUR,WEST BENGAL,0.0010660275067608683
0,2019-01-01,KAYAMGANJ,UTTAR PRADESH,0.005788552011207243
1,2019-01-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.0036900369005077077
2,2019-01-01,SAFDARGANJ,UTTAR PRADESH,0.0030652986048311684
3,2019-01-01,RAATH,UTTAR PRADESH,0.0030639801190901024
9,2019-01-01,AVERAGE,,0.0022969279667825484
4,2019-01-01,KASIPUR,WEST BENGAL,0.0019034442904782988
5,2019-01-01,FATEHPUR,UTTAR PRADESH,0.0013342630884661596
6,2019-01-01,DURGAPUR,WEST BENGAL,0.001310232438013596
7,2019-01-01,PRATAPGARH,UTTAR PRADESH,0.0005165442484486585
8,2019-01-01,KATWA,WEST BENGAL,0.0
0,2019-02-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.005499821371470978
1,2019-02-01,RAATH,UTTAR PRADESH,0.0052863334624832035
2,2019-02-01,KAYAMGANJ,UTTAR PRADESH,0.003641785589344772
3,2019-02-01,FATEHPUR,UTTAR PRADESH,0.003352670146819159
4,2019-02-01,SAFDARGANJ,UTTAR PRADESH,0.0030687919135991147
9,2019-02-01,AVERAGE,,0.0029708839522580343
5,2019-02-01,DURGAPUR,WEST BENGAL,0.002235653545843637
6,2019-02-01,KATWA,WEST BENGAL,0.0020251704877078795
7,2019-02-01,KASIPUR,WEST BENGAL,0.0012817268999399394
8,2019-02-01,PRATAPGARH,UTTAR PRADESH,0.00034600215311362213
0,2019-03-01,CHHIBRAMAU(KANNUJ),UTTAR PRADESH,0.009121649714662176
1,2019-03-01,RAATH,UTTAR PRADESH,0.005884689069980614
2,2019-03-01,KAYAMGANJ,UTTAR PRADESH,0.004796626658313838
3,2019-03-01,KATWA,WEST BENGAL,0.004656817218307705
4,2019-03-01,FATEHPUR,UTTAR PRADESH,0.0043678914865199
9,2019-03-01,AVERAGE,,0.003892823518080105
5,2019-03-01,SAFDARGANJ,UTTAR PRADESH,0.0030934206110580353
