<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f3d3f7a4179b0adfb72d93dddd4bab79596f1cd167b2efcdb8a02b42e8bdd735
size 2921
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.0,Normal,Normal,Normal
2016-02-01,0.0,Normal,Normal,Normal
2016-03-01,0.0312517606682646,Anomaly,Anomaly,Normal
2016-04-01,0.0,Normal,Normal,Normal
2016-05-01,0.0,Normal,Normal,Normal
2016-06-01,0.0,Normal,Normal,Normal
2016-07-01,0.0,Normal,Normal,Normal
2016-08-01,0.0,Normal,Normal,Normal
2016-09-01,0.0,Normal,Normal,Normal
2016-10-01,0.0156497739156009,Normal,Normal,Normal
2016-11-01,0.0,Normal,Normal,Normal
2016-12-01,0.0,Normal,Normal,Normal
2017-01-01,0.0,Normal,Normal,Normal
2017-02-01,0.0,Normal,Normal,Normal
2017-03-01,0.0,Normal,Normal,Normal
2017-04-01,0.0,Normal,Normal,Normal
2017-05-01,0.0,Normal,Normal,Normal
2017-06-01,0.0263650160467026,Anomaly,Anomaly,Anomaly
2017-07-01,0.0053574765722148,Normal,Normal,Normal
2017-08-01,0.0205845270943903,Normal,Normal,Anomaly
2017-09-01,0.0,Normal,Normal,Normal
2017-10-01,0.0,Normal,Normal,Normal
2017-11-01,0.0,Normal,Normal,Normal
2017-12-01,0.0169905256242965,Anomaly,Anomaly,Normal
2018-01-01,0.0,Normal,Normal,Normal
2018-02-01,0.0,Normal,Normal,Normal
2018-03-01,0.0051155109012822,Normal,Normal,Normal
2018-04-01,0.0051941464649778,Normal,Normal,Normal
2018-05-01,0.0,Normal,Normal,Normal
2018-06-01,0.0,Normal,Normal,Normal
2018-07-01,0.0,Normal,Normal,Normal
2018-08-01,0.0,Normal,Normal,Normal
2018-09-01,0.0,Normal,Normal,Normal
2018-10-01,0.0,Normal,Normal,Normal
2018-11-01,0.0,Normal,Normal,Normal
2018-12-01,0.0,Normal,Normal,Normal
2019-01-01,0.0,Normal,Normal,Normal
2019-02-01,0.0198887916155725,Anomaly,Normal,Anomaly
2019-03-01,0.0196089780755865,Normal,Anomaly,Anomaly
2019-04-01,0.009783089911406,Normal,Normal,Normal
2019-05-01,0.0191247094410254,Anomaly,Anomaly,Anomaly
2019-06-01,0.019816786356241,Anomaly,Anomaly,Normal
2019-07-01,0.03858001882797,Anomaly,Anomaly,Anomaly
2019-08-01,0.0184619176412938,Anomaly,Normal,Normal
2019-09-01,0.0,Normal,Normal,Normal
2019-10-01,0.0,Normal,Normal,Normal
2019-11-01,0.0219516961603859,Normal,Anomaly,Anomaly
2019-12-01,0.0347427355251326,Anomaly,Anomaly,Anomaly
2020-01-01,0.0356443904740697,Anomaly,Anomaly,Anomaly
2020-02-01,0.0369080289689328,Anomaly,Anomaly,Anomaly
2020-03-01,0.033549597110004,Normal,Anomaly,Anomaly
2020-04-01,0.0,Normal,Normal,Normal
2020-05-01,0.0270168432800523,Anomaly,Normal,Anomaly
2020-06-01,0.0767523248213803,Anomaly,Anomaly,Anomaly
2020-07-01,0.0406925471525158,Anomaly,Anomaly,Anomaly
2020-08-01,0.0264764163333218,Anomaly,Normal,Anomaly
2020-09-01,0.0196166081213244,Anomaly,Anomaly,Normal
2020-10-01,0.0232916293977042,Anomaly,Anomaly,Anomaly
2020-11-01,0.0,Normal,Normal,Normal
2020-12-01,0.0,Normal,Normal,Normal
2021-01-01,0.0318510566068973,Normal,Anomaly,Anomaly
2021-02-01,0.0,Normal,Normal,Normal
2021-03-01,0.0417661417466247,Normal,Normal,Anomaly
2021-04-01,0.0,Normal,Normal,Normal
2021-05-01,0.0010578019698003,Normal,Normal,Normal
2021-06-01,6.623605658612097e-05,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
