<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6e7734df38742b9f8b3379de37a1ebe074c2f5832f7528737b0323124060a588
size 3253
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.020374716269234,Normal,Normal,Normal
2016-02-01,0.0080858330437455,Normal,Normal,Normal
2016-03-01,0.0176680270840586,Anomaly,Anomaly,Normal
2016-04-01,0.0,Normal,Normal,Normal
2016-05-01,0.0356723040648319,Anomaly,Anomaly,Normal
2016-06-01,0.0,Normal,Normal,Normal
2016-07-01,0.0,Normal,Normal,Normal
2016-08-01,0.0,Normal,Normal,Normal
2016-09-01,0.0150615505346802,Normal,Normal,Normal
2016-10-01,0.0,Normal,Normal,Normal
2016-11-01,0.0,Normal,Normal,Normal
2016-12-01,0.0189864708350917,Normal,Normal,Normal
2017-01-01,0.0190549960408759,Anomaly,Normal,Normal
2017-02-01,0.0191392812989695,Anomaly,Anomaly,Normal
2017-03-01,0.027653208480195,Anomaly,Anomaly,Anomaly
2017-04-01,0.0,Normal,Normal,Normal
2017-05-01,0.0,Normal,Normal,Normal
2017-06-01,0.0294009778251203,Normal,Anomaly,Anomaly
2017-07-01,0.0171689042688301,Normal,Normal,Normal
2017-08-01,0.0178144974525154,Normal,Normal,Anomaly
2017-09-01,0.0,Normal,Normal,Normal
2017-10-01,0.0,Normal,Normal,Normal
2017-11-01,0.0204430933099929,Anomaly,Anomaly,Anomaly
2017-12-01,0.0130365440816635,Normal,Normal,Normal
2018-01-01,0.0059804128494414,Normal,Normal,Normal
2018-02-01,0.0145058826288182,Normal,Normal,Normal
2018-03-01,0.0,Normal,Normal,Normal
2018-04-01,0.0415327676179915,Anomaly,Normal,Anomaly
2018-05-01,0.0160717366705067,Normal,Normal,Anomaly
2018-06-01,0.0,Normal,Normal,Normal
2018-07-01,0.0232945757816877,Normal,Anomaly,Normal
2018-08-01,0.0298906485622652,Normal,Normal,Anomaly
2018-09-01,0.0102049691180389,Normal,Normal,Normal
2018-10-01,0.0163754692928371,Anomaly,Anomaly,Normal
2018-11-01,0.0251645899370814,Anomaly,Anomaly,Anomaly
2018-12-01,0.0266237532324127,Anomaly,Anomaly,Anomaly
2019-01-01,0.0181870404841405,Normal,Normal,Normal
2019-02-01,0.0176383420737639,Anomaly,Normal,Normal
2019-03-01,0.0271395959643384,Anomaly,Anomaly,Anomaly
2019-04-01,0.0263452524543188,Anomaly,Anomaly,Normal
2019-05-01,0.0086306155870188,Normal,Normal,Normal
2019-06-01,0.0174835525418809,Anomaly,Anomaly,Normal
2019-07-01,0.0171531025830847,Normal,Anomaly,Normal
2019-08-01,0.0175259271921639,Anomaly,Normal,Normal
2019-09-01,0.0179146975997672,Anomaly,Anomaly,Normal
2019-10-01,0.0134739173138406,Normal,Normal,Normal
2019-11-01,0.0127055538029983,Normal,Normal,Normal
2019-12-01,0.0172297765295663,Normal,Normal,Normal
2020-01-01,0.0130365440816635,Normal,Normal,Normal
2020-02-01,0.0113709551865722,Normal,Normal,Normal
2020-03-01,0.0143101542573528,Normal,Normal,Anomaly
2020-04-01,0.0,Normal,Normal,Normal
2020-05-01,0.0078198607894504,Normal,Normal,Normal
2020-06-01,0.0239399382182811,Normal,Anomaly,Anomaly
2020-07-01,0.0303823112907322,Normal,Normal,Anomaly
2020-08-01,0.0289677866849805,Anomaly,Normal,Anomaly
2020-09-01,0.0337747536014057,Anomaly,Anomaly,Anomaly
2020-10-01,0.0,Normal,Normal,Normal
2020-11-01,0.0175448196874098,Normal,Normal,Anomaly
2020-12-01,0.0180792309581624,Normal,Normal,Normal
2021-01-01,0.0889190333761945,Normal,Anomaly,Anomaly
2021-02-01,0.041651313444273,Normal,Normal,Anomaly
2021-03-01,0.0239342427998256,Normal,Normal,Anomaly
2021-04-01,0.0387516371261756,Normal,Normal,Anomaly
2021-05-01,0.0031104804543103,Normal,Normal,Normal
2021-06-01,0.000835611958779,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
