<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:795fe0a553c590f8508131eb576a0f1395b18c529af17c694cd1456a01ea3e61
size 24177
=======
DATE,DISPERSION,COMMODITY
2016-01-01,0.03699626988306242,TOMATO
2016-01-01,0.01868039465871657,RICE
2016-01-01,0.01745653284040307,ONION
2016-01-01,0.016982973623196836,MASUR DAL
2016-01-01,0.016951541785754025,AVG
2016-01-01,0.01505151469619074,POTATO
2016-01-01,0.011722577014494813,GREEN GRAM DAL (MOONG DAL)
2016-01-01,0.0017705297842137086,MUSTARD OIL
2016-02-01,0.03604689557747381,TOMATO
2016-02-01,0.025328047611947718,POTATO
2016-02-01,0.02117403736494244,RICE
2016-02-01,0.02018885888969287,MASUR DAL
2016-02-01,0.018913945816281058,AVG
2016-02-01,0.015445357884098631,GREEN GRAM DAL (MOONG DAL)
2016-02-01,0.012859738955600513,ONION
2016-02-01,0.0013546844302114135,MUSTARD OIL
2016-03-01,0.047942064450134866,TOMATO
2016-03-01,0.038593932888510936,POTATO
2016-03-01,0.023990704430001335,AVG
2016-03-01,0.022105534379580905,RICE
2016-03-01,0.019880923876692408,MASUR DAL
2016-03-01,0.019361246439982355,ONION
2016-03-01,0.014083745930846709,GREEN GRAM DAL (MOONG DAL)
2016-03-01,0.005967483044261178,MUSTARD OIL
2016-04-01,0.03636238323464031,POTATO
2016-04-01,0.02961019127814688,TOMATO
2016-04-01,0.02156410417021121,RICE
2016-04-01,0.019480528404367016,AVG
2016-04-01,0.01896307132343724,MASUR DAL
2016-04-01,0.013590517430903766,GREEN GRAM DAL (MOONG DAL)
2016-04-01,0.011242569050647994,ONION
2016-04-01,0.005030862342581727,MUSTARD OIL
2016-05-01,0.038666075601099706,POTATO
2016-05-01,0.03108969290554782,TOMATO
2016-05-01,0.021190937360981314,RICE
2016-05-01,0.020835387784945987,AVG
2016-05-01,0.018555376822543608,ONION
2016-05-01,0.01582923313186494,MASUR DAL
2016-05-01,0.015420324595632362,GREEN GRAM DAL (MOONG DAL)
2016-05-01,0.005096074076952168,MUSTARD OIL
2016-06-01,0.026090007341806668,POTATO
2016-06-01,0.024840712851338376,TOMATO
2016-06-01,0.02042452041928337,ONION
2016-06-01,0.019772437780110192,RICE
2016-06-01,0.017772205575755623,AVG
2016-06-01,0.0168888423913847,GREEN GRAM DAL (MOONG DAL)
2016-06-01,0.014650498425656671,MASUR DAL
2016-06-01,0.0017384198207093973,MUSTARD OIL
2016-07-01,0.041418530148793,TOMATO
2016-07-01,0.020062824555440163,RICE
2016-07-01,0.01772143789053701,AVG
2016-07-01,0.017162234352326756,ONION
2016-07-01,0.016667113212341537,GREEN GRAM DAL (MOONG DAL)
2016-07-01,0.014370185685866768,MASUR DAL
2016-07-01,0.012614750709283196,POTATO
2016-07-01,0.0017544265697076384,MUSTARD OIL
2016-08-01,0.08366344935557972,TOMATO
2016-08-01,0.024051903945982677,AVG
2016-08-01,0.021817130646185186,GREEN GRAM DAL (MOONG DAL)
2016-08-01,0.01980795626495556,RICE
2016-08-01,0.017190932138744466,MASUR DAL
2016-08-01,0.013732180722413364,POTATO
2016-08-01,0.01068125447128204,ONION
2016-08-01,0.0014704240227184071,MUSTARD OIL
2016-09-01,0.07664681737297441,TOMATO
2016-09-01,0.025415650340344768,AVG
2016-09-01,0.023318686206127263,GREEN GRAM DAL (MOONG DAL)
2016-09-01,0.02207181975102137,POTATO
2016-09-01,0.020163203460428318,RICE
2016-09-01,0.01849223302637466,MASUR DAL
2016-09-01,0.01668443769260508,ONION
2016-09-01,0.0005323548728822674,MUSTARD OIL
2016-10-01,0.058471073843738876,TOMATO
2016-10-01,0.02253833165753424,GREEN GRAM DAL (MOONG DAL)
2016-10-01,0.022501501272276743,AVG
2016-10-01,0.02089935612188025,RICE
2016-10-01,0.019980249649344285,ONION
2016-10-01,0.017798395210281818,MASUR DAL
2016-10-01,0.017001104601243894,POTATO
2016-10-01,0.0008219978219138465,MUSTARD OIL
2016-11-01,0.0654515633454492,TOMATO
2016-11-01,0.023198765952954524,AVG
2016-11-01,0.02311488915538715,GREEN GRAM DAL (MOONG DAL)
2016-11-01,0.021494635135245143,RICE
2016-11-01,0.019404052139806473,MASUR DAL
2016-11-01,0.01845255056111741,ONION
2016-11-01,0.013976638050005388,POTATO
2016-11-01,0.0004970332836708848,MUSTARD OIL
2016-12-01,0.05445688091606975,TOMATO
2016-12-01,0.026745646886798605,POTATO
2016-12-01,0.023498119754777818,AVG
2016-12-01,0.023002396306299924,GREEN GRAM DAL (MOONG DAL)
2016-12-01,0.020270306439072096,MASUR DAL
2016-12-01,0.02002885931014161,RICE
2016-12-01,0.01998274842506274,ONION
2016-12-01,0.0,MUSTARD OIL
2017-01-01,0.04661135135840806,POTATO
2017-01-01,0.045451958524445266,TOMATO
2017-01-01,0.025830021498238414,AVG
2017-01-01,0.02382974687610187,MASUR DAL
2017-01-01,0.022840963060763827,ONION
2017-01-01,0.02118860395804279,RICE
2017-01-01,0.02074925758757511,GREEN GRAM DAL (MOONG DAL)
2017-01-01,0.0001382691223320071,MUSTARD OIL
2017-02-01,0.05302337335440408,POTATO
2017-02-01,0.0525573151496876,TOMATO
2017-02-01,0.027674645713119887,AVG
2017-02-01,0.024261759297363437,MASUR DAL
2017-02-01,0.02305397697936019,ONION
2017-02-01,0.02093180758379491,RICE
2017-02-01,0.01881299389302326,GREEN GRAM DAL (MOONG DAL)
2017-02-01,0.0010812937342057503,MUSTARD OIL
2017-03-01,0.06296437330141795,TOMATO
2017-03-01,0.05996105618595542,POTATO
2017-03-01,0.030260910023135388,AVG
2017-03-01,0.026470276723177352,MASUR DAL
2017-03-01,0.024267370905368728,ONION
2017-03-01,0.02094803730640193,RICE
2017-03-01,0.0161990785453006,GREEN GRAM DAL (MOONG DAL)
2017-03-01,0.001016177194325708,MUSTARD OIL
2017-04-01,0.04995931386907364,POTATO
2017-04-01,0.04391922014931802,TOMATO
2017-04-01,0.0269725263574978,MASUR DAL
2017-04-01,0.025578988501053886,AVG
2017-04-01,0.024587411706597586,ONION
2017-04-01,0.02046971682010056,RICE
2017-04-01,0.013005788140077352,GREEN GRAM DAL (MOONG DAL)
2017-04-01,0.00013894246471224048,MUSTARD OIL
2017-05-01,0.03992779417156708,TOMATO
2017-05-01,0.037645057405546314,POTATO
2017-05-01,0.029630702136505812,MASUR DAL
2017-05-01,0.025787812461161626,ONION
2017-05-01,0.02466862323887831,AVG
2017-05-01,0.019816068453685984,GREEN GRAM DAL (MOONG DAL)
2017-05-01,0.01979586312086188,RICE
2017-05-01,7.706492281945875e-05,MUSTARD OIL
2017-06-01,0.04846377604281262,TOMATO
2017-06-01,0.0363059683520595,POTATO
2017-06-01,0.030327907154609163,MASUR DAL
2017-06-01,0.027986336027701803,ONION
2017-06-01,0.02718436746423417,AVG
2017-06-01,0.021638954952878604,RICE
2017-06-01,0.01897162058286293,GREEN GRAM DAL (MOONG DAL)
2017-06-01,0.006596009136714556,MUSTARD OIL
2017-07-01,0.032378574565682175,POTATO
2017-07-01,0.031481385026755064,ONION
2017-07-01,0.027979923446976727,MASUR DAL
2017-07-01,0.02566121618917893,RICE
2017-07-01,0.02205800745823864,AVG
2017-07-01,0.017981452549866345,GREEN GRAM DAL (MOONG DAL)
2017-07-01,0.012264561324402316,TOMATO
2017-07-01,0.006658939104808925,MUSTARD OIL
2017-08-01,0.03823759863364981,POTATO
2017-08-01,0.02568974691110724,MASUR DAL
2017-08-01,0.02367643785283572,RICE
2017-08-01,0.02029667521532939,AVG
2017-08-01,0.019130827512723863,TOMATO
2017-08-01,0.016723900440825706,ONION
2017-08-01,0.01151239693719333,GREEN GRAM DAL (MOONG DAL)
2017-08-01,0.0071058182189700815,MUSTARD OIL
2017-09-01,0.04040366393019825,POTATO
2017-09-01,0.024635038154572284,MASUR DAL
2017-09-01,0.02143190873432301,RICE
2017-09-01,0.019934019499999792,ONION
2017-09-01,0.01962739252717353,AVG
2017-09-01,0.01598949158939433,TOMATO
2017-09-01,0.008175379352351903,GREEN GRAM DAL (MOONG DAL)
2017-09-01,0.006822246429375144,MUSTARD OIL
2017-10-01,0.04018893620344654,POTATO
2017-10-01,0.02539386231800497,TOMATO
2017-10-01,0.021411474205137896,RICE
2017-10-01,0.020217113292616568,MASUR DAL
2017-10-01,0.020147875427090144,AVG
2017-10-01,0.01975012351190268,ONION
2017-10-01,0.0093673336838497,GREEN GRAM DAL (MOONG DAL)
2017-10-01,0.0047062847746726436,MUSTARD OIL
2017-11-01,0.038437285008848535,POTATO
2017-11-01,0.0269581758280162,ONION
2017-11-01,0.02351525111223447,TOMATO
2017-11-01,0.021568377213450132,RICE
2017-11-01,0.02070734936125999,AVG
2017-11-01,0.019715392979922086,MASUR DAL
2017-11-01,0.010116730799023956,GREEN GRAM DAL (MOONG DAL)
2017-11-01,0.004640232587324556,MUSTARD OIL
2017-12-01,0.042903345251682885,POTATO
2017-12-01,0.023002198901846026,TOMATO
2017-12-01,0.02127503156653413,RICE
2017-12-01,0.020825704702986045,ONION
2017-12-01,0.019953717077998458,AVG
2017-12-01,0.0193543413532775,MASUR DAL
2017-12-01,0.00824945914104071,GREEN GRAM DAL (MOONG DAL)
2017-12-01,0.004065938628621932,MUSTARD OIL
2018-01-01,0.05532935595411927,TOMATO
2018-01-01,0.03992783845619705,POTATO
2018-01-01,0.023334449974469245,AVG
2018-01-01,0.02147933568460785,RICE
2018-01-01,0.01991631498167921,MASUR DAL
2018-01-01,0.015212730874612019,ONION
2018-01-01,0.006537085177180211,GREEN GRAM DAL (MOONG DAL)
2018-01-01,0.0049384886928891345,MUSTARD OIL
2018-02-01,0.045583976024862735,TOMATO
2018-02-01,0.039915450181402634,POTATO
2018-02-01,0.02192679949306279,AVG
2018-02-01,0.020536732787491508,RICE
2018-02-01,0.018716149816503817,MASUR DAL
2018-02-01,0.017215983626266817,ONION
