<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:ea4a8c31931165e5f8a0d4370643eca2f679983402494c75f3bfed82909ff4b2
size 13959
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Allahabad,01/04/2016,86,Other,NR,NR,10000,
,02/04/2016,87.5,Other,NR,NR,10000,
,04/04/2016,85,Other,NR,NR,10000,
,06/04/2016,87.5,Other,NR,NR,10000,
,07/04/2016,95,Other,NR,NR,9900,
,08/04/2016,86,Other,NR,NR,9900,
,09/04/2016,85,Other,NR,NR,9900,
,11/04/2016,85,Other,NR,NR,9800,
,12/04/2016,92.5,Other,NR,NR,9800,
,13/04/2016,97.5,Other,NR,NR,9700,
,14/04/2016,60, ,NR,NR,NR,
,15/04/2016,68, ,NR,NR,NR,
,16/04/2016,86, ,NR,NR,NR,
,18/04/2016,82.5,Other,NR,NR,9700,
,19/04/2016,75,Other,NR,NR,9600,
,20/04/2016,77.5,Other,NR,NR,9600,
,21/04/2016,60,Other,NR,NR,9600,
,22/04/2016,85,Other,NR,NR,9600,
,23/04/2016,76,Other,NR,NR,9800,
,25/04/2016,80,Other,NR,NR,9800,
,26/04/2016,85,Other,NR,NR,9800,
,27/04/2016,86,Other,NR,NR,9850,
,28/04/2016,87.5,Other,NR,NR,9950,
,29/04/2016,85,Other,NR,NR,9950,
,30/04/2016,75,Other,NR,NR,9960,
Baraut,01/04/2016,1.5,Other,NR,NR,7850,
,04/04/2016,4,Other,NR,NR,3470,
,06/04/2016,3,Other,NR,NR,7870,
,08/04/2016,1.5,Other,NR,NR,7900,
,09/04/2016,2.5,Other,NR,NR,7875,
,12/04/2016,1,Other,NR,NR,7920,
,13/04/2016,3, ,NR,NR,NR,
,18/04/2016,2.5,Other,NR,NR,7990,
,20/04/2016,4.5,Other,NR,NR,7975,
,23/04/2016,2,Other,NR,NR,7985,
,25/04/2016,2.5,Other,NR,NR,8000,
,27/04/2016,2,Other,NR,NR,8040,
,28/04/2016,3.5,Other,NR,NR,8060,
,30/04/2016,4,Other,NR,NR,8075,
Bharuasumerpur,01/04/2016,2.5,Other,NR,NR,8500,
,03/04/2016,2.5,Other,NR,NR,8600,
,10/04/2016,2.5,Other,NR,NR,8500,
,15/04/2016,2,Other,NR,NR,9000,
,17/04/2016,2,Other,NR,NR,9000,
,22/04/2016,2,Other,NR,NR,9000,
,24/04/2016,1.5,Other,NR,NR,9500,
Bharwari,29/04/2016,70,Other,NR,NR,9800,
Bijnaur,18/04/2016,1.5,Other,NR,NR,8800,
,19/04/2016,1.2,Other,NR,NR,8730,
,21/04/2016,1.4,Other,NR,NR,8725,
,25/04/2016,1,Other,NR,NR,8690,
,28/04/2016,1.4,Other,NR,NR,8650,
Buland Shahr,01/04/2016,3,Other,NR,NR,7400,
,04/04/2016,2,Other,NR,NR,7420,
,05/04/2016,3,Other,7200,7600,7400,
,06/04/2016,4,Other,7200,7600,7420,
,07/04/2016,2.5,Other,7200,7600,7400,
,08/04/2016,3,Other,7200,7600,7430,
,09/04/2016,4,Other,7200,7600,7420,
,11/04/2016,3,Other,7200,7600,7410,
,12/04/2016,2,Other,7200,7600,7400,
,13/04/2016,1.5,Other,7500,8000,7800,
,15/04/2016,2.5,Other,NR,NR,7820,
,16/04/2016,3,Other,NR,NR,7800,
,18/04/2016,4,Other,NR,NR,7800,
,19/04/2016,2.5,Other,NR,NR,8000,
,20/04/2016,3,Other,NR,NR,8000,
,21/04/2016,1.5,Other,NR,NR,8200,
,22/04/2016,2,Other,NR,NR,8200,
,23/04/2016,2.4,Other,NR,NR,8250,
,25/04/2016,2.5,Other,NR,NR,8260,
,29/04/2016,1.8,Other,NR,NR,8300,
Chaandpur,26/04/2016,23.5,Other,NR,NR,8670,
Dadri,01/04/2016,2,Other,NR,NR,7960,
,02/04/2016,2.5,Other,NR,NR,7950,
,03/04/2016,2,Other,NR,NR,7920,
,04/04/2016,3,Other,NR,NR,7900,
,05/04/2016,2.5, ,NR,NR,NR,
,07/04/2016,2,Other,NR,NR,7940,
,08/04/2016,2,Other,NR,NR,7950,
,09/04/2016,3,Other,NR,NR,7920,
,10/04/2016,2.5,Other,NR,NR,7960,
,11/04/2016,2,Other,NR,NR,7980,
,12/04/2016,2.5,Other,NR,NR,7950,
,15/04/2016,3, ,NR,NR,NR,
,16/04/2016,2, ,NR,NR,NR,
,17/04/2016,3,Other,NR,NR,7900,
,18/04/2016,2.5,Other,NR,NR,7950,
,19/04/2016,2,Other,NR,NR,7960,
,21/04/2016,3,Other,NR,NR,7940,
,22/04/2016,2.5,Other,NR,NR,7950,
,23/04/2016,3, ,NR,NR,NR,
,24/04/2016,2.5,Other,NR,NR,7960,
,25/04/2016,2,Other,NR,NR,8020,
,26/04/2016,3,Other,NR,NR,8000,
,28/04/2016,2.5,Other,NR,NR,8050,
,29/04/2016,3,Other,NR,NR,8020,
,30/04/2016,2,Other,NR,NR,8050,
Dhampur,25/04/2016,22.5,Other,NR,NR,8700,
Dibiapur,01/04/2016,2, ,NR,NR,NR,
,02/04/2016,2,Other,NR,NR,9300,
,03/04/2016,2,Other,NR,NR,9300,
,04/04/2016,2,Other,NR,NR,9340,
,06/04/2016,2,Other,NR,NR,9300,
,07/04/2016,2,Other,NR,NR,9320,
,08/04/2016,1,Other,NR,NR,9320,
,09/04/2016,2,Other,NR,NR,9320,
,10/04/2016,1, ,NR,NR,NR,
,11/04/2016,1,Other,NR,NR,9400,
,13/04/2016,1.2, ,NR,NR,NR,
,14/04/2016,1,Other,NR,NR,9400,
,15/04/2016,1,Other,NR,NR,9400,
,16/04/2016,1, ,NR,NR,NR,
,17/04/2016,1.2,Other,NR,NR,9350,
,18/04/2016,1,Other,NR,NR,9400,
,20/04/2016,1,Other,NR,NR,9500,
,23/04/2016,1.5,Other,NR,NR,9700,
,25/04/2016,2,Other,NR,NR,9700,
,27/04/2016,2,Other,NR,NR,9700,
,28/04/2016,1,Other,NR,NR,9700,
,29/04/2016,1.2,Other,NR,NR,9700,
Etawah,01/04/2016,12,Other,NR,NR,9350,
,02/04/2016,12.5,Other,NR,NR,9350,
,04/04/2016,13,Other,NR,NR,9350,
,05/04/2016,12,Other,NR,NR,9350,
,06/04/2016,13.5,Other,NR,NR,9350,
,07/04/2016,14,Other,NR,NR,9300,
,08/04/2016,13,Other,NR,NR,9325,
,09/04/2016,12,Other,NR,NR,9350,
,11/04/2016,13,Other,NR,NR,9350,
,12/04/2016,12.5,Other,NR,NR,9400,
,13/04/2016,12,Other,NR,NR,9450,
,14/04/2016,13, ,NR,NR,NR,
,15/04/2016,11, ,NR,NR,NR,
,16/04/2016,12, ,NR,NR,NR,
,18/04/2016,12.5,Other,NR,NR,9400,
,19/04/2016,13,Other,NR,NR,9400,
,20/04/2016,12,Other,NR,NR,9400,
,21/04/2016,11,Other,NR,NR,9450,
,22/04/2016,10,Other,NR,NR,9650,
,23/04/2016,11, ,NR,NR,NR,
,25/04/2016,12,Other,NR,NR,9650,
,26/04/2016,11,Other,NR,NR,9650,
,27/04/2016,10,Other,NR,NR,9700,
,28/04/2016,11,Other,NR,NR,9700,
,29/04/2016,12,Other,NR,NR,9700,
,30/04/2016,12.5,Other,NR,NR,9675,
Fatehpur,01/04/2016,2,Other,NR,NR,9840,
,02/04/2016,2.5,Other,NR,NR,9835,
,03/04/2016,3.5,Other,NR,NR,9820,
,04/04/2016,3,Other,NR,NR,9800,
,05/04/2016,4.5,Other,NR,NR,9810,
,06/04/2016,4, ,NR,NR,NR,
,08/04/2016,3, ,NR,NR,NR,
,09/04/2016,6, ,NR,NR,NR,
,10/04/2016,6.5, ,NR,NR,NR,
,11/04/2016,5.5, ,NR,NR,NR,
,12/04/2016,6, ,NR,NR,NR,
