<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b42a29bb14abbe19f3fa059b56d2281c409d67b52577c2d48a43a87b828835fb
size 60540
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Alipurduar,02/04/2018,10,Jyoti,900,1000,950,
,03/04/2018,10,Jyoti,950,1000,970,
,,,Red,1100,1200,1150,
,04/04/2018,10,Jyoti,920,1000,950,
,,,Red,1050,1150,1100,
,05/04/2018,10,Jyoti,920,1000,950,
,,,Red,1050,1150,1100,
,09/04/2018,10,Jyoti,930,1000,950,
,,,Red,1050,1150,1100,
,10/04/2018,10,Jyoti,900,950,930,
,,,Red,1050,1150,1100,
,11/04/2018,10,Jyoti,900,950,930,
,,,Red,1050,1150,1100,
,12/04/2018,10,Jyoti,900,950,930,
,,,Red,1050,1150,1100,
,13/04/2018,10,Jyoti,900,950,930,
,,,Red,1050,1150,1100,
,14/04/2018,10,Jyoti,900,970,950,
,,,Red,1150,1250,1200,
,16/04/2018,10,Jyoti,930,1000,950,
,,,Red,1150,1250,1200,
,17/04/2018,10,Jyoti,930,1000,950,
,,,Red,1150,1250,1200,
,18/04/2018,10,Jyoti,930,1000,950,
,,,Red,1150,1250,1200,
,19/04/2018,10,Jyoti,930,1000,950,
,,,Red,1150,1250,1200,
,20/04/2018,10,Jyoti,950,1000,970,
,,,Red,1200,1300,1250,
,23/04/2018,10, ,NR,NR,NR,
,25/04/2018,10,Jyoti,1100,1200,1150,
,,,Red,1300,1400,1350,
,26/04/2018,10,Jyoti,1100,1200,1150,
,,,Red,1300,1400,1350,
,27/04/2018,10,Jyoti,1200,1300,1250,
,,,Red,1300,1400,1350,
Asansol,13/04/2018,40,Jyoti,840,870,850,
Balarampur,02/04/2018,19.5,Other,820,860,840,
,03/04/2018,19.35,Other,840,860,850,
,04/04/2018,19.3,Other,850,880,870,
,05/04/2018,19.35,Other,850,870,860,
,06/04/2018,19.45,Other,820,860,840,
,07/04/2018,19.25,Other,840,860,850,
,08/04/2018,19.4,Other,820,840,830,
,09/04/2018,19,Other,880,900,890,
,10/04/2018,18.8,Other,880,900,890,
