<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c391088a0602db745f993776bb21db049ea53095e6b625d58887828e190edb3b
size 58450
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
Alipurduar,17/04/2017,10,Jyoti,500,550,525,
,18/04/2017,10,Jyoti,500,550,525,
,19/04/2017,10,Jyoti,500,550,525,
,20/04/2017,10,Jyoti,475,525,500,
,21/04/2017,10,Jyoti,475,520,500,
,24/04/2017,10,Jyoti,475,525,500,
,26/04/2017,10,Jyoti,475,525,500,
,27/04/2017,10, ,NR,NR,NR,
,28/04/2017,10,Jyoti,475,500,500,
Asansol,01/04/2017,50,Jyoti,360,400,380,
,02/04/2017,50,Jyoti,360,400,380,
,03/04/2017,52,Jyoti,360,400,380,
,04/04/2017,50,Jyoti,365,400,390,
,05/04/2017,50,Jyoti,365,400,390,
,06/04/2017,45,Jyoti,365,400,390,
,07/04/2017,50,Jyoti,365,400,390,
,08/04/2017,50,Jyoti,365,400,390,
,09/04/2017,50,Jyoti,365,400,390,
,10/04/2017,52,Jyoti,380,410,400,
,11/04/2017,50,Jyoti,380,410,400,
,12/04/2017,50,Jyoti,380,410,400,
,13/04/2017,50,Jyoti,380,410,400,
,14/04/2017,50,Jyoti,380,410,400,
,15/04/2017,50,Jyoti,380,410,400,
,16/04/2017,50,Jyoti,380,410,400,
,17/04/2017,50,Jyoti,570,610,600,
,18/04/2017,50,Jyoti,570,610,600,
,19/04/2017,50,Jyoti,570,610,600,
,20/04/2017,50,Jyoti,570,610,600,
,21/04/2017,52,Jyoti,570,610,600,
,22/04/2017,50,Jyoti,570,610,600,
,23/04/2017,50,Jyoti,570,610,600,
,24/04/2017,55,Jyoti,570,610,600,
,25/04/2017,50,Jyoti,570,610,600,
,26/04/2017,50,Jyoti,570,610,600,
,27/04/2017,50,Jyoti,600,630,620,
,28/04/2017,50,Jyoti,600,630,620,
Balarampur,01/04/2017,20,Other,420,440,430,
,02/04/2017,24,Other,420,440,430,
,03/04/2017,28,Other,420,440,440,
,04/04/2017,30,Other,420,440,440,
,05/04/2017,20,Other,420,440,440,
,06/04/2017,22,Other,420,440,440,
,07/04/2017,24,Other,420,450,440,
,08/04/2017,22,Other,420,450,440,
,09/04/2017,20,Other,430,450,440,
,10/04/2017,18,Other,430,460,450,
,11/04/2017,36,Other,470,500,480,
,12/04/2017,24,Other,520,540,530,
,13/04/2017,20,Other,520,560,540,
,14/04/2017,16,Other,520,560,540,
,15/04/2017,18,Other,540,580,560,
,16/04/2017,24,Other,580,600,590,
,17/04/2017,22,Other,580,610,600,
,18/04/2017,36,Other,580,610,600,
,20/04/2017,20,Other,580,610,600,
,21/04/2017,24,Other,570,600,580,
,22/04/2017,18,Other,570,590,580,
,23/04/2017,20,Other,570,590,580,
,24/04/2017,16,Other,550,580,560,
,25/04/2017,36,Other,600,640,620,
,26/04/2017,24,Other,600,640,620,
,28/04/2017,24,Other,600,640,620,
Balurghat,01/04/2017,27,Jyoti,350,450,400,
,02/04/2017,27,Jyoti,360,450,420,
,03/04/2017,28,Jyoti,380,430,410,
,18/04/2017,27,Jyoti,360,460,420,
,19/04/2017,28,Jyoti,370,480,430,
,20/04/2017,28,Jyoti,380,500,440,
,21/04/2017,29,Jyoti,390,500,450,
,22/04/2017,29,Jyoti,400,520,470,
,23/04/2017,30,Jyoti,420,530,490,
,24/04/2017,29,Jyoti,430,550,500,
,25/04/2017,30,Jyoti,450,570,520,
,26/04/2017,30,Jyoti,450,560,520,
,27/04/2017,30,Jyoti,460,570,530,
,28/04/2017,29,Jyoti,430,530,490,
,29/04/2017,29,Jyoti,450,570,520,
,30/04/2017,30,Jyoti,460,580,530,
Bankura Sadar,01/04/2017,22,Jyoti,340,380,360,
,03/04/2017,21,Jyoti,380,420,400,
,04/04/2017,23,Jyoti,380,420,400,
,05/04/2017,20,Jyoti,390,430,410,
,06/04/2017,22,Jyoti,400,440,420,
,07/04/2017,23,Jyoti,400,440,420,
,09/04/2017,20,Jyoti,400,440,420,
,10/04/2017,21,Jyoti,400,440,420,
,11/04/2017,21,Jyoti,400,440,420,
,12/04/2017,20,Jyoti,420,460,440,
,14/04/2017,21,Jyoti,420,460,440,
,15/04/2017,19,Jyoti,420,460,440,
,17/04/2017,20,Jyoti,510,560,540,
,18/04/2017,19,Jyoti,540,580,560,
,19/04/2017,18,Jyoti,540,580,560,
,20/04/2017,17,Jyoti,540,580,560,
,21/04/2017,20,Jyoti,550,590,570,
,23/04/2017,18,Jyoti,550,590,570,
,24/04/2017,19,Jyoti,550,590,570,
,25/04/2017,18,Jyoti,570,620,600,
,26/04/2017,19,Jyoti,570,620,600,
Bara Bazar (Posta Bazar),01/04/2017,16,Other,440,460,440,
,03/04/2017,22,Other,460,480,480,
,04/04/2017,18,Other,480,500,480,
,05/04/2017,15,Other,500,520,520,
,06/04/2017,17,Other,500,540,520,
,07/04/2017,21, ,NR,NR,NR,
,08/04/2017,14,Other,560,580,580,
,10/04/2017,7,Other,540,560,560,
,11/04/2017,11,Other,560,580,560,
,12/04/2017,25,Other,550,560,560,
,13/04/2017,17,Other,560,580,580,
,17/04/2017,20,Other,640,660,660,
,18/04/2017,15,Other,640,680,660,
,19/04/2017,9,Other,600,620,620,
,20/04/2017,10,Other,600,620,600,
,21/04/2017,17.5,Other,600,620,600,
,22/04/2017,15,Other,600,610,600,
,24/04/2017,22,Other,590,600,600,
,25/04/2017,5,Other,590,600,600,
,26/04/2017,12,Other,590,600,600,
,27/04/2017,10,Other,600,620,620,
,28/04/2017,7.5,Other,610,630,620,
Barasat,01/04/2017,55,Other,450,550,500,
,02/04/2017,40,Other,480,530,500,
,03/04/2017,50,Other,480,550,500,
,04/04/2017,55,Other,480,550,500,
,06/04/2017,50,Other,550,600,600,
,07/04/2017,40,Other,500,600,550,
,08/04/2017,60,Other,500,600,550,
,09/04/2017,50,Other,500,600,550,
,11/04/2017,50,Other,560,600,580,
,12/04/2017,45,Other,550,650,600,
,13/04/2017,45,Other,550,650,600,
,14/04/2017,40,Other,550,650,600,
,15/04/2017,50,Other,550,650,600,
,16/04/2017,60,Other,550,650,600,
,18/04/2017,55,Other,600,700,700,
,19/04/2017,55,Other,600,700,700,
,20/04/2017,55,Other,650,700,700,
,21/04/2017,50,Other,600,700,650,
,22/04/2017,55,Other,600,700,650,
,23/04/2017,45,Other,600,700,650,
,24/04/2017,50,Other,600,700,650,
,25/04/2017,50,Other,750,780,760,
,27/04/2017,50,Other,700,780,750,
,28/04/2017,55,Other,700,760,750,
,30/04/2017,45,Other,700,780,760,
Baruipur(Canning),01/04/2017,33,Jyoti,420,500,460,
,02/04/2017,34,Jyoti,450,500,480,
,03/04/2017,35,Jyoti,420,480,460,
,04/04/2017,35.5,Jyoti,425,475,455,
,05/04/2017,34,Jyoti,500,530,520,
,06/04/2017,33.5,Jyoti,500,580,520,
,07/04/2017,33,Jyoti,500,600,525,
,08/04/2017,32.5,Jyoti,500,600,550,
,09/04/2017,32.5,Jyoti,600,640,620,
,10/04/2017,32,Jyoti,600,640,620,
,11/04/2017,33,Jyoti,600,680,620,
,12/04/2017,33.5,Jyoti,640,680,660,
,13/04/2017,32,Jyoti,640,680,660,
,14/04/2017,32.5,Jyoti,640,680,660,
,15/04/2017,33,Jyoti,600,660,640,
,16/04/2017,32,Jyoti,640,680,660,
,17/04/2017,32.5,Jyoti,630,675,660,
,18/04/2017,32,Jyoti,640,680,660,
,19/04/2017,31.5,Jyoti,650,700,680,
,20/04/2017,31.5,Jyoti,700,800,750,
,23/04/2017,30,Jyoti,700,780,740,
,24/04/2017,30.5,Jyoti,700,780,740,
,26/04/2017,31.5,Jyoti,680,720,700,
,27/04/2017,32,Jyoti,680,720,700,
,28/04/2017,32.5,Jyoti,670,690,680,
,30/04/2017,32,Jyoti,660,700,680,
Baxirhat,01/04/2017,160,Jyoti,300,400,350,
,02/04/2017,150,Jyoti,300,400,350,
,03/04/2017,150,Jyoti,300,400,350,
,04/04/2017,170,Jyoti,300,400,350,
,05/04/2017,140,Jyoti,300,400,350,
,06/04/2017,140,Jyoti,300,400,350,
,07/04/2017,160,Jyoti,300,400,350,
,08/04/2017,160,Jyoti,300,400,350,
,09/04/2017,150,Jyoti,300,400,350,
,11/04/2017,150,Jyoti,300,400,350,
,12/04/2017,150,Jyoti,300,400,350,
,13/04/2017,145,Jyoti,300,400,350,
,14/04/2017,150,Jyoti,300,400,350,
,15/04/2017,150,Jyoti,300,400,350,
,16/04/2017,150,Jyoti,300,400,350,
,17/04/2017,150,Jyoti,300,400,350,
,18/04/2017,150,Jyoti,300,400,350,
,19/04/2017,160,Jyoti,300,400,350,
,20/04/2017,160,Jyoti,300,400,350,
,21/04/2017,165,Jyoti,300,400,350,
,22/04/2017,140,Jyoti,350,450,400,
,23/04/2017,140,Jyoti,350,450,400,
,24/04/2017,140,Jyoti,400,500,450,
,25/04/2017,150,Jyoti,400,500,450,
,26/04/2017,150,Jyoti,400,500,450,
,28/04/2017,150,Jyoti,400,500,450,
,29/04/2017,160,Jyoti,400,500,450,
,30/04/2017,130,Jyoti,400,500,450,
Belacoba,05/04/2017,7,Jyoti,300,350,325,
,08/04/2017,6,Jyoti,325,375,350,
