<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c31d857e47a5a1b919e919f87d4baf08f73bdbd0844ba590bb647640606a24d4
size 63503
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Alipurduar,16/09/2019,10,Jyoti,680,720,700
,,,Red,1150,1190,1170
,17/09/2019,10,Jyoti,830,870,850
,,,Red,1150,1190,1170
,18/09/2019,10,Jyoti,780,820,800
,,,Red,1150,1190,1170
,19/09/2019,10,,NR,NR,NR
,20/09/2019,10,Jyoti,780,820,800
,,,Red,1140,1180,1160
,21/09/2019,10,Jyoti,780,820,800
,,,Red,1140,1180,1160
,22/09/2019,10,Jyoti,780,820,800
,,,Red,1140,1180,1160
,23/09/2019,10,Jyoti,780,820,800
,,,Red,1140,1180,1160
,24/09/2019,10,Jyoti,780,820,800
,,,Red,1140,1180,1160
,26/09/2019,10,Jyoti,720,800,780
,,,Red,1130,1170,1150
,30/09/2019,10,Jyoti,800,900,820
,,,Red,1240,1280,1260
Asansol,01/09/2019,6,Jyoti,960,1000,980
,02/09/2019,34.5,Jyoti,960,1000,980
,03/09/2019,35,Jyoti,950,980,980
,04/09/2019,34,Jyoti,960,980,980
,05/09/2019,35,Jyoti,940,960,960
,06/09/2019,34.7,Jyoti,940,980,960
,07/09/2019,35,Jyoti,940,980,960
,08/09/2019,14,Jyoti,940,980,960
,09/09/2019,34,Jyoti,940,980,960
,10/09/2019,32,Jyoti,940,980,960
,11/09/2019,33,Jyoti,940,980,960
,12/09/2019,31,Jyoti,960,1000,980
,13/09/2019,30,Jyoti,980,1020,1000
,14/09/2019,31.1,Jyoti,980,1020,1000
,15/09/2019,12,Jyoti,980,1020,1000
,16/09/2019,34,Jyoti,980,1020,1000
,17/09/2019,35,Jyoti,980,1020,1000
,18/09/2019,32,Jyoti,1000,1040,1020
,19/09/2019,30,Jyoti,1000,1040,1020
,20/09/2019,36.6,Jyoti,960,1000,980
,21/09/2019,38.6,Jyoti,940,980,960
,22/09/2019,16,Jyoti,940,980,960
,23/09/2019,37,Jyoti,940,980,960
,24/09/2019,39,Jyoti,940,980,960
,25/09/2019,40,Jyoti,950,970,960
,26/09/2019,39,Jyoti,940,980,960
,27/09/2019,41,Jyoti,940,980,960
,28/09/2019,40,Jyoti,940,980,960
,29/09/2019,14.1,Jyoti,940,980,960
,30/09/2019,39,Jyoti,940,980,960
Balarampur,01/09/2019,15.45,Other,840,860,850
,02/09/2019,15.25,Other,840,860,850
,03/09/2019,15.35,Other,850,870,860
,06/09/2019,15.35,Other,850,870,860
,07/09/2019,15.25,Other,850,870,860
,08/09/2019,15.15,Other,860,880,870
,09/09/2019,15.35,Other,840,860,850
,12/09/2019,15.75,Other,830,850,840
,13/09/2019,15.65,Other,840,860,850
,14/09/2019,15.55,Other,850,870,860
,15/09/2019,15.45,Other,840,860,850
,16/09/2019,15.55,Other,840,860,850
,17/09/2019,15.45,Other,850,870,860
,18/09/2019,15.75,Other,840,860,850
,19/09/2019,15.65,Other,840,860,850
,20/09/2019,15.55,Other,840,860,850
,21/09/2019,15.65,Other,840,860,850
,23/09/2019,15.4,Other,850,870,860
,24/09/2019,15.55,Other,840,860,850
,25/09/2019,15.45,Other,850,870,860
,26/09/2019,15.55,Other,840,860,850
,29/09/2019,15.6,Other,840,860,850
,30/09/2019,15.65,Other,840,860,850
Balurghat,01/09/2019,4.1,Local,800,850,840
,02/09/2019,4.3,Local,830,870,850
,03/09/2019,4.5,Local,820,850,840
,04/09/2019,4.8,Local,800,870,840
,06/09/2019,5,Local,780,830,800
,08/09/2019,4.8,Local,800,850,830
,09/09/2019,4.9,Local,780,820,800
,10/09/2019,5,Local,780,820,800
,11/09/2019,5.1,Local,790,830,810
,12/09/2019,5,Local,800,850,820
,13/09/2019,4.8,Local,800,840,820
,14/09/2019,4.9,Local,780,830,800
