<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a74d82ea5b40ca28d189e424c9b64208789c99fd0f90184aa4d64660103b1862
size 12822
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-01-08,2016-02-20,,,Anomaly,1.1109876680368849,UTTAR PRADESH,KAYAMGANJ
2016-01-29,2016-03-12,,,Anomaly,1.047519283877726,UTTAR PRADESH,SAFDARGANJ
2016-02-22,2016-04-05,Normal,,Anomaly,1.0498950104989502,WEST BENGAL,DURGAPUR
2016-02-22,2016-04-05,Anomaly,,Anomaly,1.120192507160228,UTTAR PRADESH,KAYAMGANJ
2016-02-22,2016-04-05,Normal,,Anomaly,1.0498950104989502,WEST BENGAL,KASIPUR
2016-02-22,2016-04-05,Normal,,Anomaly,1.0498950104989502,WEST BENGAL,KATWA
2016-02-29,2016-04-12,Anomaly,,Normal,1.1109876680368849,UTTAR PRADESH,CHHIBRAMAU(KANNUJ)
2016-02-29,2016-04-12,Anomaly,,Normal,1.1109876680368849,UTTAR PRADESH,RAATH
2016-02-29,2016-04-12,Anomaly,,Normal,1.1109876680368849,UTTAR PRADESH,PRATAPGARH
2016-03-14,2016-04-26,Normal,,Anomaly,0.999904770974193,UTTAR PRADESH,SAFDARGANJ
2016-04-11,2016-05-24,Normal,,Anomaly,1.058698976590989,UTTAR PRADESH,KAYAMGANJ
2016-04-18,2016-05-31,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,DURGAPUR
2016-04-18,2016-05-31,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,KASIPUR
2016-04-18,2016-05-31,Anomaly,,Anomaly,1.0498950104989502,WEST BENGAL,KATWA
2016-05-02,2016-06-14,Anomaly,,Anomaly,0.999904770974193,UTTAR PRADESH,SAFDARGANJ
2016-05-30,2016-07-12,Anomaly,,Anomaly,0.9998889012331964,UTTAR PRADESH,KAYAMGANJ
2016-06-06,2016-07-19,Anomaly,,Normal,1.029310851877267,WEST BENGAL,DURGAPUR
