<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6194af9babb964fb56a2a710ad02f119ae4532dc72f4d921d268da1d06b6207d
size 51683
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,MADHYA PRADESH,BHOPAL,0.0372160830047468,Anomaly,Normal,Normal
2016-01-01,MADHYA PRADESH,GWALIOR,0.0517112066918565,Anomaly,Normal,Normal
2016-01-01,MADHYA PRADESH,INDORE,0.0234143843090199,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,JABALPUR,0.0,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,REWA,0.0,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,KOLKATA,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,PURULIA,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,RAIGANJ,0.0,Normal,Normal,Normal
2016-01-01,WEST BENGAL,SILIGURI,0.0,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,BHOPAL,0.0,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,GWALIOR,0.0061827380104873,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,INDORE,0.0075275351686194,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,JABALPUR,0.0066006537763012,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,REWA,0.007604099885201,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,KOLKATA,0.0154302716536805,Anomaly,Normal,Normal
2016-02-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,PURULIA,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,RAIGANJ,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,SILIGURI,0.0154302716536805,Anomaly,Normal,Normal
2016-03-01,MADHYA PRADESH,BHOPAL,0.0091286849470673,Anomaly,Normal,Normal
2016-03-01,MADHYA PRADESH,GWALIOR,0.0,Normal,Normal,Normal
2016-03-01,MADHYA PRADESH,INDORE,0.0100161387982166,Anomaly,Normal,Normal
2016-03-01,MADHYA PRADESH,JABALPUR,0.0,Normal,Normal,Normal
2016-03-01,MADHYA PRADESH,REWA,0.0,Normal,Normal,Normal
2016-03-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-03-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-03-01,WEST BENGAL,KOLKATA,0.0095000810404634,Anomaly,Normal,Normal
2016-03-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-03-01,WEST BENGAL,PURULIA,0.0,Normal,Normal,Normal
2016-03-01,WEST BENGAL,RAIGANJ,0.0,Normal,Normal,Normal
2016-03-01,WEST BENGAL,SILIGURI,0.0095000810404634,Anomaly,Normal,Normal
2016-04-01,MADHYA PRADESH,BHOPAL,0.0336455765138134,Normal,Anomaly,Normal
2016-04-01,MADHYA PRADESH,GWALIOR,0.0801021577073121,Anomaly,Anomaly,Normal
2016-04-01,MADHYA PRADESH,INDORE,0.0306484452369293,Normal,Anomaly,Normal
2016-04-01,MADHYA PRADESH,JABALPUR,0.0171563613227144,Normal,Anomaly,Normal
2016-04-01,MADHYA PRADESH,REWA,0.0888739771720243,Anomaly,Anomaly,Normal
2016-04-01,MADHYA PRADESH,SAGAR,0.0239399382182811,Normal,Anomaly,Normal
2016-04-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,KOLKATA,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,PURULIA,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,RAIGANJ,0.0,Normal,Normal,Normal
2016-04-01,WEST BENGAL,SILIGURI,0.0,Normal,Normal,Normal
2016-05-01,MADHYA PRADESH,BHOPAL,0.024761651264876,Anomaly,Normal,Normal
2016-05-01,MADHYA PRADESH,GWALIOR,0.022766297620671,Normal,Normal,Normal
2016-05-01,MADHYA PRADESH,INDORE,0.0294874627684795,Anomaly,Normal,Normal
2016-05-01,MADHYA PRADESH,JABALPUR,0.0195370289955653,Normal,Normal,Normal
2016-05-01,MADHYA PRADESH,REWA,0.0,Normal,Normal,Normal
2016-05-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-05-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-05-01,WEST BENGAL,KOLKATA,0.0229155967830703,Normal,Normal,Normal
2016-05-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-05-01,WEST BENGAL,PURULIA,0.0,Normal,Normal,Normal
2016-05-01,WEST BENGAL,RAIGANJ,0.0,Normal,Normal,Normal
2016-05-01,WEST BENGAL,SILIGURI,0.0229155967830703,Normal,Normal,Normal
2016-06-01,MADHYA PRADESH,BHOPAL,0.0362597587335881,Anomaly,Anomaly,Normal
2016-06-01,MADHYA PRADESH,GWALIOR,0.0288225347134562,Normal,Anomaly,Normal
2016-06-01,MADHYA PRADESH,INDORE,0.0073530267359666,Normal,Normal,Normal
2016-06-01,MADHYA PRADESH,JABALPUR,0.0129919667570071,Normal,Normal,Normal
2016-06-01,MADHYA PRADESH,REWA,0.0,Normal,Normal,Normal
2016-06-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-06-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-06-01,WEST BENGAL,KOLKATA,0.0380970983111131,Anomaly,Anomaly,Normal
2016-06-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-06-01,WEST BENGAL,PURULIA,0.0146999486872984,Normal,Normal,Normal
2016-06-01,WEST BENGAL,RAIGANJ,0.0293279616638039,Normal,Anomaly,Normal
2016-06-01,WEST BENGAL,SILIGURI,0.0380970983111131,Anomaly,Anomaly,Normal
2016-07-01,MADHYA PRADESH,BHOPAL,0.0,Normal,Normal,Normal
2016-07-01,MADHYA PRADESH,GWALIOR,0.0100814082292227,Normal,Normal,Normal
2016-07-01,MADHYA PRADESH,INDORE,0.0038578268153547,Normal,Normal,Normal
2016-07-01,MADHYA PRADESH,JABALPUR,0.0,Normal,Normal,Normal
2016-07-01,MADHYA PRADESH,REWA,0.0,Normal,Normal,Normal
2016-07-01,MADHYA PRADESH,SAGAR,0.0,Normal,Normal,Normal
2016-07-01,WEST BENGAL,KHARAGPUR,0.0,Normal,Normal,Normal
2016-07-01,WEST BENGAL,KOLKATA,0.0,Normal,Normal,Normal
2016-07-01,WEST BENGAL,MALDA,0.0,Normal,Normal,Normal
2016-07-01,WEST BENGAL,PURULIA,0.0224316235245459,Anomaly,Normal,Normal
2016-07-01,WEST BENGAL,RAIGANJ,0.0297656605721459,Anomaly,Normal,Normal
2016-07-01,WEST BENGAL,SILIGURI,0.0,Normal,Normal,Normal
2016-08-01,MADHYA PRADESH,BHOPAL,0.0174790595400176,Normal,Anomaly,Normal
