<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a439687d6868c345cb59a74b6cadffda7a93a43c4c6df3bc5fd62ebf375c8637
size 37559
=======
DATE,MANDINAME,STATENAME,VOLATILITY
2016-01-01,CHINTAMANI,KARNATAKA,0.7393277015363505
2016-01-01,MULABAGILU,KARNATAKA,0.6334639395027178
2016-01-01,SRINIVASAPUR,KARNATAKA,0.6138349494972258
2016-01-01,MYSORE (BANDIPALYA),KARNATAKA,0.6135775664943864
2016-01-01,CHICKKABALLAPURA,KARNATAKA,0.5267403841778127
2016-01-01,PUNE,MAHARASHTRA,0.3782277140437419
2016-01-01,AVERAGE,,0.28852770593548716
2016-01-01,AZADPUR,NCT OF DELHI,0.2066171895823659
2016-01-01,FAIZABAD,UTTAR PRADESH,0.1851253182871891
2016-01-01,LUCKNOW,UTTAR PRADESH,0.164151963286354
2016-01-01,BARABANKI,UTTAR PRADESH,0.1257189913237327
2016-02-01,MULABAGILU,KARNATAKA,0.3823424198377531
2016-02-01,CHINTAMANI,KARNATAKA,0.3280625271108446
2016-02-01,PUNE,MAHARASHTRA,0.3080342273261136
2016-02-01,SRINIVASAPUR,KARNATAKA,0.2498920348081417
2016-02-01,MYSORE (BANDIPALYA),KARNATAKA,0.2476630135495881
2016-02-01,AZADPUR,NCT OF DELHI,0.204027465628807
2016-02-01,FAIZABAD,UTTAR PRADESH,0.202368827539053
2016-02-01,AVERAGE,,0.16888359119644036
2016-02-01,KANPUR(GRAIN),UTTAR PRADESH,0.1529790291013062
2016-02-01,PUKHRAYAN,UTTAR PRADESH,0.1477253068385008
2016-02-01,CHICKKABALLAPURA,KARNATAKA,0.1241327585107016
2016-03-01,AZADPUR,NCT OF DELHI,0.2520968812295854
2016-03-01,BARABANKI,UTTAR PRADESH,0.2271330265835345
2016-03-01,CHINTAMANI,KARNATAKA,0.2182156362279023
2016-03-01,SRINIVASAPUR,KARNATAKA,0.2176909875665811
2016-03-01,MYSORE (BANDIPALYA),KARNATAKA,0.2104127286255004
2016-03-01,KANNAUJ,UTTAR PRADESH,0.1825663783982045
2016-03-01,MULABAGILU,KARNATAKA,0.1534609213687679
2016-03-01,GONDA,UTTAR PRADESH,0.1436994823146897
2016-03-01,AVERAGE,,0.14228797082500577
2016-03-01,PUKHRAYAN,UTTAR PRADESH,0.1289663031083805
2016-03-01,FAIZABAD,UTTAR PRADESH,0.1105046682608709
2016-04-01,MULABAGILU,KARNATAKA,0.4856476107981527
2016-04-01,CHINTAMANI,KARNATAKA,0.4368774701729022
2016-04-01,SRINIVASAPUR,KARNATAKA,0.4112412943538552
2016-04-01,MYSORE (BANDIPALYA),KARNATAKA,0.4106378769655447
2016-04-01,PUNE,MAHARASHTRA,0.3819401030456992
2016-04-01,CHICKKABALLAPURA,KARNATAKA,0.2972670590815943
2016-04-01,AZADPUR,NCT OF DELHI,0.2509347338218443
2016-04-01,FAIZABAD,UTTAR PRADESH,0.2345267505305712
2016-04-01,AVERAGE,,0.21173848133403145
2016-04-01,LUCKNOW,UTTAR PRADESH,0.1337795226408139
2016-04-01,GONDA,UTTAR PRADESH,0.1063541628005967
2016-05-01,PUNE,MAHARASHTRA,0.3229993518194186
2016-05-01,CHINTAMANI,KARNATAKA,0.2465908911527007
2016-05-01,CHICKKABALLAPURA,KARNATAKA,0.2423183956052305
2016-05-01,AZADPUR,NCT OF DELHI,0.1774944583255956
2016-05-01,MYSORE (BANDIPALYA),KARNATAKA,0.1746568949188244
2016-05-01,MULABAGILU,KARNATAKA,0.1709990831815152
2016-05-01,SRINIVASAPUR,KARNATAKA,0.1600492603816202
2016-05-01,KANPUR(GRAIN),UTTAR PRADESH,0.1596255628170917
2016-05-01,AVERAGE,,0.14346864649638053
2016-05-01,BARABANKI,UTTAR PRADESH,0.1213028467583961
2016-05-01,PUKHRAYAN,UTTAR PRADESH,0.1135164356071444
2016-06-01,KANPUR(GRAIN),UTTAR PRADESH,0.4467850342012439
2016-06-01,KANNAUJ,UTTAR PRADESH,0.4394904195624281
2016-06-01,AURAIYA,UTTAR PRADESH,0.3923156002471302
2016-06-01,AZADPUR,NCT OF DELHI,0.3856500244701024
