<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:292616298a93e36b5460ebcb9d3c1418bdff3ddb11b961a0baa0a63e61cc9011
size 3852
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.07185012779600826,Normal,Normal,Normal
2016-02-01,0.1390509383111098,Normal,Normal,Normal
2016-03-01,0.054890776524757316,Normal,Normal,Normal
2016-04-01,0.04326122674573375,Normal,Normal,Normal
2016-05-01,0.03278035265334259,Normal,Normal,Normal
2016-06-01,0.044015075040900464,Normal,Normal,Normal
2016-07-01,0.0497993799716092,Normal,Normal,Normal
2016-08-01,0.058715156440496526,Normal,Normal,Normal
2016-09-01,0.05146708766704584,Normal,Normal,Normal
2016-10-01,0.0230363287009872,Normal,Normal,Normal
2016-11-01,0.16226926128852928,Normal,Anomaly,Normal
2016-12-01,0.14796949591513905,Normal,Normal,Normal
2017-01-01,0.0425007659244709,Normal,Normal,Normal
2017-02-01,0.06501760172045608,Normal,Normal,Normal
2017-03-01,0.04671526046876566,Normal,Normal,Normal
2017-04-01,0.0519253160106238,Normal,Normal,Normal
2017-05-01,0.04067527857196657,Normal,Normal,Normal
2017-06-01,0.06878962545695108,Normal,Normal,Normal
2017-07-01,0.08158341353785785,Normal,Normal,Normal
2017-08-01,0.04803499678544585,Normal,Normal,Normal
2017-09-01,0.04597280898051628,Normal,Normal,Normal
2017-10-01,0.07504593986356876,Normal,Normal,Normal
2017-11-01,0.060817812599859,Normal,Normal,Normal
2017-12-01,0.19717335004052472,Normal,Anomaly,Normal
2018-01-01,0.03387838908528738,Normal,Normal,Normal
2018-02-01,0.08354335805228646,Normal,Normal,Normal
2018-03-01,0.09738306307781383,Normal,Normal,Normal
2018-04-01,0.1306605992906419,Normal,Normal,Anomaly
2018-05-01,0.03461395385175006,Normal,Normal,Normal
2018-06-01,0.032902146853045725,Normal,Normal,Normal
2018-07-01,0.029132693621948823,Normal,Normal,Normal
2018-08-01,0.035712121331740086,Normal,Normal,Normal
2018-09-01,0.033500283423073283,Normal,Normal,Normal
2018-10-01,0.05518551566776965,Normal,Normal,Normal
2018-11-01,0.05908973956650259,Normal,Normal,Normal
2018-12-01,0.16784982939052684,Normal,Normal,Normal
2019-01-01,0.05245209509283394,Normal,Normal,Normal
2019-02-01,0.048370989576674364,Normal,Normal,Normal
2019-03-01,0.08313213398354605,Normal,Normal,Normal
2019-04-01,0.07288098156673523,Normal,Normal,Normal
2019-05-01,0.06745391097812381,Normal,Normal,Normal
2019-06-01,0.02124381123418627,Normal,Normal,Normal
2019-07-01,0.044743243136494484,Normal,Normal,Normal
2019-08-01,0.04804043690643929,Normal,Normal,Normal
2019-09-01,0.07126994928488703,Normal,Normal,Normal
2019-10-01,0.0823627608789332,Normal,Normal,Normal
2019-11-01,0.08952487849918325,Normal,Normal,Normal
2019-12-01,0.133618842835002,Normal,Normal,Normal
2020-01-01,0.11662117478102454,Normal,Normal,Normal
2020-02-01,0.08458425526601586,Normal,Normal,Normal
2020-03-01,0.0723942314283697,Normal,Normal,Normal
2020-04-01,0.023463510945940375,Normal,Normal,Normal
2020-05-01,0.0552872709576717,Normal,Normal,Normal
2020-06-01,0.0759748060291438,Normal,Normal,Normal
2020-07-01,0.06086737474730535,Normal,Normal,Normal
2020-08-01,0.032386007411553695,Normal,Normal,Normal
2020-09-01,0.008276256501328186,Normal,Normal,Normal
2020-10-01,0.07167249681908006,Normal,Normal,Normal
2020-11-01,0.03815582163514747,Normal,Normal,Normal
2020-12-01,0.4203149342489424,Anomaly,Anomaly,Anomaly
2021-01-01,0.15946652196334166,Normal,Normal,Normal
2021-02-01,0.06375615529777477,Normal,Normal,Normal
2021-03-01,0.05277972891855079,Normal,Normal,Normal
2021-04-01,0.08162027496114149,Normal,Normal,Normal
2021-05-01,0.07438800055929648,Normal,Normal,Normal
2021-06-01,0.034042399944189505,Normal,Normal,Normal
2021-07-01,0.03158226056288977,Normal,Normal,Normal
2021-08-01,0.0634618632934188,Normal,Normal,Normal
2021-09-01,0.01882491958076359,Normal,Normal,Normal
2021-10-01,0.2253142267412241,Anomaly,Anomaly,Anomaly
2021-11-01,0.19538599396102369,Anomaly,Anomaly,Anomaly
2021-12-01,0.18151240028438287,Anomaly,Normal,Anomaly
2022-01-01,0.008613076954450778,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
