<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fb9fa22f7f919abd35f93c2d4a8e72c911fe3cf57db4975f10195209daf31333
size 3863
=======
DATE,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,0.05808201333643868,Normal,Normal,Normal
2016-02-01,0.173648783765741,Normal,Anomaly,Normal
2016-03-01,0.10527932291270213,Anomaly,Normal,Normal
2016-04-01,0.05579309211265012,Normal,Normal,Normal
2016-05-01,0.05635995765809972,Normal,Normal,Normal
2016-06-01,0.01889000135198119,Normal,Normal,Normal
2016-07-01,0.01467548553032494,Normal,Normal,Normal
2016-08-01,0.010819412688965442,Normal,Normal,Normal
2016-09-01,0.04062895277495679,Normal,Normal,Normal
2016-10-01,0.028641804308147438,Normal,Normal,Normal
2016-11-01,0.15642734056429553,Normal,Anomaly,Normal
2016-12-01,0.16765960758931012,Normal,Normal,Normal
2017-01-01,0.1282158908022946,Normal,Normal,Normal
2017-02-01,0.04455378215402777,Normal,Normal,Normal
2017-03-01,0.054111484503595916,Normal,Normal,Normal
2017-04-01,0.08856846206219902,Normal,Normal,Normal
2017-05-01,0.02390731784989381,Normal,Normal,Normal
2017-06-01,0.01972056645057236,Normal,Normal,Normal
2017-07-01,0.032241736575227775,Normal,Normal,Normal
2017-08-01,0.016523025315747314,Normal,Normal,Normal
2017-09-01,0.030244452247996857,Normal,Normal,Normal
2017-10-01,0.05815802316455058,Normal,Normal,Normal
2017-11-01,0.02954308496310071,Normal,Normal,Normal
2017-12-01,0.14875315836642622,Normal,Normal,Normal
2018-01-01,0.08481266790514948,Normal,Normal,Normal
2018-02-01,0.24963754621208264,Anomaly,Anomaly,Anomaly
2018-03-01,0.11344337686018036,Normal,Normal,Normal
2018-04-01,0.0554820396608473,Normal,Normal,Normal
2018-05-01,0.04897367598246378,Normal,Normal,Normal
2018-06-01,0.010274012034703756,Normal,Normal,Normal
2018-07-01,0.021950478945247383,Normal,Normal,Normal
2018-08-01,0.008507587601953023,Normal,Normal,Normal
2018-09-01,0.012939259800836609,Normal,Normal,Normal
2018-10-01,0.231751124874024,Anomaly,Anomaly,Anomaly
2018-11-01,0.14613607607099954,Normal,Anomaly,Anomaly
2018-12-01,0.1040442558902387,Normal,Normal,Normal
2019-01-01,0.1043355278373389,Normal,Normal,Normal
2019-02-01,0.07730895639612867,Normal,Normal,Normal
2019-03-01,0.21432822374635185,Anomaly,Anomaly,Anomaly
2019-04-01,0.0988733619130968,Normal,Normal,Normal
2019-05-01,0.027778085580481875,Normal,Normal,Normal
2019-06-01,0.0732199007287768,Normal,Normal,Normal
2019-07-01,0.03261721261446937,Normal,Normal,Normal
2019-08-01,0.00872683286552434,Normal,Normal,Normal
2019-09-01,0.010740668762313242,Normal,Normal,Normal
2019-10-01,0.12027983684104268,Normal,Normal,Normal
2019-11-01,0.05848617133972631,Normal,Normal,Normal
2019-12-01,0.126249857836936,Normal,Normal,Normal
2020-01-01,0.1553135102759811,Normal,Normal,Normal
2020-02-01,0.12623829171515905,Normal,Normal,Normal
2020-03-01,0.08816589383706384,Normal,Normal,Normal
2020-04-01,0.09890011390853838,Normal,Normal,Normal
2020-05-01,0.038597386162995496,Normal,Normal,Normal
2020-06-01,0.02393387266453454,Normal,Normal,Normal
2020-07-01,0.04873809096194222,Normal,Normal,Normal
2020-08-01,0.05522342419764385,Normal,Normal,Normal
2020-09-01,0.024402241541713717,Normal,Normal,Normal
2020-10-01,0.03528417265024537,Normal,Normal,Normal
2020-11-01,0.04680796284282058,Normal,Normal,Normal
2020-12-01,0.2355008416942521,Normal,Anomaly,Anomaly
2021-01-01,0.4667668987826717,Anomaly,Anomaly,Anomaly
2021-02-01,0.06064633723112735,Normal,Normal,Normal
2021-03-01,0.07522383222767115,Normal,Normal,Normal
2021-04-01,0.07872212648734964,Normal,Normal,Normal
2021-05-01,0.03118303989357629,Normal,Normal,Normal
2021-06-01,0.03679349358350557,Normal,Normal,Normal
2021-07-01,0.04375559543887966,Normal,Normal,Normal
2021-08-01,0.016863663426226243,Normal,Normal,Normal
2021-09-01,0.012266248002494248,Normal,Normal,Normal
2021-10-01,0.15501238332827433,Normal,Anomaly,Normal
2021-11-01,0.09038157187377577,Normal,Normal,Normal
2021-12-01,0.1014324968241536,Normal,Normal,Normal
2022-01-01,0.0076741360130051705,Normal,Normal,Normal
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
