<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:7c818d3334152f04eda3d33451a33ca2a663f40ed73f3d947244406547230f2b
size 127076
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),0.0,Normal,Normal,Normal
2016-01-01,GUJARAT,BHARUCH,0.0,Normal,Normal,Normal
2016-01-01,GUJARAT,VADHVAN,0.0,Normal,Normal,Normal
2016-01-01,HIMACHAL PRADESH,BHUNTAR,0.0,Normal,Normal,Normal
2016-01-01,HIMACHAL PRADESH,KULLU,0.0,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,INDORE(F&V),0.042074250986717014,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,LASHKAR(F&V),0.0,Normal,Normal,Normal
2016-01-01,MADHYA PRADESH,SANWER,0.042074250986717014,Normal,Normal,Normal
2016-01-01,NCT OF DELHI,AZADPUR,0.0,Normal,Normal,Normal
2016-01-01,PUNJAB,AJNALA,0.0336780451328377,Normal,Normal,Normal
2016-01-01,PUNJAB,BARNALA,0.011368496095412376,Normal,Normal,Normal
2016-01-01,PUNJAB,MALERKOTLA,0.011368496095412376,Normal,Normal,Normal
2016-01-01,PUNJAB,SANGRUR,0.011368496095412376,Normal,Normal,Normal
2016-01-01,PUNJAB,ZIRA,0.0336780451328377,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,BARABANKI,0.10411487525705254,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,BASTI,0.02102398058523203,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,FAIZABAD,0.1041148751616152,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,FIROZABAD,0.13298407353538524,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,JALAUN,0.0,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,LAKHIMPUR,0.1041148751616152,Anomaly,Normal,Normal
2016-01-01,UTTAR PRADESH,LUCKNOW,0.1041148751616152,Anomaly,Normal,Normal
2016-01-01,WEST BENGAL,BISHNUPUR(BANKURA),0.048142165987430735,Normal,Normal,Normal
2016-01-01,WEST BENGAL,DURGAPUR,0.048142165987430735,Normal,Normal,Normal
2016-01-01,WEST BENGAL,ISLAMPUR,0.1035183528786855,Anomaly,Normal,Normal
2016-01-01,WEST BENGAL,KALYANI,0.048142165987430735,Normal,Normal,Normal
2016-01-01,WEST BENGAL,KATWA,0.048142165987430735,Normal,Normal,Normal
2016-01-01,WEST BENGAL,SHEORAPHULY,0.048142165987430735,Normal,Normal,Normal
2016-01-01,WEST BENGAL,ULUBERIA,0.048142165987430735,Normal,Normal,Normal
2016-02-01,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),0.0,Normal,Normal,Normal
2016-02-01,GUJARAT,BHARUCH,0.0,Normal,Normal,Normal
2016-02-01,GUJARAT,VADHVAN,0.0,Normal,Normal,Normal
2016-02-01,HIMACHAL PRADESH,BHUNTAR,0.0,Normal,Normal,Normal
2016-02-01,HIMACHAL PRADESH,KULLU,0.0,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,INDORE(F&V),0.06297885311349992,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,LASHKAR(F&V),0.0,Normal,Normal,Normal
2016-02-01,MADHYA PRADESH,SANWER,0.06297885311349992,Normal,Normal,Normal
2016-02-01,NCT OF DELHI,AZADPUR,0.050589423181027146,Normal,Normal,Normal
2016-02-01,PUNJAB,AJNALA,0.04620697807217892,Normal,Normal,Normal
2016-02-01,PUNJAB,BARNALA,0.07615159292703011,Normal,Normal,Normal
2016-02-01,PUNJAB,MALERKOTLA,0.07615159292703011,Normal,Normal,Normal
2016-02-01,PUNJAB,SANGRUR,0.07615159292703011,Normal,Normal,Normal
2016-02-01,PUNJAB,ZIRA,0.04620697807217892,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BARABANKI,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BASTI,0.1013255877095106,Anomaly,Anomaly,Normal
2016-02-01,UTTAR PRADESH,FAIZABAD,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,FIROZABAD,0.21938767372197635,Anomaly,Anomaly,Normal
2016-02-01,UTTAR PRADESH,JALAUN,0.1056415689654145,Anomaly,Anomaly,Normal
2016-02-01,UTTAR PRADESH,LAKHIMPUR,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,LUCKNOW,0.0,Normal,Normal,Normal
2016-02-01,WEST BENGAL,BISHNUPUR(BANKURA),0.04903682512369115,Normal,Normal,Normal
2016-02-01,WEST BENGAL,DURGAPUR,0.04903682512369115,Normal,Normal,Normal
2016-02-01,WEST BENGAL,ISLAMPUR,0.091164504270036,Anomaly,Anomaly,Normal
2016-02-01,WEST BENGAL,KALYANI,0.04903682512369115,Normal,Normal,Normal
2016-02-01,WEST BENGAL,KATWA,0.04903682512369115,Normal,Normal,Normal
2016-02-01,WEST BENGAL,SHEORAPHULY,0.04903682512369115,Normal,Normal,Normal
2016-02-01,WEST BENGAL,ULUBERIA,0.04903682512369115,Normal,Normal,Normal
2016-03-01,GUJARAT,AHMEDABAD(CHIMANBHAI PATAL MARKET VASANA),0.0,Normal,Normal,Normal
2016-03-01,GUJARAT,BHARUCH,0.0,Normal,Normal,Normal
2016-03-01,GUJARAT,VADHVAN,0.0,Normal,Normal,Normal
