<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4f9eda5035091c451b5e23b9e3c78845b4ec7c54c9bc66145ea01732ee832eed
size 5220
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),178,70,248
1.0,WEST BENGAL_DURGAPUR,39,209,248
1.0,WEST BENGAL_KATWA,10,238,248
1.1,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),171,77,248
1.1,WEST BENGAL_DURGAPUR,17,231,248
1.1,WEST BENGAL_KATWA,10,238,248
1.2000000000000002,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),157,91,248
1.2000000000000002,WEST BENGAL_DURGAPUR,2,246,248
1.2000000000000002,WEST BENGAL_KATWA,9,239,248
1.25,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),153,95,248
1.25,WEST BENGAL_DURGAPUR,1,247,248
1.25,WEST BENGAL_KATWA,9,239,248
1.3000000000000003,WEST BENGAL_KATWA,9,239,248
1.3000000000000003,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),138,110,248
1.3000000000000003,WEST BENGAL_DURGAPUR,1,247,248
1.4000000000000004,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),120,128,248
1.4000000000000004,WEST BENGAL_DURGAPUR,0,248,248
1.4000000000000004,WEST BENGAL_KATWA,8,240,248
1.5,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),96,152,248
1.5,WEST BENGAL_DURGAPUR,0,248,248
1.5,WEST BENGAL_KATWA,8,240,248
1.5000000000000004,WEST BENGAL_KATWA,8,240,248
1.5000000000000004,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),96,152,248
1.5000000000000004,WEST BENGAL_DURGAPUR,0,248,248
1.6000000000000005,WEST BENGAL_KATWA,8,240,248
1.6000000000000005,WEST BENGAL_DURGAPUR,0,248,248
1.6000000000000005,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),73,175,248
1.7000000000000006,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),56,192,248
1.7000000000000006,WEST BENGAL_DURGAPUR,0,248,248
1.7000000000000006,WEST BENGAL_KATWA,8,240,248
1.75,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),43,205,248
1.75,WEST BENGAL_DURGAPUR,0,248,248
1.75,WEST BENGAL_KATWA,7,241,248
1.8000000000000007,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),26,222,248
1.8000000000000007,WEST BENGAL_DURGAPUR,0,248,248
1.8000000000000007,WEST BENGAL_KATWA,5,243,248
1.9000000000000008,WEST BENGAL_DURGAPUR,0,248,248
1.9000000000000008,WEST BENGAL_KATWA,4,244,248
1.9000000000000008,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),10,238,248
2.0,UTTAR PRADESH_CHHIBRAMAU(KANNUJ),7,241,248
2.0,WEST BENGAL_DURGAPUR,0,248,248
