<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:e4d4da179da6bd3cda3706281fee015b25cd98a7f9676ee5ebc3184a2cc153ab
size 6594
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,KARNATAKA_BANGALORE,181,67,248
1.0,MAHARASHTRA_LASALGAON,161,87,248
1.0,UTTAR PRADESH_LUCKNOW,23,225,248
1.0,NCT OF DELHI_AZADPUR,166,82,248
1.1,KARNATAKA_BANGALORE,169,79,248
1.1,MAHARASHTRA_LASALGAON,148,100,248
1.1,UTTAR PRADESH_LUCKNOW,12,236,248
1.1,NCT OF DELHI_AZADPUR,139,109,248
1.2000000000000002,NCT OF DELHI_AZADPUR,100,148,248
1.2000000000000002,UTTAR PRADESH_LUCKNOW,4,244,248
1.2000000000000002,KARNATAKA_BANGALORE,162,86,248
1.2000000000000002,MAHARASHTRA_LASALGAON,136,112,248
1.25,KARNATAKA_BANGALORE,150,98,248
1.25,MAHARASHTRA_LASALGAON,127,121,248
1.25,UTTAR PRADESH_LUCKNOW,4,244,248
1.25,NCT OF DELHI_AZADPUR,84,164,248
1.3000000000000003,NCT OF DELHI_AZADPUR,72,176,248
1.3000000000000003,UTTAR PRADESH_LUCKNOW,3,245,248
1.3000000000000003,KARNATAKA_BANGALORE,145,103,248
1.3000000000000003,MAHARASHTRA_LASALGAON,115,133,248
1.4000000000000004,KARNATAKA_BANGALORE,125,123,248
1.4000000000000004,MAHARASHTRA_LASALGAON,96,152,248
1.4000000000000004,UTTAR PRADESH_LUCKNOW,2,246,248
1.4000000000000004,NCT OF DELHI_AZADPUR,41,207,248
1.5,KARNATAKA_BANGALORE,102,146,248
1.5,MAHARASHTRA_LASALGAON,74,174,248
1.5,UTTAR PRADESH_LUCKNOW,1,247,248
1.5,NCT OF DELHI_AZADPUR,22,226,248
1.5000000000000004,NCT OF DELHI_AZADPUR,22,226,248
1.5000000000000004,KARNATAKA_BANGALORE,102,146,248
1.5000000000000004,MAHARASHTRA_LASALGAON,74,174,248
1.5000000000000004,UTTAR PRADESH_LUCKNOW,1,247,248
1.6000000000000005,NCT OF DELHI_AZADPUR,16,232,248
1.6000000000000005,UTTAR PRADESH_LUCKNOW,1,247,248
1.6000000000000005,KARNATAKA_BANGALORE,90,158,248
1.6000000000000005,MAHARASHTRA_LASALGAON,54,194,248
1.7000000000000006,KARNATAKA_BANGALORE,77,171,248
1.7000000000000006,MAHARASHTRA_LASALGAON,38,210,248
1.7000000000000006,UTTAR PRADESH_LUCKNOW,1,247,248
1.7000000000000006,NCT OF DELHI_AZADPUR,13,235,248
1.75,KARNATAKA_BANGALORE,77,171,248
1.75,MAHARASHTRA_LASALGAON,31,217,248
1.75,UTTAR PRADESH_LUCKNOW,1,247,248
1.75,NCT OF DELHI_AZADPUR,13,235,248
1.8000000000000007,KARNATAKA_BANGALORE,70,178,248
1.8000000000000007,MAHARASHTRA_LASALGAON,26,222,248
1.8000000000000007,UTTAR PRADESH_LUCKNOW,0,248,248
1.8000000000000007,NCT OF DELHI_AZADPUR,12,236,248
1.9000000000000008,NCT OF DELHI_AZADPUR,11,237,248
1.9000000000000008,UTTAR PRADESH_LUCKNOW,0,248,248
1.9000000000000008,MAHARASHTRA_LASALGAON,22,226,248
1.9000000000000008,KARNATAKA_BANGALORE,67,181,248
2.0,KARNATAKA_BANGALORE,55,193,248
2.0,MAHARASHTRA_LASALGAON,14,234,248
2.0,UTTAR PRADESH_LUCKNOW,0,248,248
2.0,NCT OF DELHI_AZADPUR,10,238,248
2.000000000000001,KARNATAKA_BANGALORE,55,193,248
2.000000000000001,MAHARASHTRA_LASALGAON,14,234,248
2.000000000000001,UTTAR PRADESH_LUCKNOW,0,248,248
2.000000000000001,NCT OF DELHI_AZADPUR,10,238,248
2.100000000000001,KARNATAKA_BANGALORE,44,204,248
2.100000000000001,MAHARASHTRA_LASALGAON,8,240,248
2.100000000000001,UTTAR PRADESH_LUCKNOW,0,248,248
2.100000000000001,NCT OF DELHI_AZADPUR,10,238,248
2.200000000000001,UTTAR PRADESH_LUCKNOW,0,248,248
2.200000000000001,NCT OF DELHI_AZADPUR,10,238,248
2.200000000000001,KARNATAKA_BANGALORE,30,218,248
2.200000000000001,MAHARASHTRA_LASALGAON,6,242,248
2.25,UTTAR PRADESH_LUCKNOW,0,248,248
2.25,NCT OF DELHI_AZADPUR,10,238,248
2.25,KARNATAKA_BANGALORE,24,224,248
2.25,MAHARASHTRA_LASALGAON,2,246,248
2.300000000000001,KARNATAKA_BANGALORE,20,228,248
2.300000000000001,MAHARASHTRA_LASALGAON,2,246,248
2.300000000000001,UTTAR PRADESH_LUCKNOW,0,248,248
2.300000000000001,NCT OF DELHI_AZADPUR,8,240,248
2.4000000000000012,KARNATAKA_BANGALORE,14,234,248
2.4000000000000012,MAHARASHTRA_LASALGAON,1,247,248
2.4000000000000012,UTTAR PRADESH_LUCKNOW,0,248,248
2.4000000000000012,NCT OF DELHI_AZADPUR,6,242,248
2.5,KARNATAKA_BANGALORE,9,239,248
2.5,MAHARASHTRA_LASALGAON,1,247,248
2.5,UTTAR PRADESH_LUCKNOW,0,248,248
2.5,NCT OF DELHI_AZADPUR,5,243,248
2.5000000000000013,UTTAR PRADESH_LUCKNOW,0,248,248
2.5000000000000013,NCT OF DELHI_AZADPUR,5,243,248
2.5000000000000013,KARNATAKA_BANGALORE,9,239,248
2.5000000000000013,MAHARASHTRA_LASALGAON,1,247,248
2.6000000000000014,NCT OF DELHI_AZADPUR,5,243,248
2.6000000000000014,UTTAR PRADESH_LUCKNOW,0,248,248
2.6000000000000014,KARNATAKA_BANGALORE,7,241,248
2.6000000000000014,MAHARASHTRA_LASALGAON,0,248,248
2.7000000000000015,KARNATAKA_BANGALORE,6,242,248
2.7000000000000015,MAHARASHTRA_LASALGAON,0,248,248
2.7000000000000015,UTTAR PRADESH_LUCKNOW,0,248,248
2.7000000000000015,NCT OF DELHI_AZADPUR,4,244,248
2.75,KARNATAKA_BANGALORE,5,243,248
2.75,MAHARASHTRA_LASALGAON,0,248,248
2.75,UTTAR PRADESH_LUCKNOW,0,248,248
2.75,NCT OF DELHI_AZADPUR,2,246,248
2.8000000000000016,NCT OF DELHI_AZADPUR,2,246,248
2.8000000000000016,KARNATAKA_BANGALORE,3,245,248
2.8000000000000016,MAHARASHTRA_LASALGAON,0,248,248
2.8000000000000016,UTTAR PRADESH_LUCKNOW,0,248,248
2.9000000000000017,NCT OF DELHI_AZADPUR,1,247,248
2.9000000000000017,UTTAR PRADESH_LUCKNOW,0,248,248
2.9000000000000017,KARNATAKA_BANGALORE,0,248,248
2.9000000000000017,MAHARASHTRA_LASALGAON,0,248,248
3.0,KARNATAKA_BANGALORE,0,248,248
3.0,MAHARASHTRA_LASALGAON,0,248,248
3.0,UTTAR PRADESH_LUCKNOW,0,248,248
3.0,NCT OF DELHI_AZADPUR,0,248,248
3.0000000000000018,UTTAR PRADESH_LUCKNOW,0,248,248
3.0000000000000018,NCT OF DELHI_AZADPUR,0,248,248
3.0000000000000018,KARNATAKA_BANGALORE,0,248,248
3.0000000000000018,MAHARASHTRA_LASALGAON,0,248,248
3.100000000000002,KARNATAKA_BANGALORE,0,248,248
3.100000000000002,MAHARASHTRA_LASALGAON,0,248,248
3.100000000000002,UTTAR PRADESH_LUCKNOW,0,248,248
3.100000000000002,NCT OF DELHI_AZADPUR,0,248,248
3.200000000000002,KARNATAKA_BANGALORE,0,248,248
3.200000000000002,MAHARASHTRA_LASALGAON,0,248,248
3.200000000000002,UTTAR PRADESH_LUCKNOW,0,248,248
3.200000000000002,NCT OF DELHI_AZADPUR,0,248,248
3.25,NCT OF DELHI_AZADPUR,0,248,248
3.25,UTTAR PRADESH_LUCKNOW,0,248,248
3.25,KARNATAKA_BANGALORE,0,248,248
3.25,MAHARASHTRA_LASALGAON,0,248,248
3.300000000000002,KARNATAKA_BANGALORE,0,248,248
3.300000000000002,MAHARASHTRA_LASALGAON,0,248,248
3.300000000000002,UTTAR PRADESH_LUCKNOW,0,248,248
3.300000000000002,NCT OF DELHI_AZADPUR,0,248,248
3.400000000000002,NCT OF DELHI_AZADPUR,0,248,248
3.400000000000002,KARNATAKA_BANGALORE,0,248,248
3.400000000000002,MAHARASHTRA_LASALGAON,0,248,248
3.400000000000002,UTTAR PRADESH_LUCKNOW,0,248,248
3.5,KARNATAKA_BANGALORE,0,248,248
3.5,MAHARASHTRA_LASALGAON,0,248,248
3.5,UTTAR PRADESH_LUCKNOW,0,248,248
3.5,NCT OF DELHI_AZADPUR,0,248,248
3.500000000000002,MAHARASHTRA_LASALGAON,0,248,248
3.500000000000002,UTTAR PRADESH_LUCKNOW,0,248,248
3.500000000000002,KARNATAKA_BANGALORE,0,248,248
3.500000000000002,NCT OF DELHI_AZADPUR,0,248,248
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
