<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8c3ccc8f2a5a474cceb4a2d750d824517d03add1f1746a9980eeb6b4f3ec33c5
size 4675
=======
K,MANDI,ANOMALY,NORMAL,TOTAL
1.0,PUNJAB_PANCHKULA,64,183,247
1.0,UTTAR PRADESH_AGRA,239,8,247
1.0,WEST BENGAL_KOLKATA,42,205,247
1.1,PUNJAB_PANCHKULA,49,198,247
1.1,UTTAR PRADESH_AGRA,239,8,247
1.1,WEST BENGAL_KOLKATA,38,209,247
1.2000000000000002,PUNJAB_PANCHKULA,39,208,247
1.2000000000000002,UTTAR PRADESH_AGRA,239,8,247
1.2000000000000002,WEST BENGAL_KOLKATA,26,221,247
1.25,PUNJAB_PANCHKULA,35,212,247
1.25,UTTAR PRADESH_AGRA,239,8,247
1.25,WEST BENGAL_KOLKATA,20,227,247
1.3000000000000003,WEST BENGAL_KOLKATA,16,231,247
1.3000000000000003,PUNJAB_PANCHKULA,29,218,247
1.3000000000000003,UTTAR PRADESH_AGRA,238,9,247
1.4000000000000004,PUNJAB_PANCHKULA,23,224,247
1.4000000000000004,UTTAR PRADESH_AGRA,235,12,247
1.4000000000000004,WEST BENGAL_KOLKATA,12,235,247
1.5,PUNJAB_PANCHKULA,23,224,247
1.5,UTTAR PRADESH_AGRA,231,16,247
1.5,WEST BENGAL_KOLKATA,11,236,247
1.5000000000000004,WEST BENGAL_KOLKATA,11,236,247
1.5000000000000004,PUNJAB_PANCHKULA,23,224,247
1.5000000000000004,UTTAR PRADESH_AGRA,231,16,247
1.6000000000000005,WEST BENGAL_KOLKATA,7,240,247
1.6000000000000005,UTTAR PRADESH_AGRA,218,29,247
1.6000000000000005,PUNJAB_PANCHKULA,23,224,247
1.7000000000000006,PUNJAB_PANCHKULA,23,224,247
1.7000000000000006,UTTAR PRADESH_AGRA,195,52,247
1.7000000000000006,WEST BENGAL_KOLKATA,6,241,247
1.75,PUNJAB_PANCHKULA,23,224,247
1.75,UTTAR PRADESH_AGRA,184,63,247
1.75,WEST BENGAL_KOLKATA,6,241,247
1.8000000000000007,PUNJAB_PANCHKULA,23,224,247
1.8000000000000007,UTTAR PRADESH_AGRA,179,68,247
1.8000000000000007,WEST BENGAL_KOLKATA,6,241,247
1.9000000000000008,UTTAR PRADESH_AGRA,162,85,247
1.9000000000000008,WEST BENGAL_KOLKATA,4,243,247
1.9000000000000008,PUNJAB_PANCHKULA,23,224,247
2.0,PUNJAB_PANCHKULA,23,224,247
2.0,UTTAR PRADESH_AGRA,139,108,247
2.0,WEST BENGAL_KOLKATA,4,243,247
2.000000000000001,PUNJAB_PANCHKULA,23,224,247
2.000000000000001,UTTAR PRADESH_AGRA,139,108,247
2.000000000000001,WEST BENGAL_KOLKATA,4,243,247
2.100000000000001,PUNJAB_PANCHKULA,23,224,247
2.100000000000001,UTTAR PRADESH_AGRA,114,133,247
2.100000000000001,WEST BENGAL_KOLKATA,0,247,247
2.200000000000001,WEST BENGAL_KOLKATA,0,247,247
2.200000000000001,PUNJAB_PANCHKULA,22,225,247
2.200000000000001,UTTAR PRADESH_AGRA,90,157,247
2.25,UTTAR PRADESH_AGRA,78,169,247
2.25,WEST BENGAL_KOLKATA,0,247,247
2.25,PUNJAB_PANCHKULA,21,226,247
2.300000000000001,PUNJAB_PANCHKULA,17,230,247
2.300000000000001,UTTAR PRADESH_AGRA,66,181,247
2.300000000000001,WEST BENGAL_KOLKATA,0,247,247
2.4000000000000012,PUNJAB_PANCHKULA,10,237,247
2.4000000000000012,UTTAR PRADESH_AGRA,52,195,247
2.4000000000000012,WEST BENGAL_KOLKATA,0,247,247
2.5,PUNJAB_PANCHKULA,1,246,247
2.5,UTTAR PRADESH_AGRA,39,208,247
2.5,WEST BENGAL_KOLKATA,0,247,247
2.5000000000000013,UTTAR PRADESH_AGRA,39,208,247
2.5000000000000013,WEST BENGAL_KOLKATA,0,247,247
2.5000000000000013,PUNJAB_PANCHKULA,1,246,247
2.6000000000000014,PUNJAB_PANCHKULA,1,246,247
2.6000000000000014,UTTAR PRADESH_AGRA,33,214,247
2.6000000000000014,WEST BENGAL_KOLKATA,0,247,247
2.7000000000000015,PUNJAB_PANCHKULA,1,246,247
2.7000000000000015,UTTAR PRADESH_AGRA,11,236,247
2.7000000000000015,WEST BENGAL_KOLKATA,0,247,247
2.75,PUNJAB_PANCHKULA,1,246,247
2.75,UTTAR PRADESH_AGRA,1,246,247
2.75,WEST BENGAL_KOLKATA,0,247,247
2.8000000000000016,WEST BENGAL_KOLKATA,0,247,247
2.8000000000000016,PUNJAB_PANCHKULA,1,246,247
2.8000000000000016,UTTAR PRADESH_AGRA,0,247,247
2.9000000000000017,WEST BENGAL_KOLKATA,0,247,247
2.9000000000000017,PUNJAB_PANCHKULA,0,247,247
2.9000000000000017,UTTAR PRADESH_AGRA,0,247,247
3.0,PUNJAB_PANCHKULA,0,247,247
3.0,UTTAR PRADESH_AGRA,0,247,247
3.0,WEST BENGAL_KOLKATA,0,247,247
3.0000000000000018,PUNJAB_PANCHKULA,0,247,247
3.0000000000000018,UTTAR PRADESH_AGRA,0,247,247
3.0000000000000018,WEST BENGAL_KOLKATA,0,247,247
3.100000000000002,PUNJAB_PANCHKULA,0,247,247
3.100000000000002,UTTAR PRADESH_AGRA,0,247,247
3.100000000000002,WEST BENGAL_KOLKATA,0,247,247
3.200000000000002,WEST BENGAL_KOLKATA,0,247,247
3.200000000000002,PUNJAB_PANCHKULA,0,247,247
3.200000000000002,UTTAR PRADESH_AGRA,0,247,247
3.25,PUNJAB_PANCHKULA,0,247,247
3.25,UTTAR PRADESH_AGRA,0,247,247
3.25,WEST BENGAL_KOLKATA,0,247,247
3.300000000000002,PUNJAB_PANCHKULA,0,247,247
3.300000000000002,UTTAR PRADESH_AGRA,0,247,247
3.300000000000002,WEST BENGAL_KOLKATA,0,247,247
3.400000000000002,UTTAR PRADESH_AGRA,0,247,247
3.400000000000002,PUNJAB_PANCHKULA,0,247,247
3.400000000000002,WEST BENGAL_KOLKATA,0,247,247
3.5,UTTAR PRADESH_AGRA,0,247,247
3.5,PUNJAB_PANCHKULA,0,247,247
3.5,WEST BENGAL_KOLKATA,0,247,247
3.500000000000002,UTTAR PRADESH_AGRA,0,247,247
3.500000000000002,PUNJAB_PANCHKULA,0,247,247
3.500000000000002,WEST BENGAL_KOLKATA,0,247,247
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
