<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:8bd65cbf2798748fcfbf468aaa6b1815393064dc345d6152ee2c8bf8f1c69fbd
size 5037
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,30,22,21,51,68,61,75,57,36,35,108,100,67,90,96,108,38,225,15,12,15,15
DELHI,27,17,19,57,82,66,85,62,37,30,165,103,77,95,106,NR,42,210,16,17,16,20
HISAR,24,14,18,61,68,68,69,NR,35,42,145,87,85,80,95,NR,33,150,15,9,27,15
KARNAL,20,17,19,50,62,50,72,NR,36,38,118,116,75,95,117,NR,33,NR,13,12,16,14
SHIMLA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MANDI,27,NR,20,51,69,58,76,54,37,24,NR,116,71,75,NR,NR,32,255,14,10,17,20
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,34,18,19,50,72,70,80,63,40,35,160,121,68,95,108,75,37,210,16,16,20,18
AMRITSAR,35,17,19,46,69,46,74,66,39,38,142,93,65,88,96,NR,36,240,19,14,14,14
LUDHIANA,24,15,17,75,74,78,81,80,36,35,120,110,75,90,115,77,40,170,14,15,20,20
BATHINDA,30,16,17,52,67,NR,NR,54,38,33,141,104,68,87,101,NR,40,190,16,15,16,12
LUCKNOW,20,15,17,66,70,71,84,60,36,40,147,110,67,NR,NR,NR,44,228,16,15,20,22
KANPUR,15,15,17,55,70,60,80,58,38,40,115,85,70,NR,NR,NR,NR,190,14,14,15,15
VARANASI,16,15,19,55,65,65,80,50,38,40,125,100,69,NR,NR,NR,36,230,16,14,20,18
AGRA,20,15,17,55,67,55,70,52,35,36,114,90,70,NR,NR,NR,31,240,14,14,15,20
DEHRADUN,19,15,18,46,65,54,80,NR,35,34,124,83,64,88,NR,NR,35,240,16,17,19,20
RAIPUR,20,21,22,64,74,51,69,50,34,30,126,96,74,81,97,74,36,184,8,16,15,7
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,19,19,16,51,65,55,71,40,35,38,130,86,60,86,87,60,44,250,14,15,19,10
RAJKOT,NR,18,21,55,74,55,77,54,34,42,129,72,53,77,83,56,51,260,14,15,9,16
BHOPAL,20,17,19,63,70,54,62,44,38,36,128,77,61,74,78,60,36,165,12,14,11,12
INDORE,25,17,19,50,70,50,73,55,35,35,155,88,68,90,105,NR,42,185,8,18,12,22
GWALIOR,28,16,17,58,61,50,62,44,34,34,170,86,82,80,110,60,32,185,15,20,20,25
JABALPUR,18,15,20,52,67,40,58,45,40,40,150,98,78,82,90,65,45,182,10,15,12,30
MUMBAI,28,26,29,64,72,74,80,60,38,36,132,102,96,96,92,60,46,280,16,20,20,20
