<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:77bdc2be234dca6d4111b98a8a92dc86af221e58449b47ea5f3737266ebc6853
size 4335
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,22,12,18,28,58,70,72,40,29,26,50,59,54,NR,NR,NR,30,245,11,10,14,30
DELHI,23,14,16,35,70,72,79,54,31,24,122,71,63,66,79,NR,37,148,12,11,19,34
HISAR,19,12,14,30,70,62,67,NR,29,28,75,56,53,54,59,NR,30,140,12,8,14,NR
KARNAL,19,12,14,30,69,62,NR,NR,29,26,73,56,56,56,60,NR,31,130,12,10,15,31
SHIMLA,25,16,18,34,73,75,69,58,32,21,87,76,58,NR,NR,NR,NR,130,11,15,19,NR
MANDI,23,NR,16,33,67,69,72,NR,31,16,NR,78,54,NR,NR,NR,NR,NR,11,9,18,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,23,15,16,33,65,NR,NR,NR,31,22,95,80,58,NR,NR,NR,NR,294,12,12,18,NR
AMRITSAR,17,13,15,33,67,69,82,46,30,28,80,75,55,63,65,NR,NR,255,11,12,14,34
LUDHIANA,18,12,15,29,59,65,82,51,31,28,85,72,55,62,60,52,NR,255,11,13,13,25
BATHINDA,18,12,15,29,59,65,82,51,31,28,80,72,55,62,60,52,NR,255,11,11,14,23
LUCKNOW,16,13,15,34,61,64,86,50,30,30,94,65,55,NR,NR,NR,NR,195,12,8,14,NR
KANPUR,14,12,14,28,60,60,60,40,30,29,115,62,50,NR,NR,NR,NR,140,12,8,12,NR
VARANASI,16,13,14,34,65,65,84,44,32,24,92,70,60,NR,NR,NR,NR,180,12,8,14,NR
AGRA,15,13,14,34,65,60,74,58,31,32,94,58,52,NR,NR,NR,NR,200,11,5,12,NR
DEHRADUN,15,13,14,32,64,58,86,NR,30,26,81,61,58,58,NR,NR,37,150,12,10,20,30
RAIPUR,19,16,19,32,62,65,78,46,30,23,97,75,55,64,69,NR,NR,170,10,10,10,NR
AHMEDABAD,15,15,16,30,61,69,79,35,28,30,101,59,56,57,64,50,41,180,12,14,12,38
RAJKOT,18,15,13,30,55,75,70,45,29,24,100,60,51,53,63,50,40,160,12,12,20,30
BHOPAL,18,13,15,30,50,65,50,45,27,32,100,63,50,50,65,50,30,160,8,10,10,30
INDORE,18,14,15,30,55,55,52,54,27,25,94,65,48,48,100,NR,30,135,10,7,10,25
MUMBAI,21,21,24,38,70,79,84,57,30,28,80,80,63,NR,NR,NR,NR,179,12,13,14,NR
NAGPUR,20,17,18,31,58,70,70,44,30,24,90,60,53,NR,NR,NR,NR,130,12,11,13,NR
JAIPUR,22,14,15,28,58,67,52,43,29,23,89,58,50,56,63,NR,NR,120,11,7,12,26
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,21,14,15,33,60,63,65,42,30,24,NR,65,55,61,78,58,NR,150,9,8,13,NR
BHAGALPUR,22,13,15,28,65,66,85,44,30,24,68,75,57,66,82,66,NR,200,8,7,16,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,18,14,15,33,55,70,64,48,30,22,NR,65,54,58,64,56,34,160,11,7,15,24
CUTTACK,18,14,15,33,55,63,68,47,30,22,NR,66,54,57,62,56,32,160,12,7,14,24
SAMBALPUR,18,14,18,32,58,70,65,50,30,22,NR,65,56,60,68,58,32,150,11,8,15,25
KOLKATA,20,NR,16,32,56,70,75,50,30,21,110,65,52,54,65,52,NR,100,8,7,16,NR
SILIGURI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ITANAGAR,22,NR,21,39,NR,83,86,56,35,NR,99,75,70,NR,NR,NR,NR,165,12,13,20,NR
GUWAHATI,17,16,17,32,51,75,65,43,30,26,NR,58,50,48,60,50,NR,110,NR,9,14,NR
SHILLONG,19,NR,19,35,60,70,90,52,33,NR,68,62,62,55,57,55,NR,200,12,8,12,35
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOHIMA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DIMAPUR,18,16,16,35,75,NR,80,45,31,NR,NR,70,70,NR,NR,NR,NR,140,8,10,19,NR
AGARTALA,20,NR,20,35,64,75,NR,56,33,26,NR,74,56,NR,NR,NR,NR,180,12,12,20,NR
VIJAYWADA,18,21,20,32,58,74,67,46,30,29,91,74,53,NR,55,52,38,194,9,13,17,12
BENGALURU,20,21,20,31,60,67,72,NR,28,19,78,NR,58,60,66,58,NR,300,13,19,13,12
DHARWAD,19,20,19,30,63,79,75,NR,28,20,78,NR,56,57,66,54,NR,220,12,15,10,12
T.PURAM,26,20,23,49,58,77,77,55,29,23,72,78,55,64,65,53,34,134,7,19,28,24
CHENNAI,21,22,24,36,67,80,75,46,29,21,90,72,58,NR,64,49,41,240,12,14,15,12
DINDIGUL,21,21,25,38,63,75,84,NR,28,22,82,NR,57,NR,65,49,NR,210,9,16,16,12
THIRUCHIRAPALLI,20,20,24,36,60,74,66,NR,28,24,74,NR,57,NR,65,49,30,235,5,18,16,18
HYDERABAD,19,20,21,32,60,72,77,49,32,29,93,64,55,58,72,52,32,163,7,11,15,15
Average Price,19.31,15.49,17.29,32.76,61.68,69.1,73.49,48.18,30.02,24.9,87.56,67.34,55.88,57.88,66.46,53.38,34.06,179.56,10.66,10.83,15.12,24.21
Maximum Price,26,22,25,49,75,83,90,58,35,32,122,80,70,66,100,66,41,300,13,19,28,38
