<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3dd0e705f9634b711ba142ecf5e2f5a8d6d1ff1896f89d62b06f17fb35d17a15
size 4321
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,22,14,16,35,70,72,74,54,31,24,122,71,60,66,79,NR,38,148,12,16,26,33
HISAR,19,12,14,29,70,62,67,NR,29,28,82,61,58,59,64,NR,30,140,11,9,22,25
KARNAL,19,13,14,30,68,60,NR,NR,30,26,83,61,61,59,61,NR,31,135,12,8,20,25
SHIMLA,25,15,18,34,73,75,66,58,32,21,87,76,58,NR,NR,NR,NR,130,11,20,25,NR
MANDI,23,NR,16,33,71,72,66,47,31,16,NR,78,54,NR,NR,NR,NR,NR,11,14,25,NR
SRINAGAR,22,NR,19,40,86,NR,NR,NR,42,NR,NR,81,65,NR,NR,NR,NR,292,11,15,20,NR
JAMMU,23,15,16,34,65,NR,NR,NR,32,22,97,81,60,NR,NR,NR,NR,293,12,18,24,NR
AMRITSAR,17,14,15,31,67,70,80,44,30,26,78,75,51,63,65,NR,NR,255,11,12,23,17
LUDHIANA,18,12,15,29,59,65,81,51,31,28,85,72,55,62,60,52,NR,255,11,11,14,17
BATHINDA,18,12,15,29,59,65,82,51,31,28,80,72,55,62,60,52,NR,255,11,11,14,17
LUCKNOW,16,13,15,34,61,64,86,50,30,32,94,70,55,NR,NR,NR,NR,205,12,10,20,NR
KANPUR,14,13,14,33,65,62,60,42,31,32,115,65,55,NR,NR,NR,NR,140,12,9,15,NR
VARANASI,15,13,14,32,62,68,72,42,30,28,92,70,60,NR,NR,NR,NR,180,12,9,20,NR
AGRA,15,13,14,34,65,60,74,58,29,32,95,58,52,NR,NR,NR,NR,200,11,5,12,NR
DEHRADUN,15,13,14,32,61,57,82,NR,30,26,81,61,58,58,NR,NR,37,150,12,14,26,26
RAIPUR,19,16,19,33,60,65,60,45,29,23,105,64,60,58,66,NR,NR,170,10,12,22,NR
AHMEDABAD,16,15,16,30,61,72,77,36,28,30,111,66,58,61,64,52,40,180,12,14,22,38
RAJKOT,17,16,13,30,55,75,70,45,29,24,98,60,52,55,63,50,42,160,12,12,20,30
BHOPAL,19,13,15,27,52,58,50,45,29,32,95,68,55,55,72,50,30,160,10,10,17,NR
INDORE,17,14,16,31,56,59,48,43,28,27,96,58,53,50,90,NR,28,135,10,8,18,30
MUMBAI,21,21,25,38,70,81,86,58,30,28,80,80,65,NR,NR,NR,NR,180,12,16,23,NR
NAGPUR,19,17,18,31,54,70,55,43,31,24,92,61,54,NR,NR,NR,NR,130,12,15,23,NR
