<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:3d197639f70921d056086fa991944b84c0dfebd76c1ba74874fb1dd0a3528977
size 5507
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,29,18,21,46,75,60,88,70,36,38,145,90,76,85,100,NR,40,225,15,30,28,27
DELHI,30,19,21,48,80,80,90,80,35,38,146,104,81,88,105,NR,40,205,16,37,32,28
HISAR,24,16,19,38,67,67,77,62,38,44,130,79,85,77,92,NR,35,170,16,22,17,24
KARNAL,23,18,21,41,69,76,88,69,37,40,143,79,87,98,98,NR,38,160,17,25,27,30
PANCHKULA,25,19,24,48,74,70,80,NR,37,45,130,90,75,90,106,NR,48,180,20,25,25,30
GURGAON,28,18,21,46,68,52,74,NR,34,46,143,91,74,87,92,NR,35,180,15,25,25,30
SHIMLA,32,NR,22,46,85,75,90,70,35,30,173,115,87,87,NR,NR,40,180,17,30,30,30
MANDI,30,NR,21,47,82,79,90,78,36,28,NR,112,78,81,NR,NR,35,NR,17,35,28,36
SRINAGAR,26,20,23,65,70,NR,NR,NR,45,34,NR,105,82,NR,NR,NR,NR,328,17,40,30,NR
JAMMU,32,18,21,43,85,82,88,75,40,40,148,114,80,115,126,89,46,232,17,40,30,30
AMRITSAR,32,18,21,51,72,65,90,66,40,38,135,96,71,92,100,NR,42,240,18,34,30,30
LUDHIANA,23,16,18,45,75,75,95,80,35,42,125,90,70,80,100,60,40,175,15,30,26,40
BATHINDA,28,17,21,48,82,96,96,74,37,42,142,103,86,88,NR,NR,48,210,17,27,28,18
LUCKNOW,23,16,20,50,68,86,87,75,35,48,128,90,72,NR,NR,NR,45,225,16,25,30,50
KANPUR,22,17,20,50,75,85,90,75,36,48,115,92,82,NR,NR,NR,40,190,14,28,28,40
VARANASI,28,17,20,46,74,65,90,65,35,40,125,105,69,NR,NR,NR,37,230,16,28,28,35
AGRA,24,16,19,39,76,70,76,70,35,48,83,74,60,NR,NR,NR,30,260,16,35,28,30
DEHRADUN,20,16,20,50,72,82,106,76,35,36,132,84,80,84,128,NR,40,240,17,30,30,35
RAIPUR,26,22,27,40,65,60,85,60,34,38,110,100,80,85,90,80,40,180,10,30,22,20
PANAJI,35,30,27,53,78,NR,105,80,33,44,NR,139,96,93,101,64,48,165,16,38,26,25
AHMEDABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAJKOT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,25,18,20,37,70,70,80,66,35,38,95,78,66,71,80,60,35,250,14,30,20,18
INDORE,26,17,22,38,79,65,88,78,33,37,106,87,68,80,85,NR,38,210,9,35,15,13
GWALIOR,27,16,17,37,64,64,76,62,34,37,145,81,79,76,103,60,32,190,15,25,20,30
JABALPUR,24,17,20,44,65,48,66,54,33,45,107,86,71,78,92,64,31,207,11,24,19,15
REWA,44,16,20,42,72,76,80,64,32,38,125,82,81,82,100,NR,34,NR,16,25,26,28
SAGAR,35,20,20,35,75,85,95,70,33,36,87,93,76,82,104,65,40,200,16,30,20,20
MUMBAI,30,27,31,52,78,81,94,78,38,41,130,97,98,88,81,61,50,250,17,30,30,25
NAGPUR,31,24,24,40,70,63,85,62,34,31,114,101,78,90,100,77,45,220,13,20,19,33
JAIPUR,25,17,21,37,69,58,82,66,35,34,NR,78,64,75,NR,NR,34,160,16,25,22,20
JODHPUR,28,17,21,35,68,64,80,66,35,34,94,78,70,78,90,NR,33,220,15,30,25,25
KOTA,31,18,20,44,70,70,92,60,35,30,92,86,75,86,90,80,34,160,15,25,23,40
PATNA,25,18,20,40,71,73,85,66,35,36,NR,90,62,77,89,69,NR,220,16,25,21,32
BHAGALPUR,30,20,22,40,75,70,90,70,34,36,NR,NR,70,85,90,65,33,250,14,24,20,40
RANCHI,28,21,20,45,75,75,90,65,37,38,120,96,75,91,153,73,40,250,17,25,24,25
BHUBANESHWAR,26,NR,22,44,72,68,94,72,34,32,NR,90,64,84,82,66,38,180,16,26,25,16
CUTTACK,26,NR,23,40,70,64,93,72,35,32,NR,92,66,NR,80,68,37,160,16,27,25,25
SAMBALPUR,25,NR,22,40,73,62,93,71,35,32,NR,85,63,77,88,66,40,200,16,25,22,20
ROURKELA,25,21,24,45,76,67,88,74,36,32,NR,91,65,76,83,66,40,160,16,26,26,20
KOLKATA,27,NR,21,46,74,68,96,70,35,34,110,96,65,80,82,62,40,120,9,20,22,28
SILIGURI,27,19,22,39,68,70,91,69,36,30,189,112,71,82,101,NR,NR,120,10,23,25,55
PORT BLAIR,50,27,44,53,85,NR,NR,84,43,56,131,137,120,NR,112,82,58,240,26,30,38,50
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,27,23,24,41,66,76,92,72,37,44,NR,80,64,80,NR,NR,45,130,6,28,26,55
SHILLONG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AIZAWL,32,NR,33,NR,NR,78,92,83,49,NR,NR,NR,NR,NR,NR,NR,100,NR,20,44,47,80
DIMAPUR,24,18,22,55,90,100,90,80,40,NR,110,93,100,NR,NR,NR,NR,230,12,35,40,50
AGARTALA,32,NR,25,47,56,70,71,75,39,38,NR,108,83,90,NR,NR,34,140,16,28,33,48
VIJAYWADA,27,26,27,47,77,85,98,69,38,39,100,109,70,NR,79,65,42,183,12,31,24,16
VISAKHAPATNAM,25,25,26,50,77,85,95,62,39,36,100,98,64,NR,85,68,41,213,12,32,24,20
BENGALURU,31,29,28,47,79,102,98,NR,34,29,87,NR,64,71,81,61,48,300,14,26,22,14
DHARWAD,28,29,36,51,73,93,100,NR,33,41,110,NR,75,80,79,64,37,235,16,35,17,18
T.PURAM,35,29,29,74,67,78,90,60,35,36,152,132,90,NR,96,74,47,164,12,42,35,27
ERNAKULAM,36,28,28,68,82,75,95,65,37,38,109,127,80,NR,103,68,56,155,14,44,44,24
KOZHIKODE,35,32,45,54,86,95,95,63,35,36,145,135,92,NR,108,70,44,163,10,34,38,14
PUDUCHERRY,30,32,26,50,85,88,105,70,33,26,102,119,86,NR,78,59,50,230,16,36,23,11
CHENNAI,32,32,34,49,83,93,100,79,33,27,104,106,87,NR,85,60,50,220,17,39,28,17
DINDIGUL,32,31,25,48,74,84,95,NR,34,32,102,NR,85,NR,90,65,43,220,14,30,22,12
THIRUCHIRAPALLI,32,30,NR,46,76,84,90,NR,33,29,100,NR,87,NR,90,64,46,220,14,35,22,16
COIMBATORE,32,30,26,45,75,80,92,72,33,27,110,104,67,88,86,62,52,410,17,35,24,15
TIRUNELVELI,31,30,29,46,76,82,94,NR,33,27,118,NR,74,NR,86,64,48,410,16,35,25,18
HYDERABAD,27,29,31,52,79,90,98,67,38,40,100,107,79,81,83,69,50,194,11,32,25,18
Average Price,28.86,21.9,24.09,46.26,74.34,75.43,89.7,70.22,35.9,37.04,120.59,98.19,76.98,83.95,94.61,67.35,42.4,209.98,14.98,30.25,26.34,28.26
Maximum Price,50,32,45,74,90,102,106,84,49,56,189,139,120,115,153,89,100,410,26,44,47,80
Minimum Price,20,16,17,35,56,48,66,54,32,26,83,74,60,71,78,59,30,120,6,20,15,11
Modal Price,32,18,20.5,46,75,70,90,70,35,38,110,90,64,80,90,64,40,220,16,27.5,25,30
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
