<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:cbfa542d71423eefa196019be8efa729a174118882b5d43a1cb5176ba5ef576d
size 10434
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,36,22,23,75,109,109,110,76,37,51,158,135,113,127,138,109,37,213,20,13,42,22
DELHI,29,20,24,68,100,105,110,78,37,46,176,149,121,137,152,113,45,243,19,18,40,24
HISAR,30,22,26,75,105,100,100,85,40,50,NR,NR,NR,NR,NR,NR,40,220,20,20,30,20
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,32,22,26,65,100,100,105,85,40,56,153,142,104,131,137,104,45,210,19,25,40,35
GURGAON,36,25,34,64,96,100,104,70,40,56,186,NR,NR,149,159,129,42,NR,22,NR,NR,NR
SHIMLA,34,NR,25,72,98,108,105,70,40,50,170,150,112,112,NR,NR,42,250,20,20,40,30
MANDI,28,NR,25,70,104,110,107,74,41,50,142,156,115,118,NR,NR,37,249,20,20,34,35
DHARAMSHALA,27,NR,25,70,106,106,103,80,41,40,120,160,110,116,140,NR,40,280,20,20,40,30
SOLAN,35,NR,24,65,104,104,104,78,38,40,NR,160,125,130,NR,NR,38,220,21,15,40,30
UNA,49,NR,23,63,96,98,97,70,36,50,161,130,115,119,143,111,38,242,21,10,32,22
SRINAGAR,54,30,30,80,130,120,100,80,45,42,NR,150,125,135,150,NR,50,300,21,40,50,40
JAMMU,35,22,25,65,108,103,101,75,40,45,NR,165,127,142,150,120,40,280,21,18,37,28
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
