<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:54a20c9e905d71b7d5cd2e5b4ef3dfb5f2879adc0d7c44be8c14a9a3711551e4
size 10639
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,36,22,23,75,109,109,110,76,37,52,160,140,120,128,138,110,36,213,21,13,46,22
DELHI,32,23,24,71,107,108,107,80,37,46,170,146,121,133,150,115,48,238,20,15,51,25
HISAR,30,22,26,75,105,100,105,85,39,55,160,130,105,110,130,95,38,230,20,14,39,20
KARNAL,30,21,24,72,100,100,102,74,NR,NR,162,125,NR,110,NR,NR,NR,NR,NR,8,40,18
PANCHKULA,34,22,27,63,104,104,110,91,39,54,167,146,121,137,141,110,50,270,20,20,45,30
GURGAON,31,22,27,59,90,95,99,65,38,56,176,148,128,142,153,123,39,293,15,15,50,15
SHIMLA,35,NR,26,75,103,109,105,78,40,47,168,149,115,120,NR,NR,41,307,20,20,45,30
MANDI,35,NR,24,70,105,102,106,74,38,40,170,155,118,130,148,114,33,249,21,12,47,35
DHARAMSHALA,26,NR,25,70,103,103,100,75,41,40,NR,161,131,117,141,NR,40,280,21,17,40,30
SOLAN,37,NR,25,62,98,107,101,75,37,40,NR,147,111,116,NR,NR,39,263,20,13,46,33
UNA,49,NR,23,63,107,100,99,72,36,50,163,137,119,122,143,116,38,240,21,15,43,27
SRINAGAR,57,30,32,80,120,120,100,80,45,42,NR,160,125,130,165,NR,50,300,21,40,50,50
JAMMU,35,22,25,68,115,107,107,78,40,45,NR,163,127,140,150,120,39,280,21,18,48,33
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,32,22,27,65,102,108,107,75,38,50,177,145,119,135,157,NR,50,247,18,20,50,30
BATHINDA,35,21,30,70,107,102,100,73,37,47,170,142,125,131,155,110,40,263,18,12,48,27
LUCKNOW,33,22,23,68,105,155,100,68,38,52,167,156,145,139,145,139,45,367,18,11,45,18
KANPUR,25,19,24,65,106,100,92,67,40,56,130,135,97,129,140,98,43,150,20,10,40,20
VARANASI,36,28,30,81,106,116,111,91,45,53,194,154,117,134,153,94,45,245,25,12,47,17
AGRA,30,22,24,70,106,100,105,72,36,55,170,140,105,132,135,120,36,250,20,10,48,15
JHANSI,38,23,22,65,105,97,96,74,37,52,165,140,119,124,145,119,33,225,20,18,45,18
MEERUT,26,22,25,70,105,110,100,95,37,55,172,137,125,135,143,100,35,387,20,10,50,18
ALLAHABAD,30,24,28,77,101,141,111,78,41,52,169,138,121,124,161,118,43,220,20,20,51,22
GORAKHPUR,26,20,24,65,100,105,120,70,38,46,174,144,89,91,114,84,36,189,20,13,42,19
DEHRADUN,28,25,27,79,106,110,108,84,40,45,153,122,112,108,125,NR,42,220,20,15,48,29
HALDWANI,28,23,27,80,110,108,106,86,42,46,151,118,112,110,125,NR,45,240,20,15,46,28
RUDRAPUR,26,23,26,76,104,102,104,80,40,44,140,112,102,108,122,NR,42,210,20,14,44,28
HARIDWAR,28,24,27,79,110,108,110,88,42,45,152,120,114,110,128,NR,45,250,20,16,50,30
RAIPUR,32,34,35,78,132,90,82,67,48,48,155,132,85,103,120,95,50,187,20,24,34,20
DURG,25,27,28,65,95,90,105,75,36,48,163,150,80,98,115,95,44,280,15,25,35,15
AMBIKAPUR,25,25,30,80,95,70,120,80,40,40,109,142,65,104,109,110,40,240,10,40,40,20
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANAJI,45,33,27,74,109,116,113,78,37,50,175,153,132,129,143,119,47,247,18,27,54,27
AHMEDABAD,25,22,25,65,92,92,95,72,39,52,156,117,85,109,119,95,51,243,17,38,40,35
RAJKOT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SURAT,28,28,28,NR,110,110,105,90,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUJ,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,35,25,27,90,110,107,107,77,40,53,165,148,109,125,160,93,40,313,14,18,33,20
INDORE,34,21,25,88,102,107,107,90,41,53,152,142,109,127,136,95,46,287,17,19,31,NR
GWALIOR,44,20,31,66,101,90,98,65,39,58,170,134,120,117,133,NR,33,300,31,10,30,8
JABALPUR,35,25,30,90,110,100,95,80,40,55,150,125,105,110,135,90,38,265,15,20,30,15
REWA,48,18,32,73,105,70,107,85,40,45,180,132,108,130,143,NR,40,387,14,11,37,12
SAGAR,NR,NR,NR,NR,NR,NR,NR,NR,39,55,NR,NR,NR,NR,NR,NR,34,355,21,NR,NR,NR
JHABUA,30,21,25,72,110,100,100,80,38,45,170,140,125,120,140,NR,48,307,17,20,42,20
HOSHANGABAD,45,24,25,60,93,95,97,79,36,45,170,145,118,116,145,NR,40,395,15,19,39,14
SHAHDOL,24,26,21,55,83,83,98,70,NR,NR,170,132,115,117,142,NR,NR,NR,NR,NR,NR,NR
UJJAIN,34,30,35,75,110,110,110,105,40,48,160,160,115,120,140,110,45,400,15,30,28,28
MUMBAI,32,36,39,77,97,123,140,75,39,46,176,155,140,120,159,118,64,283,21,32,62,42
NAGPUR,44,25,39,60,80,110,110,80,38,48,160,150,110,135,138,85,62,320,20,20,25,20
PUNE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
NASHIK,48,30,29,69,106,111,107,81,38,47,157,178,127,122,134,119,50,245,20,25,40,17
JAIPUR,30,20,24,58,102,92,92,65,37,44,162,135,88,128,135,NR,32,240,20,10,30,15
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,58,21,31,65,110,100,95,70,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
UDAIPUR,62,24,27,NR,100,90,92,76,39,46,147,115,86,106,NR,92,62,326,21,15,30,20
PATNA,36,20,24,70,105,110,105,75,41,43,NR,140,110,133,140,136,40,300,18,15,50,15
BHAGALPUR,26,20,25,62,100,100,100,70,36,46,NR,140,100,130,160,115,40,230,10,10,44,10
PURNIA,28,22,25,61,96,103,99,71,41,46,NR,143,109,141,NR,122,40,476,12,13,38,23
DARBHANGA,33,18,28,60,90,90,96,68,38,44,NR,134,105,129,NR,112,40,433,13,12,38,22
GAYA,39,19,25,70,98,100,100,72,39,45,NR,145,140,130,140,98,38,377,19,14,46,13
MUZZAFARPUR,32,18,22,70,100,100,100,70,38,42,NR,139,115,134,160,120,40,400,20,12,40,18
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUBANESHWAR,38,32,32,65,108,120,102,71,39,46,NR,154,115,NR,164,135,45,145,20,11,50,20
CUTTACK,30,36,24,64,100,102,100,67,40,46,NR,155,110,NR,157,128,42,220,21,11,50,20
SAMBALPUR,29,33,25,63,102,104,100,67,41,46,NR,150,111,NR,165,132,35,220,20,12,42,20
ROURKELA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BERHAMPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JEYPORE,28,32,26,66,102,100,100,68,40,46,NR,155,108,NR,154,123,45,200,20,13,48,20
BALASORE,27,NR,37,65,110,106,110,77,40,46,NR,150,131,NR,146,116,48,240,20,10,50,20
BARIPADA,28,32,26,66,105,106,100,68,40,46,NR,155,116,NR,155,130,45,220,20,10,49,17
BALANGIR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOLKATA,31,22,27,67,105,104,108,81,41,44,NR,139,113,132,154,121,44,197,17,9,48,22
SILIGURI,37,26,29,88,98,100,99,100,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PURULIA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KHARAGPUR,34,22,30,65,95,100,120,100,40,50,147,140,95,123,128,88,50,250,12,8,50,25
RAMPURHAT,NR,NR,NR,NR,NR,NR,NR,NR,36,55,NR,NR,NR,NR,NR,NR,38,200,18,NR,NR,NR
MALDA,34,17,24,79,118,99,108,113,39,43,NR,148,113,133,142,128,48,293,19,9,48,18
RAIGANJ,34,18,22,63,99,95,103,101,39,40,129,141,129,129,134,114,43,292,10,9,44,24
PORT BLAIR,58,42,57,87,115,135,112,85,50,63,NR,168,165,NR,176,139,70,493,20,40,75,63
MAYABUNDER,60,NR,57,89,120,137,125,93,53,64,NR,175,155,NR,170,146,75,NR,20,40,70,70
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,35,25,30,65,95,90,95,70,NR,NR,NR,135,110,130,145,105,NR,NR,NR,14,45,30
IMPHAL,45,NR,35,NR,130,135,135,90,50,50,120,120,137,131,NR,115,70,NR,18,15,50,60
SHILLONG,24,30,28,85,116,110,110,100,45,64,200,118,98,120,140,NR,50,250,22,30,60,50
TURA,71,50,39,80,120,160,117,83,45,64,NR,153,NR,140,150,120,87,520,13,20,60,30
JOWAI,28,32,30,90,110,105,120,90,45,64,130,130,125,140,165,120,80,360,23,15,45,40
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DIMAPUR,26,34,35,75,90,75,100,75,45,60,120,110,115,110,160,80,60,140,13,15,45,25
GANGTOK,56,28,29,75,105,115,110,83,45,55,NR,159,115,148,172,NR,55,430,17,22,50,25
AGARTALA,30,NR,30,75,110,120,100,95,43,64,NR,142,130,146,150,118,48,183,10,17,50,20
VIJAYWADA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,149,NR,90,NR,150,124,NR,NR,NR,NR,NR,NR
VISAKHAPATNAM,42,28,27,63,102,116,106,75,38,50,152,137,107,NR,135,110,45,320,17,16,53,17
KURNOOL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
TIRUPATHI,49,35,47,71,105,121,117,107,42,46,163,200,103,97,135,100,60,180,15,42,43,20
BENGALURU,57,36,43,75,119,142,129,87,41,47,170,190,118,141,141,119,60,493,16,28,51,33
DHARWAD,39,33,52,80,108,118,111,87,35,52,159,170,105,130,140,117,50,383,20,24,49,19
MANGALORE,40,37,42,75,111,112,105,82,35,NR,195,159,111,135,137,117,47,NR,NR,25,53,29
MYSORE,55,35,50,87,110,137,131,99,36,38,173,163,220,114,140,116,62,393,16,27,55,30
T.PURAM,38,34,40,80,110,125,110,82,38,44,190,160,120,NR,150,120,53,240,12,30,60,40
ERNAKULAM,38,36,30,94,124,134,126,94,38,46,200,170,130,NR,140,120,60,240,14,30,55,40
KOZHIKODE,34,40,30,75,110,130,115,85,37,50,180,145,127,NR,143,120,47,240,10,28,55,35
THRISSUR,40,30,40,84,106,112,120,88,38,48,182,145,130,NR,145,115,46,240,12,32,55,40
PALAKKAD,33,35,35,70,105,108,110,78,36,44,165,148,126,NR,142,118,45,240,11,30,56,38
WAYANAD,37,34,32,77,110,120,115,85,37,48,NR,180,126,NR,142,125,45,240,12,35,55,35
PUDUCHERRY,53,36,37,72,107,127,111,101,41,42,174,153,135,NR,143,119,55,270,19,24,48,24
CHENNAI,52,40,39,75,108,128,119,81,41,43,172,117,123,NR,144,113,73,220,20,22,48,28
DINDIGUL,54,34,40,75,105,125,108,75,38,43,184,140,118,NR,150,120,49,220,19,45,57,27
