<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:6283264792f8ab6b2d1772257b4658c8c1893e6b34ab39fb917c0bc1fd1dbe4b
size 4422
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,25,13,17,34,66,70,70,50,32,27,94,59,51,NR,NR,NR,NR,130,11,20,25,15
DELHI,23,14,16,35,69,70,70,53,33,24,130,71,70,77,108,NR,31,149,12,10,30,19
HISAR,19,12,15,32,55,54,58,NR,32,28,105,66,67,73,68,NR,25,140,11,12,28,12
KARNAL,19,14,15,33,56,54,59,NR,32,27,88,65,65,63,65,NR,30,135,12,12,25,15
SHIMLA,25,15,17,38,69,63,62,55,34,21,87,76,63,NR,NR,NR,NR,130,11,14,32,NR
MANDI,23,NR,16,35,64,57,63,48,34,16,NR,80,63,NR,NR,NR,NR,NR,12,12,26,NR
SRINAGAR,22,NR,19,40,86,NR,NR,NR,42,22,NR,81,71,NR,NR,NR,NR,292,12,15,30,NR
JAMMU,24,14,16,36,62,NR,NR,NR,35,22,103,97,72,NR,NR,NR,NR,293,12,8,28,NR
AMRITSAR,17,13,12,30,57,50,58,44,34,28,85,NR,68,68,62,NR,NR,250,11,9,28,14
LUDHIANA,18,12,15,30,59,63,69,54,30,28,85,53,55,NR,61,NR,NR,255,11,7,30,12
BATHINDA,18,12,15,29,59,63,69,54,30,28,85,53,55,NR,61,NR,NR,255,11,7,30,12
LUCKNOW,16,13,15,35,61,65,85,46,32,32,96,74,64,NR,NR,NR,NR,205,12,12,24,NR
KANPUR,15,14,15,32,50,60,52,40,32,32,115,65,60,NR,NR,NR,NR,150,12,8,18,NR
VARANASI,15,13,15,33,62,62,68,42,33,28,92,70,62,NR,NR,NR,NR,180,12,12,35,NR
AGRA,14,13,14,33,60,57,57,50,32,32,93,62,60,NR,NR,NR,NR,200,12,9,28,NR
DEHRADUN,15,14,14,32,59,54,76,NR,33,26,83,66,62,71,NR,NR,27,150,12,10,30,14
RAIPUR,19,16,19,38,60,50,55,40,30,25,95,68,58,66,85,NR,NR,160,10,14,28,NR
AHMEDABAD,18,15,16,33,65,66,60,46,32,30,83,65,60,64,66,56,40,200,12,20,35,17
RAJKOT,18,18,16,35,60,55,60,45,32,24,84,64,61,66,75,59,35,160,12,12,35,20
