<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:1bd61f845869850a377926fa83f10f60acb11d47c4f07f4368dbec3cfd045a53
size 2896
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
DELHI,24,13,16,33,75,68,88,58,33,23,110,66,55,60,75,NR,,156,12,9,14,14
SHIMLA,27,15,18,35,78,68,88,52,34,20,87,75,52,NR,NR,NR,,150,12,8,14,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
JAMMU,24,11,14,33,74,NR,NR,NR,34,22,92,74,52,NR,NR,NR,,292,12,9,12,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUCKNOW,16,12,14,33,64,51,81,47,32,30,96,63,49,NR,NR,NR,,175,12,7,10,NR
KANPUR,14,12,15,30,65,65,80,50,33,29,115,55,45,NR,NR,NR,,140,12,9,12,NR
DEHRADUN,15,12,14,31,76,55,91,NR,32,24,78,55,48,54,NR,NR,,145,12,9,10,10
RAIPUR,19,15,19,30,64,60,85,50,31,23,92,73,55,60,69,NR,,170,10,8,10,NR
AHMEDABAD,17,13,16,31,68,73,89,49,31,26,73,51,48,NR,NR,NR,,180,12,10,14,12
RAJKOT,17,15,16,30,65,70,80,50,30,26,76,NR,45,NR,NR,NR,,240,12,10,10,10
BHOPAL,17,11,17,28,58,52,68,50,32,26,75,55,50,48,NR,46,,150,10,6,5,8
MUMBAI,19,19,18,33,65,70,87,53,31,26,72,65,52,NR,NR,NR,,153,12,11,12,NR
JAIPUR,22,14,15,28,66,62,78,48,31,21,79,54,43,55,61,NR,,120,11,6,7,6
PATNA,17,12,13,32,70,62,84,46,31,24,NR,64,52,60,66,52,,150,9,6,10,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BHUBANESHWAR,15,NR,15,30,65,54,83,47,32,22,NR,60,45,NR,60,49,,180,11,5,10,NR
KOLKATA,18,NR,14,32,65,60,85,50,30,21,85,60,40,50,58,42,,100,8,4,8,NR
GUWAHATI,16,15,15,32,62,69,91,48,32,23,NR,57,43,48,55,NR,,75,5,6,11,NR
SHILLONG,16,NR,14,35,65,70,93,55,34,NR,60,57,47,57,57,47,,200,12,8,10,15
AIZAWL,18,NR,18,NR,NR,80,85,75,45,NR,NR,60,NR,NR,60,NR,,280,12,15,35,30
KOHIMA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AGARTALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
VIJAYWADA,17,17,22,30,68,59,90,47,30,28,76,NR,42,NR,52,42,,173,9,10,8,12
BENGALURU,17,18,20,27,66,72,86,NR,29,19,66,NR,47,50,54,44,,267,12,9,9,8
T.PURAM,21,21,23,54,62,71,79,59,34,20,68,78,64,65,64,47,,123,6,20,18,14
CHENNAI,20,21,22,32,72,70,90,50,31,21,73,68,55,NR,56,41,,240,12,12,10,20
DINDIGUL,21,22,24,37,69,71,87,NR,30,22,71,NR,50,NR,57,42,,320,12,12,16,20
HYDERABAD,19,19,21,30,63,68,79,55,34,26,65,63,43,NR,54,44,,152,9,9,9,14
Average Price,18.58,15.35,17.21,32.43,67.17,65.22,84.65,51.95,32.33,23.73,80.45,62.65,48.78,55.18,59.87,45.09,,180.46,10.67,9.08,11.83,13.79
Maximum Price,27,22,24,54,78,80,93,75,45,30,115,78,64,65,75,52,,320,12,20,35,30
Minimum Price,14,11,13,27,58,51,68,46,29,19,60,51,40,48,52,41,,75,5,4,5,6
Modal Price,17,13.5,14,30,65,70,85,50,31,26,80.3333333333333,57.5,52,60,57,42,,150,12,9,10,14
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
