<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c7acdea12922518c66f8008ee2c1a60c1b1a67efc80ee1f60b422172c72e6975
size 2642
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
DELHI,23,15,19,34,67,63,78,54,35,23,115,67,55,61,71,NR,,156,12,9,17,16
SHIMLA,25,15,19,33,73,64,85,52,38,20,83,73,52,NR,NR,NR,,150,12,10,15,NR
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUDHIANA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
LUCKNOW,16,13,15,32,63,58,82,48,37,30,95,62,48,NR,NR,NR,,195,12,5,13,NR
DEHRADUN,16,13,15,30,62,54,85,NR,36,24,80,56,48,55,NR,NR,,145,12,8,15,16
RAIPUR,19,15,19,30,65,55,75,46,34,22,92,68,55,60,68,NR,,180,10,8,15,NR
AHMEDABAD,17,13,16,24,62,65,81,49,33,26,74,51,48,NR,NR,NR,,180,12,10,14,12
BHOPAL,17,12,17,22,48,52,68,50,35,26,75,55,50,48,NR,46,,150,10,8,8,8
MUMBAI,20,19,19,33,63,68,86,52,36,24,71,66,50,NR,NR,NR,,149,12,12,13,NR
JAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
PATNA,17,14,15,32,64,59,84,46,34,24,NR,64,50,62,66,52,,150,9,5,10,NR
RANCHI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
BHUBANESHWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOLKATA,17,NR,16,34,65,60,81,50,34,21,85,60,38,50,65,43,,100,8,3,10,NR
GUWAHATI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
SHILLONG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AIZAWL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
KOHIMA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
AGARTALA,18,NR,20,32,72,67,68,59,37,24,NR,62,56,NR,NR,NR,,180,11,8,15,NR
BENGALURU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR
T.PURAM,23,19,22,45,62,79,76,66,35,20,65,75,64,62,61,45,,122,6,20,21,24
CHENNAI,20,21,23,32,68,68,85,NR,34,21,73,68,55,NR,57,42,,330,12,10,12,8
HYDERABAD,18,19,20,30,59,61,79,52,33,27,65,64,44,NR,54,44,,144,8,9,10,6
Average Price,19,15.67,18.21,31.64,63.79,62.36,79.5,52,35.07,23.71,81.08,63.64,50.93,56.86,63.14,45.33,,166.5,10.43,8.93,13.43,12.86
Maximum Price,25,21,23,45,73,79,86,66,38,30,115,75,64,62,71,52,,330,12,20,21,24
Minimum Price,16,12,15,22,48,52,68,46,33,20,65,51,38,48,54,42,,100,6,3,8,6
Modal Price,17,15.6666666666667,19,32,62,68,85,52,34,24,65,64.6666666666667,51,62,63.1428571428571,45.3333333333333,,165,12,8,15,12
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
