<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:d85d726cbcdb665c2b6939cd233b6a4348d9a380a2be53c50ca1623dae056dc3
size 4344
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DELHI,23,16,17,36,71,72,70,55,33,25,134,79,77,83,110,NR,31,149,13,8,23,18
HISAR,19,13,15,31,60,58,54,NR,32,28,105,71,74,74,88,NR,26,140,11,7,25,17
KARNAL,19,13,15,32,60,59,51,NR,32,28,98,71,75,74,88,NR,28,140,12,6,23,14
SHIMLA,25,15,18,40,76,64,70,52,35,21,87,85,70,NR,NR,NR,NR,130,12,8,25,30
MANDI,23,NR,16,37,58,57,66,44,34,16,NR,85,68,NR,NR,NR,NR,NR,12,6,26,17
SRINAGAR,22,20,19,60,75,NR,NR,NR,34,24,NR,86,79,NR,NR,NR,NR,292,14,12,30,NR
JAMMU,27,15,17,39,67,NR,NR,NR,35,24,103,99,75,NR,NR,NR,NR,294,12,8,25,NR
AMRITSAR,17,13,12,32,47,54,62,50,33,28,90,NR,65,75,82,NR,NR,255,11,5,28,27
LUDHIANA,20,13,17,30,49,60,57,55,33,28,90,59,65,NR,85,NR,NR,254,11,8,23,19
BATHINDA,20,13,17,30,49,60,57,55,33,28,90,59,65,NR,85,NR,NR,254,11,15,26,19
LUCKNOW,16,15,16,37,65,66,85,48,33,32,98,77,73,NR,NR,NR,NR,205,12,5,20,NR
KANPUR,14,15,16,34,60,53,58,45,33,32,115,68,68,NR,NR,NR,NR,140,14,5,18,NR
VARANASI,15,13,15,33,65,60,65,40,33,28,95,78,65,NR,NR,NR,NR,180,12,7,20,NR
AGRA,14,14,15,33,60,56,56,48,32,32,93,68,68,NR,NR,NR,NR,200,12,7,22,NR
DEHRADUN,15,15,17,36,58,57,72,NR,32,28,86,70,70,80,NR,NR,28,150,14,8,23,18
RAIPUR,19,17,20,38,70,55,60,45,30,24,95,80,60,74,85,NR,NR,160,8,8,20,10
AHMEDABAD,15,15,14,35,60,60,60,39,31,32,85,66,66,67,77,64,38,200,12,8,20,25
RAJKOT,18,18,16,35,60,65,70,50,30,24,86,70,67,70,77,64,35,160,12,12,25,20
BHOPAL,18,15,15,31,62,58,63,41,32,32,89,62,54,64,70,52,26,160,12,5,20,20
INDORE,20,16,18,38,70,67,68,50,30,27,88,74,73,69,89,NR,30,170,8,11,28,25
MUMBAI,19,21,24,39,66,75,77,57,33,28,85,84,74,NR,NR,NR,NR,188,14,17,25,NR
NAGPUR,18,18,19,34,60,60,68,42,33,24,85,72,65,NR,NR,NR,NR,130,12,10,23,NR
JAIPUR,23,15,15,33,63,53,60,44,31,24,82,63,60,70,74,NR,26,120,11,5,15,23
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PATNA,22,15,16,37,69,65,68,42,32,26,NR,74,70,79,98,70,NR,150,9,8,25,NR
BHAGALPUR,21,16,18,32,59,60,61,46,34,25,NR,73,59,74,88,63,NR,215,8,8,20,NR
