<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:51acbd0ab15ccf894a27e57a7720d2ffeb1e8957afc10183e676e9faefb5ef6e
size 10653
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,32,23,25,68,100,96,105,76,38,48,160,115,110,115,125,NR,37,235,21,32,45,40
DELHI,34,20,24,76,111,108,108,78,39,46,187,154,120,131,155,112,53,242,20,21,32,26
HISAR,32,23,25,75,105,100,105,85,40,55,145,120,104,105,115,95,38,220,20,25,35,30
KARNAL,28,22,25,75,102,106,105,76,40,48,162,125,100,115,120,90,40,225,20,20,38,40
PANCHKULA,34,22,26,65,100,100,105,90,40,56,164,142,104,131,148,115,45,210,19,30,45,40
GURGAON,30,21,24,68,95,100,100,70,38,56,186,146,131,129,153,115,40,300,20,25,30,35
SHIMLA,33,NR,27,75,100,105,110,74,40,40,164,142,107,112,NR,NR,42,220,20,20,36,35
MANDI,30,NR,24,73,105,110,104,75,39,50,140,150,105,104,NR,NR,40,253,20,40,43,42
DHARAMSHALA,27,NR,25,75,110,110,105,80,41,40,120,160,110,116,140,NR,40,280,20,30,55,50
SOLAN,35,NR,23,75,110,114,106,75,40,40,NR,175,129,129,NR,NR,37,250,21,20,40,30
UNA,51,NR,25,70,100,100,100,72,38,60,165,135,110,120,135,110,37,280,21,14,32,22
SRINAGAR,58,30,30,80,130,120,110,90,45,40,NR,160,120,130,165,NR,50,280,21,40,40,40
JAMMU,37,22,25,78,115,115,108,80,38,45,NR,208,164,170,170,148,44,280,21,18,35,25
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,30,21,25,67,110,105,104,80,37,45,165,130,110,115,135,NR,42,220,18,20,40,45
BATHINDA,32,21,25,65,105,100,102,75,37,45,181,137,118,120,142,109,38,220,18,20,40,35
LUCKNOW,28,20,21,70,108,140,110,70,38,56,148,153,126,123,126,123,42,380,20,20,35,25
