<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4b2a5bcf4c89676c6260b135baea5d7c775f4791dfbf9bbfd49743bf1776d09b
size 4915
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,25,18,20,49,72,62,72,50,40,35,108,95,68,87,95,108,32,265,14,13,11,12
DELHI,26,19,20,72,81,72,75,62,40,30,160,105,78,94,106,NR,40,186,16,18,20,20
HISAR,24,15,17,61,68,68,70,NR,40,42,145,87,77,88,95,NR,33,150,15,20,18,20
KARNAL,21,15,17,56,62,55,NR,NR,38,37,129,89,72,89,90,NR,31,140,12,15,13,26
SHIMLA,30,NR,22,70,72,65,75,55,44,28,159,132,82,91,NR,NR,45,160,16,20,20,15
MANDI,25,NR,18,67,74,63,73,53,41,24,137,129,NR,75,NR,NR,38,255,14,13,12,18
SRINAGAR,20,19,20,60,65,NR,NR,NR,36,30,NR,120,84,NR,NR,NR,NR,320,15,20,20,NR
JAMMU,28,16,18,68,84,70,70,60,43,34,154,127,78,101,103,77,44,220,16,20,22,16
AMRITSAR,29,15,19,61,69,47,72,59,42,35,128,101,76,89,90,NR,36,210,16,22,18,16
LUDHIANA,24,14,19,62,71,70,78,73,40,35,130,115,75,90,116,76,45,180,16,20,16,15
BATHINDA,26,15,17,65,66,69,75,54,42,32,113,114,76,91,95,NR,44,185,16,14,18,14
LUCKNOW,18,15,17,68,70,67,77,56,39,40,146,110,66,NR,NR,NR,45,228,16,20,15,24
KANPUR,15,16,17,65,65,60,70,65,40,38,115,100,70,NR,NR,NR,40,160,14,16,16,25
VARANASI,16,15,17,64,74,65,80,50,40,36,125,100,69,NR,NR,NR,36,200,16,15,20,19
AGRA,20,15,17,65,72,56,62,52,40,36,110,95,82,NR,NR,NR,34,230,12,15,10,20
