<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:da499fc45c9b6c6e343826dc10c6ef13f896e9df2b45fdb9f59eb561ab1feb45
size 5498
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,29,18,21,46,75,60,88,70,36,38,145,90,76,85,100,NR,40,225,15,30,26,28
DELHI,30,19,21,50,82,80,96,81,35,38,146,106,80,86,99,NR,38,201,16,36,33,27
HISAR,24,16,19,38,67,67,77,62,38,44,130,77,85,77,92,NR,35,170,16,21,21,22
KARNAL,24,19,21,41,71,75,90,69,36,41,143,79,87,98,98,NR,38,160,17,28,30,26
PANCHKULA,25,19,24,48,74,70,80,NR,37,45,130,90,75,90,106,NR,48,180,20,25,25,30
GURGAON,28,18,21,46,68,52,74,NR,34,46,143,91,74,87,92,NR,35,180,15,30,30,20
SHIMLA,32,NR,22,46,85,75,90,70,35,30,173,115,87,87,NR,NR,40,180,17,40,30,30
MANDI,29,NR,20,44,80,70,96,80,36,28,NR,112,78,82,NR,NR,34,NR,17,35,30,25
SRINAGAR,26,20,23,65,70,NR,NR,NR,45,34,NR,105,82,NR,NR,NR,NR,328,17,40,30,NR
JAMMU,30,18,20,43,86,80,94,78,40,40,148,112,78,115,126,89,40,232,17,35,25,25
AMRITSAR,30,18,21,51,72,65,90,66,40,40,134,96,70,92,100,NR,42,240,18,35,28,28
LUDHIANA,25,18,20,45,75,75,95,80,36,42,125,90,70,80,100,60,40,175,15,28,26,30
BATHINDA,28,18,20,49,84,96,98,75,36,42,144,104,86,88,113,NR,50,210,17,24,29,19
LUCKNOW,23,17,20,50,65,80,90,80,35,48,128,90,72,NR,NR,NR,45,225,16,30,25,15
KANPUR,22,17,20,48,80,86,92,78,36,48,115,92,80,NR,NR,NR,38,190,14,30,30,30
VARANASI,28,17,20,46,74,65,90,65,35,40,125,105,69,NR,NR,NR,37,230,16,30,28,20
AGRA,24,16,19,39,76,70,80,71,35,48,83,78,56,NR,NR,NR,30,260,16,35,30,15
DEHRADUN,20,16,20,50,72,82,106,76,35,36,132,83,80,84,128,NR,40,240,17,30,30,30
RAIPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANAJI,35,30,27,53,78,85,110,80,33,44,NR,139,96,93,101,64,48,165,16,38,23,28
AHMEDABAD,22,20,22,37,71,73,93,68,34,42,95,84,68,78,77,67,45,250,15,25,25,35
RAJKOT,24,21,22,41,81,80,110,75,30,44,94,70,64,75,70,56,46,260,15,28,18,23
BHOPAL,25,18,20,37,70,70,80,66,35,NR,95,78,66,71,80,60,35,250,14,28,16,14
INDORE,26,17,22,41,80,68,92,83,33,37,106,87,68,80,85,NR,38,210,9,35,14,13
GWALIOR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JABALPUR,24,17,20,44,65,48,66,54,33,45,106,86,71,78,91,64,NR,207,11,27,22,14
REWA,30,16,20,42,70,76,80,64,33,36,125,82,81,82,100,NR,34,325,16,30,25,26
SAGAR,35,20,20,35,75,85,95,70,38,40,87,93,76,82,104,65,40,200,16,40,20,20
MUMBAI,30,27,31,52,78,81,94,78,38,41,128,97,98,87,81,61,48,250,17,32,29,25
NAGPUR,29,24,24,39,71,63,86,62,34,31,115,100,78,90,100,77,44,220,13,21,22,28
JAIPUR,25,17,21,38,71,62,85,68,33,34,NR,78,64,75,NR,NR,30,160,16,25,22,22
JODHPUR,28,17,21,35,68,65,85,66,35,34,95,82,70,80,90,NR,33,220,15,25,20,16
KOTA,31,18,20,44,70,70,92,60,35,30,92,86,75,86,90,80,34,160,15,20,22,25
PATNA,25,18,20,40,71,73,85,66,35,36,NR,90,62,77,89,69,NR,220,16,25,21,32
BHAGALPUR,30,18,20,38,75,70,90,70,33,36,NR,98,70,85,90,65,32,250,14,22,24,24
RANCHI,28,21,20,45,75,75,90,65,37,38,120,96,75,91,153,73,40,250,17,35,24,20
BHUBANESHWAR,26,NR,22,44,73,72,95,74,34,32,NR,90,64,84,82,67,38,180,16,26,24,20
CUTTACK,26,NR,23,40,74,70,95,76,35,32,NR,92,65,NR,84,68,38,160,16,28,25,20
SAMBALPUR,25,NR,22,42,75,67,95,73,35,32,NR,85,65,77,88,66,40,200,16,27,22,20
ROURKELA,25,21,24,45,77,69,98,74,35,32,NR,91,65,76,85,65,40,160,16,28,22,25
KOLKATA,25,NR,22,46,75,70,105,76,34,34,110,98,66,80,84,62,38,120,9,20,25,30
SILIGURI,27,19,22,39,68,70,94,69,36,30,189,112,71,82,101,NR,NR,120,10,23,25,40
PORT BLAIR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ITANAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GUWAHATI,27,23,24,42,66,76,96,74,36,44,NR,80,64,80,NR,NR,45,130,6,28,26,45
SHILLONG,21,26,25,46,70,92,120,80,39,57,88,91,67,90,122,96,NR,250,17,27,35,35
AIZAWL,35,NR,33,NR,NR,78,92,83,49,NR,NR,106,NR,91,87,NR,100,NR,20,44,47,80
DIMAPUR,24,18,22,55,85,NR,90,80,40,NR,110,93,100,NR,NR,NR,NR,230,12,35,40,50
AGARTALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VIJAYWADA,27,26,27,46,77,85,98,69,38,39,100,109,70,NR,79,65,42,183,12,34,25,14
VISAKHAPATNAM,25,25,26,48,77,85,95,62,39,36,100,98,64,NR,85,68,42,213,12,35,24,16
BENGALURU,31,29,28,48,81,104,106,NR,34,29,87,NR,64,71,81,61,48,300,14,28,20,14
DHARWAD,28,29,36,51,73,93,100,NR,33,41,110,NR,72,75,79,62,37,235,16,35,15,18
T.PURAM,35,29,29,74,68,78,90,60,35,36,152,132,90,NR,96,74,47,168,12,40,36,29
ERNAKULAM,36,28,28,68,83,75,97,65,35,38,109,127,80,NR,101,68,56,155,14,38,44,20
KOZHIKODE,35,32,45,47,86,93,103,63,35,36,145,135,92,NR,108,70,44,160,10,30,43,18
PUDUCHERRY,30,32,26,50,88,88,115,70,33,26,102,119,86,NR,78,58,50,230,16,34,18,12
