<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:84148b9da01368aa07f4e40c58d7aedcb939eac172caca725c43c09f73821a48
size 6117
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,30,18,22,48,78,65,92,73,36,38,145,92,78,85,100,NR,40,225,15,12,23,38
DELHI,31,19,21,58,97,91,101,87,32,38,143,108,75,88,100,NR,41,202,16,13,28,33
HISAR,24,16,19,39,69,72,81,66,38,46,130,77,86,77,92,NR,35,160,16,8,17,21
KARNAL,22,17,21,45,78,76,100,74,33,43,145,81,86,95,97,NR,38,170,17,10,21,25
PANCHKULA,25,19,24,48,74,70,80,NR,32,45,130,90,75,90,106,NR,48,180,20,8,25,30
GURGAON,28,18,21,46,72,62,74,NR,34,48,143,91,74,87,92,NR,36,180,17,12,20,20
SHIMLA,32,NR,22,57,100,90,105,90,32,30,142,120,83,82,NR,NR,38,180,17,10,25,30
MANDI,30,NR,20,48,89,85,105,76,31,28,NR,116,76,80,NR,NR,29,180,17,10,25,35
DHARAMSHALA,30,NR,22,55,100,85,110,85,33,33,131,120,81,82,93,70,35,180,17,10,20,30
SRINAGAR,25,20,23,60,80,82,100,80,40,34,NR,109,87,105,136,NR,NR,220,17,20,30,40
JAMMU,32,18,20,56,102,90,102,78,35,40,148,110,76,109,108,83,34,225,17,10,25,30
AMRITSAR,30,18,22,50,74,72,95,70,35,40,135,97,72,91,100,NR,42,220,18,10,20,30
LUDHIANA,25,18,20,47,75,75,95,80,36,42,135,95,75,85,105,60,40,185,16,10,20,30
BATHINDA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,18,18,20,60,94,95,105,86,32,50,115,90,80,NR,NR,NR,32,190,14,8,25,25
VARANASI,28,17,20,48,95,70,110,72,38,40,125,100,75,NR,NR,NR,40,245,16,9,25,20
AGRA,23,16,19,50,92,80,96,77,32,48,82,80,62,NR,NR,NR,26,250,16,5,20,20
DEHRADUN,20,18,22,52,80,82,107,80,34,36,132,85,78,87,138,NR,36,220,17,20,30,25
HALDWANI,20,18,21,51,77,80,108,76,32,36,130,88,77,88,135,NR,35,215,17,20,30,20
RAIPUR,24,23,25,55,95,75,110,85,30,38,120,100,77,85,100,75,40,200,10,12,23,12
PANAJI,35,30,26,61,93,93,120,83,29,44,NR,NR,NR,NR,NR,NR,43,170,16,23,26,23
AHMEDABAD,26,22,25,48,88,85,107,80,30,42,112,82,60,77,74,58,45,280,17,9,18,20
RAJKOT,24,19,23,50,91,91,110,75,34,46,115,73,57,75,73,57,43,280,18,10,13,14
BHOPAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
INDORE,26,16,22,45,86,76,96,64,30,37,112,82,62,78,87,NR,31,210,9,10,11,10
GWALIOR,27,15,17,41,73,72,87,69,28,38,135,79,75,78,103,60,35,190,14,8,15,16
JABALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
REWA,28,16,20,42,70,52,90,64,33,36,125,82,80,82,100,60,38,230,16,10,13,12
SAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MUMBAI,30,27,28,51,82,83,102,81,29,41,128,95,92,84,80,60,49,250,17,20,21,18
NAGPUR,26,23,30,46,81,71,99,72,28,31,115,102,79,89,100,75,39,220,16,21,19,15
JAIPUR,28,16,19,47,82,80,92,68,28,34,102,80,62,84,88,NR,27,160,16,5,18,25
JODHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KOTA,31,18,20,42,72,71,94,62,34,30,88,87,75,84,88,80,34,160,15,18,20,18
PATNA,24,17,20,54,95,90,100,70,32,38,NR,92,57,NR,NR,66,35,180,17,9,21,10
BHAGALPUR,26,18,20,40,80,76,97,72,34,36,NR,92,70,84,86,68,30,260,12,8,18,14
PURNIA,24,15,20,50,90,NR,NR,68,32,37,NR,92,74,90,NR,90,28,280,10,8,18,16
RANCHI,28,22,22,52,88,82,120,72,32,38,128,99,65,84,90,66,35,250,17,9,18,10
BHUBANESHWAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
CUTTACK,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAMBALPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
