<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b4279da5bc5547187cf657434cda6d9655791518844c456dbc52353b8e237dfe
size 20312
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,800.0,232.303885136156,1000.0,Normal
2016-02-08,2016-03-22,800.0,234.02332559662457,1000.0,Normal
2016-02-15,2016-03-29,728.5123975548117,213.2717749242559,1000.0,Anomaly
2016-02-22,2016-04-05,707.5,196.4251640219828,1000.0,Anomaly
2016-02-29,2016-04-12,752.2115384537722,163.36964525033304,1000.0,Anomaly
2016-03-07,2016-04-19,887.5,176.8478992650789,1000.0,Normal
2016-03-14,2016-04-26,925.0,210.85525443398873,1000.0,Normal
2016-03-21,2016-05-03,950.0,266.58651005211055,1000.0,Normal
2016-03-28,2016-05-10,950.0,357.297563146908,1000.0,Normal
2016-04-04,2016-05-17,961.5079368165784,368.7833245197625,1000.0,Normal
2016-04-11,2016-05-24,1000.0,376.4833533777369,1000.0,Normal
2016-04-18,2016-05-31,1200.0,373.31589294916665,900.0,Normal
2016-04-25,2016-06-07,1200.0,355.3306113658872,900.0,Normal
2016-05-02,2016-06-14,1200.0,343.1567877160976,900.0,Normal
2016-05-09,2016-06-21,1200.0,356.3434676523369,900.0,Normal
2016-05-16,2016-06-28,1485.0,391.80786235082235,1147.5000023437506,Normal
2016-05-23,2016-07-05,1485.0,371.9762685595421,1400.0,Normal
2016-05-30,2016-07-12,1487.5,369.99446373093406,1600.0,Normal
2016-06-06,2016-07-19,1477.5,367.3469850186811,1800.0,Normal
2016-06-13,2016-07-26,1487.4154433933872,350.17813724588103,1800.0,Normal
2016-06-20,2016-08-02,1490.0,312.6366782006921,1900.0,Anomaly
2016-06-27,2016-08-09,1555.0,318.64310430008715,1900.0,Normal
2016-07-04,2016-08-16,1726.0000007200001,323.9462587188377,2000.0,Normal
2016-07-11,2016-08-23,1762.5,328.2390368180044,2000.0,Normal
2016-07-18,2016-08-30,1807.5,314.9134948096886,2000.0,Normal
2016-07-25,2016-09-06,1850.0,343.16435986159166,2044.4444469135806,Normal
2016-08-01,2016-09-13,1889.8148138545955,348.5370369240701,2000.0,Normal
2016-08-08,2016-09-20,1900.0,352.68265349887344,2000.0,Normal
2016-08-15,2016-09-27,1900.0,353.535594675344,2000.0,Normal
2016-08-22,2016-10-04,1900.0,361.97788133160714,1864.0000009600005,Normal
2016-08-29,2016-10-11,1890.0,369.4442240081074,1864.0000009600005,Normal
2016-09-05,2016-10-18,1847.2980771539437,373.3269006009606,1864.0000009600005,Normal
2016-09-12,2016-10-25,1670.0,337.5803768838375,1835.99999904,Normal
2016-09-19,2016-11-01,1670.0,349.91273939947394,1800.0,Normal
2016-09-26,2016-11-08,1670.0,348.09342565868513,1800.0,Normal
2016-10-03,2016-11-15,1666.9999999953125,372.0380167449702,1600.0,Normal
