<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:0f58dd49fa3dd3a628e881c921aa61425ec701397f591cad8433178614f7f033
size 15234
=======
STARTDATE,ENDDATE,MEDIAN,MAD,VALUE,TYPE
2016-01-01,2016-02-13,,,,
2016-01-08,2016-02-20,,,,
2016-01-15,2016-02-27,,,,
2016-01-22,2016-03-05,,,,
2016-01-29,2016-03-12,,,,
2016-02-01,2016-03-15,800.0,244.55150444157363,800.0,Normal
2016-02-08,2016-03-22,800.0,242.4602894390756,800.0,Normal
2016-02-15,2016-03-29,788.3623801376073,230.78672715870408,800.0,Normal
2016-02-22,2016-04-05,787.4023441482545,217.77912318748753,800.0,Normal
2016-02-29,2016-04-12,800.0,183.95992439670502,800.0,Normal
2016-03-07,2016-04-19,887.5,185.73639429819173,800.0,Normal
2016-03-14,2016-04-26,909.259259739369,203.8526141724385,800.0,Normal
2016-03-21,2016-05-03,968.1000000647111,240.8552628547994,800.0,Normal
2016-03-28,2016-05-10,1000.0,303.3338670996073,1200.0,Normal
2016-04-04,2016-05-17,1000.0,315.2547055811642,1200.0,Normal
2016-04-11,2016-05-24,1000.0,322.73315688089775,1200.0,Normal
2016-04-18,2016-05-31,1050.0,331.81516195128955,1200.0,Normal
2016-04-25,2016-06-07,1112.5,323.42236795111575,1200.0,Normal
2016-05-02,2016-06-14,1200.0,304.67027440240423,1200.0,Normal
2016-05-09,2016-06-21,1200.0,307.30287453920295,1200.0,Normal
2016-05-16,2016-06-28,1200.0,340.2875110911645,1200.0,Normal
2016-05-23,2016-07-05,1294.399999040002,333.9889709676539,1200.0,Normal
2016-05-30,2016-07-12,1300.0,337.986240036864,2000.0,Normal
2016-06-06,2016-07-19,1354.75,349.1412579431515,2000.0,Normal
2016-06-13,2016-07-26,1460.0,339.79701971835283,2000.0,Normal
2016-06-20,2016-08-02,1477.5,311.6064,2000.0,Normal
2016-06-27,2016-08-09,1555.0,334.7141831014937,2500.0,Anomaly
2016-07-04,2016-08-16,1700.0,335.2661500481604,2500.0,Anomaly
2016-07-11,2016-08-23,1675.0,336.3369996051349,2500.0,Anomaly
2016-07-18,2016-08-30,1740.0,329.4762509785007,2500.0,Anomaly
2016-07-25,2016-09-06,1745.0,357.95569540884344,2500.0,Normal
2016-08-01,2016-09-13,1775.0,373.1295094481193,2500.0,Normal
2016-08-08,2016-09-20,1775.0,373.6027758280095,2000.0,Normal
2016-08-15,2016-09-27,1775.0,382.5320362040646,2000.0,Normal
2016-08-22,2016-10-04,1771.4285721088431,386.4272823166676,2000.0,Normal
2016-08-29,2016-10-11,1740.0,393.7491894324926,2000.0,Normal
2016-09-05,2016-10-18,1732.2980769139438,405.01980071461105,2000.0,Normal
2016-09-12,2016-10-25,1630.0,370.2192086601279,2000.0,Normal
2016-09-19,2016-11-01,1630.0,367.3212525768281,2000.0,Normal
2016-09-26,2016-11-08,1630.0,358.0490666591952,2000.0,Normal
2016-10-03,2016-11-15,1600.0,368.68477192379737,2000.0,Normal
2016-10-10,2016-11-22,1600.0,378.3673706197161,2000.0,Normal
