<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f7c2bd2c8117cff2bd0e305337ee22a9cfecbdb84cbb1f806be8074a5464bc9c
size 1728
=======
DATE,VOLATILITY
2016-01-01,0.0
2016-02-01,0.0
2016-03-01,0.0
2016-04-01,0.1292262349330169
2016-05-01,0.16678508452475924
2016-06-01,0.12207778652064215
2016-07-01,0.10566757912414276
2016-08-01,0.1598107586878905
2016-09-01,0.14712179397879468
2016-10-01,0.4253121640765408
2016-11-01,0.1307537669919271
2016-12-01,0.1235937808596496
2017-01-01,0.10988202557912137
2017-02-01,0.18375763977585066
2017-03-01,0.11082798423059685
2017-04-01,0.07115682247756176
2017-05-01,0.4626344454229509
2017-06-01,0.37896728869853985
2017-07-01,0.39675640529677836
2017-08-01,0.545921068244636
2017-09-01,0.24525236804321784
2017-10-01,0.08064673589539109
2017-11-01,0.09221186089513743
2017-12-01,0.11808101173911635
2018-01-01,0.10905865904703423
2018-02-01,0.06691403379278707
2018-03-01,0.07411060143973101
2018-04-01,0.05422611919172319
2018-05-01,0.05724550792061328
2018-06-01,0.05855547108565832
2018-07-01,0.10814348940737376
2018-08-01,0.0648984733810716
2018-09-01,0.08284839756482737
2018-10-01,0.06120251762162192
2018-11-01,0.06805399129720746
2018-12-01,0.08070364787188572
2019-01-01,0.06039089679189156
2019-02-01,0.028457662920557826
2019-03-01,0.03438864508608542
2019-04-01,0.05035207376363422
2019-05-01,0.07557900784239784
2019-06-01,0.0432048098204535
2019-07-01,0.051576759068651966
2019-08-01,0.03893619847714597
2019-09-01,0.05887264652269335
2019-10-01,0.04410487993957322
2019-11-01,0.0609420069838371
2019-12-01,0.04405340480222316
2020-01-01,0.016463794192061006
2020-02-01,0.06440131481561814
2020-03-01,0.03144709220487421
2020-04-01,0.03742618150048374
2020-05-01,0.03409748163508822
2020-06-01,0.049194055053917156
2020-07-01,0.04690491036652282
2020-08-01,0.030041376609421987
2020-09-01,0.0856615956068466
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
