<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:688ff7ac47037a890498541d8337708675d0c3fa6b891d72335dd6c9953d70b2
size 75207
=======
DATE,STATENAME,MANDINAME,VOLATILITY,SAMEMONTH,LASTMONTH,LASTYEAR
2016-01-01,KARNATAKA,CHICKKABALLAPURA,0.2221166389371044,Normal,Normal,Normal
2016-01-01,KARNATAKA,CHINTAMANI,0.2221166389371044,Normal,Normal,Normal
2016-01-01,KARNATAKA,MULABAGILU,0.2221166389371044,Normal,Normal,Normal
2016-01-01,KARNATAKA,MYSORE (BANDIPALYA),0.4122538203867703,Anomaly,Normal,Normal
2016-01-01,KARNATAKA,SRINIVASAPUR,0.2221166389371044,Normal,Normal,Normal
2016-01-01,MAHARASHTRA,MUMBAI,0.1519321188659431,Normal,Normal,Normal
2016-01-01,MAHARASHTRA,PUNE,0.1519321188663396,Normal,Normal,Normal
2016-01-01,NCT OF DELHI,AZADPUR,0.0983572572169773,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,AURAIYA,0.1005781318595457,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,BARABANKI,0.1041148752188775,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,FAIZABAD,0.1041148752188775,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,GONDA,0.1041148752188775,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANNAUJ,0.1005781318595457,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,KANPUR(GRAIN),0.1005781318595457,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,LUCKNOW,0.1041148752188775,Normal,Normal,Normal
2016-01-01,UTTAR PRADESH,PUKHRAYAN,0.1005781318595457,Normal,Normal,Normal
2016-02-01,KARNATAKA,CHICKKABALLAPURA,0.0862150716226988,Normal,Normal,Normal
2016-02-01,KARNATAKA,CHINTAMANI,0.0862150716226988,Normal,Normal,Normal
2016-02-01,KARNATAKA,MULABAGILU,0.0862150716226988,Normal,Normal,Normal
2016-02-01,KARNATAKA,MYSORE (BANDIPALYA),0.1784659838485306,Anomaly,Normal,Normal
2016-02-01,KARNATAKA,SRINIVASAPUR,0.0862150716226988,Normal,Normal,Normal
2016-02-01,MAHARASHTRA,MUMBAI,0.0828215453465924,Normal,Normal,Normal
2016-02-01,MAHARASHTRA,PUNE,0.0828215453465924,Normal,Normal,Normal
2016-02-01,NCT OF DELHI,AZADPUR,0.1351574453654399,Anomaly,Normal,Normal
2016-02-01,UTTAR PRADESH,AURAIYA,0.0,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,BARABANKI,0.1004355882374603,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,FAIZABAD,0.1004355882374603,Normal,Normal,Normal
2016-02-01,UTTAR PRADESH,GONDA,0.1004355882374603,Normal,Normal,Normal
