<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2001ff861c77c5018b617fbf49a6b0f95e607ee433b09cb7f33ae33e3c2a7b2a
size 80050
=======
DATE,ARRIVAL,MEAN,STD
2016-01-01,37.3,37.3,0.0
2016-01-02,22.8,22.8,0.0
2016-01-03,0.6000000000000014,0.6000000000000014,0.0
2016-01-04,26.9,26.9,0.0
2016-01-05,27.4,27.4,0.0
2016-01-06,48.8,48.8,0.0
2016-01-07,18.0,18.0,0.0
2016-01-08,4.5,4.5,0.0
2016-01-09,20.1,20.1,0.0
2016-01-10,34.6,34.6,0.0
2016-01-11,32.8,32.8,0.0
2016-01-12,17.7,17.7,0.0
2016-01-13,14.3,14.3,0.0
2016-01-14,14.8,14.8,0.0
2016-01-15,39.5,39.5,0.0
2016-01-16,15.4,15.4,0.0
2016-01-17,11.3,11.3,0.0
2016-01-18,12.6,12.6,0.0
2016-01-19,9.1,9.1,0.0
2016-01-20,16.1,16.1,0.0
2016-01-21,7.300000000000001,7.300000000000001,0.0
2016-01-22,15.0,15.0,0.0
2016-01-23,6.800000000000001,6.800000000000001,0.0
2016-01-24,17.2,17.2,0.0
2016-01-25,14.2,14.2,0.0
2016-01-26,15.7,15.7,0.0
2016-01-27,19.0,19.0,0.0
2016-01-28,10.8,10.8,0.0
2016-01-29,19.8,19.8,0.0
2016-01-30,12.9,12.9,0.0
2016-01-31,8.1,8.1,0.0
2016-02-01,15.0,15.0,0.0
2016-02-02,14.4,14.4,0.0
2016-02-03,15.2,15.2,0.0
2016-02-04,35.1,35.1,0.0
2016-02-05,31.4,31.4,0.0
2016-02-06,81.7,81.7,0.0
2016-02-07,77.5,77.5,0.0
2016-02-08,71.7,71.7,0.0
2016-02-09,35.1,35.1,0.0
2016-02-10,69.6,69.6,0.0
2016-02-11,26.200000000000003,26.200000000000003,0.0
2016-02-12,97.3,97.3,0.0
2016-02-13,99.1,99.1,0.0
2016-02-14,85.8,85.8,0.0
2016-02-15,97.3,97.3,0.0
2016-02-16,67.8,67.8,0.0
2016-02-17,134.5,134.5,0.0
2016-02-18,103.35,103.35,0.0
2016-02-19,72.2,72.2,0.0
2016-02-20,68.2,68.2,0.0
2016-02-21,63.1,63.1,0.0
2016-02-22,81.2,81.2,0.0
2016-02-23,115.1,115.1,0.0
2016-02-24,134.4,134.4,0.0
2016-02-25,148.1,148.1,0.0
2016-02-26,106.8,106.8,0.0
2016-02-27,123.6,123.6,0.0
2016-02-28,128.3,128.3,0.0
2016-02-29,136.8,136.8,0.0
2016-03-01,131.6,131.6,0.0
2016-03-02,152.0,152.0,0.0
2016-03-03,147.3,147.3,0.0
2016-03-04,90.6,90.6,0.0
2016-03-05,165.8,165.8,0.0
2016-03-06,148.3,148.3,0.0
2016-03-07,130.7,130.7,0.0
2016-03-08,115.3,115.3,0.0
2016-03-09,142.9,142.9,0.0
2016-03-10,148.8,148.8,0.0
2016-03-11,117.3,117.3,0.0
2016-03-12,169.7,169.7,0.0
2016-03-13,192.8,192.8,0.0
2016-03-14,174.0,174.0,0.0
2016-03-15,129.4,129.4,0.0
2016-03-16,140.3,140.3,0.0
2016-03-17,161.0,161.0,0.0
2016-03-18,149.5,149.5,0.0
2016-03-19,146.0,146.0,0.0
2016-03-20,127.5,127.5,0.0
2016-03-21,130.2,130.2,0.0
2016-03-22,126.6,126.6,0.0
2016-03-23,62.6,62.6,0.0
2016-03-24,9.0,9.0,0.0
2016-03-25,90.0,90.0,0.0
2016-03-26,198.2,198.2,0.0
2016-03-27,115.1,115.1,0.0
2016-03-28,150.2,150.2,0.0
2016-03-29,80.7,80.7,0.0
2016-03-30,62.4,62.4,0.0
2016-03-31,49.4,49.4,0.0
2016-04-01,73.4,73.4,0.0
2016-04-02,45.8,45.8,0.0
2016-04-03,35.5,35.5,0.0
2016-04-04,30.6,30.6,0.0
2016-04-05,38.9,38.9,0.0
2016-04-06,52.2,52.2,0.0
2016-04-07,43.6,43.6,0.0
2016-04-08,39.6,39.6,0.0
2016-04-09,36.9,36.9,0.0
2016-04-10,32.6,32.6,0.0
2016-04-11,42.7,42.7,0.0
2016-04-12,31.2,31.2,0.0
2016-04-13,29.1,29.1,0.0
2016-04-14,23.6,23.6,0.0
2016-04-15,15.0,15.0,0.0
2016-04-16,15.3,15.3,0.0
2016-04-17,15.622309196971424,15.622309196971424,0.0
2016-04-18,15.947215494701853,15.947215494701853,0.0
2016-04-19,16.277142853920637,16.277142853920637,0.0
2016-04-20,16.618894003181214,16.618894003181214,0.0
2016-04-21,17.001680659725658,17.001680659725658,0.0
2016-04-22,18.0,18.0,0.0
2016-04-23,22.8,22.8,0.0
2016-04-24,18.8,18.8,0.0
2016-04-25,19.3,19.3,0.0
2016-04-26,26.6,26.6,0.0
2016-04-27,26.6,26.6,0.0
2016-04-28,15.3,15.3,0.0
2016-04-29,18.0,18.0,0.0
2016-04-30,14.8,14.8,0.0
2016-05-01,18.6,18.6,0.0
2016-05-02,8.8,8.8,0.0
2016-05-03,11.8,11.8,0.0
2016-05-04,21.1,21.1,0.0
2016-05-05,14.8,14.8,0.0
2016-05-06,20.1,20.1,0.0
2016-05-07,17.1,17.1,0.0
2016-05-08,23.6,23.6,0.0
2016-05-09,21.5,21.5,0.0
2016-05-10,16.8,16.8,0.0
2016-05-11,17.6,17.6,0.0
2016-05-12,19.3,19.3,0.0
2016-05-13,16.9,16.9,0.0
2016-05-14,13.9,13.9,0.0
2016-05-15,14.2,14.2,0.0
2016-05-16,19.4,19.4,0.0
2016-05-17,15.4,15.4,0.0
2016-05-18,13.4,13.4,0.0
2016-05-19,10.0,10.0,0.0
2016-05-20,15.0,15.0,0.0
2016-05-21,34.6,34.6,0.0
2016-05-22,27.1,27.1,0.0
2016-05-23,21.1,21.1,0.0
2016-05-24,21.6,21.6,0.0
2016-05-25,28.3,28.3,0.0
2016-05-26,17.7,17.7,0.0
2016-05-27,24.8,24.8,0.0
2016-05-28,18.6,18.6,0.0
2016-05-29,15.1,15.1,0.0
2016-05-30,26.7,26.7,0.0
2016-05-31,18.8,18.8,0.0
2016-06-01,22.7,22.7,0.0
2016-06-02,23.5,23.5,0.0
2016-06-03,8.0,8.0,0.0
2016-06-04,19.0,19.0,0.0
2016-06-05,19.0,19.0,0.0
2016-06-06,23.3,23.3,0.0
2016-06-07,19.5,19.5,0.0
2016-06-08,18.7,18.7,0.0
2016-06-09,19.7,19.7,0.0
2016-06-10,21.1,21.1,0.0
2016-06-11,18.200000000000003,18.200000000000003,0.0
2016-06-12,15.3,15.3,0.0
2016-06-13,18.6,18.6,0.0
2016-06-14,12.0,12.0,0.0
2016-06-15,20.1,20.1,0.0
2016-06-16,13.6,13.6,0.0
2016-06-17,25.5,25.5,0.0
2016-06-18,17.4,17.4,0.0
2016-06-19,11.5,11.5,0.0
2016-06-20,11.3,11.3,0.0
2016-06-21,11.8,11.8,0.0
2016-06-22,22.5,22.5,0.0
2016-06-23,9.5,9.5,0.0
2016-06-24,9.5,9.5,0.0
2016-06-25,5.2,5.2,0.0
2016-06-26,32.7,32.7,0.0
2016-06-27,121.6,121.6,0.0
