<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:f2001c7fe8abb690722ae1341cf684d9c2617cec7999d588e5bb531bc12cc8e3
size 46334
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Agra,01/02/2012,1185,,NR,NR,NR
,02/02/2012,1185,Desi,300,350,325
,03/02/2012,1210,Other,NR,NR,320
,04/02/2012,1180,Desi,300,350,325
,06/02/2012,1200,Other,NR,NR,320
,07/02/2012,1225,Other,NR,NR,315
,08/02/2012,1205,Other,NR,NR,325
,09/02/2012,1240,Other,NR,NR,315
,10/02/2012,1180,Other,300,390,330
,13/02/2012,1140,Other,300,400,335
,14/02/2012,1170,Desi,310,350,330
,15/02/2012,1190,Other,NR,NR,320
,16/02/2012,1130,Desi,315,360,335
,,,Other,NR,NR,335
,17/02/2012,1150,Desi,300,350,325
,,,Other,NR,NR,325
,18/02/2012,1200,Other,NR,NR,330
,19/02/2012,1280,Desi,300,360,330
,20/02/2012,1210,Other,NR,NR,330
,21/02/2012,1160,Other,NR,NR,335
,22/02/2012,1145,Desi,320,360,345
,23/02/2012,1130,Desi,320,370,350
,24/02/2012,1060,Desi,340,370,365
,25/02/2012,1000,Desi,380,425,405
Ajuha,02/02/2012,77.5,Badshah,NR,NR,300
,06/02/2012,72.5,Badshah,NR,NR,300
,09/02/2012,85,Badshah,NR,NR,340
,13/02/2012,87.5,,NR,NR,NR
,16/02/2012,90,,NR,NR,NR
,20/02/2012,80,Badshah,NR,NR,340
,23/02/2012,75,Badshah,NR,NR,365
,27/02/2012,95,,NR,NR,NR
Akbarpur,01/02/2012,430,Other,350,400,370
,02/02/2012,560,Other,350,400,380
,03/02/2012,520,Other,350,400,370
,04/02/2012,520,Other,350,400,380
,05/02/2012,540,Other,350,400,380
,06/02/2012,520,Other,350,400,380
,07/02/2012,220,Other,350,400,380
,09/02/2012,320,Other,350,410,380
,10/02/2012,510,Other,350,450,390
,11/02/2012,560,Other,350,410,390
,12/02/2012,570,Other,370,410,390
,13/02/2012,450,Other,370,410,390
,14/02/2012,320,Other,370,450,400
,15/02/2012,370,Other,350,450,400
,16/02/2012,510,Other,375,450,400
,17/02/2012,340,Other,375,450,400
,18/02/2012,360,Other,375,450,410
,19/02/2012,510,Other,400,450,425
,20/02/2012,450,Other,400,450,425
,21/02/2012,320,,NR,NR,NR
,22/02/2012,310,Other,450,500,475
,23/02/2012,510,Other,450,500,475
,24/02/2012,540,Other,450,500,470
,25/02/2012,370,Other,460,510,480
,26/02/2012,470,Other,475,550,500
,27/02/2012,430,Other,475,550,500
Aligarh,01/02/2012,160,Desi,290,360,330
,02/02/2012,180,Desi,290,360,330
,03/02/2012,160,Desi,300,380,340
,04/02/2012,180,Desi,290,370,320
,06/02/2012,190,Desi,270,350,310
,07/02/2012,200,Desi,280,350,320
,08/02/2012,220,Desi,280,360,330
,09/02/2012,210,Desi,280,360,320
,10/02/2012,180,Desi,280,360,320
,11/02/2012,190,Desi,280,360,330
,13/02/2012,170,Desi,300,370,340
,14/02/2012,200,Desi,300,360,330
