<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:fbecb96c61401d31150e362e8ad10fc929a43b25178932b4c937d77cb45964b5
size 125116
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/12/2015,50,Desi,NR,NR,620
,02/12/2015,40,Desi,NR,NR,640
,03/12/2015,30,Desi,NR,NR,660
,04/12/2015,45,Desi,NR,NR,650
,05/12/2015,35,Desi,NR,NR,665
,07/12/2015,50,Desi,NR,NR,640
,08/12/2015,54,Desi,NR,NR,600
,09/12/2015,30,Desi,NR,NR,620
,10/12/2015,50,Desi,NR,NR,580
,11/12/2015,30,Desi,NR,NR,600
,12/12/2015,25,Desi,NR,NR,600
,14/12/2015,60,Desi,NR,NR,550
,15/12/2015,50,Desi,NR,NR,580
,16/12/2015,45, ,NR,NR,NR
,17/12/2015,80, ,NR,NR,NR
,18/12/2015,70,Desi,NR,NR,570
,19/12/2015,90,Desi,NR,NR,540
,21/12/2015,100,Desi,NR,NR,520
,22/12/2015,90,Desi,NR,NR,540
,23/12/2015,70,Desi,NR,NR,560
,24/12/2015,100,Desi,NR,NR,500
,25/12/2015,90,Desi,NR,NR,520
,26/12/2015,100,Desi,NR,NR,500
,28/12/2015,150,Desi,NR,NR,480
,29/12/2015,120,Desi,NR,NR,500
,30/12/2015,100,Desi,NR,NR,520
,31/12/2015,160,Desi,NR,NR,500
Achnera,31/12/2015,420,Desi,NR,NR,520
Agra,02/12/2015,1320,Desi,NR,NR,1020
,03/12/2015,1400,Desi,NR,NR,1000
,04/12/2015,1550,Desi,NR,NR,980
,05/12/2015,1500,Chips,950,1100,1010
,08/12/2015,1620,Desi,NR,NR,900
,09/12/2015,1700,Desi,NR,NR,810
,10/12/2015,1850,Desi,NR,NR,750
,11/12/2015,1900,Desi,NR,NR,700
,12/12/2015,1800,Desi,NR,NR,750
,14/12/2015,1830,Desi,NR,NR,740
,15/12/2015,1900,Desi,NR,NR,680
,16/12/2015,1510,Desi,NR,NR,650
