<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:b734fcb42e31bdd0716f08ce56c5d8575e805e95d05ce47df7385f07825852b5
size 129603
=======
Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal)
Achalda,01/09/2015,55,Desi,NR,NR,500
,02/09/2015,60,Desi,NR,NR,485
,03/09/2015,70,Desi,NR,NR,460
,04/09/2015,50,Desi,NR,NR,475
,05/09/2015,25,Desi,NR,NR,485
,07/09/2015,60,Desi,NR,NR,470
,08/09/2015,40,Desi,NR,NR,500
,09/09/2015,35,Desi,NR,NR,500
,10/09/2015,50,Desi,NR,NR,480
,11/09/2015,30,Desi,NR,NR,500
,12/09/2015,20, ,NR,NR,NR
,14/09/2015,50, ,NR,NR,NR
,15/09/2015,40,Desi,NR,NR,500
,16/09/2015,30,Desi,NR,NR,500
,17/09/2015,60,Desi,NR,NR,470
,18/09/2015,40,Desi,NR,NR,500
,19/09/2015,30,Desi,NR,NR,500
,21/09/2015,50,Desi,NR,NR,480
,22/09/2015,40,Desi,NR,NR,500
,23/09/2015,35,Desi,NR,NR,510
,24/09/2015,55,Desi,NR,NR,500
,25/09/2015,40,Desi,NR,NR,510
,26/09/2015,35,Desi,NR,NR,520
,28/09/2015,55,Desi,NR,NR,500
,29/09/2015,45,Desi,NR,NR,510
,30/09/2015,30,Desi,NR,NR,520
Achnera,30/09/2015,460,Desi,520,560,540
Agra,02/09/2015,1820,Desi,NR,NR,565
,03/09/2015,1780,Desi,NR,NR,570
,04/09/2015,1820,Desi,NR,NR,540
,09/09/2015,1750,Desi,NR,NR,520
,10/09/2015,1720,Desi,NR,NR,525
,11/09/2015,1680,Desi,NR,NR,535
,13/09/2015,1710,Desi,NR,NR,540
,14/09/2015,1980,Desi,NR,NR,560
,15/09/2015,1600,Desi,NR,NR,550
,16/09/2015,1630,Desi,NR,NR,520
,18/09/2015,1580,Desi,NR,NR,530
,19/09/2015,1560, ,NR,NR,NR
,21/09/2015,1540,Desi,NR,NR,525
,22/09/2015,1520,Desi,470,610,530
,23/09/2015,1560,Desi,NR,NR,525
,24/09/2015,1540,Desi,NR,NR,535
,25/09/2015,1570,Desi,NR,NR,530
,26/09/2015,1600,Desi,NR,NR,525
,28/09/2015,1580,Desi,NR,NR,530
,30/09/2015,1420,Desi,NR,NR,600
Ahirora,26/09/2015,20,Other,NR,NR,770
Ajuha,03/09/2015,119,Desi,NR,NR,775
,07/09/2015,105,Desi,NR,NR,785
,10/09/2015,152,Desi,NR,NR,790
,14/09/2015,116.5, ,NR,NR,NR
,17/09/2015,138,Desi,NR,NR,740
,21/09/2015,113.5,Desi,NR,NR,700
,24/09/2015,142.5,Desi,NR,NR,700
,28/09/2015,127,Desi,NR,NR,730
Akbarpur,03/09/2015,46,Potato,550,650,600
,04/09/2015,34,Potato,560,660,610
,07/09/2015,45,Potato,580,650,615
,08/09/2015,35,Potato,570,660,615
,09/09/2015,33,Potato,570,670,620
,14/09/2015,67,Potato,590,670,630
,15/09/2015,57,Potato,600,660,630
,16/09/2015,55,Potato,600,660,630
Aligarh,01/09/2015,250,Desi,460,520,500
,02/09/2015,220,Desi,460,520,490
,04/09/2015,190,Desi,440,500,470
,05/09/2015,190,Desi,430,500,475
,07/09/2015,190,Desi,440,520,480
,08/09/2015,180,Desi,450,530,490
,09/09/2015,190,Desi,450,500,480
,10/09/2015,200,Desi,450,500,470
,11/09/2015,170,Desi,450,500,480
,12/09/2015,170,Desi,450,500,470
,14/09/2015,150,Desi,450,500,480
,15/09/2015,170,Desi,450,500,475
,16/09/2015,150,Desi,450,500,470
,17/09/2015,180,Desi,450,500,480
,18/09/2015,190,Desi,450,500,480
,19/09/2015,200,Desi,460,520,490
,21/09/2015,180,Desi,450,520,480
,22/09/2015,190,Desi,440,500,470
,23/09/2015,170,Desi,470,530,490
,24/09/2015,140,Desi,480,550,520
,26/09/2015,180,Desi,490,570,530
,28/09/2015,190,Desi,490,550,520
,29/09/2015,170,Desi,470,540,500
Allahabad,01/09/2015,130,Local,NR,NR,990
,02/09/2015,140,Local,NR,NR,990
,03/09/2015,160,Local,NR,NR,980
,04/09/2015,150,Local,NR,NR,980
,05/09/2015,100,Local,NR,NR,980
,07/09/2015,140,Local,NR,NR,980
,08/09/2015,160,Local,NR,NR,985
,09/09/2015,180,Local,NR,NR,985
,10/09/2015,170,Local,NR,NR,990
,11/09/2015,130,Local,NR,NR,990
,12/09/2015,110,Local,NR,NR,990
,14/09/2015,140,Local,NR,NR,990
,15/09/2015,130,Local,NR,NR,990
,16/09/2015,150,Local,NR,NR,960
,18/09/2015,140,Local,NR,NR,960
,19/09/2015,160,Local,NR,NR,960
,21/09/2015,150,Local,NR,NR,965
,22/09/2015,170,Local,NR,NR,965
,23/09/2015,160,Local,NR,NR,965
,24/09/2015,180,Local,NR,NR,960
,25/09/2015,170,Local,NR,NR,960
,26/09/2015,130,Local,NR,NR,960
,28/09/2015,140,Local,NR,NR,955
,29/09/2015,180,Local,NR,NR,955
,30/09/2015,170,Local,NR,NR,955
Amroha,28/09/2015,50,F.A.Q.,NR,NR,750
Anandnagar,01/09/2015,30,Potato,725,900,820
,02/09/2015,40,Potato,700,925,840
,03/09/2015,40,Potato,750,900,835
,04/09/2015,30,Potato,750,925,850
,05/09/2015,30,Potato,750,950,850
,06/09/2015,20,Potato,750,950,850
,09/09/2015,35,Potato,750,900,830
,10/09/2015,50,Potato,750,945,840
,11/09/2015,30,Potato,725,950,840
,12/09/2015,30,Potato,750,950,850
,13/09/2015,20,Potato,740,950,850
,14/09/2015,25,Potato,775,950,850
,15/09/2015,30,Potato,750,950,825
,16/09/2015,30,Potato,700,900,800
,17/09/2015,50,Potato,700,900,800
,18/09/2015,20,Potato,700,950,825
,19/09/2015,25,Potato,700,900,800
,21/09/2015,25,Potato,725,950,825
,22/09/2015,25,Potato,725,900,800
,23/09/2015,35,Potato,700,925,825
,29/09/2015,30,Potato,700,900,800
Anwala,26/09/2015,2436,F.A.Q.,NR,NR,750
Atarra,02/09/2015,15,Other,700,780,725
,03/09/2015,20,Other,700,780,725
,05/09/2015,15,Other,700,780,725
,06/09/2015,17.5,Other,700,780,725
,07/09/2015,20,Other,700,780,725
,08/09/2015,15,Other,700,780,725
,09/09/2015,20,Other,700,780,725
,12/09/2015,20,Other,675,750,700
,13/09/2015,12.5,Other,675,750,700
,14/09/2015,20,Other,675,750,700
Atrauli,25/09/2015,200,Desi,450,540,490
Auraiya,01/09/2015,25,F.A.Q.,545,580,560
,02/09/2015,60,F.A.Q.,545,585,565
,03/09/2015,65,F.A.Q.,550,600,570
,04/09/2015,60,F.A.Q.,550,590,565
,05/09/2015,45,F.A.Q.,550,590,570
,07/09/2015,55,F.A.Q.,535,580,560
,08/09/2015,50,F.A.Q.,525,565,550
,09/09/2015,60,F.A.Q.,545,585,560
,10/09/2015,75,F.A.Q.,520,555,540
,11/09/2015,80,F.A.Q.,520,555,545
,12/09/2015,70,F.A.Q.,515,545,535
,14/09/2015,75,F.A.Q.,520,555,540
,15/09/2015,80,F.A.Q.,515,550,535
,16/09/2015,90,F.A.Q.,515,550,530
,17/09/2015,81.5,F.A.Q.,510,550,530
,18/09/2015,95,F.A.Q.,510,540,525
,19/09/2015,65,F.A.Q.,510,540,525
,21/09/2015,60,F.A.Q.,515,535,525
,22/09/2015,40,F.A.Q.,510,540,525
,23/09/2015,50,F.A.Q.,510,535,520
,24/09/2015,62.5,F.A.Q.,510,535,520
,25/09/2015,60,F.A.Q.,500,540,520
,26/09/2015,77.5,F.A.Q.,500,550,520
,28/09/2015,80,F.A.Q.,510,530,520
,29/09/2015,72.5,F.A.Q.,510,535,525
,30/09/2015,60,F.A.Q.,510,535,525
Azamgarh,02/09/2015,118,Potato,625,725,670
,03/09/2015,115,Potato,620,735,680
,04/09/2015,117,Potato,600,700,665
,05/09/2015,115,Potato,625,750,680
,07/09/2015,110,Potato,NR,NR,685
,08/09/2015,115,Potato,650,750,690
,09/09/2015,112.5,Potato,650,745,700
,11/09/2015,117.5,Potato,670,780,720
,14/09/2015,125,Potato,685,770,730
,15/09/2015,120,Potato,NR,NR,750
,16/09/2015,130,Potato,NR,NR,765
,17/09/2015,140,Potato,715,825,775
,18/09/2015,142.5,Potato,725,815,780
,19/09/2015,150,Potato,725,825,770
,21/09/2015,158,Potato,650,780,700
,22/09/2015,150,Potato,625,750,680
,23/09/2015,167,Potato,NR,NR,665
,24/09/2015,170,Potato,NR,NR,650
,25/09/2015,180,Potato,575,685,635
,26/09/2015,185,Potato,600,650,625
,28/09/2015,180,Potato,NR,NR,630
,29/09/2015,175,Potato,NR,NR,645
,30/09/2015,170,Potato,625,720,670
Babrala,29/09/2015,1200,Other,600,700,660
Badayoun,01/09/2015,30,Potato,550,650,600
,02/09/2015,28,Potato,550,650,610
,03/09/2015,30, ,NR,NR,NR
,04/09/2015,18,Potato,560,660,615
,07/09/2015,25,Potato,550,650,600
,08/09/2015,22,Potato,560,660,610
,09/09/2015,20,Potato,570,670,620
,10/09/2015,25,Potato,550,650,600
,12/09/2015,22,Potato,570,670,620
,14/09/2015,20,Potato,580,680,630
,15/09/2015,25,Potato,580,680,630
,16/09/2015,23,Potato,570,670,620
,18/09/2015,22,Potato,580,680,630
,19/09/2015,20,Potato,580,680,635
,21/09/2015,22,Potato,580,680,630
,23/09/2015,24,Potato,580,680,630
,24/09/2015,22,Potato,600,680,640
,26/09/2015,20,Potato,600,700,650
,28/09/2015,22,Potato,600,680,640
,29/09/2015,20,Potato,600,700,650
,30/09/2015,18,Potato,600,700,660
Bahraich,01/09/2015,100,Red,660,690,675
,02/09/2015,90,Red,660,690,680
,03/09/2015,95,Red,660,690,675
,04/09/2015,90,Red,665,695,680
,05/09/2015,98,Red,660,690,675
,07/09/2015,94,Red,665,695,680
,08/09/2015,107,Red,660,690,675
,09/09/2015,105,Red,665,695,680
,10/09/2015,108,Red,660,690,675
,11/09/2015,100,Red,665,695,680
,12/09/2015,105, ,NR,NR,NR
,14/09/2015,109, ,NR,NR,NR
,15/09/2015,107.5,Red,655,685,670
,16/09/2015,105,Red,660,695,680
,17/09/2015,100,Red,660,690,675
,18/09/2015,107,Red,665,695,680
,19/09/2015,109, ,NR,NR,NR
,21/09/2015,105,Red,665,695,680
,22/09/2015,106,Red,660,690,675
,23/09/2015,112.5,Red,660,690,675
,24/09/2015,109,Red,665,695,680
,25/09/2015,110,Red,655,690,670
,26/09/2015,105,Red,660,690,675
,28/09/2015,100,Red,665,695,680
,29/09/2015,98,Red,660,690,675
,30/09/2015,100,Red,655,685,670
Ballia,01/09/2015,130,Desi,750,800,775
,02/09/2015,140,Desi,725,800,750
,03/09/2015,130,Desi,725,800,750
,04/09/2015,110,Desi,725,800,750
,05/09/2015,130,Desi,725,780,740
,07/09/2015,120,Desi,725,800,760
,08/09/2015,100,Desi,720,760,740
,09/09/2015,110,Desi,700,750,730
,10/09/2015,120,Desi,720,750,735
,11/09/2015,130,Desi,710,750,735
,12/09/2015,120, ,NR,NR,NR
,14/09/2015,140, ,NR,NR,NR
,15/09/2015,130,Desi,700,750,725
,16/09/2015,110,Desi,700,750,725
,17/09/2015,100,Desi,710,750,730
,18/09/2015,140,Desi,710,750,730
,19/09/2015,130,Desi,700,750,725
,21/09/2015,140,Desi,700,750,720
,22/09/2015,150,Desi,700,750,710
,23/09/2015,140,Desi,725,775,750
,24/09/2015,150,Desi,710,775,750
,25/09/2015,20,Desi,725,800,750
,26/09/2015,140,Desi,700,750,725
,28/09/2015,160,Desi,700,750,720
,29/09/2015,140,Desi,700,750,725
